ticker,ACOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-10,12.0
2006-02-13,-10.7143
2006-02-14,0.0
2006-02-15,0.6667
2006-02-16,3.9735
2006-02-17,-0.9554
2006-02-21,-0.1608
2006-02-22,1.9324
2006-02-23,0.158
2006-02-24,-2.8391
2006-02-27,1.461
2006-02-28,-0.8
2006-03-01,0.8065
2006-03-02,-2.08
2006-03-03,5.7843
2006-03-06,1.1739
2006-03-07,-6.1068999999999996
2006-03-08,-0.813
2006-03-09,-0.4918
2006-03-10,-0.3295
2006-03-13,1.9835
2006-03-14,-0.3241
2006-03-15,-5.3659
2006-03-16,1.3746
2006-03-17,-0.803
2006-03-20,2.1764
2006-03-21,-2.4497999999999998
2006-03-22,2.8542
2006-03-23,0.0
2006-03-24,-1.6667
2006-03-27,-0.8475
2006-03-28,-3.2479
2006-03-29,1.7668
2006-03-30,-6.7708
2006-03-31,-2.7933
2006-04-03,-0.3831
2006-04-04,-1.9231
2006-04-05,2.9412000000000003
2006-04-06,4.5714
2006-04-07,-1.8215
2006-04-10,-1.6698
2006-04-11,-1.1320999999999999
2006-04-12,-2.2901
2006-04-13,0.9766
2006-04-17,-1.354
2006-04-18,0.7843
2006-04-19,-1.1673
2006-04-20,-5.315
2006-04-21,0.8316
2006-04-24,0.4124
2006-04-25,0.8214
2006-04-26,-5.9063
2006-04-27,7.5758
2006-04-28,-1.4085
2006-05-01,-5.9184
2006-05-02,-1.7354
2006-05-03,3.7528
2006-05-04,7.6596
2006-05-05,0.7905
2006-05-08,-1.5686
2006-05-09,5.1793
2006-05-10,-3.2197
2006-05-11,-4.1096
2006-05-12,-0.4082
2006-05-15,-5.3279
2006-05-16,-8.658
2006-05-17,-7.109
2006-05-18,1.0204
2006-05-19,-10.101
2006-05-22,5.3371
2006-05-23,-1.0667
2006-05-24,1.8868
2006-05-25,1.8519
2006-05-26,0.0
2006-05-30,1.2987
2006-05-31,-1.2821
2006-06-01,1.2987
2006-06-02,-1.0256
2006-06-05,0.0
2006-06-06,-2.8497
2006-06-07,1.3333
2006-06-08,1.3158
2006-06-09,1.039
2006-06-12,-4.6272
2006-06-13,-9.973
2006-06-14,13.4731
2006-06-15,2.6385
2006-06-16,-0.7712
2006-06-19,-2.8497
2006-06-20,0.2667
2006-06-21,-1.3298
2006-06-22,0.5391
2006-06-23,-4.2895
2006-06-26,6.4426
2006-06-27,7.1053
2006-06-28,1.7199
2006-06-29,-9.4203
2006-06-30,11.2
