ticker,BSVN US Equity
2019-02-13,-0.5495
2019-02-14,0.798
2019-02-15,0.1218
2019-02-19,0.1825
2019-02-20,-1.3357999999999999
2019-02-21,1.2308
2019-02-22,-1.2158
2019-02-25,4.1231
2019-02-26,-3.6052
2019-02-27,0.2452
2019-02-28,-2.1407
2019-03-01,1.9375
2019-03-04,-0.2452
2019-03-05,-2.0897
2019-03-06,-1.0044
2019-03-07,-1.2682
2019-03-08,-1.0276
2019-03-11,-0.6489
2019-03-12,1.3063
2019-03-13,0.3868
2019-03-14,3.7893
2019-03-15,-4.5173
2019-03-18,2.5924
2019-03-19,-4.1693
2019-03-20,-0.4614
2019-03-21,1.457
2019-03-22,-1.436
2019-03-25,6.755
2019-03-26,1.1166
2019-03-27,4.2945
2019-03-28,1.0
2019-03-29,1.1648
2019-04-01,-1.6695
2019-04-02,1.5222
2019-04-03,-4.729
2019-04-04,4.9031
2019-04-05,0.981
2019-04-08,-1.6571
2019-04-09,-1.104
2019-04-10,4.2891
2019-04-11,-5.0704
2019-04-12,5.0445
2019-04-15,-1.1299
2019-04-16,-0.1143
2019-04-17,-0.1716
2019-04-18,-0.0573
2019-04-22,-0.1147
2019-04-23,0.4592
2019-04-24,1.4285999999999999
2019-04-25,-0.7887
2019-04-26,1.1357
2019-04-29,-0.7861
2019-04-30,-1.9808
2019-05-01,-0.2887
2019-05-02,0.9844
2019-05-03,1.2041
2019-05-06,0.0
2019-05-07,0.5666
2019-05-08,0.8451
2019-05-09,-1.6760000000000002
2019-05-10,0.4545
2019-05-13,-1.0181
2019-05-14,1.1429
2019-05-15,0.0
2019-05-16,-1.4123999999999999
2019-05-17,0.3438
2019-05-20,-0.1713
2019-05-21,0.1144
2019-05-22,-1.3143
2019-05-23,0.0
2019-05-24,1.3317999999999999
2019-05-28,-1.4285999999999999
2019-05-29,0.3478
2019-05-30,0.8088
2019-05-31,-2.9226
2019-06-03,0.8855
2019-06-04,0.7022
2019-06-05,-0.9297
2019-06-06,-0.5279
2019-06-07,0.2358
2019-06-10,0.4118
2019-06-11,-0.4101
2019-06-12,-0.5882
2019-06-13,-0.8876
2019-06-14,-0.8955
2019-06-17,0.9036
2019-06-18,1.194
2019-06-19,0.0
2019-06-20,-1.5339
2019-06-21,1.5577999999999999
2019-06-24,-1.7699
2019-06-25,-1.2012
2019-06-26,0.9119
2019-06-27,1.988
2019-06-28,9.2144
2019-07-01,-1.2439
2019-07-02,-2.4096
2019-07-03,1.8519
2019-07-05,-1.9284
2019-07-08,1.7978
2019-07-09,0.1104
2019-07-10,0.441
2019-07-11,-0.7135
2019-07-12,-1.6031
2019-07-15,0.9551
2019-07-16,-0.6121
2019-07-17,0.0
2019-07-18,0.5039
2019-07-19,0.2786
2019-07-22,-2.3333
2019-07-23,1.6496
2019-07-24,-0.6156
2019-07-25,0.4505
2019-07-26,4.3161
2019-07-29,-0.2149
2019-07-30,0.1616
2019-07-31,1.6667
2019-08-01,-0.3702
2019-08-02,-2.0701
2019-08-05,-5.1491
2019-08-06,-0.3429
2019-08-07,-5.0459
2019-08-08,2.3551
2019-08-09,-1.4159
2019-08-12,2.1544
2019-08-13,2.109
2019-08-14,-5.6225000000000005
2019-08-15,1.3982
2019-08-16,4.0168
2019-08-19,0.8646
2019-08-20,-5.1429
2019-08-21,-0.4819
2019-08-22,-0.6659
2019-08-23,-1.2187999999999999
2019-08-26,4.2566
2019-08-27,-2.6330999999999998
2019-08-28,3.9198
2019-08-29,2.3392
2019-08-30,2.8
2019-09-03,-2.7793
2019-09-04,1.5436999999999999
2019-09-05,-0.3378
2019-09-06,-0.226
2019-09-09,0.8494
2019-09-10,0.6176
2019-09-11,1.7856999999999998
2019-09-12,-0.4934
2019-09-13,-0.6061
2019-09-16,2.8270999999999997
2019-09-17,0.593
2019-09-18,0.268
2019-09-19,-0.7483
2019-09-20,-0.2693
2019-09-23,1.1339
2019-09-24,-0.8009
2019-09-25,1.0226
2019-09-26,0.1598
2019-09-27,0.7447
2019-09-30,-0.2112
2019-10-01,-0.7979
2019-10-02,0.7507
2019-10-03,-0.2661
2019-10-04,-2.0811
2019-10-07,-2.9973
2019-10-08,-1.4045
2019-10-09,-0.2849
2019-10-10,0.3429
2019-10-11,2.9043
2019-10-14,-0.3874
2019-10-15,-0.6111
2019-10-16,0.8944
2019-10-17,-0.277
2019-10-18,0.5556
2019-10-21,0.0
2019-10-22,-0.7735
2019-10-23,0.7238
2019-10-24,0.0553
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.5525
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,2.967
2019-11-04,-0.587
2019-11-05,1.8787
2019-11-06,-1.4752
2019-11-07,0.2674
2019-11-08,-0.16
2019-11-11,1.2286
2019-11-12,0.0528
2019-11-13,0.5802
2019-11-14,-1.678
2019-11-15,0.5333
2019-11-18,0.3714
2019-11-19,0.9514
2019-11-20,-1.7801
2019-11-21,0.9595
2019-11-22,0.3696
2019-11-25,0.4208
2019-11-26,-1.4667
2019-11-27,1.3291
2019-11-29,-0.787
2019-12-02,0.3702
2019-12-03,-0.5269
2019-12-04,-0.3178
2019-12-05,1.1158
2019-12-06,-0.9459
2019-12-09,-0.5305
2019-12-10,1.8667
2019-12-11,-0.5236
2019-12-12,-0.8947
2019-12-13,0.9028
2019-12-16,0.9474
2019-12-17,0.365
2019-12-18,0.6234
2019-12-19,-1.1874
2019-12-20,2.2989
2019-12-23,0.1021
2019-12-24,-0.4082
2019-12-26,0.1025
2019-12-27,-0.3582
2019-12-30,-2.8993
2019-12-31,2.9316
2020-01-02,-0.211
2020-01-03,-2.167
2020-01-06,-0.108
2020-01-07,-0.9735
2020-01-08,1.0377
2020-01-09,0.7027
2020-01-10,-0.4294
2020-01-13,0.7008
2020-01-14,-0.4283
2020-01-15,0.4839
2020-01-16,0.5886
2020-01-17,-0.7447
2020-01-21,0.3215
2020-01-22,0.4274
2020-01-23,-0.5319
2020-01-24,-0.2139
2020-01-27,-1.2862
2020-01-28,0.3257
2020-01-29,0.487
2020-01-30,-0.1616
2020-01-31,-1.8878
2020-02-03,0.055
2020-02-04,3.2967
2020-02-05,0.5319
2020-02-06,-2.0106
2020-02-07,-0.8099
2020-02-10,2.3407999999999998
2020-02-11,-1.5426
2020-02-12,0.0
2020-02-13,0.6483
2020-02-14,0.6441
2020-02-19,-1.28
2020-02-20,0.0
2020-02-21,-0.2161
2020-02-24,-0.6497
2020-02-25,1.0899
2020-02-26,-0.9164
2020-02-27,-2.0675
2020-02-28,-0.5556
2020-03-02,-3.7989
2020-03-03,-9.0592
2020-03-04,-1.7241
2020-03-05,-0.8447
2020-03-06,-4.3906
2020-03-09,-25.7025
2020-03-10,-1.2915
2020-03-11,-6.8224
2020-03-12,-24.0722
2020-03-13,18.4941
2020-03-16,-9.3645
2020-03-17,-20.2952
2020-03-18,-10.3395
2020-03-19,14.4578
2020-03-20,5.2632
2020-03-23,3.4286
2020-03-24,20.8564
2020-03-25,4.8
2020-03-26,-2.3991
2020-03-27,-10.2793
2020-03-30,0.8717
2020-03-31,-0.75
2020-04-01,-12.4685
2020-04-02,0.7194
2020-04-03,-4.2857
2020-04-06,6.7164
2020-04-07,-3.4965
2020-04-08,4.9275
2020-04-09,8.7017
2020-04-13,-13.3418
2020-04-14,0.7331
2020-04-15,-0.7278
2020-04-16,-0.8798
2020-04-17,6.0651
2020-04-20,-5.7183
2020-04-21,-0.7396
2020-04-22,6.7064
2020-04-23,-0.9777
2020-04-24,-0.8463
2020-04-27,9.2461
2020-04-28,4.1667
2020-04-29,2.0
2020-04-30,22.549
2020-05-01,-3.4
2020-05-04,7.6605
2020-05-05,-2.5962
2020-05-06,-1.1846
2020-05-07,0.2997
2020-05-08,7.0717
2020-05-11,-3.6279
2020-05-12,-1.6409
2020-05-13,-10.5005
2020-05-14,-0.5482
2020-05-15,-0.2205
2020-05-18,13.8122
2020-05-19,-10.5825
2020-05-20,0.76
2020-05-21,-3.9871
2020-05-22,0.6734
2020-05-26,6.689
2020-05-27,4.7022
2020-05-28,0.3992
2020-05-29,1.3917
2020-06-01,-1.8627
2020-06-02,-2.5974
2020-06-03,3.8974
2020-06-04,2.3692
2020-06-05,7.5217
2020-06-08,12.7354
2020-06-09,4.9324
2020-06-10,-9.5527
2020-06-11,-11.7351
2020-06-12,-0.1899
2020-06-15,-1.8077999999999999
2020-06-16,-2.2287
2020-06-17,-2.2795
2020-06-18,2.5355
2020-06-19,1.5826
2020-06-22,-2.0448
2020-06-23,-1.5905
2020-06-24,0.8081
2020-06-25,1.6194
2020-06-26,15.6375
2020-06-29,-8.0103
2020-06-30,1.6385999999999998
2020-07-01,0.3224
2020-07-02,1.3774
2020-07-06,-4.8913
2020-07-07,-4.2857
2020-07-08,1.592
2020-07-09,-2.6445
2020-07-10,0.7042
2020-07-13,0.999
2020-07-14,-4.55
2020-07-15,4.8705
2020-07-16,-1.6798
2020-07-17,-1.005
2020-07-20,-1.5228000000000002
2020-07-21,2.6804
2020-07-22,-2.2088
2020-07-23,-2.9774000000000003
2020-07-24,0.5291
2020-07-27,5.2632
2020-07-28,-0.8
2020-07-29,-0.3024
2020-07-30,0.0
2020-07-31,0.2022
