ticker,FMBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.2453
2000-01-04,-2.8325
2000-01-05,1.3942
2000-01-06,-1.0
2000-01-07,0.2525
2000-01-10,-2.5189
2000-01-11,-0.5168
2000-01-12,-2.8571
2000-01-13,1.6042999999999998
2000-01-14,6.3158
2000-01-18,-1.7327
2000-01-19,-2.267
2000-01-20,1.0309
2000-01-21,0.0
2000-01-24,-1.7856999999999998
2000-01-25,-0.2597
2000-01-26,-2.0833
2000-01-27,0.0
2000-01-28,0.5319
2000-01-31,0.6614
2000-02-01,1.9710999999999999
2000-02-02,0.5155
2000-02-03,0.0
2000-02-04,1.0256
2000-02-07,0.2538
2000-02-08,0.7595
2000-02-09,-1.005
2000-02-10,-2.5381
2000-02-11,-5.2083
2000-02-14,-1.3736
2000-02-15,0.5571
2000-02-16,3.0471
2000-02-17,2.4194
2000-02-18,-2.8871
2000-02-22,0.0
2000-02-23,1.6216
2000-02-24,0.0
2000-02-25,1.5957
2000-02-28,4.4503
2000-02-29,0.0
2000-03-01,0.2506
2000-03-02,-6.0
2000-03-03,-0.7979
2000-03-06,-3.4853
2000-03-07,-1.9444
2000-03-08,-1.983
2000-03-09,2.8902
2000-03-10,-4.4944
2000-03-13,0.5882
2000-03-14,0.8772
2000-03-15,3.1884
2000-03-16,10.1124
2000-03-17,-1.5306
2000-03-20,1.0363
2000-03-21,-1.5385
2000-03-22,4.1667
2000-03-23,0.5
2000-03-24,-1.4925
2000-03-27,-5.0505
2000-03-28,-2.1277
2000-03-29,-0.0326
2000-03-30,1.0959
2000-03-31,5.1491
2000-04-03,-0.2577
2000-04-04,1.4212
2000-04-05,-1.6561
2000-04-06,0.2591
2000-04-07,3.1008
2000-04-10,0.7519
2000-04-11,-6.9652
2000-04-12,1.3369
2000-04-13,-0.2639
2000-04-14,-1.8519
2000-04-17,-1.8868
2000-04-18,-1.0989
2000-04-19,1.1111
2000-04-20,2.4725
2000-04-24,0.8043
2000-04-25,4.2553
2000-04-26,1.5306
2000-04-27,0.2513
2000-04-28,-0.2506
2000-05-01,-1.005
2000-05-02,-3.8071
2000-05-03,-3.4301
2000-05-04,3.0055
2000-05-05,0.7958
2000-05-08,-0.5263
2000-05-09,0.0
2000-05-10,-5.8201
2000-05-11,4.4944
2000-05-12,-0.5376
2000-05-15,1.0811
2000-05-16,1.0695000000000001
2000-05-17,-0.5291
2000-05-18,-0.5319
2000-05-19,-2.1390000000000002
2000-05-22,2.7321999999999997
