ticker,NEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1236
2000-01-07,0.0
2000-01-11,4.5455
2000-01-14,0.0
2000-01-21,2.1739
2000-01-24,0.0
2000-01-26,2.1277
2000-01-27,0.0
2000-01-28,-4.1667
2000-02-01,22.8261
2000-02-03,-11.5044
2000-02-07,8.0
2000-02-09,11.1111
2000-02-10,-10.0
2000-02-11,4.6296
2000-02-16,-15.0442
2000-02-17,12.5
2000-02-18,7.4074
2000-02-25,-13.7931
2000-02-28,1.5
2000-02-29,10.3448
2000-03-02,-3.5714
2000-03-03,0.0
2000-03-07,10.1852
2000-03-08,0.8403
2000-03-10,-6.6667
2000-03-15,-4.9847
2000-03-16,2.5126
2000-03-20,14.7059
2000-03-23,-11.1111
2000-03-24,3.8462
2000-03-27,3.7037
2000-03-28,-1.7856999999999998
2000-03-29,-5.4545
2000-04-03,3.8462
2000-04-05,1.8519
2000-04-10,0.4545
2000-04-11,0.0
2000-04-12,3.6199
2000-04-13,-5.2402
2000-04-14,-2.3041
2000-04-17,-1.8868
2000-04-18,-0.9615
2000-04-19,10.6796
2000-04-24,-8.7719
2000-04-26,-1.9231
2000-04-27,1.9607999999999999
2000-04-28,6.7308
2000-05-02,-0.9009
2000-05-03,-5.4545
2000-05-04,3.8462
2000-05-05,0.9259
2000-05-10,-0.9174
2000-05-15,-1.8519
2000-05-16,-0.9434
2000-05-17,6.6667
2000-05-19,8.0357
2000-05-22,0.0
2000-05-23,-4.1322
2000-05-24,-1.7241
2000-05-25,0.0
2000-05-30,-1.7544
2000-05-31,0.0
2000-06-01,0.0
2000-06-02,0.0
2000-06-05,0.0
2000-06-07,0.8929
2000-06-13,6.1947
2000-06-15,-2.5
2000-06-19,-0.8547
2000-06-20,2.5862
2000-06-21,-7.563
2000-06-22,9.0909
2000-06-28,0.0
2000-06-29,-10.0
2000-06-30,7.4074
2000-07-03,2.5862
2000-07-05,0.8403
2000-07-06,5.8333
2000-07-10,-5.1181
2000-07-11,1.2448
2000-07-13,-0.8197
2000-07-14,-2.4793
2000-07-17,0.0
2000-07-18,-1.2711999999999999
2000-07-19,3.0043
2000-07-21,3.3333
2000-07-24,0.0
2000-07-25,0.0
2000-07-26,0.0
2000-07-27,-3.2258
2000-07-28,0.0
2000-08-03,2.5
2000-08-09,2.439
2000-08-10,1.5873
2000-08-11,0.0
2000-08-14,1.5625
2000-08-16,-1.5385
2000-08-17,0.0
2000-08-21,0.0
2000-08-22,0.0
