ticker,HLMB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-06-01,-20.0
2004-06-07,108.3333
2004-06-16,40.0
2004-06-25,-28.5714
2004-09-14,0.0
2004-09-15,0.0
2004-09-16,8.0
2004-10-01,-44.4444
2004-10-20,33.3333
2005-02-10,-45.0
2005-02-11,9.0909
2005-03-16,0.0
2005-05-11,33.3333
2005-08-08,-37.5
2005-08-16,0.0
2005-08-23,16.0
2005-08-24,0.0
2005-08-29,-8.2759
2005-08-30,-1.6917
2005-09-01,7.0746
2005-09-02,16.0714
2005-09-06,4.6154
2005-09-07,2.9412000000000003
2005-09-09,-1.4285999999999999
2005-09-12,0.0
2005-09-14,-20.2899
2005-09-19,7.2727
2005-09-23,18.6441
2005-09-26,0.0
2005-09-28,14.2857
2005-09-30,-0.75
2005-10-06,0.7557
2005-10-10,7.5
2005-10-11,4.6512
2005-10-12,11.1111
2005-10-20,-10.0
2005-10-21,0.0
2005-10-27,-0.4444
2005-10-28,-4.0179
2005-10-31,4.6512
2005-11-03,-4.4444
2005-11-10,-1.1628
2005-11-17,0.0
2005-11-18,4.7059
2005-11-22,-10.1124
2005-11-30,12.5
2005-12-01,-1.1111
2005-12-02,-7.8652
2005-12-06,9.7561
2005-12-07,0.0
2005-12-08,2.2222
2005-12-09,4.3478
2005-12-12,4.1667
2005-12-13,1.0
2005-12-14,0.0
2005-12-16,0.5941
2005-12-19,0.0
2005-12-20,-5.5118
2005-12-21,-7.2917
2005-12-28,-6.7416
2005-12-30,0.0
2006-01-03,-15.6627
2006-01-04,18.5714
2006-01-05,10.8434
2006-01-11,7.8261
2006-01-12,0.4032
2006-01-17,0.2008
2006-01-18,-3.8076
2006-01-24,5.2083
2006-01-25,0.9901
2006-01-31,0.0
2006-02-01,7.2549
2006-02-02,0.5484
2006-02-06,-1.0
2006-02-08,-2.6630000000000003
2006-02-09,0.0
2006-02-10,2.8302
2006-02-13,2.3853
2006-02-15,-7.7061
2006-02-16,10.6796
2006-02-24,-17.5439
2006-02-27,11.7021
2006-02-28,4.7619
2006-03-02,9.0909
2006-03-03,-4.1667
2006-03-13,4.3478
2006-03-21,-15.0
2006-03-27,-5.8824
2006-03-28,-4.1667
2006-03-30,8.6957
2006-03-31,0.0
2006-04-11,-10.0
2006-04-12,-27.7778
2006-04-25,-8.0
2006-04-26,0.3344
2006-04-28,0.0
2006-05-02,0.3333
2006-05-03,10.6312
2006-05-04,-6.9069
2006-05-05,8.0645
2006-05-08,0.0
2006-05-17,4.4776
