ticker,HLMB US Equity
2006-05-19,-13.7143
2006-05-31,7.6159
2006-06-15,-23.0769
2006-06-30,28.0
2006-07-13,18.75
2006-07-18,17.1053
2006-07-20,0.4494
2006-07-21,0.6711
2006-07-26,0.0
2006-07-27,6.6667
2006-07-31,-3.125
2006-08-01,-12.9032
2006-08-02,0.0
2006-08-03,0.0
2006-08-04,7.4074
2006-08-07,10.3448
2006-08-09,-8.375
2006-08-11,8.4584
2006-08-14,-5.6604
2006-08-15,0.6667
2006-08-16,-4.6358
2006-08-18,0.0
2006-08-21,-2.7778
2006-08-29,9.2857
2006-08-31,3.9215999999999998
2006-09-05,-11.3208
2006-09-07,-0.7092
2006-09-12,-8.5714
2006-09-13,-21.0938
2006-09-14,18.8119
2006-09-15,-15.8333
2006-09-20,0.9901
2006-09-21,17.647100000000002
2006-09-22,8.3333
2006-09-28,0.7692
2006-09-29,-0.7634
2006-10-10,-7.6923
2006-10-18,-6.6667
2006-11-10,10.5357
2006-11-14,13.0856
2006-11-27,-7.5
2006-11-29,1.1583
2006-12-01,10.687
2006-12-04,-4.1379
2006-12-06,0.7194
2006-12-07,-1.4285999999999999
2006-12-12,-2.1739
2006-12-13,2.1481
2006-12-14,0.0725
2006-12-18,-5.7971
2006-12-22,0.0
2006-12-26,-3.8462
2006-12-29,-4.0
2007-01-08,16.6667
2007-01-16,-13.5714
2007-01-19,11.5702
2007-01-23,0.0
2007-01-24,3.7037
2007-01-31,-0.7143
2007-02-02,-25.8993
2007-02-05,26.2136
2007-02-12,3.8462
2007-02-22,-14.8148
2007-02-27,4.3478
2007-02-28,0.0
2007-03-01,4.1667
2007-03-07,-0.8
2007-03-14,-18.5484
2007-03-28,-10.8911
2007-03-30,16.6667
2007-04-11,-15.2381
2007-04-16,4.4944
2007-04-20,12.9032
2007-04-23,90.4762
2007-04-24,-37.0
2007-04-26,-17.4603
2007-04-27,20.1923
2007-05-02,0.0
2007-05-07,-4.0
2007-05-08,5.8333
2007-05-11,0.0
2007-05-14,2.3622
2007-05-15,11.538499999999999
2007-05-16,0.0
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,-2.8276
2007-05-24,10.0071
2007-05-25,-2.4516
2007-05-29,-0.7937
2007-05-30,0.0
2007-06-01,2.2917
2007-06-04,-3.5438
2007-06-05,11.4865
2007-06-06,-5.6364
2007-06-11,1.4772
2007-06-12,7.5949
2007-06-13,0.5882
2007-06-15,-0.5848
2007-06-18,-7.0588
2007-06-19,-1.8987
2007-06-20,-3.5484
2007-06-21,6.3545
2007-06-22,-2.5157
2007-06-25,-1.8065
2007-06-26,1.1827
2007-06-27,10.3896
2007-06-28,-7.0588
2007-06-29,7.5949
2007-07-02,0.0
2007-07-05,-5.2941
2007-07-06,8.6957
2007-07-09,2.8571
2007-07-10,2.7778
2007-07-11,2.7027
2007-07-12,0.0
2007-07-13,0.0
2007-07-16,5.2632
2007-07-18,0.0
2007-07-20,-7.5
2007-07-24,0.0
2007-07-25,0.0
2007-07-26,3.2432
2007-07-31,-0.5236
2007-08-09,-3.1579
2007-08-10,-9.8913
2007-08-13,-3.1966
2007-08-15,-0.4984
2007-08-17,0.1879
2007-08-22,6.25
2007-08-23,-1.1764999999999999
2007-08-29,7.1429
2007-08-30,-6.1111
2007-08-31,12.426
2007-09-07,-8.9474
2007-09-13,-6.9364
2007-09-18,5.5901
2007-09-20,2.9412000000000003
2007-09-21,-2.8571
2007-09-24,2.3529
2007-09-25,14.9425
2007-09-26,7.5
2007-10-04,-0.9302
2007-10-09,0.0
2007-10-16,0.4695
2007-10-17,-0.9346
2007-10-18,-0.9434
2007-10-19,-2.3810000000000002
2007-10-22,-2.4329
2007-10-23,2.4936
2007-10-26,-2.439
2007-10-29,10.0
2007-10-31,0.0
2007-11-05,-36.3636
2007-11-06,35.7143
2007-11-08,5.2632
2007-11-13,-5.0
2007-11-19,1.0526
2007-11-20,-13.5417
2007-11-21,0.0
2007-11-26,-7.2289
2007-11-30,62.3377
2007-12-04,-48.0
2007-12-05,17.6827
2007-12-06,30.7296
2007-12-10,-27.5
2007-12-13,-30.3448
2007-12-19,-25.755
2007-12-21,-26.6544
2007-12-26,36.3636
2007-12-31,0.0
2008-01-07,20.0
2008-01-10,-27.7778
2008-01-16,-26.1538
2008-01-17,-12.5
2008-01-18,54.7619
2008-01-22,0.0
2008-01-23,30.7692
2008-01-24,16.4706
2008-01-25,0.0
2008-01-28,2.0202
2008-01-29,0.0
2008-01-30,0.0
2008-01-31,-2.9703
2008-02-01,3.0612
2008-02-04,0.0
2008-02-05,5.9406
2008-02-06,-6.5421
2008-02-07,25.0
2008-02-08,-4.0
2008-02-11,-1.6667
2008-02-12,-2.5423999999999998
2008-02-13,4.3478
2008-02-14,-2.5
2008-02-15,5.9829
2008-02-19,-11.2903
2008-02-20,4.5455
2008-02-22,4.3478
2008-02-25,4.1667
2008-02-26,0.0
2008-02-27,0.0
2008-02-28,0.0
2008-02-29,4.0
2008-03-03,-0.7692
2008-03-04,-14.7287
2008-03-05,4.5455
2008-03-06,17.3913
2008-03-07,-14.8148
2008-03-10,13.0435
2008-03-11,23.0769
2008-03-12,-25.0
2008-03-13,0.0
2008-03-14,-4.1667
2008-03-17,6.087
2008-03-18,6.5574
2008-03-19,-6.1538
2008-03-20,-1.6393
2008-03-24,-4.1667
2008-03-25,0.0
2008-03-26,6.087
2008-03-27,0.0
2008-03-28,-34.4262
2008-03-31,52.5
2008-04-01,0.0
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,0.0
2008-04-09,0.0
2008-04-10,-1.6393
2008-04-14,0.0
2008-04-15,-8.3333
2008-04-16,-10.9091
2008-04-17,22.449
2008-04-18,-0.8333
2008-04-21,10.9244
2008-04-22,-7.5758
2008-04-23,6.5574
2008-04-24,0.0
2008-04-25,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-05-01,-6.1538
2008-05-02,6.5574
2008-05-05,-3.8462
2008-05-06,-32.0
2008-05-07,0.0
2008-05-08,29.4118
2008-05-14,1.8182
2008-05-16,7.1429
2008-05-19,-54.1667
2008-05-20,16.3636
2008-05-28,-17.1875
2008-05-30,-5.6604
2008-06-02,-4.0
2008-06-05,10.4167
2008-06-09,-43.3962
2008-06-10,36.6667
2008-06-11,31.7073
2008-06-18,-1.8519
2008-06-19,-5.6604
2008-06-23,-18.0
2008-07-01,7.3171
2008-07-02,0.0
2008-07-16,-4.5455
2008-07-18,0.0
2008-07-28,-26.1905
2008-08-13,-12.9032
2008-08-15,0.0
2008-08-28,3.75
2008-09-09,-28.6033
2008-09-11,-50.0
2008-09-15,-40.0
2008-09-16,33.3333
2008-09-18,12.5
2008-09-22,66.6667
2008-09-30,166.6667
2008-10-01,-37.5
2008-10-03,-32.0
2008-10-14,-47.0588
2008-10-17,-44.4444
2008-10-20,340.0
2008-10-21,22.7273
2008-11-04,-81.4815
2008-12-08,-50.0
2008-12-09,20.0
2008-12-10,166.6667
2008-12-31,-75.0
2009-01-02,150.0
2009-01-05,100.0
2009-01-13,20.0
2009-02-20,-58.3333
2009-02-23,-20.0
2009-03-03,525.0
2009-03-13,-60.0
2009-03-16,-75.0
2009-03-18,0.0
2009-03-23,0.0
2009-06-29,20.0
2009-07-15,33.3333
2009-07-16,25.0
2009-08-26,-20.0
2009-08-31,-50.0
2009-12-29,25.0
2010-02-09,0.0
2010-02-16,0.0
2010-03-22,0.0
2010-03-31,0.0
2010-06-24,-40.0
2010-06-28,200.0
2010-07-02,-66.6667
2010-07-26,-33.3333
2010-07-30,-60.0
2010-08-02,0.0
2012-02-24,-68.75
2012-06-28,-20.0
2013-07-08,-95.0
2014-04-01,0.0
2014-08-12,0.0
2014-08-13,0.0
2017-03-16,9400.0
2017-03-21,-94.7368
2019-01-10,140.0
2019-02-12,0.0
2019-11-07,-90.8333
