ticker,CNDT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-12-14,-5.125
2016-12-15,-5.7971
2016-12-16,6.2937
2016-12-19,-1.8420999999999998
2016-12-20,0.5362
2016-12-21,-1.6667
2016-12-22,-2.6441
2016-12-23,1.6713
2016-12-27,0.3425
2016-12-28,1.366
2016-12-29,0.6052
2016-12-30,-0.2677
2017-01-03,-7.9195
2017-01-04,-0.1458
2017-01-05,2.9927
2017-01-06,3.6853
2017-01-09,-4.853
2017-01-10,-3.592
2017-01-11,-0.8197
2017-01-12,4.9587
2017-01-13,0.0
2017-01-17,1.5748
2017-01-18,2.3256
2017-01-19,-0.2066
2017-01-20,-0.207
2017-01-23,0.6916
2017-01-24,-0.1374
2017-01-25,1.9257
2017-01-26,1.417
2017-01-27,-0.7984
2017-01-30,-0.4024
2017-01-31,0.7407
2017-02-01,-1.4706000000000001
2017-02-02,-1.5604
2017-02-03,2.9635
2017-02-06,-2.1419
2017-02-07,-0.342
2017-02-08,-1.51
2017-02-09,1.115
2017-02-10,0.3446
2017-02-13,1.0989
2017-02-14,2.6494999999999997
2017-02-15,0.0662
2017-02-16,-0.1323
2017-02-17,-0.5298
2017-02-21,0.466
2017-02-22,8.5487
2017-02-23,5.3114
2017-02-24,-1.6232
2017-02-27,-2.1803
2017-02-28,-3.0723
2017-03-01,1.3673
2017-03-02,-2.0233
2017-03-03,-0.3129
2017-03-06,-1.6320999999999999
2017-03-07,-0.7658
2017-03-08,0.1929
2017-03-09,0.1926
2017-03-10,0.1922
2017-03-13,1.4706000000000001
2017-03-14,0.5671
2017-03-15,0.5639
2017-03-16,-1.6822
2017-03-17,-0.2535
2017-03-20,1.7789000000000001
2017-03-21,-0.6242
2017-03-22,0.7538
2017-03-23,-0.3117
2017-03-24,-1.1257
2017-03-27,0.6958
2017-03-28,0.3141
2017-03-29,2.2542
2017-03-30,2.6332
2017-03-31,0.1193
2017-04-03,-2.2646
2017-04-04,-0.6098
2017-04-05,-0.4294
2017-04-06,0.1232
2017-04-07,0.8
2017-04-10,-0.3663
2017-04-11,-1.5319
2017-04-12,-0.9334
2017-04-13,-0.8794
2017-04-17,1.8378
2017-04-18,-1.4935
2017-04-19,0.4422
2017-04-20,0.2516
2017-04-21,0.6901
2017-04-24,-0.5607
2017-04-25,0.8772
2017-04-26,1.8634
2017-04-27,0.2439
2017-04-28,-0.7908
2017-05-01,0.5518
2017-05-02,0.061
2017-05-03,3.5343999999999998
2017-05-04,1.6480000000000001
2017-05-05,2.432
