ticker,OPHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-05-09,12.5
2003-05-12,0.0
2003-05-13,10.5556
2003-05-14,7.9397
2003-05-19,-11.5456
2003-05-20,5.2632
2003-05-21,-1.7
2003-05-22,-2.8484
2003-05-23,-0.5236
2003-05-27,5.2632
2003-05-29,0.0
2003-05-30,-5.0
2003-06-02,0.0
2003-06-03,-2.6316
2003-06-04,4.5405
2003-06-05,-1.3444
2003-06-06,-0.4193
2003-06-10,2.6316
2003-06-12,0.0
2003-06-13,-2.0513
2003-06-16,-0.5236
2003-06-17,-0.1053
2003-06-18,1.1591
2003-06-23,-2.0833
2003-06-24,0.0
2003-06-27,1.5957
2003-06-30,0.5236
2003-07-07,-1.0417
2003-07-11,-1.5789
2003-07-15,0.0
2003-07-16,0.0
2003-07-17,-0.3209
2003-07-18,0.3219
2003-07-21,0.0
2003-07-23,0.9626
2003-07-24,-0.1059
2003-07-25,0.7423
2003-07-28,-2.6316
2003-07-29,2.7027
2003-07-31,-2.6316
2003-08-01,0.0
2003-08-04,0.0
2003-08-05,2.7027
2003-08-06,-5.2632
2003-08-07,0.0
2003-08-14,0.0
2003-08-19,-1.6667
2003-08-20,-0.113
2003-08-22,-0.4525
2003-08-25,1.1364
2003-08-26,0.5618
2003-09-04,-0.2235
2003-09-05,-2.2396
2003-09-10,-0.3436
2003-09-11,-3.3333
2003-09-12,-4.8751
2003-09-16,9.375
2003-09-17,2.7429
2003-10-02,-5.5617
2003-10-07,-2.8269
2003-10-08,11.5152
2003-10-09,-9.7826
2003-10-13,3.7349
2003-10-14,-1.1614
2003-10-15,2.2327
2003-10-16,3.2184
2003-10-17,-3.118
2003-10-23,-5.7471
2003-10-28,0.0
2003-10-30,0.2439
2003-10-31,0.0
2003-11-04,0.9732
2003-11-17,2.4096
2003-11-20,0.0
2003-11-21,-3.4118
2003-11-24,-0.1218
2003-11-25,0.0
2003-12-11,0.0
2003-12-12,0.0
2003-12-15,6.0976
2003-12-18,-2.2989
2003-12-22,0.0
2003-12-23,0.0
2003-12-26,-4.7059
2003-12-30,0.1235
2004-01-02,4.8088999999999995
2004-01-06,-2.9412000000000003
2004-01-07,-1.8182
2004-01-13,3.7037
2004-01-14,2.3810000000000002
2004-01-15,4.6512
2004-01-16,1.3333
2004-01-20,-2.9605
2004-01-21,2.8249
2004-01-22,-1.0989
2004-01-23,3.8889
2004-01-26,-3.7433
2004-01-27,0.0
2004-01-28,-3.5556
2004-01-29,-0.2304
