ticker,EFSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-07-05,-18.75
2002-08-13,-5.7692
2002-08-14,-1.0204
2002-10-01,7.2165
2002-11-25,-6.7308
2003-01-15,3.0928
2003-08-19,35.0262
2003-08-20,0.0
2003-08-27,2.3881
2003-08-29,2.9154999999999998
2003-09-15,6.2323
2003-09-19,4.0
2003-09-22,5.1282
2003-09-23,4.878
2003-09-25,-2.3256
2003-09-29,3.0
2003-10-03,-0.601
2003-10-08,0.0
2003-10-10,0.5814
2003-10-13,0.578
2003-10-15,-1.1494
2003-10-16,2.3256
2003-10-22,-0.2273
2003-10-29,4.1002
2003-11-19,2.1978
2003-11-26,-1.5053999999999998
2003-11-28,-0.1092
2003-12-01,2.7321999999999997
2003-12-15,2.1277
2003-12-16,-3.75
2003-12-17,-1.5152
2003-12-30,0.6593
2004-01-02,0.131
2004-01-06,-0.0218
2004-01-07,0.0
2004-01-09,1.4177
2004-01-12,0.5376
2004-01-22,1.6042999999999998
2004-01-23,4.7368
2004-02-17,0.4036
2004-02-19,-2.5126
2004-02-23,0.0
2004-03-02,2.5773
2004-03-05,-1.5074999999999998
2004-03-10,-0.8163
2004-03-11,0.0
2004-03-18,0.3086
2004-03-24,1.3128
2004-03-25,-1.1945999999999999
2004-03-30,-0.1025
2004-03-31,-1.0256
2004-04-01,-0.9326
2004-04-06,-1.6736
2004-04-14,-4.2553
2004-04-15,3.8889
2004-04-16,-5.8824
2004-04-21,0.0
2004-04-26,6.25
2004-05-04,-6.532
2004-05-05,0.5747
2004-05-10,-1.1429
2004-05-11,1.1561
2004-05-13,0.0
2004-05-26,0.0
2004-05-28,1.6
2004-06-01,-1.5748
2004-06-03,-2.5143
2004-06-04,0.2345
2004-06-10,-1.0526
2004-06-14,1.182
2004-06-23,0.4673
2004-06-30,-1.5116
2004-07-06,-0.8264
2004-07-07,0.8333
2004-07-08,-2.3613
2004-07-09,-1.0883
2004-07-13,-0.2445
2004-07-14,4.1667
2004-07-19,1.1764999999999999
2004-07-20,1.1628
2004-07-22,4.5977
2004-07-23,-1.0989
2004-07-28,-2.2222
2004-07-30,2.7632
2004-08-02,-2.7778
2004-08-04,0.0
2004-08-05,0.0
2004-08-10,0.0
2004-08-12,0.0
2004-08-13,-1.7143000000000002
2004-08-16,0.5814
2004-08-18,0.578
2004-08-19,-0.6897
2004-08-23,1.2731
2004-09-01,-1.4857
2004-09-03,2.0882
2004-09-07,-2.2727
2004-09-09,1.1628
2004-09-10,-0.3448
