ticker,OMER US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-08,-12.7
2009-10-09,-3.0928
2009-10-12,-0.591
2009-10-13,-11.1772
2009-10-14,-0.4016
2009-10-15,-5.5108
2009-10-16,-2.1337
2009-10-19,1.7442
2009-10-20,-2.5714
2009-10-21,1.3195999999999999
2009-10-22,0.2894
2009-10-23,-5.0505
2009-10-26,-1.9757
2009-10-27,-6.8217
2009-10-28,-4.9917
2009-10-29,-2.2767
2009-10-30,-3.2258
2009-11-02,7.2222
2009-11-03,12.4352
2009-11-04,-0.1536
2009-11-05,3.0769
2009-11-06,2.2388
2009-11-09,-2.1898
2009-11-10,-3.8806000000000003
2009-11-11,0.0
2009-11-12,-5.9006
2009-11-13,10.7261
2009-11-16,2.2355
2009-11-17,6.8513
2009-11-18,5.0477
2009-11-19,0.0
2009-11-20,-2.5974
2009-11-23,-6.0
2009-11-24,1.4167
2009-11-25,-0.4178
2009-11-27,-6.882
2009-11-30,2.7149
2009-12-01,1.6153
2009-12-02,0.1463
2009-12-03,1.1526
2009-12-04,0.8559
2009-12-07,1.2730000000000001
2009-12-08,-2.095
2009-12-09,-0.0713
2009-12-10,1.2134
2009-12-11,0.141
2009-12-14,2.6761
2009-12-15,3.7037
2009-12-16,-1.0582
2009-12-17,0.2674
2009-12-18,0.4
2009-12-21,2.2576
2009-12-22,-2.3377
2009-12-23,-3.8564
2009-12-24,-0.4149
2009-12-28,0.2778
2009-12-29,1.385
2009-12-30,0.1366
2009-12-31,-4.2292
2010-01-04,3.8462
2010-01-05,-4.5267
2010-01-06,-1.5805
2010-01-07,-1.0219
2010-01-08,0.7375
2010-01-11,-0.7321
2010-01-12,-2.2124
2010-01-13,0.6033
2010-01-14,0.4498
2010-01-15,-0.1493
2010-01-19,2.8401
2010-01-20,-2.1802
2010-01-21,-2.6746
2010-01-22,-2.4427
2010-01-25,-1.0955
2010-01-26,-3.9557
2010-01-27,-1.9769
2010-01-28,-4.3697
2010-01-29,12.1265
2010-02-01,-5.0157
2010-02-02,0.495
2010-02-03,-0.6568
2010-02-04,-3.3058
2010-02-05,0.3419
2010-02-08,-0.8518
2010-02-09,-2.2337
2010-02-10,0.703
2010-02-11,-2.2688
2010-02-12,3.3929
2010-02-16,-0.1727
2010-02-17,0.0
2010-02-18,-3.2872
2010-02-19,0.8945
2010-02-22,-2.4823
2010-02-23,3.2727
2010-02-24,-1.5845
2010-02-25,0.0
2010-02-26,0.3578
2010-03-01,6.5954
2010-03-02,0.3344
