ticker,AZLCZ US Equity
2011-02-08,-3.8167999999999997
2011-02-22,3.5714
2011-03-25,-1.9157
2011-03-28,3.125
2011-04-19,0.0
2011-04-20,13.6364
2011-05-24,-14.0
2011-05-25,2.3256
2011-06-22,0.0
2011-08-08,-2.2727
2011-08-17,0.0
2011-09-01,0.0
2011-09-29,8.5271
2011-10-12,-22.1429
2011-10-13,1.8349
2011-11-16,3.6036
2011-11-21,-0.8696
2012-01-12,-3.5088
2012-02-02,0.0
2012-03-01,0.9091
2012-05-15,15.3153
2012-05-17,-8.5938
2012-05-18,-1.7094
2012-05-21,0.0
2012-05-22,0.0
2012-05-23,-0.8696
2012-05-30,0.0
2012-06-25,0.8772
2012-07-13,0.0
2012-07-23,2.1739
2012-08-23,6.383
2012-08-27,0.0
2012-08-28,0.0
2012-08-29,0.0
2012-09-04,12.0
2012-09-10,-14.2857
2012-09-13,1.6667
2012-09-17,4.918
2012-09-18,1.5625
2012-10-23,-2.6923
2012-11-06,-2.7668
2012-11-09,1.2195
2012-11-15,-1.004
2012-11-19,2.6369
2012-11-30,1.9763
2012-12-04,-3.1008
2012-12-07,3.2
2012-12-20,-3.876
2012-12-28,4.8387
2012-12-31,-0.7692
2013-01-08,3.1008
2013-01-14,-2.2556
2013-01-16,5.3846
2013-01-22,-5.1095
2013-02-07,2.3077
2013-02-15,4.5113
2013-03-19,-7.9137
2013-03-21,2.3438
2013-03-28,3.0534
2013-04-17,0.0
2013-07-11,-1.4815
2013-07-15,0.0
2013-07-16,1.5038
2013-07-31,0.7407
2013-08-01,0.0
2013-08-02,-1.6543999999999999
2013-08-23,0.9495
2013-08-26,22.2041
2013-09-04,-18.1697
2013-11-21,7.3915
2014-02-03,20.6897
2014-02-24,0.0
2014-02-25,-22.2571
2014-03-12,2.9032999999999998
2014-03-18,17.8571
2014-03-21,-9.0909
2014-03-25,0.0
2014-03-27,6.6667
2014-03-31,-9.375
2014-04-07,3.4483
2014-04-09,4.6667
2014-04-10,0.6369
2014-05-08,3.1646
2014-05-20,0.0
2014-05-23,-2.454
2014-05-28,1.8868
2014-06-12,-1.2346
2014-06-25,5.0
2014-07-14,4.1667
2014-07-25,0.0
2014-07-31,0.0
2014-08-04,0.0
2014-08-08,0.0
2014-08-15,17.1429
2014-08-18,0.0
2014-08-29,-0.9756
2014-09-02,-0.4926
2014-09-05,-0.9901
2014-09-08,1.495
2014-09-11,-1.4729999999999999
2014-09-12,0.5
2014-09-22,-3.9801
2014-09-29,0.0
2014-10-16,-9.3264
2014-10-24,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-12-08,5.7143
2014-12-15,5.4054
2014-12-16,0.0
2014-12-17,0.0
2014-12-22,-0.2308
2014-12-24,0.2313
2014-12-26,0.0
2014-12-29,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-21,-1.5385
2015-01-27,-3.6458
2015-01-28,-4.8649000000000004
2015-02-03,9.0909
2015-02-04,-24.4792
2015-02-05,20.6897
2015-02-11,0.5714
2015-02-12,-0.5682
2015-02-18,0.0
2015-02-23,-5.7143
2015-03-11,3.0303
2015-03-19,0.0
2015-03-26,0.5882
2015-03-31,-0.5848
2015-04-27,0.0
2015-05-18,11.7647
2015-05-19,0.0
2015-05-22,4.7368
2015-05-27,-12.0603
2015-05-29,0.0
2015-06-09,0.0
2015-08-04,2.8571
2015-08-10,0.0
2015-08-12,-1.1111
2015-09-01,0.5618
2015-09-02,-5.0279
2015-10-01,2.9412000000000003
2015-10-06,-2.8571
2015-10-09,-0.5882
2015-10-12,0.5858
2015-10-14,0.0
2015-10-15,-2.9355
2015-10-16,3.0242
2015-11-02,0.0059
2015-11-04,-4.1176
2015-11-12,4.2945
2015-12-01,-5.8824
2015-12-15,0.0
2015-12-16,0.0
2015-12-22,3.75
2016-02-10,-12.6506
2016-02-19,5.5172
2016-02-23,7.1895
2016-02-24,3.6585
2016-02-25,0.0
2016-03-10,10.0
2016-03-14,1.0695000000000001
2016-03-16,0.5291
2016-03-21,1.5789
2016-03-29,3.1088
2016-03-30,-2.0101
2016-04-01,-3.0769
2016-04-07,0.0
2016-04-19,5.8201
2016-04-28,0.0
2016-04-29,0.0
2016-05-03,-5.0
2016-05-04,-0.7842
2016-05-13,-1.862
2016-05-16,0.1081
2016-05-18,-0.108
2016-05-25,-4.3243
2016-06-27,0.0
2016-07-19,4.5198
2016-08-01,2.1622
2016-08-18,5.8201
2016-08-22,0.0
2016-08-23,0.0
2016-08-26,-5.0
2016-08-29,0.0
2016-09-01,-4.2105
2016-09-09,1.0989
2016-09-19,0.0
2016-09-28,0.0
2016-10-04,0.0
2016-10-10,5.9783
2016-10-14,2.5641
2016-10-18,-5.0
2016-11-10,5.2632
2016-11-17,3.0
2016-11-18,-15.0485
2016-11-21,3.7143
2016-12-09,7.438
2016-12-19,-10.2564
2016-12-20,0.0
2016-12-22,2.8571
2016-12-23,-2.7778
2016-12-30,2.8571
2017-01-04,0.0
2017-01-09,-2.2222
2017-01-10,-0.5682
2017-01-12,-8.5714
2017-01-17,6.25
2017-01-19,-5.2941
2017-01-24,0.0
2017-02-03,2.4845
2017-02-13,7.8788
2017-02-22,3.9326
2017-03-08,-2.7027
2017-03-09,1.1111
2017-04-10,9.8901
2017-04-12,-1.0
2017-04-18,8.5859
2017-04-20,-6.9767
2017-04-24,0.0
2017-04-25,0.0
2017-05-10,0.0
2017-05-15,-6.5
2017-05-16,6.9251000000000005
2017-05-17,0.025
2017-05-24,0.0
2017-06-01,7.5
2017-06-06,-4.6744
2017-06-07,-4.8548
2017-06-12,2.5641
2017-07-20,6.5
2017-07-28,0.0
2017-08-01,0.0
2017-08-04,-3.2864
2017-08-08,0.0
2017-08-28,1.9417
2017-08-29,-0.9524
2017-08-30,0.0
2017-09-06,4.8077
2017-09-13,-3.6696999999999997
2017-09-20,-3.3333
2017-09-21,6.4039
2017-10-03,-3.2407
2017-10-11,3.8278
2017-11-03,2.765
2017-11-13,-1.3453
2017-11-27,0.0
2017-11-30,-2.2727
2017-12-01,0.0
2017-12-04,0.0
2017-12-14,-1.8605
2017-12-27,-3.7915
2018-01-09,4.4335
2018-01-12,0.4717
2018-01-16,3.2864
2018-01-18,0.0
2018-02-06,-1.3636
2018-02-12,5.9908
2018-02-16,0.0
2018-02-20,-3.9130000000000003
2018-02-27,0.0
2018-03-09,4.0724
2018-03-13,0.0
2018-03-14,0.0
2018-03-26,-4.7826
2018-03-27,0.0
2018-04-23,9.1324
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,-2.5105
2018-05-10,-4.2918
2018-05-11,4.4843
2018-05-14,-0.0215
2018-06-04,-1.2664
2018-06-11,-1.7391
2018-06-12,0.0
2018-07-03,2.6549
2018-07-05,0.0
2018-07-09,-0.431
2018-07-18,-0.4329
2018-07-20,-2.1739
2018-07-23,2.2222
2018-07-25,-0.5435
2018-08-02,0.0
2018-08-06,-1.6393
2018-08-21,0.0
2018-08-22,0.0
2018-08-29,0.0
2018-09-04,3.5556
2018-09-11,-1.2876
2018-09-14,-0.0043
2018-09-19,-11.7353
2018-09-28,9.8522
2018-10-02,-0.0045
2018-10-12,-8.5161
2018-11-20,5.3922
2018-11-26,-12.5581
2018-11-27,11.1702
2018-11-28,-2.8708
2018-11-29,0.0
2018-11-30,0.9852
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,2.439
2018-12-31,6.1905
2019-01-08,-0.8969
2019-01-09,8.5973
2019-01-14,0.1042
2019-01-23,-4.2664
2019-02-12,-2.1739
2019-02-15,-0.4444
2019-02-25,-10.7143
2019-02-26,2.0
2019-02-27,0.4902
2019-02-28,0.0
2019-03-01,2.439
2019-03-06,4.7619
2019-03-07,-8.1818
2019-03-11,1.9802
2019-03-13,0.0
2019-04-03,4.3689
2019-04-08,0.0
2019-04-15,-5.5814
2019-04-16,-1.4778
2019-04-17,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-29,0.0
2019-05-01,0.0
2019-05-06,0.0
2019-05-08,0.0
2019-05-10,0.0
2019-05-13,0.0
2019-05-15,-3.5
2019-05-16,-4.1399
2019-05-17,7.832
2019-05-20,-2.2556
2019-05-24,2.5641
2019-05-29,-1.0
2019-05-30,7.0707
2019-05-31,-5.6604
2019-06-03,-2.0
2019-06-10,0.0
2019-06-11,-2.0408
2019-06-13,2.0833
2019-06-14,0.5153
2019-06-20,0.0
2019-06-24,0.0
2019-06-26,-0.0051
2019-06-28,0.0
2019-07-03,0.7614
2019-07-11,0.7557
2019-07-12,-1.0
2019-07-17,1.0101
2019-07-19,0.0
2019-07-30,-1.0
2019-08-02,0.2525
2019-08-05,-0.2519
2019-08-30,-0.5051
2019-09-03,-1.0152
2019-09-04,-4.1026
2019-09-05,-1.0695000000000001
2019-09-10,0.0
2019-09-12,0.0
2019-09-16,-1.6216
2019-09-18,-4.9451
2019-09-20,0.0
2019-09-23,6.9364
2019-09-24,0.0
2019-09-25,-5.9459
2019-09-26,1.1494
2019-09-27,-2.8409
2019-09-30,5.2632
2019-10-04,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-14,-2.7778
2019-10-15,0.0
2019-10-17,0.0
2019-10-18,1.7143000000000002
2019-10-21,-1.6854
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,1.7143000000000002
2019-10-28,1.1236
2019-10-29,-2.7778
2019-11-01,0.3829
2019-11-04,1.8956
2019-11-05,-1.6760000000000002
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,-0.2841
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.2849
2019-11-15,0.0
2019-11-19,0.8523
2019-11-21,0.8451
2019-12-02,0.0
2019-12-10,0.5587
2019-12-13,-5.0
2019-12-23,2.924
2019-12-26,2.2727
2019-12-27,0.0
2019-12-30,0.0
2019-12-31,8.3333
2020-01-02,0.5179
2020-01-06,1.0153
2020-01-08,1.0101
2020-01-10,5.5
2020-01-13,1.4218
2020-01-14,0.0
2020-01-15,0.4673
2020-01-16,0.2791
2020-01-17,-0.7421
2020-01-23,-6.5327
2020-01-28,1.7598
2020-01-30,8.0869
2020-01-31,0.0
2020-02-03,-0.8045
2020-02-04,-0.5636
2020-02-05,0.0
2020-02-07,0.0
2020-02-10,1.3825
2020-02-12,-0.9091
2020-02-18,0.0
2020-02-21,-0.7798
2020-02-27,-0.1387
2020-02-28,1.8519
2020-03-02,-1.8182
2020-03-03,0.0
2020-03-05,1.8472
2020-03-09,0.0045
2020-03-10,-5.4545
2020-03-11,-0.9615
2020-03-12,-2.9126
2020-03-13,-5.0
2020-03-16,-3.1579
2020-03-17,-0.5435
2020-03-18,-1.6393
2020-03-19,0.0
2020-03-20,1.6611
2020-03-23,-1.634
2020-03-25,11.1111
2020-03-31,0.0
2020-04-08,-9.51
2020-04-13,7.7467
2020-04-14,2.5641
2020-04-16,0.0
2020-04-20,0.0
2020-04-21,1.77
2020-04-23,8.0869
2020-04-29,0.0
2020-04-30,0.0
2020-05-06,-4.5455
2020-05-15,4.7619
2020-05-21,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-09,-2.2727
2020-06-10,2.3256
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-23,0.0
2020-06-25,4.5455
2020-06-26,-4.3478
2020-07-08,13.6364
2020-07-13,-12.0
2020-07-14,0.0
2020-07-23,0.0
2020-07-31,13.6364
