ticker,NGEY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-11-08,0.0
2012-11-16,0.0
2012-11-27,0.0
2012-12-07,0.0
2012-12-18,0.0
2013-01-02,0.0
2013-01-16,-14.2857
2013-02-25,41.6667
2013-03-25,-17.647100000000002
2013-04-15,28.5714
2013-06-03,-22.2222
2013-07-23,14.2857
2013-09-10,-12.5
2013-09-11,1.4285999999999999
2013-11-06,-1.4085
2013-12-05,0.0
2013-12-10,0.0
2013-12-26,0.0
2014-01-03,28.5714
2014-01-06,-8.3333
2014-02-25,-27.2727
2014-02-26,16.6667
2014-03-14,0.0
2014-03-19,0.0
2014-04-25,7.1429
2014-05-01,-6.6667
2014-05-28,-3.5714
2014-06-02,3.7037
2014-06-03,0.7143
2014-06-04,-0.7092
2014-06-05,-1.4285999999999999
2014-06-06,-1.4493
2014-06-11,0.0
2014-06-17,-1.4706000000000001
2014-06-23,-17.9104
2014-06-25,0.0
2014-06-26,-10.9091
2014-06-27,17.3469
2014-06-30,20.8696
2014-07-01,2.446
2014-07-02,0.0
2014-07-07,-0.9831
2014-07-09,0.0
2014-07-10,0.9929
2014-07-14,-3.0899
2014-07-15,0.7246
2014-07-29,-6.4748
2014-08-06,-19.2308
2014-08-07,23.8095
2014-08-12,-3.8462
2014-08-19,11.52
2014-09-05,0.0
2014-09-15,-21.0904
2014-09-22,-9.0909
2014-10-03,10.0
2014-10-07,-0.1818
2014-10-08,-6.1931
2014-10-20,0.0
2014-10-27,-2.7184
2014-10-28,-0.1996
2014-11-04,-4.2
2014-11-05,4.3841
2014-11-06,0.0
2014-11-12,0.0
2014-11-14,-2.4
2014-11-17,0.4098
2014-11-20,0.0
2014-12-05,0.0
2015-01-05,-18.3673
2015-01-06,12.5
2015-01-12,-4.4444
2015-01-13,-1.1628
2015-01-14,11.7647
2015-01-21,0.0
2015-01-22,-0.6316
2015-01-27,-2.5423999999999998
2015-01-28,-5.4348
2015-01-30,-48.5057
2015-02-02,33.9286
2015-02-03,33.0
2015-02-04,6.015
2015-02-05,-1.8913
2015-02-09,-10.8434
2015-02-10,9.7297
2015-02-11,3.4483
2015-02-24,-9.9048
2015-02-25,5.0476
2015-03-04,12.956
2015-03-05,-10.9131
2015-03-06,-2.5
2015-03-16,-1.2821
2015-03-17,-0.4675
2015-03-20,-0.0522
2015-03-25,-4.1775
2015-03-26,0.0
2015-03-30,4.3597
2015-04-08,-6.5796
2015-04-10,7.043
2015-04-13,0.0
2015-04-21,-3.3943
