ticker,JAX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-09-28,-7.3276
2015-09-29,-9.4884
2015-09-30,2.4666
2015-10-01,5.2156
2015-10-02,1.2393
2015-10-05,0.7533
2015-10-06,-3.7382999999999997
2015-10-07,0.0
2015-10-08,0.1942
2015-10-09,0.3876
2015-10-12,2.2201
2015-10-13,-1.8885999999999998
2015-10-14,-0.77
2015-10-15,0.0
2015-10-16,-0.097
2015-10-19,-1.2621
2015-10-20,-1.6716
2015-10-21,-1.3
2015-10-22,1.3171
2015-10-23,-0.7
2015-10-26,-0.3021
2015-10-27,-1.9192
2015-10-28,-0.9269
2015-10-29,-1.1435
2015-10-30,1.367
2015-11-02,2.6971
2015-11-03,4.0404
2015-11-04,0.9709
2015-11-05,0.8654
2015-11-06,2.5739
2015-11-09,-2.6952
2015-11-10,-0.5731
2015-11-11,-1.0567
2015-11-12,0.3883
2015-11-13,-0.8704
2015-11-16,0.878
2015-11-17,-0.3868
2015-11-18,1.2621
2015-11-19,-1.6299000000000001
2015-11-20,1.2671000000000001
2015-11-23,-1.6362
2015-11-24,4.0117
2015-11-25,-0.3763
2015-11-27,-0.661
2015-11-30,1.1407
2015-12-01,0.3759
2015-12-02,-0.4682
2015-12-03,-1.0348
2015-12-04,-0.0951
2015-12-07,-0.2854
2015-12-08,1.6221
2015-12-09,-1.4085
2015-12-10,-0.1905
2015-12-11,-2.0038
2015-12-14,-0.5842
2015-12-15,3.8198
2015-12-16,1.3208
2015-12-17,-0.6518
2015-12-18,8.3411
2015-12-21,-2.7682
2015-12-22,1.8683
2015-12-23,1.4847000000000001
2015-12-24,-1.8072
2015-12-28,0.3506
2015-12-29,-0.9607
2015-12-30,-2.5573
2015-12-31,-1.1764999999999999
2016-01-04,-1.3736
2016-01-05,0.5571
2016-01-06,-3.1394
2016-01-07,-1.3346
2016-01-08,-5.4106
2016-01-11,4.6987
2016-01-12,-2.439
2016-01-13,-0.3
2016-01-14,2.4072
2016-01-15,-1.2732999999999999
2016-01-19,0.496
2016-01-20,3.1589
2016-01-21,0.0957
2016-01-22,-4.2065
2016-01-25,-3.0938
2016-01-26,-2.0597
2016-01-27,-1.1567
2016-01-28,-1.9149
2016-01-29,2.2777
2016-02-01,-1.6966999999999999
2016-02-02,-0.6472
2016-02-03,0.0
2016-02-04,-0.4343
2016-02-05,-0.9815
2016-02-08,0.9912
2016-02-09,-0.8724
2016-02-10,0.22
2016-02-11,-0.7684
2016-02-12,-0.6637
