ticker,GSUXF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-02-14,8.9594
2012-09-06,-50.625
2012-11-13,-11.3924
2012-11-21,-7.1429
2012-11-27,-15.3846
2012-12-10,6.3636
2012-12-11,3.953
2012-12-17,0.2055
2013-02-11,-42.5641
2013-02-28,-21.4286
2013-03-11,-30.9091
2013-04-23,-21.0526
2013-11-29,-99.5833
2013-12-16,87900.0
2013-12-18,-99.8295
2013-12-23,0.0
2013-12-27,0.0
2014-01-15,0.0
2014-01-16,0.0
2014-01-17,-33.3333
2014-02-06,14450.0
2014-02-07,-45.0172
2014-02-20,0.0
2014-02-25,0.0
2014-03-03,0.0
2014-03-05,0.0
2014-04-01,-96.875
2014-04-02,2460.0
2014-04-03,0.0
2014-04-04,114.8438
2014-04-08,-39.6364
2014-04-10,-61.4458
2014-04-11,0.0
2014-04-21,150.0
2014-04-25,-60.0
2014-05-07,25.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-15,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-11,40.0
2014-06-25,-28.5714
2014-07-10,280.0
2014-07-11,0.0
2014-08-14,-73.6842
2014-08-15,210.0
2014-08-27,-67.7419
2014-09-02,20.0
2014-09-04,0.0
2014-09-26,-31.25
2014-09-29,-3.0303
2014-09-30,0.0
2014-10-01,-25.0
2014-10-02,-62.5
2014-10-03,88.8889
2014-10-06,-5.8824
2014-10-07,-43.75
2014-10-08,0.0
2014-10-09,-11.1111
2014-10-13,-18.75
2014-10-16,-23.0769
2014-10-17,0.0
2014-10-23,0.0
2014-10-29,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-07,10.0
2014-11-14,0.0
2014-11-18,0.0
2014-11-19,-45.4545
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,-50.0
2014-11-25,166.6667
2014-12-01,-37.5
2014-12-04,0.0
2014-12-08,0.0
2014-12-10,0.0
2014-12-12,-40.0
2014-12-16,0.0
2014-12-22,0.0
2015-01-06,0.0
2015-01-16,0.0
2015-02-04,0.0
2015-04-01,233.3333
2015-05-21,40.0
2015-06-16,57.1429
2015-06-23,627.2727
2015-07-22,-91.25
2015-07-29,0.0
2015-07-30,0.0
2015-08-20,71.4286
2015-08-31,-41.6667
2015-09-16,14.2857
2015-10-05,100.0
2015-10-28,0.0
2015-10-29,-56.25
2015-12-01,14.2857
2015-12-10,0.0
2016-02-04,-12.5
2016-02-22,-42.8571
2016-03-24,0.0
2016-04-20,62.5
2016-04-26,-23.0769
2016-04-29,0.0
2016-05-04,0.0
2016-06-07,-20.0
2016-06-10,25.0
2016-06-28,-20.0
2016-07-07,0.0
2016-08-05,25.0
2016-12-19,30.0
2016-12-30,-53.8462
2017-03-10,100.0
2017-04-13,25.0
2017-06-27,-14.6667
2017-07-06,25.0
2017-07-31,50.0
2017-08-01,0.0
2017-08-24,-26.6667
2017-10-19,-63.6364
2017-11-09,275.0
2017-11-15,6.6667
2017-12-04,-37.5
2017-12-13,100.0
2017-12-14,0.0
2017-12-18,-50.0
2017-12-19,-10.0
2017-12-20,0.0
2017-12-21,-8.8889
2018-01-05,21.9512
2018-01-08,20.0
2018-03-06,-16.6667
2018-03-08,60.0
2018-03-13,-25.0
2018-04-24,-8.3333
2018-05-04,0.0
2018-05-23,36.3636
2018-06-06,-20.0
2018-06-19,25.0
2018-07-09,-33.3333
2018-08-21,-30.0
2018-10-04,14.2857
2018-10-11,-12.5
2018-10-30,-14.2857
2018-11-07,50.0
2018-12-07,-11.1111
2019-01-07,0.0
2019-01-16,12.5
2019-03-12,-11.1111
2019-04-05,0.0
2019-04-09,25.0
2019-07-03,0.0
2019-07-16,30.0
2019-08-07,207.6923
2019-08-08,50.0
2019-08-09,-33.3333
2019-08-12,0.0
2019-08-13,-22.75
2019-08-14,3.5599
2019-08-19,-53.125
2019-08-22,80.0
2019-08-23,11.1111
2019-08-30,-46.6667
2019-09-05,12.5
2019-09-16,5.5556
2019-11-21,-5.2632
2019-11-22,-16.6667
2019-11-25,20.0
2019-12-05,-16.6667
2019-12-11,0.0
2019-12-13,0.0
2020-01-24,0.0
2020-02-25,40.0
2020-04-17,-28.5714
2020-05-21,0.0
2020-06-03,0.0
2020-07-07,53.3333
2020-07-15,-34.7826
2020-07-16,0.0
