ticker,ARRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-17,3.3333
2013-03-15,61.2903
2013-03-18,180.0
2013-04-08,1185.7143
2013-04-09,5.5556
2013-04-11,1.0526
2013-04-15,4.1667
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-26,0.0
2013-04-29,-1.0
2013-04-30,0.0
2013-05-06,-1.0101
2013-05-14,1.0204
2013-05-20,0.0
2013-05-22,1.0101
2013-05-23,0.0
2013-05-28,0.0
2013-05-30,0.0
2013-05-31,0.0
2013-06-03,0.0
2013-06-06,0.0
2013-06-13,0.0
2013-07-26,0.0
2013-10-09,-79.6
2013-10-14,390.1961
2013-10-21,0.0
2013-10-24,-89.6
2013-10-30,669.2308
2013-11-05,-18.75
2013-11-06,-30.7692
2013-11-13,100.0
2013-11-14,-55.5556
2013-11-19,-47.5
2013-11-20,-51.4286
2013-11-21,47.0588
2013-11-22,133.3333
2013-11-27,117.1429
2013-11-29,0.2632
2013-12-04,2.3622
2013-12-09,-35.8974
2013-12-10,50.0
2013-12-12,-33.3333
2013-12-30,0.0
2014-01-02,-56.0
2014-01-03,154.5455
2014-01-06,78.5714
2014-01-07,-13.0
2014-01-08,4.4684
2014-01-09,-9.7786
2014-01-14,8.5366
2014-01-15,1.1236
2014-01-16,0.0
2014-01-22,0.0
2014-01-23,-4.4444
2014-01-24,-18.3721
2014-01-27,-0.2849
2014-01-29,-14.2857
2014-03-18,-41.3333
2014-03-27,41.4773
2014-03-28,-0.4016
2014-04-02,-23.3871
2014-04-11,-22.1053
2014-05-27,0.0
2014-05-28,41.8919
2014-05-30,-7.1429
2014-06-02,-2.5641
2014-06-03,2.6316
2014-06-04,2.5641
2014-06-05,-5.0
2014-06-09,5.2632
2014-06-10,-20.5
2014-06-11,24.5283
2014-06-13,-3.5354
2014-06-16,-0.5236
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-26,0.0
2014-06-27,5.2632
2014-06-30,0.0
2014-07-01,-12.5
2014-07-07,-13.1429
2014-07-08,-11.1842
2014-07-09,0.0
2014-07-11,11.1111
2014-07-14,10.0
2014-07-15,14.5455
2014-07-16,0.5291
2014-07-17,5.2632
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,-10.0
2014-07-25,7.2222
2014-07-30,24.3523
2014-07-31,-12.0833
2014-08-05,-5.2133
2014-08-06,0.0
2014-08-13,-15.0
2014-08-14,11.7647
