ticker,RDVT US Equity
2018-08-15,-0.2677
2018-08-16,0.1342
2018-08-17,-1.6086
2018-08-20,-1.9074
2018-08-21,0.1389
2018-08-22,3.3287
2018-08-23,-0.6711
2018-08-24,0.2703
2018-08-27,1.6173
2018-08-28,2.2546
2018-08-29,5.7847
2018-08-30,-3.7518000000000002
2018-08-31,-1.2739
2018-09-04,-1.6774
2018-09-05,0.9186
2018-09-06,-1.1703999999999999
2018-09-07,-16.8421
2018-09-10,0.1582
2018-09-11,-2.0537
2018-09-12,-13.2258
2018-09-13,4.0892
2018-09-14,-1.25
2018-09-17,3.255
2018-09-18,-1.2259
2018-09-19,5.3191
2018-09-20,2.6936
2018-09-21,-0.2459
2018-09-24,-1.3969
2018-09-25,1.8333
2018-09-26,-1.4729999999999999
2018-09-27,2.1595
2018-09-28,5.8537
2018-10-01,-4.7619
2018-10-02,2.4194
2018-10-03,0.9449
2018-10-04,-1.4041000000000001
2018-10-05,-2.6898999999999997
2018-10-08,2.7641999999999998
2018-10-09,0.4747
2018-10-10,-4.7244
2018-10-11,-0.4959
2018-10-12,-2.1595
2018-10-15,-4.9236
2018-10-16,1.7856999999999998
2018-10-17,3.8596
2018-10-18,-7.0946
2018-10-19,1.8182
2018-10-22,1.25
2018-10-23,0.485
2018-10-24,-6.8012
2018-10-25,3.0132
2018-10-26,2.3766
2018-10-29,-0.3571
2018-10-30,-0.8961
2018-10-31,6.5099
2018-11-01,1.8676
2018-11-02,-0.6667
2018-11-05,1.6779
2018-11-06,-0.165
2018-11-07,1.3223
2018-11-08,-1.7945
2018-11-09,-0.1661
2018-11-12,-0.1664
2018-11-13,9.6667
2018-11-14,-0.304
2018-11-15,3.6585
2018-11-16,-0.2941
2018-11-19,2.2124
2018-11-20,-0.7215
2018-11-21,-0.7994
2018-11-23,3.0037
2018-11-26,0.2845
2018-11-27,3.9702
2018-11-28,-3.0
2018-11-29,0.1406
2018-11-30,-1.6854
2018-12-03,0.7143
2018-12-04,0.7092
2018-12-06,2.6761
2018-12-07,3.4294000000000002
2018-12-10,0.3966
2018-12-11,-1.5838999999999999
2018-12-12,0.604
2018-12-13,-1.2675
2018-12-14,-0.2703
2018-12-17,-5.1491
2018-12-18,2.8571
2018-12-19,0.1389
2018-12-20,-3.6061
2018-12-21,-6.3309
2018-12-24,4.6083
2018-12-26,-3.8179
2018-12-27,-3.2061
2018-12-28,3.9432
2018-12-31,2.2762000000000002
2019-01-02,0.7418
2019-01-03,5.1546
2019-01-04,-0.1401
2019-01-07,2.3464
2019-01-08,0.7222
2019-01-09,1.4966
2019-01-10,2.0107
2019-01-11,-1.5769
2019-01-14,0.534
2019-01-15,-4.5153
2019-01-16,0.8345
2019-01-17,-0.5517
2019-01-18,-0.1387
2019-01-22,0.1389
2019-01-23,2.7739000000000003
2019-01-24,0.135
2019-01-25,5.7951
2019-01-28,-1.9108
2019-01-29,-1.5584
2019-01-30,1.9129
2019-01-31,-2.1359
2019-02-01,-3.3069
2019-02-04,0.1368
2019-02-05,0.5464
2019-02-06,1.4946
2019-02-07,1.7403
2019-02-08,-1.3158
2019-02-11,0.1333
2019-02-12,-1.0652
2019-02-13,0.1346
2019-02-14,1.2097
2019-02-15,-1.992
2019-02-19,-1.084
2019-02-20,0.8219
2019-02-21,-0.8152
2019-02-22,2.0548
2019-02-25,-0.1342
2019-02-26,-0.672
2019-02-27,1.6238000000000001
2019-02-28,-0.2663
2019-03-01,0.9346
2019-03-04,-1.455
2019-03-05,-0.2685
2019-03-06,-1.6151
2019-03-07,-5.6772
2019-03-08,1.5228000000000002
2019-03-11,-1.4285999999999999
2019-03-12,4.4928
2019-03-13,-0.1387
2019-03-14,-0.9722
2019-03-15,-1.2623
2019-03-18,0.0
2019-03-19,0.5682
2019-03-20,-2.6836
2019-03-21,-2.9028
2019-03-22,-0.4484
2019-03-25,-0.1502
2019-03-26,1.8045
2019-03-27,1.6248
2019-03-28,-2.3256
2019-03-29,0.0
2019-04-01,4.4643
2019-04-02,3.2763999999999998
2019-04-03,3.4483
2019-04-04,-3.0667
2019-04-05,-1.238
2019-04-08,0.9749
2019-04-09,-1.2414
2019-04-10,1.2570000000000001
2019-04-11,0.6897
2019-04-12,0.6849
2019-04-15,-0.4082
2019-04-16,0.4098
2019-04-17,-1.3605
2019-04-18,0.4138
2019-04-22,-0.9615
2019-04-23,0.663
2019-04-24,0.5814
2019-04-25,0.5479
2019-04-26,1.9074
2019-04-29,-0.1337
2019-04-30,6.4163
2019-05-01,3.1537
2019-05-02,0.2439
2019-05-03,-1.5815000000000001
2019-05-06,2.5958
2019-05-07,1.8675000000000002
2019-05-08,-1.8332000000000002
2019-05-09,9.5181
2019-05-10,13.9296
2019-05-13,-4.3568
2019-05-14,0.9591
2019-05-15,0.0
2019-05-16,0.2
2019-05-17,1.6966
2019-05-20,0.0981
2019-05-21,19.7059
2019-05-22,8.5176
2019-05-23,-1.8868
2019-05-24,-1.0769
2019-05-28,1.0109
2019-05-29,-6.5435
2019-05-30,0.4119
2019-05-31,-3.3634
2019-06-03,1.0187
2019-06-04,2.521
2019-06-05,6.0656
2019-06-06,-4.2504
2019-06-07,-3.3898
2019-06-10,0.7101
2019-06-11,-5.6823
2019-06-12,3.0783
2019-06-13,1.6212
2019-06-14,1.1755
2019-06-17,0.166
2019-06-18,-0.58
2019-06-19,4.1667
2019-06-20,-3.84
2019-06-21,4.3261
2019-06-24,-2.3923
2019-06-25,1.2255
2019-06-26,-0.2421
2019-06-27,0.3236
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,-2.3387000000000002
2019-07-03,-2.147
2019-07-05,-2.1941
2019-07-08,2.2433
2019-07-09,3.038
2019-07-10,-0.0819
2019-07-11,-0.2459
2019-07-12,0.2465
2019-07-15,3.2787
2019-07-16,-2.3810000000000002
2019-07-17,-0.2439
2019-07-18,1.5485
2019-07-19,1.4445999999999999
2019-07-22,1.6614
2019-07-23,2.7237
2019-07-24,3.8045
2019-07-25,5.3845
2019-07-26,1.5234999999999999
2019-07-29,0.5457
2019-07-30,6.445
2019-07-31,0.8923
2019-08-01,-2.8427
2019-08-02,0.0325
2019-08-05,1.5274999999999999
2019-08-06,-4.8656
2019-08-07,-2.6917999999999997
2019-08-08,-0.899
2019-08-09,-2.1633
2019-08-12,-3.709
2019-08-13,2.6667
2019-08-14,-0.6494
2019-08-15,-2.6144
2019-08-16,5.5928
2019-08-19,-1.0593
2019-08-20,2.5696
2019-08-21,-2.4356
2019-08-22,0.0
2019-08-23,-2.6391
2019-08-26,-7.7656
2019-08-27,-11.8348
2019-08-28,2.8505000000000003
2019-08-29,14.8348
2019-08-30,3.3562
2019-09-03,-0.738
2019-09-04,0.7435
2019-09-05,-1.476
2019-09-06,-0.3745
2019-09-09,-4.812
2019-09-10,-0.7899
2019-09-11,3.8217
2019-09-12,0.1534
2019-09-13,-0.1531
2019-09-16,3.9877000000000002
2019-09-17,-0.0737
2019-09-18,0.369
2019-09-19,-0.0735
2019-09-20,-1.4717
2019-09-23,-0.0747
2019-09-24,-4.6338
2019-09-25,1.8809
2019-09-26,-1.1154
2019-09-27,-4.3952
2019-09-30,2.6037
2019-10-01,-1.6653
2019-10-02,-4.0323
2019-10-03,0.7983
2019-10-04,6.2109
2019-10-07,-0.2355
2019-10-08,-0.3934
2019-10-09,6.3191
2019-10-10,1.7831000000000001
2019-10-11,1.4599
2019-10-14,-3.3813
2019-10-15,7.5949
2019-10-16,-1.7301
2019-10-17,3.0986
2019-10-18,-1.571
2019-10-21,7.2866
2019-10-22,5.4334
2019-10-23,-0.6135
2019-10-24,0.3086
2019-10-25,-0.4923
2019-10-28,1.5461
2019-10-29,-0.0609
2019-10-30,-0.8531
2019-10-31,-2.3356
2019-11-01,-2.0138
2019-11-04,0.0642
2019-11-05,-4.3004
2019-11-06,0.6036
2019-11-07,4.7333
2019-11-08,1.846
2019-11-11,3.0625
2019-11-12,6.0036
2019-11-13,-3.7757
2019-11-14,-2.7943
2019-11-15,1.3456000000000001
2019-11-18,-0.1811
2019-11-19,3.3857
2019-11-20,-1.4035
2019-11-21,-2.7284
2019-11-22,2.7439
2019-11-25,1.4837
2019-11-26,0.117
2019-11-27,-0.0584
2019-11-29,-0.0584
2019-12-02,-0.9357
2019-12-03,0.7084
2019-12-04,-2.4032999999999998
2019-12-05,-2.6426
2019-12-06,1.2338
2019-12-09,-1.6453
2019-12-10,3.5936
2019-12-11,1.9139
2019-12-12,2.5822000000000003
2019-12-13,2.3455
2019-12-16,5.8133
2019-12-17,0.9509
2019-12-18,-0.3663
2019-12-19,-1.1029
2019-12-20,-1.5932
2019-12-23,-0.8635
2019-12-24,-1.7964
2019-12-26,2.6608
2019-12-27,0.432
2019-12-30,-0.6452
2019-12-31,0.1623
2020-01-02,0.0
2020-01-03,-2.7553
2020-01-06,0.2778
2020-01-07,0.831
2020-01-08,2.6923
2020-01-09,0.6421
2020-01-10,1.0101
2020-01-13,2.1053
2020-01-14,6.701
2020-01-15,-2.0773
2020-01-16,-0.444
2020-01-17,3.0228
2020-01-21,3.4151
2020-01-22,0.6977
2020-01-23,-1.3395000000000001
2020-01-24,2.0599
2020-01-27,0.4587
2020-01-28,-3.653
2020-01-29,-0.0948
2020-01-30,1.6129
2020-01-31,-0.9804
2020-02-03,-3.1589
2020-02-04,2.3369
2020-02-05,2.6641
2020-02-06,-0.3244
2020-02-07,-0.0465
2020-02-10,-2.9767
2020-02-11,3.6913
2020-02-12,0.2774
2020-02-13,10.2812
2020-02-14,-4.2642
2020-02-18,5.7642
2020-02-19,-0.578
2020-02-20,2.6163
2020-02-21,-0.9308
2020-02-24,-0.531
2020-02-25,-1.9713
2020-02-26,7.1219
2020-02-27,-5.788
2020-02-28,-0.166
2020-03-02,10.104
2020-03-03,-12.9532
2020-03-04,0.0434
2020-03-05,-2.2116
2020-03-06,-10.0665
2020-03-09,-13.6588
2020-03-10,8.7379
2020-03-11,-3.0987
2020-03-12,-14.0921
2020-03-13,15.0789
2020-03-16,-5.3728
2020-03-17,13.0939
2020-03-18,-7.3258
2020-03-19,-7.2968
2020-03-20,-4.4723
2020-03-23,-4.6815999999999995
2020-03-24,10.6745
2020-03-25,1.1834
2020-03-26,4.152
2020-03-27,0.1123
2020-03-30,0.0561
2020-03-31,0.8969
2020-04-01,-1.6667
2020-04-02,-3.8983
2020-04-03,-3.8213
2020-04-06,3.3007
2020-04-07,0.5917
2020-04-08,1.2941
2020-04-09,11.9048
2020-04-13,7.6803
2020-04-14,3.6145
2020-04-15,-2.5581
2020-04-16,-1.1933
2020-04-17,5.4106
2020-04-20,-8.2493
2020-04-21,-7.0929
2020-04-22,-0.5376
2020-04-23,-7.8378
2020-04-24,4.3988
2020-04-27,-0.2809
2020-04-28,0.169
2020-04-29,7.5928
2020-04-30,-0.5227
2020-05-01,0.7882
2020-05-04,2.9718
2020-05-05,-2.6329000000000002
2020-05-06,-2.5481
2020-05-07,8.111
2020-05-08,0.6417
2020-05-11,-3.2369
2020-05-12,3.1931
2020-05-13,-11.7878
2020-05-14,-0.6682
2020-05-15,-0.1682
2020-05-18,3.9304
2020-05-19,-3.2415
2020-05-20,0.4467
2020-05-21,1.5008
2020-05-22,-1.4239
2020-05-26,-0.5
2020-05-27,3.0709
2020-05-28,-2.5460000000000003
2020-05-29,1.8344
2020-06-01,-1.6376
2020-06-02,11.7092
2020-06-03,-0.9935
2020-06-04,-1.1039
2020-06-05,5.378
2020-06-08,3.274
2020-06-09,-8.3916
2020-06-10,-7.43
2020-06-11,-5.6075
2020-06-12,5.3582
2020-06-15,4.0907
2020-06-16,3.505
2020-06-17,1.5393
2020-06-18,-3.7898
2020-06-19,-3.3088
2020-06-22,-2.39
2020-06-23,-0.4452
2020-06-24,-0.1677
2020-06-25,-2.7436
2020-06-26,-7.9447
2020-06-29,4.1901
2020-06-30,5.8824
2020-07-01,2.3810000000000002
2020-07-02,-1.5504
2020-07-06,-4.0495
2020-07-07,-3.2239
2020-07-08,-1.0297
2020-07-09,-0.6732
2020-07-10,2.403
2020-07-13,-9.5668
2020-07-14,1.1976
2020-07-15,0.3945
2020-07-16,-0.7859
2020-07-17,2.8383000000000003
2020-07-20,1.9255
2020-07-21,-1.3224
2020-07-22,-2.2336
2020-07-23,-2.8068
2020-07-24,-2.6192
2020-07-27,4.8966
2020-07-28,-0.9204
2020-07-29,3.7823
2020-07-30,0.1279
2020-07-31,-2.235
