ticker,UFPI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.8475
2000-01-04,-2.9412000000000003
2000-01-05,-3.0303
2000-01-06,0.2232
2000-01-07,0.2227
2000-01-10,0.4444
2000-01-11,-2.6549
2000-01-12,0.4545
2000-01-13,0.2262
2000-01-14,1.1287
2000-01-18,-1.7856999999999998
2000-01-19,1.8182
2000-01-20,0.8929
2000-01-21,-4.4248
2000-01-24,0.463
2000-01-25,2.6498
2000-01-26,3.7037
2000-01-27,-3.8961
2000-01-28,-2.7027
2000-01-31,-7.4074
2000-02-01,4.0
2000-02-02,4.8077
2000-02-03,4.5872
2000-02-04,-4.8246
2000-02-07,-4.6083
2000-02-08,1.9324
2000-02-09,-1.4218
2000-02-10,-3.8462
2000-02-11,-2.0
2000-02-14,1.0204
2000-02-15,2.7778
2000-02-16,3.1941
2000-02-17,-3.8095
2000-02-18,1.7327
2000-02-22,-1.7032
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,1.9802
2000-02-28,-6.3107
2000-02-29,-1.5544
2000-03-01,1.5789
2000-03-02,4.6632
2000-03-03,-0.495
2000-03-06,-1.4925
2000-03-07,0.0
2000-03-08,-1.0101
2000-03-09,2.0408
2000-03-10,-9.5
2000-03-13,-5.8011
2000-03-14,-0.2933
2000-03-15,0.0
2000-03-16,5.8824
2000-03-17,5.5556
2000-03-20,-4.2105
2000-03-21,-1.6484
2000-03-22,8.3799
2000-03-23,9.2784
2000-03-24,0.0
2000-03-27,0.4717
2000-03-28,-1.8779
2000-03-29,0.4785
2000-03-30,-2.8571
2000-03-31,-2.9412000000000003
2000-04-03,-9.0909
2000-04-04,-2.2222
2000-04-05,0.0
2000-04-06,5.1136
2000-04-07,-2.1622
2000-04-10,5.5249
2000-04-11,2.0942
2000-04-12,7.6923
2000-04-13,-0.9524
2000-04-14,-3.2452
2000-04-17,-0.1242
2000-04-18,4.4776
2000-04-19,1.9048
2000-04-20,-0.9346
2000-04-24,-1.8868
2000-04-25,3.3654
2000-04-26,-0.4651
2000-04-27,-0.9346
2000-04-28,1.8868
2000-05-01,0.9259
2000-05-02,-3.211
2000-05-03,1.4218
2000-05-04,-0.9346
2000-05-05,0.9434
2000-05-08,-1.8692
2000-05-09,2.1429
2000-05-10,0.6993
2000-05-11,-4.6296
2000-05-12,6.3107
2000-05-15,-1.8265
2000-05-16,4.186
2000-05-17,-2.2321
2000-05-18,-3.4247
2000-05-19,0.2364
2000-05-22,-4.717
2000-05-23,-4.4554
