ticker,AKR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,5.4054
2000-01-04,-1.2821
2000-01-05,2.5974
2000-01-07,0.0
2000-01-10,1.2658
2000-01-11,2.5
2000-01-12,-2.439
2000-01-13,3.75
2000-01-14,0.0
2000-01-18,1.2048
2000-01-19,-2.3810000000000002
2000-01-20,0.0
2000-01-21,1.2195
2000-01-24,-1.2048
2000-01-25,0.0
2000-01-26,1.2195
2000-01-27,-1.2048
2000-01-28,-1.2195
2000-01-31,0.0
2000-02-01,-1.2346
2000-02-02,0.0
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,1.25
2000-02-08,3.7037
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,-2.3810000000000002
2000-02-14,-1.2195
2000-02-15,2.4691
2000-02-16,-2.4096
2000-02-18,0.0
2000-02-22,0.0
2000-02-23,0.0
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,1.2346
2000-03-03,-1.2195
2000-03-06,0.0
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,0.0
2000-03-10,7.4074
2000-03-13,-1.1494
2000-03-14,0.0
2000-03-15,0.0
2000-03-16,0.0
2000-03-17,-1.1628
2000-03-20,1.1764999999999999
2000-03-21,1.1628
2000-03-22,0.0
2000-03-23,-2.2989
2000-03-24,-1.1764999999999999
2000-03-27,0.0
2000-03-28,0.0
2000-03-29,1.0952
2000-03-30,-1.2048
2000-03-31,2.439
2000-04-03,0.0
2000-04-04,-1.1905000000000001
2000-04-05,1.2048
2000-04-06,2.3810000000000002
2000-04-07,0.0
2000-04-10,0.0
2000-04-11,-2.3256
2000-04-12,2.3810000000000002
2000-04-14,1.1628
2000-04-17,1.1494
2000-04-18,2.2727
2000-04-19,1.1111
2000-04-20,2.1978
2000-04-24,3.2258
2000-04-25,-3.125
2000-04-26,0.0
2000-04-27,-1.0753
2000-04-28,1.087
2000-05-01,1.0753
2000-05-02,-2.1277
2000-05-03,0.0
2000-05-04,1.087
2000-05-05,-2.1505
2000-05-08,2.1978
2000-05-09,1.0753
2000-05-10,-1.0638
2000-05-11,-2.1505
2000-05-12,-1.0989
2000-05-15,0.0
2000-05-16,0.0
2000-05-17,-1.1111
2000-05-18,4.4944
2000-05-19,-4.3011
2000-05-22,3.3708
2000-05-23,4.3478
2000-05-24,0.0
2000-05-25,-2.0833
2000-05-26,-3.1915
2000-05-30,5.4945
2000-05-31,-1.0417
2000-06-01,-1.0526
