ticker,NPTH US Equity
2006-08-22,38.4615
2006-08-23,-38.8889
2006-08-24,13.6364
2006-08-25,0.0
2006-08-28,0.0
2006-08-29,20.0
2006-08-30,0.0
2006-09-01,0.0
2006-09-05,-16.6667
2006-09-06,0.0
2006-09-07,-4.0
2006-09-11,4.1667
2006-09-12,-16.0
2006-09-13,19.0476
2006-09-15,0.0
2006-09-18,-20.0
2006-09-19,25.0
2006-09-20,-12.0
2006-09-21,4.5455
2006-09-22,8.6957
2006-09-27,-16.0
2006-09-28,19.0476
2006-09-29,0.0
2006-10-02,-16.0
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,-4.7619
2006-10-06,25.0
2006-10-09,0.0
2006-10-10,-20.0
2006-10-11,5.0
2006-10-12,-4.7619
2006-10-13,-50.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,25.0
2006-10-26,-20.0
2006-10-27,0.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-03,0.0
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,50.0
2006-11-14,26.6667
2006-11-15,-63.1579
2006-11-16,71.4286
2006-11-17,-41.6667
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,42.8571
2006-11-27,-40.0
2006-11-30,0.0
2006-12-01,8.3333
2006-12-04,-7.6923
2006-12-05,66.6667
2006-12-07,-40.0
2006-12-08,66.6667
2006-12-11,-55.0
2006-12-12,33.3333
2006-12-13,0.0
2006-12-14,-16.6667
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,-20.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,-20.0
2006-12-27,18.75
2006-12-28,-47.3684
2006-12-29,175.0
2007-01-03,-63.6364
2007-01-08,-50.0
2007-01-10,250.0
2007-01-11,0.0
2007-01-12,0.0
2007-01-17,14.2857
2007-01-18,0.0
2007-01-22,150.0
2007-01-24,-60.0
2007-01-25,5.0
2007-01-26,0.0
2007-01-30,0.0
2007-02-01,0.0
2007-02-02,90.4762
2007-02-06,-50.0
2007-02-07,50.0
2007-02-12,-33.3333
2007-02-13,0.0
2007-02-14,-25.0
2007-02-15,0.0
2007-02-16,-66.6667
2007-02-21,50.0
2007-02-22,-20.0
2007-02-23,0.0
2007-02-26,25.0
2007-02-27,-20.0
2007-02-28,25.0
2007-03-01,0.0
2007-03-02,0.0
2007-03-05,13.3333
2007-03-06,-29.4118
2007-03-07,41.6667
2007-03-08,0.0
2007-03-12,0.0
2007-03-13,0.0
2007-03-14,0.0
2007-03-15,23.5294
2007-03-16,0.0
2007-03-19,4.7619
2007-03-20,36.3636
2007-03-21,-30.0
2007-03-22,0.0
2007-03-23,0.0
2007-03-26,0.0
2007-03-27,4.7619
2007-03-28,18.1818
2007-03-29,0.0
2007-03-30,0.0
2007-04-02,0.0
2007-04-03,0.0
2007-04-04,7.6923
2007-04-05,-10.7143
2007-04-09,12.0
2007-04-10,14.2857
2007-04-11,0.0
2007-04-12,0.0
2007-04-13,0.0
2007-04-16,0.0
2007-04-17,0.0
2007-04-18,-6.25
2007-04-19,0.0
2007-04-20,6.6667
2007-04-23,-6.25
2007-04-24,0.0
2007-04-25,3.3333
2007-04-26,12.9032
2007-04-27,0.0
2007-04-30,0.0
2007-05-01,85.7143
2007-05-02,-7.6923
2007-05-03,-41.6667
2007-05-04,-5.7143
2007-05-08,0.0
2007-05-09,6.0606
2007-05-10,0.0
2007-05-14,0.0
2007-05-15,5.7143
2007-05-16,0.0
2007-05-17,-5.4054
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,5.7143
2007-05-23,-4.0541
2007-05-24,-4.2254
2007-05-25,2.9412000000000003
2007-05-29,-2.8571
2007-05-30,47.0588
2007-05-31,40.0
2007-06-01,-28.5714
2007-06-04,6.0
2007-06-05,32.0755
2007-06-06,0.0
2007-06-07,14.2857
2007-06-08,0.0
2007-06-11,-31.25
2007-06-12,45.4545
2007-06-13,-6.25
2007-06-14,20.0
2007-06-19,-11.1111
2007-06-21,12.5
2007-06-22,22.2222
2007-06-25,36.3636
2007-06-26,13.3333
2007-06-27,41.1765
2007-06-29,-52.0833
2007-07-02,-13.0435
2007-07-05,0.0
2007-07-11,0.0
2007-07-13,0.0
2007-07-16,0.0
2007-07-17,0.0
2007-07-18,0.0
2007-07-19,0.0
2007-07-24,100.0
2007-07-30,-50.0
2007-08-02,0.0
2007-08-06,0.0
2007-08-08,0.0
2007-08-10,0.0
2007-08-13,0.0
2007-08-16,100.0
2007-08-17,-75.0
2007-08-27,2.0
2007-08-28,-1.9607999999999999
2007-08-29,0.0
2007-08-30,0.0
2007-08-31,0.0
2007-09-04,0.0
2007-09-06,10.0
2007-09-07,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-13,0.0
2007-09-17,263.6364
2007-09-18,-87.5
2007-09-19,120.0
2007-09-25,0.0
2007-09-26,0.0
2007-09-27,0.0
2007-10-01,0.0
2007-10-02,0.0
2007-10-05,-9.0909
2007-10-08,0.0
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,0.0
2007-10-19,0.0
2007-10-22,-58.0
2007-10-23,138.0952
2007-10-24,0.0
2007-10-25,0.0
2007-10-26,0.0
2007-10-29,0.0
2007-10-31,0.0
2007-11-02,-58.0
2007-11-05,0.0
2007-11-06,161.9048
2007-11-08,0.0
2007-11-09,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,0.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-23,0.0
2007-11-26,0.0
2007-11-27,0.0
2007-11-29,0.0
2007-11-30,9.0909
2007-12-03,-8.3333
2007-12-04,0.0
2007-12-05,0.0
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,-9.0909
2007-12-17,0.0
2007-12-18,-38.0
2007-12-19,12.9032
2007-12-20,0.0
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,0.0
2007-12-28,14.2857
2007-12-31,-12.5
2008-01-07,0.0
2008-01-08,0.0
2008-01-11,0.0
2008-01-15,0.0
2008-01-24,0.0
2008-02-01,0.0
2008-02-04,14.2857
2008-02-05,25.0
2008-02-06,20.0
2008-02-07,16.6667
2008-02-08,-14.2857
2008-02-11,0.0
2008-02-15,-8.3333
2008-03-06,-27.2727
2008-03-10,25.0
2008-03-13,30.0
2008-03-17,-7.6923
2008-03-18,0.0
2008-03-20,8.3333
2008-04-01,-23.0769
2008-04-04,0.0
2008-04-15,20.0
2008-04-22,0.0
2008-04-25,16.6667
2008-05-05,-14.2857
2008-05-12,66.6667
2008-05-13,100.0
2008-05-14,-25.0
2008-05-28,-53.3333
2008-05-29,0.0
2008-06-03,7.1429
2008-06-04,0.0
2008-06-05,13.3333
2008-06-06,17.647100000000002
2008-06-09,10.0
2008-06-10,-4.5455
2008-06-11,14.2857
2008-06-12,0.0
2008-06-13,-16.6667
2008-06-17,0.0
2008-06-18,5.0
2008-06-19,14.2857
2008-06-20,16.6667
2008-06-23,10.7143
2008-06-24,29.0323
2008-06-25,24.5
2008-06-26,-7.6305
2008-06-27,8.6957
2008-06-30,-12.0
2008-07-01,-9.0909
2008-07-02,0.0
2008-07-03,25.0
2008-07-07,-20.0
2008-07-08,-10.0
2008-07-09,38.8889
2008-07-10,-12.0
2008-07-11,13.6364
2008-07-14,-4.0
2008-07-15,25.0
2008-07-16,-6.6667
2008-07-17,-7.1429
2008-07-18,15.0
2008-07-21,0.3344
2008-07-22,-17.0
2008-07-23,-8.0321
2008-07-24,8.7336
2008-07-25,0.0
2008-07-28,-37.751
2008-07-29,61.2903
2008-07-30,-0.4
2008-07-31,0.4016
2008-08-04,-0.4
2008-08-05,0.0
2008-08-06,0.0
2008-08-08,0.0
2008-08-11,0.0
2008-08-13,0.0
2008-08-25,-39.759
2008-08-26,66.0
2008-08-27,0.0
2008-08-28,-41.7671
2008-08-29,57.931
2008-09-02,4.3668
2008-09-08,-16.318
2008-09-09,-25.0
2008-09-22,0.0
2008-09-25,-3.3333
2008-09-30,0.0
2008-10-01,-3.4483
2008-10-02,-35.7143
2008-10-07,0.0
2008-10-23,-98.8889
2008-10-28,9900.0
2008-11-14,-10.0
2008-11-17,0.0
2008-11-20,11.1111
2008-11-21,0.0
2008-11-24,-10.0
2008-12-03,-98.8889
2008-12-04,400.0
2008-12-05,1300.0
2008-12-15,-95.7143
2008-12-30,-33.3333
2009-01-02,2400.0
2009-01-05,0.0
2009-01-09,0.0
2009-01-12,-98.0
2009-01-20,3400.0
2009-02-12,-94.2857
2009-02-18,3150.0
2009-03-02,-95.3846
2009-03-06,2066.6667
2009-03-25,-96.9231
2009-03-26,0.0
2009-04-14,-50.0
2009-04-17,6400.0
2009-04-22,-98.4615
2009-05-13,0.0
2009-05-14,0.0
2009-05-19,12.5
2009-06-04,788.8889
2009-06-09,-88.125
2009-06-29,236.8421
2009-07-13,-75.0
2009-07-29,900.0
2009-07-30,0.0
2009-08-20,-90.0
2009-09-08,0.0
2009-09-15,-87.5
2009-12-21,0.0
2010-01-27,2700.0
2010-02-11,-71.4286
2010-02-16,-81.25
2010-02-25,1500.0
2010-02-26,-66.6667
2010-03-08,-68.75
2010-03-16,11060.0
2010-03-17,-42.6523
2010-03-22,-25.0
2010-04-26,-98.75
2010-04-28,0.0
2012-10-01,433.3333
2012-10-09,0.0
2012-12-18,12.5
2013-06-10,-88.8889
2013-12-17,0.0
2013-12-19,50.0
2013-12-31,-33.3333
2014-04-10,0.0
2014-04-30,0.0
2014-05-01,0.0
2014-05-02,0.0
2014-06-05,150.0
2014-06-19,20.0
2014-06-20,0.0
2014-06-25,0.0
2014-07-14,-66.6667
2014-07-15,0.0
2014-08-06,3900.0
2014-08-11,-92.5
2014-08-21,0.0
2014-08-22,0.0
2014-09-02,-66.6667
2014-09-04,150.0
2014-09-10,-60.0
2014-09-15,150.0
2014-11-03,0.0
2014-11-26,220.0
2014-12-05,-68.75
2014-12-18,-40.0
2014-12-31,0.0
2015-01-06,66.6667
2015-01-27,-40.0
2015-02-11,0.0
2015-04-07,66.6667
2015-05-01,-40.0
2015-06-15,-33.3333
2015-07-02,0.0
2015-12-21,0.0
2015-12-23,0.0
2015-12-31,0.0
2016-01-14,700.0
2016-05-06,0.0
2016-08-09,0.0
2016-08-15,-87.5
2016-08-30,700.0
2016-12-27,-87.5
2017-05-17,0.0
2017-05-26,0.0
2017-07-17,-92.0
2017-11-16,-90.0
2018-01-12,900.0
2018-01-17,0.0
2018-02-22,-90.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-13,0.0
2018-03-19,9900.0
2018-03-22,0.0
2018-10-05,-90.0
2018-11-29,0.0
2018-12-10,0.0
2018-12-11,900.0
2019-04-16,-99.0
2019-05-14,0.0
2019-05-15,900.0
2019-05-16,0.0
2019-05-17,0.0
2019-08-01,-90.0
2019-08-09,9900.0
2019-08-19,-99.0
2019-09-17,0.0
2019-11-18,9900.0
2019-12-11,-90.0
2019-12-17,900.0
2020-01-17,-99.0
2020-01-28,9900.0
2020-02-26,0.0
2020-04-13,-90.0
2020-04-29,900.0
2020-05-05,500.0
2020-05-11,0.0
2020-06-08,16.6667
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-15,14.2857
2020-06-16,0.0
2020-07-10,12.5
2020-07-14,22.2222
2020-07-20,0.0
2020-07-28,0.0
