ticker,CTNR US Equity
2003-10-02,-2.963
2003-10-07,10.687
2003-10-08,0.0
2003-10-09,0.0
2003-10-10,0.0
2003-10-24,-1.7241
2003-11-19,8.7719
2003-12-04,-13.7419
2003-12-11,16.8048
2003-12-16,-6.4516
2003-12-17,-6.8276
2003-12-30,-0.074
2003-12-31,-0.3704
2004-01-02,-2.6022
2004-01-05,0.0
2004-01-06,0.0
2004-01-07,-4.5802
2004-01-21,-4.0
2004-01-30,2.5
2004-02-26,-0.4065
2004-04-01,4.9383
2004-04-05,1.9607999999999999
2004-04-06,0.0
2004-04-12,-7.3077
2004-04-13,4.9793
2004-04-15,-1.1858
2004-04-19,8.0
2004-04-23,-3.7037
2004-05-04,11.538499999999999
2004-05-13,-10.3448
2004-05-14,3.8462
2004-06-28,8.209
2004-07-02,-16.5517
2004-07-16,9.5041
2004-08-23,0.3774
2004-09-22,5.303
2004-10-25,-6.4748
2004-10-26,7.6923
2004-11-30,14.2857
2005-01-12,-16.6667
2005-02-07,0.0
2005-02-22,50.9434
2005-02-24,0.0
2005-03-03,-31.2169
2005-03-07,46.1538
2005-03-08,2.6316
2005-03-14,-2.5641
2005-03-18,-3.4211
2005-03-24,3.5422000000000002
2005-03-28,0.0
2005-03-30,-7.8947
2005-04-01,5.7143
2005-04-04,2.7027
2005-04-06,0.0
2005-04-18,0.0
2005-05-20,-22.3684
2005-06-21,39.9317
2005-07-05,-2.439
2005-07-13,2.5
2005-07-14,-2.439
2005-07-18,1.0
2005-07-20,-2.2277
2005-07-21,26.5823
2005-08-05,0.0
2005-08-08,1.0
2005-08-10,-0.9901
2005-08-12,-6.0
2005-10-06,4.7009
2005-10-12,23.4694
2005-10-13,-14.0496
2005-10-20,0.0
2005-10-21,0.0
2005-10-31,-3.8462
2005-11-07,1.0
2005-11-21,8.9109
2005-12-02,-1.4599
2005-12-13,-3.7037
2005-12-19,-3.8462
2005-12-23,12.0
2005-12-28,-10.7143
2006-01-03,-3.2
2006-01-09,3.3058
2006-01-17,-4.0
2006-01-18,4.1667
2006-01-23,-4.0
2006-02-22,4.1667
2006-03-07,0.6036
2006-03-09,0.0
2006-03-29,12.0
2006-04-06,0.0
2006-04-21,7.1429
2006-04-24,-8.3333
2006-04-26,-1.8182
2006-05-15,-2.7778
2006-05-16,0.0
2006-05-18,6.6667
2006-06-02,7.7199
2006-06-07,0.0
2006-08-02,-6.6667
2006-09-14,6.8223
2006-09-15,-2.521
2006-09-18,4.8276
2006-09-19,-4.6053
2006-09-21,26.2069
2006-09-22,-17.3497
2006-10-06,2.4793
2006-10-19,16.129
2006-11-16,-2.7778
2006-12-04,0.4431
2006-12-13,1.4706000000000001
2006-12-15,1.4493
2006-12-19,0.7143
2006-12-29,-0.7092
2007-01-08,-1.4285999999999999
2007-01-17,0.0
2007-01-25,-4.3478
2007-01-30,-3.0303
2007-02-12,3.125
2007-02-21,-3.0303
2007-03-08,0.0
2007-03-14,6.7504
2007-03-20,-4.4118
2007-03-23,1.5385
2007-03-27,0.4545
2007-05-11,17.647100000000002
2007-05-14,-2.5641
2007-05-16,0.0
2007-05-21,0.0
2007-06-18,-10.0529
2007-07-02,-3.6765
2007-07-11,3.8167999999999997
2007-07-18,0.1471
2007-07-20,-0.1468
2007-07-23,0.0
2007-07-31,0.0
2007-08-01,0.0
2007-08-03,0.0
2007-08-06,0.0
2007-08-07,-4.4118
2007-08-10,-4.6154
2007-08-29,1.6129
2007-10-01,5.4313
2007-10-12,0.1515
2007-10-15,5.9002
2007-10-18,0.0
2007-11-12,0.0
2007-11-15,-0.1429
2007-11-20,0.1431
2007-11-21,0.0
2008-01-24,7.3826
2008-02-22,9.2188
2008-03-04,-3.0216
2008-04-23,-4.3027
2008-05-05,-0.7752
2008-05-12,0.0
2008-05-13,-1.5625
2008-05-14,4.7619
2008-05-20,4.5455
2008-06-10,2.0408
2008-06-11,-2.1429
2008-07-09,-11.8248
2008-07-29,-3.9735
2008-08-14,1.7241
2008-08-19,3.3898
2008-08-29,-0.9901
2008-09-02,-0.8333
2008-09-08,-0.8403
2008-09-09,0.0
2008-09-11,0.339
2008-09-16,0.5068
2008-09-17,-0.8403
2008-09-19,0.0
2008-09-23,1.8643999999999998
2008-09-25,0.0
2008-09-30,13.1448
2008-10-01,-11.6176
2008-10-15,-6.6223
2008-10-16,3.35
2008-10-24,-10.3448
2008-11-11,-7.6923
2008-11-20,4.1667
2008-11-21,0.0
2008-12-22,7.1429
2008-12-26,0.0
2008-12-30,0.9804
2009-02-06,3.1068
2009-02-13,0.0
2009-02-19,0.0
2009-02-20,0.7533
2009-02-24,-1.6822
2009-02-25,0.0
2009-03-04,-1.1407
2009-04-06,0.0
2009-04-21,-13.5659
2009-05-07,12.1076
2009-08-17,9.2742
2009-08-18,1.476
2009-09-02,-1.0989
2009-09-03,0.9259
2009-12-18,-3.8817
2009-12-23,0.0
2010-01-05,4.8077
2010-03-18,-3.1054
2010-03-25,-0.0382
2010-03-29,0.0
2010-04-07,3.2443
2010-04-20,-3.1423
2010-05-18,0.1908
2010-05-27,0.0
2010-06-02,11.4286
2010-06-03,0.8547
2010-06-14,-5.0847
2010-06-17,0.7194
2010-09-15,-6.4748
2010-09-17,1.9231
2010-09-22,-1.8868
2010-10-18,0.0
2010-10-19,-6.3462
2010-10-20,-0.4107
2010-11-09,-2.0619
2010-11-17,-0.8421
2010-11-18,0.2123
2010-11-19,8.0508
2010-12-01,1.9607999999999999
2010-12-03,3.8462
2010-12-07,-9.2593
2010-12-08,6.1224
2010-12-21,-6.9767
2010-12-22,8.3333
2011-01-14,-8.0769
2011-01-18,2.5105
2011-02-09,-1.0204
2011-04-27,3.9501
2011-07-27,-1.0081
2011-08-03,-5.9063
2011-08-08,-4.7619
2011-08-17,14.7727
2011-11-28,-7.4447
2011-12-01,8.6957
2011-12-02,-2.0
2011-12-06,124.4898
2011-12-08,-50.4545
2011-12-13,-0.9174
2011-12-14,0.0
2011-12-16,0.0
2011-12-19,0.0
2012-03-09,1.1194
2012-04-03,10.7011
2012-04-27,-9.6667
2012-05-01,3.321
2012-05-17,0.7194
2012-06-13,-2.6786
2012-06-19,0.9174
2012-08-20,-0.3636
2012-08-21,0.0
2012-08-27,-1.4599
2012-08-29,-4.6296
2012-08-30,1.9417
2012-09-04,-6.6667
2012-09-05,6.1224
2012-09-20,-0.5814
2012-09-21,0.0
2012-10-03,-0.039
2012-10-04,1.4041000000000001
2012-10-09,-2.8462
2012-10-31,-2.8108
2012-11-01,9.9796
2013-01-24,3.8462
2013-03-15,2.037
2013-04-22,0.1089
2013-05-02,-5.7288
2013-06-11,0.0
2013-06-13,4.8077
2013-06-24,-3.6696999999999997
2013-07-05,0.9524
2013-07-16,-2.6414999999999997
2013-07-24,0.7752
2013-09-13,6.3462
2013-10-08,-5.9675
2013-10-21,0.0
2013-10-25,0.0
2013-10-30,1.9231
2013-11-18,-1.8868
2014-01-29,7.6923
2014-02-05,-12.5
2014-02-06,2.0408
2014-02-07,-1.0
2014-02-19,-0.8081
2014-04-09,-0.2037
2014-04-11,1.0204
2014-04-16,-1.0101
2014-04-22,-0.7755
2014-04-23,0.7816
2014-04-25,0.0
2014-05-20,0.0
2014-05-28,0.0
2014-06-04,0.0
2014-06-05,-2.0
2014-06-06,6.1641
2014-06-09,9.847
2014-06-20,-14.2143
2014-06-25,0.0
2014-06-26,6.1615
2014-06-30,-7.7647
2014-07-28,4.1667
2014-08-06,-0.0408
2014-08-14,-3.9608
2014-08-15,4.1241
2014-08-18,0.0
2014-08-26,-2.0008
2014-08-29,6.25
2014-09-02,3.9215999999999998
2014-09-03,1.8868
2014-09-05,3.7037
2014-09-08,2.6786
2014-09-09,21.7391
2014-09-15,-22.8571
2014-09-24,11.0741
2014-09-29,-9.9366
2014-10-01,2.7397
2014-10-07,8.1081
2014-10-15,-13.3333
2014-10-16,0.0
2014-10-17,0.0
2014-10-27,0.0
2014-11-07,15.3846
2014-11-10,-9.3
2014-11-13,-7.2032
2014-11-17,14.8515
2014-11-19,-6.8966
2014-12-02,-3.7037
2014-12-09,-3.8462
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,4.0
2014-12-31,-0.0385
2015-01-06,3.8476
2015-01-07,0.9633
2015-01-16,-11.5596
2015-02-06,-0.4149
2015-02-10,2.0833
2015-02-20,-3.6734999999999998
2015-02-23,1.6949
2015-03-09,-2.0833
2015-03-12,2.1277
2015-03-16,0.0
2015-03-24,-7.875
2015-03-27,7.6436
2015-04-01,0.0
2015-04-07,0.0
2015-05-22,0.0
2015-05-29,0.0
2015-06-03,1.8908
2015-06-05,15.4639
2015-06-08,-1.7856999999999998
2015-06-09,-9.0909
2015-06-11,2.8
2015-06-12,-13.93
2015-06-16,8.4991
2015-06-30,8.2917
2015-07-01,3.8476
2015-07-06,0.0
2015-07-07,3.7051
2015-07-08,25.0447
2015-07-14,-21.8571
2015-09-18,-2.1938
2015-09-21,-13.8318
2015-11-13,8.4599
2015-11-17,-7.8
2015-12-24,-1.0846
2016-02-08,-20.3509
2016-02-11,13.9868
2016-02-16,-8.2126
2016-02-25,8.4211
2016-02-29,-2.9126
2016-03-03,-15.0
2016-03-04,5.8824
2016-04-04,-11.0
2016-04-07,-7.9276
2016-04-08,5.0847
2016-04-12,-9.6774
2016-04-13,7.1429
2016-04-19,19.8667
2016-04-20,22.3582
2016-04-21,13.6364
2016-05-05,40.0
2016-05-12,-11.4286
2016-05-27,-41.9355
2016-06-27,-18.8889
2016-07-06,23.2877
2016-07-07,0.0
2016-07-08,0.0556
2016-07-11,0.0
2016-07-15,-6.1632
2016-07-21,0.5917
2016-07-28,-11.7059
2016-09-26,-3.3311
2016-12-01,13.7147
2017-03-08,-20.6061
2017-03-30,0.0
2017-05-24,0.0763
2017-07-17,0.3051
2017-08-25,0.3802
2017-08-28,-0.7576
2017-08-29,-8.3969
2017-09-13,-6.25
2017-09-14,-2.2222
2017-09-15,2.2727
2017-09-28,-6.6667
2017-10-11,12.381
2017-10-13,-8.8983
2017-10-17,-0.093
2017-10-18,-0.3724
2017-10-19,-1.8692
2017-10-23,-2.3810000000000002
2017-10-26,2.439
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,4.7619
2017-11-01,0.0
2017-11-16,-9.0909
2017-11-17,0.0
2017-12-01,5.0
2017-12-07,-14.0952
2017-12-12,26.2749
2017-12-26,-16.5935
2017-12-27,4.2105
2017-12-29,15.0505
2018-02-16,-11.7647
2018-02-26,0.0
2018-05-14,4.4776
2018-05-30,-4.7619
2018-05-31,0.0
2018-07-02,0.1
2018-08-02,7.3726
2018-08-03,-2.3074
2018-08-31,4.7619
2018-09-17,-4.5455
2018-11-07,-2.1905
2018-11-14,9.4937
2018-11-20,-1.2894999999999999
2018-11-26,-5.7658000000000005
2018-12-03,-12.5239
2018-12-12,28.9617
2018-12-20,0.0
2018-12-26,-21.6102
2018-12-28,0.0
2019-01-08,18.9189
2019-07-10,-15.4545
2019-07-24,-0.5376
2019-07-31,2.7027
2019-08-19,-7.8947
2019-09-20,14.857099999999999
2019-09-27,-5.4726
2019-10-08,3.6842
2019-10-09,1.5228000000000002
2019-10-24,-4.9
2020-02-24,2.6288
2020-03-09,-2.5615
2020-03-13,5.6782
2020-03-16,-12.9353
2020-03-17,-34.2857
2020-03-19,8.6957
2020-03-23,30.4
2020-04-13,-1.9632
2020-04-17,3.2541
2020-04-20,-3.0303
2020-04-22,0.0
2020-04-24,0.0
2020-04-29,0.0
2020-06-08,-0.125
2020-06-15,-35.7947
2020-07-06,0.0
2020-07-16,0.0
