ticker,HMPQ US Equity
2015-09-24,-24.7649
2015-09-25,16.6667
2015-09-28,-42.8571
2015-09-29,35.625
2015-09-30,83.871
2015-10-01,-49.8747
2015-10-02,20.0
2015-10-05,0.0
2015-10-06,-3.3333
2015-10-07,-13.7931
2015-10-08,18.0
2015-10-09,1.2711999999999999
2015-10-12,16.7364
2015-10-13,-25.448
2015-10-14,15.3846
2015-10-15,49.375
2015-10-16,-34.3096
2015-10-19,7.6433
2015-10-20,42.0118
2015-10-21,11.3889
2015-10-22,-0.6234
2015-10-23,5.3952
2015-10-26,-4.4048
2015-10-27,-0.3736
2015-10-28,-0.375
2015-10-29,-15.6838
2015-10-30,-5.2083
2015-11-02,-4.5526
2015-11-03,13.1579
2015-11-04,-8.8663
2015-11-05,-13.5566
2015-11-06,-9.4096
2015-11-09,-2.2403
2015-11-10,-6.6667
2015-11-11,7.5893
2015-11-12,-13.6929
2015-11-13,3.3654
2015-11-16,-1.8605
2015-11-17,6.1611
2015-11-18,42.8571
2015-11-19,2.1875
2015-11-20,-14.6789
2015-11-23,14.6953
2015-11-24,3.4375
2015-11-25,7.5529
2015-11-27,1.1236
2015-11-30,-2.2222
2015-12-01,-16.3352
2015-12-02,-0.5093
2015-12-03,-6.4846
2015-12-04,7.1168
2015-12-07,0.0
2015-12-08,24.8722
2015-12-09,-2.0464
2015-12-10,0.0
2015-12-11,-0.1393
2015-12-14,-0.6974
2015-12-15,-0.8427
2015-12-16,-20.6799
2015-12-17,-8.5714
2015-12-18,-6.25
2015-12-21,16.0417
2015-12-22,8.6176
2015-12-23,5.4545
2015-12-24,-9.7179
2015-12-28,19.0972
2015-12-29,2.1866
2015-12-30,-20.1141
2015-12-31,2.3214
2016-01-04,-44.1536
2016-01-05,19.375
2016-01-06,13.089
2016-01-07,29.1667
2016-01-08,-21.6846
2016-01-11,-3.4325
2016-01-12,-16.5877
2016-01-13,38.6364
2016-01-14,-34.4262
2016-01-15,42.5
2016-01-19,-30.2632
2016-01-20,-4.0881
2016-01-21,0.3279
2016-01-22,-5.8824
2016-01-25,11.1111
2016-01-26,-0.9375
2016-01-27,-14.1956
2016-01-28,16.9118
2016-01-29,-5.0314
2016-02-01,-5.6291
2016-02-02,-19.6491
2016-02-03,-2.1834
2016-02-04,-21.4286
2016-02-05,1.7045
2016-02-08,69.8324
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,-30.9211
2016-02-16,-0.9524
2016-02-17,37.5
2016-02-18,-2.0979
2016-02-19,8.5714
2016-02-22,-26.3158
2016-02-23,21.4286
2016-02-24,-17.647100000000002
2016-02-25,7.1429
2016-02-26,-6.6667
2016-03-01,7.1429
2016-03-02,-9.1667
2016-03-03,10.0917
2016-03-04,-33.3333
2016-03-07,28.125
2016-03-08,-13.1707
2016-03-09,0.5618
2016-03-14,-12.2905
2016-03-15,22.293
2016-03-16,16.6667
2016-03-17,0.0
2016-03-21,0.0
2016-03-22,-25.0
2016-03-24,32.1429
2016-03-28,0.0
2016-03-29,-0.4505
2016-03-30,0.0
2016-03-31,-2.2624
2016-04-01,2.3148
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,-13.1222
2016-04-07,0.0
2016-04-08,15.1042
2016-04-11,-13.1222
2016-04-13,1.5625
2016-04-14,5.1282
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,-32.1951
2016-04-20,36.6906
2016-04-21,7.8947
2016-04-22,56.0976
2016-04-25,25.0
2016-04-26,-12.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,-4.5455
2016-05-02,-9.5238
2016-05-03,0.0
2016-05-04,0.9868
2016-05-05,-11.4007
2016-05-10,0.7353
2016-05-11,0.0
2016-05-12,-8.7591
2016-05-16,47.2
2016-05-17,0.0
2016-05-18,-0.5435
2016-05-19,0.0
2016-05-20,-21.3115
2016-05-24,0.6944
2016-05-25,25.8621
2016-06-02,-21.0959
2016-06-06,0.0
2016-06-07,-5.5556
2016-06-13,0.0
2016-06-14,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-24,8.8235
2016-06-27,23.6486
2016-06-28,-12.5683
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,50.0
2016-07-05,0.0
2016-07-06,-10.0
2016-07-07,-0.463
2016-07-08,0.4651
2016-07-11,-33.3333
2016-07-14,38.8889
2016-07-15,-22.0
2016-07-20,38.4615
2016-07-21,-44.4444
2016-07-22,33.3333
2016-07-25,4.0625
2016-07-26,-8.7087
2016-07-27,3.6184
2016-07-28,-13.6508
2016-07-29,-23.5294
2016-08-01,-22.1154
2016-08-02,54.321
2016-08-03,-36.0
2016-08-04,0.0
2016-08-05,-5.0
2016-08-08,-5.2632
2016-08-09,-17.3611
2016-08-10,22.6891
2016-08-11,-3.4247
2016-08-12,0.0
2016-08-15,-1.4184
2016-08-16,-2.1583
2016-08-17,1.4706000000000001
2016-08-18,15.942
2016-08-19,23.75
2016-08-22,-11.1111
2016-08-24,-21.5909
2016-08-25,0.0
2016-08-26,-7.2464
2016-08-29,0.0
2016-08-30,12.5
2016-08-31,9.0278
2016-09-01,-13.3758
2016-09-02,1.4706000000000001
2016-09-06,-1.4493
2016-09-07,16.1765
2016-09-08,0.0
2016-09-09,1.2658
2016-09-12,0.0
2016-09-13,-3.125
2016-09-14,-12.2581
2016-09-15,-5.8824
2016-09-16,12.5
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,4.1667
2016-09-22,-4.0
2016-09-23,9.7222
2016-09-26,-8.8608
2016-09-27,0.0
2016-09-28,-9.7222
2016-09-29,20.7692
2016-09-30,0.0
2016-10-03,-59.2357
2016-10-04,7.8125
2016-10-05,39.1304
2016-10-06,-14.5833
2016-10-07,75.6098
2016-10-10,5.5556
2016-10-11,-10.526299999999999
2016-10-12,-23.5294
2016-10-13,12.5
2016-10-14,2.5641
2016-10-17,-10.8333
2016-10-18,21.4953
2016-10-19,70.0
2016-10-20,-13.1222
2016-10-21,16.6667
2016-10-24,35.7143
2016-10-25,21.0526
2016-10-26,-10.8696
2016-10-27,-9.7561
2016-10-28,-2.7027
2016-10-31,-11.1111
2016-11-01,37.5
2016-11-02,-22.7273
2016-11-03,14.7059
2016-11-04,-3.8462
2016-11-07,1.3333
2016-11-08,57.8947
2016-11-09,-22.9167
2016-11-10,-13.5135
2016-11-11,-20.0
2016-11-14,20.3125
2016-11-15,13.6364
2016-11-16,-17.1429
2016-11-17,15.1724
2016-11-18,-17.9641
2016-11-21,8.0292
2016-11-22,-10.8108
2016-11-23,15.1515
2016-11-25,-5.2632
2016-11-28,-16.6667
2016-11-29,22.0833
2016-11-30,0.0
2016-12-01,6.4846
2016-12-02,-8.3333
2016-12-05,3.4965
2016-12-06,-3.3784
2016-12-07,11.8881
2016-12-08,5.0
2016-12-09,-6.25
2016-12-12,-8.5714
2016-12-13,1.0417
2016-12-14,6.5292
2016-12-15,-0.3226
2016-12-16,-2.2654
2016-12-19,0.6623
2016-12-20,-5.2632
2016-12-21,21.5278
2016-12-22,-9.1429
2016-12-23,-5.3459
2016-12-27,16.2791
2016-12-28,1.4285999999999999
2016-12-29,-9.8592
2016-12-30,9.375
2017-01-03,7.4286
2017-01-04,-14.3617
2017-01-05,7.4534
2017-01-06,4.0462
2017-01-09,11.1111
2017-01-10,7.0
2017-01-11,3.0374
2017-01-12,1.5873
2017-01-13,1.7856999999999998
2017-01-17,4.8246
2017-01-18,-7.113
2017-01-19,8.1081
2017-01-20,-2.9167
2017-01-23,6.4378
2017-01-24,12.9032
2017-01-25,2.8571
2017-01-26,11.1111
2017-01-27,-10.0
2017-01-30,-3.125
2017-01-31,-14.3369
2017-02-01,0.4184
2017-02-02,-1.6667
2017-02-03,-5.0847
2017-02-06,-8.9286
2017-02-07,-7.1078
2017-02-08,-5.0132
2017-02-09,2.2222
2017-02-10,-13.0435
2017-02-13,9.375
2017-02-14,-13.1429
2017-02-15,4.9342
2017-02-16,2.1944
2017-02-17,-11.6564
2017-02-21,0.6944
2017-02-22,7.5862
2017-02-23,0.0
2017-02-24,-17.9487
2017-02-27,-20.7031
2017-02-28,23.1527
2017-03-01,14.0
2017-03-02,-21.4035
2017-03-03,-14.2857
2017-03-06,-26.0417
2017-03-07,12.6761
2017-03-08,-5.0
2017-03-09,-13.8158
2017-03-10,-8.3969
2017-03-13,-17.5
2017-03-14,7.0707
2017-03-15,-3.7736
2017-03-16,-16.6667
2017-03-17,31.7647
2017-03-20,33.0357
2017-03-21,-3.3557
2017-03-22,0.0
2017-03-23,-15.2778
2017-03-24,-3.2787
2017-03-27,10.1695
2017-03-28,6.9231
2017-03-29,-3.5971
2017-03-30,2.9851
2017-03-31,-1.4493
2017-04-03,-1.4706000000000001
2017-04-04,-0.7463
2017-04-05,-2.2556
2017-04-06,4.6154
2017-04-07,3.6765
2017-04-10,-9.2199
2017-04-11,0.0
2017-04-12,8.5938
2017-04-13,7.1942
2017-04-17,-1.3423
2017-04-18,-9.5238
2017-04-19,0.7519
2017-04-20,-2.9851
2017-04-21,0.0
2017-04-24,14.6154
2017-04-25,-2.0134
2017-04-26,-1.3699
2017-04-27,-9.0278
2017-04-28,16.0305
2017-05-01,-9.2105
2017-05-02,12.3188
2017-05-03,-16.129
2017-05-04,2.3077
2017-05-05,10.526299999999999
2017-05-08,40.1361
2017-05-09,-21.3592
2017-05-10,-7.4074
2017-05-11,-16.0
2017-05-12,0.0
2017-05-15,-6.3492
2017-05-16,1.6949
2017-05-17,-6.6667
2017-05-18,-21.4286
2017-05-19,18.1818
2017-05-22,-2.8846
2017-05-23,0.0
2017-05-24,-4.9505
2017-05-25,-4.1667
2017-05-26,-4.3478
2017-05-30,27.2727
2017-05-31,-1.7856999999999998
2017-06-01,-15.4545
2017-06-02,-2.1505
2017-06-05,0.0
2017-06-06,0.2198
2017-06-07,-10.526299999999999
2017-06-08,-5.8824
2017-06-09,8.3333
2017-06-12,-5.7692
2017-06-13,8.1633
2017-06-14,-1.8868
2017-06-15,-7.6923
2017-06-16,10.4167
2017-06-19,-7.5472
2017-06-20,2.0408
2017-06-21,20.0
2017-06-22,-10.0
2017-06-23,1.8519
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,5.4545
2017-06-29,-1.7241
2017-06-30,-5.2632
2017-07-03,1.8519
2017-07-05,-5.4545
2017-07-06,9.6154
2017-07-07,-5.2632
2017-07-10,-7.4074
2017-07-11,20.0
2017-07-12,-1.6667
2017-07-13,-8.4746
2017-07-14,11.1111
2017-07-17,0.0
2017-07-18,8.3333
2017-07-19,-10.7692
2017-07-20,6.8966
2017-07-21,-1.6129
2017-07-24,-6.5574
2017-07-25,5.2632
2017-07-26,11.6667
2017-07-27,1.4925
2017-07-28,-7.3529
2017-07-31,-1.5873
2017-08-01,-3.2258
2017-08-02,10.0
2017-08-03,0.0
2017-08-04,-9.0909
2017-08-07,-5.8333
2017-08-08,-4.4248
2017-08-09,20.3704
2017-08-10,0.0
2017-08-11,9.2308
2017-08-14,15.493
2017-08-15,3.6585
2017-08-16,-5.8824
2017-08-17,6.25
2017-08-18,89.4118
2017-08-21,11.1801
2017-08-22,-2.2346
2017-08-23,-17.1429
2017-08-24,-17.2414
2017-08-25,-4.75
2017-08-28,-7.2616
2017-08-29,2.8302
2017-08-30,-4.5872
2017-08-31,-5.7692
2017-09-01,10.2041
2017-09-05,-4.6296
2017-09-06,5.8252
2017-09-07,5.5046
2017-09-08,-4.3478
2017-09-11,-9.0909
2017-09-12,3.0
2017-09-13,6.7961
2017-09-14,-2.3636
2017-09-15,-4.0968
2017-09-18,1.9417
2017-09-19,-5.7143
2017-09-20,-8.0808
2017-09-21,-2.1978
2017-09-22,6.7416
2017-09-25,1.0526
2017-09-26,-1.0417
2017-09-27,-3.1579
2017-09-28,-3.2609
2017-09-29,-5.618
2017-10-02,3.5714
2017-10-03,1.1494
2017-10-04,-2.2727
2017-10-05,-2.907
2017-10-06,-4.1916
2017-10-09,0.625
2017-10-10,4.3478
2017-10-11,-7.1429
2017-10-12,-3.8462
2017-10-13,0.0
2017-10-16,-2.6667
2017-10-17,2.7397
2017-10-18,0.0
2017-10-19,13.3333
2017-10-20,1.1764999999999999
2017-10-23,-3.4884
2017-10-24,4.8193
2017-10-25,-4.5977
2017-10-26,-3.6145
2017-10-27,-3.75
2017-10-30,6.4935
2017-10-31,-15.8537
2017-11-01,-13.0435
2017-11-02,8.3333
2017-11-03,3.8462
2017-11-06,17.037
2017-11-07,3.7975
2017-11-08,-2.439
2017-11-09,0.0
2017-11-10,6.25
2017-11-13,-11.7647
2017-11-14,12.0
2017-11-15,-1.1905000000000001
2017-11-16,-2.4096
2017-11-17,-8.0247
2017-11-20,44.9664
2017-11-21,-10.1852
2017-11-22,3.0928
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,-12.0
2017-11-30,6.8182
2017-12-01,5.3191
2017-12-04,-2.0202
2017-12-05,-7.2165
2017-12-06,5.3333
2017-12-07,-2.9536
2017-12-08,3.2609
2017-12-11,-5.2632
2017-12-12,1.1111
2017-12-13,-1.0989
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,-3.3333
2017-12-19,2.2989
2017-12-20,0.0
2017-12-21,4.4944
2017-12-22,-6.4516
2017-12-26,-1.1494
2017-12-27,47.6744
2017-12-28,-21.2598
2017-12-29,28.0
2018-01-02,15.625
2018-01-03,-6.0811
2018-01-04,-23.0216
2018-01-05,-6.5421
2018-01-08,7.0
2018-01-09,-6.5421
2018-01-10,1.0
2018-01-11,-0.9901
2018-01-12,-1.0
2018-01-16,-5.0505
2018-01-17,-1.0638
2018-01-18,5.3763
2018-01-19,-4.0816
2018-01-22,-3.1915
2018-01-23,-1.0989
2018-01-24,11.1111
2018-01-25,28.0
2018-01-26,143.75
2018-01-29,-16.9872
2018-01-30,13.8996
2018-01-31,-15.3898
2018-02-01,-21.875
2018-02-02,8.2051
2018-02-05,-6.1611
2018-02-06,-6.5657
2018-02-07,9.2
2018-02-08,9.3951
2018-02-09,-0.905
2018-02-12,0.4566
2018-02-13,-8.1818
2018-02-14,13.8614
2018-02-15,-9.5652
2018-02-16,4.4231
2018-02-20,-7.9190000000000005
2018-02-21,0.0
2018-02-22,-5.0
2018-02-23,2.1053
2018-02-26,-3.0928
2018-02-27,-3.1915
2018-02-28,-2.1978
2018-03-01,-11.7978
2018-03-02,-5.4777000000000005
2018-03-05,17.9245
2018-03-06,6.8571
2018-03-07,-5.8824
2018-03-08,-5.6818
2018-03-09,6.6265
2018-03-12,-3.9548
2018-03-13,-4.1176
2018-03-14,-1.227
2018-03-15,-0.6211
2018-03-16,-2.5
2018-03-19,-5.7692
2018-03-20,-5.9524
2018-03-21,5.2441
2018-03-22,-5.8419
2018-03-23,0.0
2018-03-26,12.4088
2018-03-27,-4.5455
2018-03-28,-3.4013999999999998
2018-03-29,-3.5211
2018-04-02,-3.6496
2018-04-03,-5.303
2018-04-04,-2.4
2018-04-05,-0.8197
2018-04-06,2.4793
2018-04-09,-0.8065
2018-04-10,-6.5041
2018-04-11,-8.6957
2018-04-12,10.4762
2018-04-13,12.069
2018-04-16,26.1538
2018-04-17,2.439
2018-04-18,16.0714
2018-04-19,17.9487
2018-04-20,-15.2174
2018-04-23,9.7436
2018-04-24,-4.2056000000000004
2018-04-25,-6.3415
2018-04-26,-6.25
2018-04-27,-2.7778
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,-8.5714
2018-05-03,-6.25
2018-05-04,-3.58
2018-05-07,12.7014
2018-05-08,-0.6135
2018-05-09,-3.8272
2018-05-10,2.5674
2018-05-11,2.0025
2018-05-14,1.227
2018-05-15,-0.6061
2018-05-16,-5.4878
2018-05-17,-0.129
2018-05-18,-1.8088
2018-05-21,-3.9474
2018-05-22,-6.1644
2018-05-23,-0.7299
2018-05-24,-2.9412000000000003
2018-05-25,4.5455
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,-3.0797
2018-06-01,-3.5514
2018-06-04,-2.2481
2018-06-05,4.6788
2018-06-06,-3.0303
2018-06-07,-2.3438
2018-06-08,3.2
2018-06-11,0.7752
2018-06-12,0.0
2018-06-13,-3.0769
2018-06-14,19.0476
2018-06-15,0.0
2018-06-18,-2.0
2018-06-19,-0.6803
2018-06-20,-6.8493
2018-06-21,2.2059
2018-06-22,2.1583
2018-06-25,-2.8169
2018-06-26,2.8986
2018-06-27,-3.5211
2018-06-28,-0.7299
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,-0.7353
2018-07-05,-0.7407
2018-07-06,0.7463
2018-07-09,-2.963
2018-07-10,-0.7634
2018-07-11,1.5385
2018-07-12,-9.0909
2018-07-13,4.1667
2018-07-16,-5.6
2018-07-17,-6.7797
2018-07-18,4.0909
2018-07-19,-3.1441
2018-07-20,-7.1235
2018-07-23,4.8544
2018-07-24,-2.7778
2018-07-25,1.9048
2018-07-26,-3.7382999999999997
2018-07-27,1.9417
2018-07-30,2.8571
2018-07-31,-3.7037
2018-08-01,-0.9615
2018-08-02,0.9709
2018-08-03,-2.8846
2018-08-06,0.0
2018-08-07,-5.9406
2018-08-08,-1.0526
2018-08-09,-2.1277
2018-08-10,2.8261
2018-08-13,4.6512
2018-08-14,-4.798
2018-08-15,-6.6312999999999995
2018-08-16,-4.5455
2018-08-17,3.5714
2018-08-20,-2.2989
2018-08-21,-9.4118
2018-08-22,3.8961
2018-08-23,0.0
2018-08-24,-3.75
2018-08-27,14.2857
2018-08-28,-1.1364
2018-08-29,3.4483
2018-08-30,-1.1111
2018-08-31,-1.1236
2018-09-04,0.0
2018-09-05,-7.9545
2018-09-06,60.4938
2018-09-07,-16.1538
2018-09-10,23.8532
2018-09-11,-3.7037
2018-09-12,-9.3077
2018-09-13,0.0848
2018-09-14,-10.1695
2018-09-17,0.9434
2018-09-18,-5.6075
2018-09-19,-3.9604
2018-09-20,-1.0309
2018-09-21,-0.3125
2018-09-24,-3.8662
2018-09-25,-3.2609
2018-09-26,6.7416
2018-09-27,-1.0526
2018-09-28,36.7021
2018-10-01,-0.3891
2018-10-02,-8.5938
2018-10-03,-7.906
2018-10-04,9.5128
2018-10-05,-3.3898
2018-10-08,-8.7719
2018-10-09,-2.8846
2018-10-10,-0.9901
2018-10-11,25.0
2018-10-12,-6.48
2018-10-15,6.0736
2018-10-16,4.0323
2018-10-17,0.7752
2018-10-18,0.0
2018-10-19,-2.3077
2018-10-22,-13.3858
2018-10-23,9.0909
2018-10-24,-11.6667
2018-10-25,0.0
2018-10-26,-0.9434
2018-10-29,13.3333
2018-10-30,-7.563
2018-10-31,-9.0909
2018-11-01,4.0
2018-11-02,1.9231
2018-11-05,-5.6604
2018-11-06,0.0
2018-11-07,2.0
2018-11-08,-1.9607999999999999
2018-11-09,-2.0
2018-11-12,-4.0816
2018-11-13,-2.1277
2018-11-14,-7.6087
2018-11-15,0.0
2018-11-16,5.8824
2018-11-19,-8.8889
2018-11-20,0.0
2018-11-21,3.6585
2018-11-23,4.7059
2018-11-26,5.618
2018-11-27,-2.1277
2018-11-28,-6.5217
2018-11-29,16.2791
2018-11-30,1.0
2018-12-03,-1.9802
2018-12-04,2.0202
2018-12-06,-2.9703
2018-12-07,11.2245
2018-12-10,53.211
2018-12-11,22.006
2018-12-12,17.7914
2018-12-13,-25.4167
2018-12-14,5.5866
2018-12-17,-0.5291
2018-12-18,3.7234
2018-12-19,17.9487
2018-12-20,-9.1304
2018-12-21,-22.488
2018-12-24,-20.1235
2018-12-26,29.83
2018-12-27,-3.2738
2018-12-28,-7.6923
2018-12-31,6.6667
2019-01-02,-1.875
2019-01-03,-2.5478
2019-01-04,-2.6144
2019-01-07,-2.8859
2019-01-08,2.2806
2019-01-09,4.7297
2019-01-10,8.3871
2019-01-11,2.0833
2019-01-14,-4.3732
2019-01-15,-8.5366
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,3.3333
2019-01-22,5.8065
2019-01-23,-0.6098
2019-01-24,-0.3067
2019-01-25,-0.9231
2019-01-28,1.2422
2019-01-29,-3.681
2019-01-30,1.9108
2019-01-31,1.875
2019-02-01,0.0
2019-02-04,-3.0675
2019-02-05,-2.5316
2019-02-06,-9.0909
2019-02-07,-7.1429
2019-02-08,13.8462
2019-02-11,-9.7973
2019-02-12,4.1199
2019-02-13,-3.777
2019-02-14,2.4299
2019-02-15,2.1898
2019-02-19,-5.0
2019-02-20,1.5038
2019-02-21,0.0
2019-02-22,-1.4815
2019-02-25,-5.2632
2019-02-26,-4.7619
2019-02-27,-3.3333
2019-02-28,4.3103
2019-03-01,3.3058
2019-03-04,-21.6
2019-03-05,-6.1224
2019-03-06,-2.1739
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,8.8889
2019-03-12,-5.102
2019-03-13,1.0753
2019-03-14,-2.1277
2019-03-15,-10.8696
2019-03-18,-17.0732
2019-03-19,2.7941000000000003
2019-03-20,14.02
2019-03-21,2.3839
2019-03-22,10.2941
2019-03-25,-7.6667
2019-03-26,4.8135
2019-03-27,-2.411
2019-03-28,0.0
2019-03-29,-1.1764999999999999
2019-04-01,-5.9524
2019-04-02,3.7975
2019-04-03,-4.878
2019-04-04,-1.3462
2019-04-05,2.6641
2019-04-08,2.5316
2019-04-09,6.1728
2019-04-10,1.1628
2019-04-11,-5.7471
2019-04-12,-4.878
2019-04-15,0.3846
2019-04-16,-4.2146
2019-04-17,-1.6
2019-04-18,-7.8591
2019-04-22,-8.8235
2019-04-23,-3.2258
2019-04-24,13.3333
2019-04-25,-2.9412000000000003
2019-04-26,1.5152
2019-04-29,2.9851
2019-04-30,-2.8986
2019-05-01,2.9851
2019-05-02,1.4493
2019-05-03,-5.7143
2019-05-06,3.6364
2019-05-07,-2.0468
2019-05-08,0.0
2019-05-09,-6.8657
2019-05-10,0.9615
2019-05-13,122.2222
2019-05-14,-24.2857
2019-05-15,13.2075
2019-05-16,0.8333
2019-05-17,-5.7851
2019-05-20,-1.7544
2019-05-21,6.0714
2019-05-22,-2.3569
2019-05-23,-3.4483
2019-05-24,-18.75
2019-05-28,10.989
2019-05-29,6.9307
2019-05-30,-5.5556
2019-05-31,-2.9412000000000003
2019-06-03,-7.0707
2019-06-04,1.087
2019-06-05,7.5269
2019-06-06,0.0
2019-06-07,-4.0
2019-06-10,-5.2083
2019-06-11,7.6923
2019-06-12,-1.0204
2019-06-13,-3.3402
2019-06-14,-1.8771
2019-06-17,3.2609
2019-06-18,-1.0526
2019-06-19,-6.383
2019-06-20,5.6818
2019-06-21,-1.0753
2019-06-24,-2.1739
2019-06-25,1.1111
2019-06-26,0.0
2019-06-27,-1.0989
2019-06-28,0.1667
2019-07-01,-4.6034
2019-07-02,1.2791000000000001
2019-07-03,-5.7405
2019-07-05,2.1194
2019-07-08,1.3836
2019-07-09,1.1764999999999999
2019-07-10,-5.814
2019-07-11,4.9383
2019-07-12,0.0
2019-07-15,-4.2353
2019-07-16,-5.4054
2019-07-17,1.2987
2019-07-18,1.2564
2019-07-19,5.0899
2019-07-22,-4.8193
2019-07-23,-6.3291
2019-07-24,2.4324
2019-07-25,-2.4406
2019-07-26,-5.3414
2019-07-29,1.4285999999999999
2019-07-30,0.0
2019-07-31,-2.8169
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,-3.7681
2019-08-06,-3.012
2019-08-07,0.9317
2019-08-08,-4.6154
2019-08-09,12.9032
2019-08-12,-4.2857
2019-08-13,2.2388
2019-08-14,-2.1898
2019-08-15,-4.4776
2019-08-16,6.25
2019-08-19,-2.9412000000000003
2019-08-20,-1.5152
2019-08-21,0.0
2019-08-22,4.6154
2019-08-23,0.0
2019-08-26,2.9412000000000003
2019-08-27,-10.0
2019-08-28,0.0
2019-08-29,-4.7619
2019-08-30,-3.3333
2019-09-03,-6.8966
2019-09-04,-1.8519
2019-09-05,7.7358
2019-09-06,-3.6778
2019-09-09,-2.3636
2019-09-10,-1.3035
2019-09-11,0.0
2019-09-12,1.8868
2019-09-13,-3.7037
2019-09-16,9.6154
2019-09-17,-8.7719
2019-09-18,7.6923
2019-09-19,5.3571
2019-09-20,0.0
2019-09-23,-3.661
2019-09-24,-6.4039
2019-09-25,1.5038
2019-09-26,0.0
2019-09-27,-5.5556
2019-09-30,11.7647
2019-10-01,-7.0175
2019-10-02,0.0
2019-10-03,1.8868
2019-10-04,-7.4074
2019-10-07,-2.0
2019-10-08,-1.2245
2019-10-09,-4.9587
2019-10-10,2.6087
2019-10-11,-2.5423999999999998
2019-10-14,4.3478
2019-10-15,0.0
2019-10-16,-4.1667
2019-10-17,4.3478
2019-10-18,-6.25
2019-10-21,4.4444
2019-10-22,-4.2553
2019-10-23,5.3333
2019-10-24,-4.7468
2019-10-25,5.2049
2019-10-28,3.1579
2019-10-29,-8.1633
2019-10-30,2.2222
2019-10-31,4.3478
2019-11-01,2.0833
2019-11-04,-4.0816
2019-11-05,0.0
2019-11-06,4.2553
2019-11-07,8.1633
2019-11-08,-1.8868
2019-11-11,5.0
2019-11-12,0.0
2019-11-13,-5.8608
2019-11-14,-2.7237
2019-11-15,-2.0
2019-11-18,0.6122
2019-11-19,3.4483
2019-11-20,0.0
2019-11-21,1.9607999999999999
2019-11-22,0.0
2019-11-25,1.9231
2019-11-26,-7.5472
