ticker,PDSB US Equity
2016-02-22,6.6566
2016-02-23,-1.2766
2016-02-24,-3.3045999999999998
2016-02-25,4.6062
2016-02-26,0.7102
2016-02-29,0.9873
2016-03-01,1.1173
2016-03-02,9.6685
2016-03-03,11.838799999999999
2016-03-04,12.5
2016-03-07,-2.4024
2016-03-08,-5.1282
2016-03-09,-9.5135
2016-03-10,-5.7348
2016-03-11,-5.1965
2016-03-14,-0.8021
2016-03-15,-1.4825
2016-03-16,2.8728
2016-03-17,-3.0585
2016-03-18,0.2743
2016-03-21,1.5048
2016-03-22,0.9434
2016-03-23,-8.2777
2016-03-24,1.4556
2016-03-28,12.482099999999999
2016-03-29,7.6531
2016-03-30,12.5592
2016-03-31,-3.6842
2016-04-01,0.8743
2016-04-04,-4.8754
2016-04-05,-0.3417
2016-04-06,2.2857
2016-04-07,0.8939
2016-04-08,-2.8792999999999997
2016-04-11,-1.7104
2016-04-12,0.232
2016-04-13,6.713
2016-04-14,-2.6029999999999998
2016-04-15,1.5590000000000002
2016-04-18,-0.9868
2016-04-19,-3.1008
2016-04-20,-5.0286
2016-04-21,9.2659
2016-04-22,-1.9824000000000002
2016-04-25,2.5843
2016-04-26,-0.7667
2016-04-27,-3.6424
2016-04-28,-3.0928
2016-04-29,-2.7187
2016-05-02,2.1871
2016-05-03,-3.3294
2016-05-04,-0.861
2016-05-05,-1.2407
2016-05-06,0.2513
2016-05-09,6.2657
2016-05-10,4.8349
2016-05-11,-7.874
2016-05-12,-2.6862
2016-05-13,-2.2585
2016-05-16,-0.7702
2016-05-17,-2.3286
2016-05-18,1.0596
2016-05-19,2.228
2016-05-20,6.9231
2016-05-23,1.199
2016-05-24,-1.7772999999999999
2016-05-25,-1.8094000000000001
2016-05-26,-1.7199
2016-05-27,0.625
2016-05-31,2.8571
2016-06-01,19.4444
2016-06-02,-1.2133
2016-06-03,-4.1965
2016-06-06,5.6624
2016-06-07,1.0111
2016-06-08,0.3003
2016-06-09,-0.3992
2016-06-10,2.7054
2016-06-13,-10.7317
2016-06-14,-6.4481
2016-06-15,4.9065
2016-06-16,2.784
2016-06-17,-2.6002
2016-06-20,8.7875
2016-06-21,-4.499
2016-06-22,0.9636
2016-06-23,4.0297
2016-06-24,-6.3201
2016-06-27,-4.4614
2016-06-28,7.5171
2016-06-29,4.0254
2016-06-30,2.9532
2016-07-01,5.3412
2016-07-05,-6.1033
2016-07-06,-2.3
2016-07-07,1.0235
2016-07-08,-1.4184
2016-07-11,-1.2333
2016-07-12,5.9313
2016-07-13,-3.831
2016-07-14,1.2257
2016-07-15,0.4036
2016-07-18,-0.201
2016-07-19,-1.4099
2016-07-20,2.0429
2016-07-21,-1.9019
2016-07-22,-0.2041
2016-07-25,-0.6135
2016-07-26,2.9835000000000003
2016-07-27,-1.1988
2016-07-28,0.5056
2016-07-29,-2.4145
2016-08-01,-0.7216
2016-08-02,-2.5961
2016-08-03,3.838
2016-08-04,-1.8479999999999999
2016-08-05,-0.3138
2016-08-08,-1.4689999999999999
2016-08-09,-0.1065
2016-08-10,-3.5181
2016-08-11,2.3204000000000002
2016-08-12,5.1836
2016-08-15,-0.616
2016-08-16,-1.6529
2016-08-17,-3.4664
2016-08-18,0.6529
2016-08-19,-2.4865
2016-08-22,-0.3326
2016-08-23,-0.4449
2016-08-24,1.1173
2016-08-25,-1.5470000000000002
2016-08-26,0.6734
2016-08-29,-0.5574
2016-08-30,-0.3363
2016-08-31,0.0
2016-09-01,1.1249
2016-09-02,-0.4449
2016-09-06,0.4469
2016-09-07,10.6785
2016-09-08,5.7286
2016-09-09,-0.8555
2016-09-12,6.232
2016-09-13,-1.3538000000000001
2016-09-14,1.5554000000000001
2016-09-15,5.045
2016-09-16,1.6295
2016-09-19,-4.4726
2016-09-20,-0.1767
2016-09-21,-1.6814
2016-09-22,1.7102
2016-09-23,-2.1239
2016-09-26,-3.6166
2016-09-27,-2.2514
2016-09-28,3.3589
2016-09-29,-4.1783
2016-09-30,0.8721
2016-10-03,0.0961
2016-10-04,-0.3839
2016-10-05,8.2852
2016-10-06,-3.2918
2016-10-07,0.368
2016-10-10,1.1916
2016-10-11,-2.6268000000000002
2016-10-12,-1.7673999999999999
2016-10-13,-0.7576
2016-10-14,0.0
2016-10-17,1.2405
2016-10-18,-0.4713
2016-10-19,2.6515
2016-10-20,1.0148
2016-10-21,-0.8219
2016-10-24,-5.2486
2016-10-25,-0.8746
2016-10-26,-1.6667
2016-10-27,-1.0967
2016-10-28,6.0484
2016-10-31,-0.4753
2016-11-01,-3.6294
2016-11-02,-2.775
2016-11-03,-3.6696999999999997
2016-11-04,10.1587
2016-11-07,0.2882
2016-11-08,-3.2567
2016-11-09,-0.9901
2016-11-10,0.1
2016-11-11,22.3776
2016-11-14,-2.7755
2016-11-15,0.4198
2016-11-16,0.8361
2016-11-17,0.1658
2016-11-18,-0.745
2016-11-21,-0.2502
2016-11-22,0.0836
2016-11-23,3.3417
2016-11-25,1.2126000000000001
2016-11-28,-0.3994
2016-11-29,-3.6087
2016-11-30,0.7488
2016-12-01,-4.9546
2016-12-02,-0.6082
2016-12-05,9.1783
2016-12-06,-8.0064
2016-12-07,3.0461
2016-12-08,-0.9291
2016-12-09,0.682
2016-12-12,-1.5241
2016-12-13,2.7515
2016-12-14,-0.3347
2016-12-15,0.7557
2016-12-16,1.9167
2016-12-19,2.6983
2016-12-20,0.5573
2016-12-21,3.1671
2016-12-22,-4.9117
2016-12-23,1.937
2016-12-27,0.3959
2016-12-28,-1.9716
2016-12-29,0.0
2016-12-30,0.5632
2017-01-03,2.24
2017-01-04,1.6432
2017-01-05,-1.3857
2017-01-06,-1.7955
2017-01-09,-1.5897999999999999
2017-01-10,2.1002
2017-01-11,-3.0854
2017-01-12,-2.6122
2017-01-13,-1.3412
2017-01-17,-3.9082
2017-01-18,-2.0336
2017-01-19,-1.8953
2017-01-20,1.2879
2017-01-23,-3.4514
2017-01-24,-0.1881
2017-01-25,-1.9792999999999998
2017-01-26,-3.75
2017-01-27,0.4995
2017-01-30,-3.4791
2017-01-31,-0.8239
2017-02-01,-1.0384
2017-02-02,1.8888
2017-02-03,-1.5448
2017-02-06,-0.523
2017-02-07,0.4206
2017-02-08,-1.1518
2017-02-09,3.072
2017-02-10,0.7194
2017-02-13,3.6734999999999998
2017-02-14,-0.9843
2017-02-15,1.9881
2017-02-16,-1.2671000000000001
2017-02-17,0.2962
2017-02-21,1.3780000000000001
2017-02-22,-0.2913
2017-02-23,-2.629
2017-02-24,0.9
2017-02-27,-0.9911
2017-02-28,-2.2022
2017-03-01,0.4094
2017-03-02,-4.1794
2017-03-03,-5.5319
2017-03-06,1.0135
2017-03-07,-0.223
2017-03-08,-1.2291
2017-03-09,-1.0181
2017-03-10,2.2857
2017-03-13,-1.0056
2017-03-14,0.5643
2017-03-15,-1.459
2017-03-16,1.5945
2017-03-17,-2.13
2017-03-20,-3.7801
2017-03-21,-7.2619
2017-03-22,-2.1823
2017-03-23,1.9685000000000001
2017-03-24,0.5148
2017-03-27,-1.7926
2017-03-28,4.6936
2017-03-29,5.7285
2017-03-30,6.7138
2017-03-31,0.5519
2017-04-03,-2.5247
2017-04-04,-0.2252
2017-04-05,0.4515
2017-04-06,0.1124
2017-04-07,-0.2245
2017-04-10,-0.7874
2017-04-11,1.0204
2017-04-12,-0.7856
2017-04-13,-0.2262
2017-04-17,0.0
2017-04-18,-0.1134
2017-04-19,0.7946
2017-04-20,1.8018
2017-04-21,-0.2212
2017-04-24,6.9845
2017-04-25,11.0881
2017-04-26,-1.6791
2017-04-27,-0.4744
2017-04-28,-1.0486
2017-05-01,-3.6609
2017-05-02,0.8
2017-05-03,0.5952
2017-05-04,2.1696
2017-05-05,0.0
2017-05-08,-0.3861
2017-05-09,-0.1938
2017-05-10,-0.3883
2017-05-11,-0.3899
2017-05-12,2.2505
2017-05-15,-0.0957
2017-05-16,-0.6705
2017-05-17,-2.0251
2017-05-18,-2.4606
2017-05-19,-2.6236
2017-05-22,3.3161
2017-05-23,-0.2006
2017-05-24,-0.5025
2017-05-25,-0.7071
2017-05-26,-0.9156
2017-05-30,-0.7187
2017-05-31,1.3444
2017-06-01,4.4898
2017-06-02,1.5625
2017-06-05,-4.0385
2017-06-06,-0.2004
2017-06-07,-1.2048
2017-06-08,0.1016
2017-06-09,3.9594
2017-06-12,0.4883
2017-06-13,-0.5831
2017-06-14,-3.0303
2017-06-15,0.6048
2017-06-16,0.2004
2017-06-19,1.5
2017-06-20,0.0
2017-06-21,1.4778
2017-06-22,-0.2913
2017-06-23,-3.6027
2017-06-26,1.7172
2017-06-27,-0.4965
2017-06-28,2.7944
2017-06-29,-0.9709
2017-06-30,0.5882
2017-07-03,1.9493
2017-07-05,-2.0076
2017-07-06,-1.2683
2017-07-07,0.0988
2017-07-10,-0.7897
2017-07-11,1.194
2017-07-12,2.4582
2017-07-13,0.096
2017-07-14,2.2052
2017-07-17,-2.3452
2017-07-18,-2.7858
2017-07-19,4.5455
2017-07-20,-1.4178
2017-07-21,-1.0547
2017-07-24,0.4845
2017-07-25,-0.1929
2017-07-26,1.5459
2017-07-27,1.4272
2017-07-28,0.6567
2017-07-31,0.3728
2017-08-01,-0.8357
2017-08-02,-0.3745
2017-08-03,-2.6316
2017-08-04,0.7722
2017-08-07,3.7356
2017-08-08,6.2789
2017-08-09,-1.4769999999999999
2017-08-10,-4.321
2017-08-11,-0.4608
2017-08-14,1.7593
2017-08-15,-2.8207
2017-08-16,-0.2809
2017-08-17,-0.8451
2017-08-18,1.4205
2017-08-21,-3.9215999999999998
2017-08-22,0.6803
2017-08-23,-0.4826
2017-08-24,2.4248
2017-08-25,-0.947
2017-08-28,1.7208
2017-08-29,-1.0338
2017-08-30,0.095
2017-08-31,0.0949
2017-09-01,-3.2227
2017-09-05,-2.4486
2017-09-06,5.5221
2017-09-07,2.0932
2017-09-08,-2.1435
2017-09-11,-7.9048
2017-09-12,-2.6887
2017-09-13,-1.9129
2017-09-14,-0.325
2017-09-15,3.0435
2017-09-18,-0.5274
2017-09-19,0.9544
2017-09-20,0.4202
2017-09-21,-0.2092
2017-09-22,0.2096
2017-09-25,1.3598
2017-09-26,1.6512
2017-09-27,7.7157
2017-09-28,1.0368
2017-09-29,0.0933
2017-10-02,1.2116
2017-10-03,2.0258
2017-10-04,0.722
2017-10-05,-1.0753
2017-10-06,0.0906
2017-10-09,-0.724
2017-10-10,1.0027
2017-10-11,-3.7906
2017-10-12,-0.5629
2017-10-13,-0.6604
2017-10-16,-1.4245
2017-10-17,-1.1561
2017-10-18,-0.5848
2017-10-19,0.5882
2017-10-20,1.9493
2017-10-23,2.9637000000000002
2017-10-24,0.4643
2017-10-25,-0.2773
2017-10-26,-0.0927
2017-10-27,1.6698
2017-10-30,0.9124
2017-10-31,-1.8083
2017-11-01,-1.1971
2017-11-02,2.4231
2017-11-03,-2.1838
2017-11-06,-1.2093
2017-11-07,-4.9906
2017-11-08,-1.9822
2017-11-09,-0.1011
2017-11-10,-0.7085
2017-11-13,-1.2232
2017-11-14,-4.644
2017-11-15,-0.1082
2017-11-16,5.7421
2017-11-17,-3.5861
2017-11-20,0.8502
2017-11-21,3.1612
2017-11-22,1.1236
2017-11-24,1.4141
2017-11-27,-0.5976
2017-11-28,0.2004
2017-11-29,-0.3
2017-11-30,1.3039
2017-12-01,-1.0891
2017-12-04,-2.3023
2017-12-05,-2.1516
2017-12-06,-1.5707
2017-12-07,-1.8085
2017-12-08,0.2167
2017-12-11,-0.1081
2017-12-12,-1.0823
2017-12-13,0.547
2017-12-14,-1.3058
2017-12-15,3.7486
2017-12-18,-0.1063
2017-12-19,-1.4894
2017-12-20,2.1598
2017-12-21,-0.6342
2017-12-22,1.0638
2017-12-26,-0.5263
2017-12-27,-1.0582
2017-12-28,1.0695000000000001
2017-12-29,-0.8466
2018-01-02,7.7908
2018-01-03,-0.495
2018-01-04,4.0796
2018-01-05,-0.5736
2018-01-08,0.0962
2018-01-09,2.2094
2018-01-10,3.3835
2018-01-11,1.2727
2018-01-12,-3.3214
2018-01-16,-3.8997
2018-01-17,2.9952
2018-01-18,8.349
2018-01-19,7.3593
2018-01-22,-1.6129
2018-01-23,3.5246
2018-01-24,-3.2462
2018-01-25,1.8822
2018-01-26,4.498
2018-01-29,-0.538
2018-01-30,-1.4683
2018-01-31,-0.0784
2018-02-01,3.8462
2018-02-02,-2.8723
2018-02-05,0.3891
2018-02-06,3.0233
2018-02-07,1.5800999999999998
2018-02-08,-2.2963
2018-02-09,0.6823
2018-02-12,-0.1506
2018-02-13,2.6395
2018-02-14,1.0287
2018-02-15,1.0909
2018-02-16,0.3597
2018-02-20,-1.2186
2018-02-21,6.3861
2018-02-22,5.7299
2018-02-23,1.4194
2018-02-26,-1.0178
2018-02-27,0.5784
2018-02-28,-3.8339
2018-03-01,-0.4651
2018-03-02,1.9359
2018-03-05,2.0301
2018-03-06,5.7125
2018-03-07,1.275
2018-03-08,-1.4988000000000001
2018-03-09,4.6865
2018-03-12,1.5697999999999999
2018-03-13,-6.2393
2018-03-14,0.1221
2018-03-15,-5.6707
2018-03-16,9.3083
2018-03-19,-1.8332000000000002
2018-03-20,-0.5422
2018-03-21,1.3931
2018-03-22,-1.4934
2018-03-23,-2.0619
2018-03-26,5.2012
2018-03-27,-8.2401
2018-03-28,-91.5972
2018-03-29,-9.9237
2018-04-02,-8.4746
2018-04-03,-5.5556
2018-04-04,14.7059
2018-04-05,-9.4017
2018-04-06,1.8868
2018-04-09,2.7778
2018-04-10,0.0
2018-04-11,-2.7027
2018-04-12,3.7037
2018-04-13,-1.7856999999999998
2018-04-16,5.4545
2018-04-17,9.4828
2018-04-18,0.7874
2018-04-19,-6.25
2018-04-20,-5.0
2018-04-23,9.6491
2018-04-24,-4.8
2018-04-25,-3.3613
2018-04-26,5.2174
2018-04-27,-4.1322
2018-04-30,-5.1724
2018-05-01,-8.6364
2018-05-02,2.4876
2018-05-03,-3.699
2018-05-04,6.8656
2018-05-07,-1.8868
2018-05-08,-4.7981
2018-05-09,-0.9393
2018-05-10,-0.887
2018-05-11,-0.216
2018-05-14,4.1237
2018-05-15,-0.9901
2018-05-16,-0.62
2018-05-17,1.6301
2018-05-18,-3.2673
2018-05-21,-6.7451
2018-05-22,-1.9756
2018-05-23,-2.105
2018-05-24,3.1797
2018-05-25,0.8757
2018-05-29,2.0989
2018-05-30,1.7759
2018-05-31,-1.4277
2018-06-01,-2.8001
2018-06-04,-2.2958
2018-06-05,0.5761
2018-06-06,12.3217
2018-06-07,-6.91
2018-06-08,3.126
2018-06-11,0.4375
2018-06-12,-0.4356
2018-06-13,-1.5521
2018-06-14,0.4761
2018-06-15,8.4667
2018-06-18,14.5631
2018-06-19,-6.7797
2018-06-20,0.0
2018-06-21,0.9091
2018-06-22,-1.8018
2018-06-25,6.422
2018-06-26,-4.3103
2018-06-27,-7.2072
2018-06-28,2.9126
2018-06-29,-2.8302
2018-07-02,-0.9709
2018-07-03,-1.9607999999999999
2018-07-05,2.0
2018-07-06,4.902
2018-07-09,2.8037
2018-07-10,-1.8182
2018-07-11,-5.5556
2018-07-12,2.9412000000000003
2018-07-13,-1.9048
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,-0.9709
2018-07-19,0.0
2018-07-20,-1.9607999999999999
2018-07-23,-4.0
2018-07-24,1.3021
2018-07-25,0.8432
2018-07-26,0.9483
2018-07-27,-5.0505
2018-07-30,-0.383
2018-07-31,-0.6835
2018-08-01,3.3333
2018-08-02,-1.9771
2018-08-03,-1.2633
2018-08-06,-0.0108
2018-08-07,2.129
2018-08-08,-2.0846
2018-08-09,-0.0108
2018-08-10,-2.14
2018-08-13,-1.0989
2018-08-14,-5.4444
2018-08-15,4.6886
2018-08-16,-1.2235
2018-08-17,-2.5227
2018-08-20,1.4222000000000001
2018-08-21,1.1494
2018-08-22,-1.5568
2018-08-23,0.4271
2018-08-24,-3.4483
2018-08-27,-2.3810000000000002
2018-08-28,1.2195
2018-08-29,2.4096
2018-08-30,0.0118
2018-08-31,4.6936
2018-09-04,-3.9326
2018-09-05,-0.4678
2018-09-06,-0.1175
2018-09-07,2.4471
2018-09-10,-2.7446
2018-09-11,-3.1763
2018-09-12,-0.2439
2018-09-13,-3.423
2018-09-14,0.3797
2018-09-17,-4.0353
2018-09-18,-8.0026
2018-09-19,2.1283
2018-09-20,1.3986
2018-09-21,2.069
2018-09-24,4.0541
2018-09-25,0.0
2018-09-26,-2.5974
2018-09-27,-1.3333
2018-09-28,10.8108
2018-10-01,11.2805
2018-10-02,-3.5068
2018-10-03,11.8683
2018-10-04,0.4873
2018-10-05,10.1233
2018-10-08,-2.2936
2018-10-09,-6.1033
2018-10-10,-3.54
2018-10-11,-1.1922
2018-10-12,-5.7916
2018-10-15,-5.6242
2018-10-16,-1.6875
2018-10-17,-0.8882
2018-10-18,-1.5139
2018-10-19,-3.4678
2018-10-22,-4.4586
2018-10-23,0.96
2018-10-24,3.0243
2018-10-25,-2.3715
2018-10-26,-1.7856999999999998
2018-10-29,-3.4759
2018-10-30,1.4543
2018-10-31,-1.7065000000000001
2018-11-01,-1.7917
2018-11-02,-0.9475
2018-11-05,-0.771
2018-11-06,-1.4388
2018-11-07,1.4599
2018-11-08,0.7194
2018-11-09,0.0
2018-11-12,-4.2571
2018-11-13,-0.5521
2018-11-14,1.2903
2018-11-15,5.4007
2018-11-16,-1.6246
2018-11-19,-4.1429
2018-11-20,4.2772
2018-11-21,-1.5149
2018-11-23,1.5817999999999999
2018-11-26,-3.6429
2018-11-27,-21.7346
2018-11-28,-1.4397
2018-11-29,9.5137
2018-11-30,18.4626
2018-12-03,-15.2741
2018-12-04,-5.5604
2018-12-06,-6.6838999999999995
2018-12-07,1.1905000000000001
2018-12-10,-8.8235
2018-12-11,-0.9677
2018-12-12,0.0764
2018-12-13,-2.3548
2018-12-14,-3.1778
2018-12-17,-2.9837
2018-12-18,-7.1209
2018-12-19,-0.433
2018-12-20,-12.8933
2018-12-21,-3.0837
2018-12-24,-7.4242
2018-12-26,2.455
2018-12-27,-0.9585
2018-12-28,4.8387
2018-12-31,-1.2308
2019-01-02,12.3676
2019-01-03,-5.7388
2019-01-04,4.4118
2019-01-07,40.8169
2019-01-08,-15.5431
2019-01-09,-9.5216
2019-01-10,10.4712
2019-01-11,-3.6019
2019-01-14,-6.5143
2019-01-15,2.8136
2019-01-16,1.202
2019-01-17,-0.1769
2019-01-18,1.8987
2019-01-22,-5.5901
2019-01-23,1.6842000000000001
2019-01-24,2.6139
2019-01-25,6.2512
2019-01-28,-0.3527
2019-01-29,-0.4526
2019-01-30,-1.6511
2019-01-31,7.056
2019-02-01,0.0
2019-02-04,14.5455
2019-02-05,-9.7222
2019-02-06,-1.0769
2019-02-07,0.3999
2019-02-08,-3.9832
2019-02-11,-2.7656
2019-02-12,-6.3522
2019-02-13,4.0243
2019-02-14,-2.6764
2019-02-15,1.275
2019-02-19,-1.9995
2019-02-20,-1.7631999999999999
2019-02-21,5.7692
2019-02-22,-1.8182
2019-02-25,-0.7654
2019-02-26,-0.5972
2019-02-27,-1.1264
2019-02-28,0.2532
2019-03-01,13.6364
2019-03-04,2.2
2019-03-05,-0.2174
2019-03-06,-0.3269
2019-03-07,4.7005
2019-03-08,2.5266
2019-03-11,1.8126
2019-03-12,-7.9816
2019-03-13,-0.0217
2019-03-14,-1.7178
2019-03-15,11.4159
2019-03-18,-15.5083
2019-03-19,-3.7603
2019-03-20,-0.0244
2019-03-21,-6.5706
2019-03-22,0.2471
2019-03-25,0.4055
2019-03-26,-2.2078
2019-03-27,0.5312
2019-03-28,-3.3025
2019-03-29,1.0929
2019-04-01,5.6757
2019-04-02,-4.0921
2019-04-03,1.3333
2019-04-04,1.7105000000000001
2019-04-05,2.1992
2019-04-08,-8.8608
2019-04-09,4.1667
2019-04-10,1.3333
2019-04-11,-5.2632
2019-04-12,-4.0278
2019-04-15,-8.1042
2019-04-16,-3.9370000000000003
2019-04-17,-3.2787
2019-04-18,-4.0678
2019-04-22,-3.8869
2019-04-23,8.8235
2019-04-24,5.5068
2019-04-25,1.6651
2019-04-26,0.6299
2019-04-29,-1.8654
2019-04-30,-2.0875
2019-05-01,-9.6891
2019-05-02,10.009
2019-05-03,-3.7705
2019-05-06,4.0886
2019-05-07,-2.0065
2019-05-08,12.7367
2019-05-09,-2.0741
2019-05-10,-4.236
2019-05-13,-4.1074
2019-05-14,1.1532
2019-05-15,41.3681
2019-05-16,-11.0599
2019-05-17,-6.7358
2019-05-20,-7.6389
2019-05-21,5.8647
2019-05-22,-9.6591
2019-05-23,0.9434
2019-05-24,1.4019
2019-05-28,2.8817
2019-05-29,3.022
2019-05-30,1.5941999999999998
2019-05-31,1.5692
2019-06-03,-0.9831
2019-06-04,-1.5603
2019-06-05,-8.3573
2019-06-06,0.4717
2019-06-07,-2.1909
2019-06-10,2.4
2019-06-11,-0.8594
2019-06-12,2.7580999999999998
2019-06-13,-0.9202
2019-06-14,-5.418
2019-06-17,0.3273
2019-06-18,-0.9788
2019-06-19,2.1417
2019-06-20,-4.3548
2019-06-21,-4.8904
2019-06-24,0.1773
2019-06-25,3.1858
2019-06-26,3.7736
2019-06-27,1.9835
2019-06-28,-2.9173
2019-07-01,0.8347
2019-07-02,3.3113
2019-07-03,-3.5256
2019-07-05,1.8272
2019-07-08,-0.1631
2019-07-09,0.817
2019-07-10,2.5932
2019-07-11,3.4755
2019-07-12,-8.0916
2019-07-15,2.8239
2019-07-16,-0.6462
2019-07-17,0.4878
2019-07-18,1.9417
2019-07-19,-0.9524
2019-07-22,0.641
2019-07-23,-4.5382
2019-07-24,0.417
2019-07-25,-4.485
2019-07-26,0.1739
2019-07-29,4.1667
2019-07-30,11.8333
2019-07-31,-3.1297
2019-08-01,-3.0769
2019-08-02,4.2857
2019-08-05,-3.5008
2019-08-06,2.0505
2019-08-07,0.7728
2019-08-08,-0.1534
2019-08-09,-0.768
2019-08-12,0.6192
2019-08-13,-2.9231
2019-08-14,-0.1585
2019-08-15,0.7937
2019-08-16,2.3622
2019-08-19,-0.7692
2019-08-20,-4.6512
2019-08-21,-4.5527999999999995
2019-08-22,0.8518
2019-08-23,-2.5338000000000003
2019-08-26,0.0
2019-08-27,-1.3865
2019-08-28,-2.4605
2019-08-29,3.964
2019-08-30,-4.5061
2019-09-03,2.5408
2019-09-04,-3.1858
2019-09-05,2.925
2019-09-06,-2.3091
2019-09-09,-4.1818
2019-09-10,2.277
2019-09-11,-1.2987
2019-09-12,-4.1353
2019-09-13,-0.3922
2019-09-16,0.3937
2019-09-17,-0.9804
2019-09-18,6.5347
2019-09-19,6.1338
2019-09-20,3.1524
2019-09-23,-6.4516
2019-09-24,-4.5372
2019-09-25,-15.3992
2019-09-26,-22.8562
2019-09-27,1.4973
2019-09-30,-3.091
2019-10-01,-5.8224
2019-10-02,-5.6604
2019-10-03,31.3333
2019-10-04,0.2538
2019-10-07,3.038
2019-10-08,-3.9312
2019-10-09,-3.5806
2019-10-10,-2.5199
2019-10-11,1.3605
2019-10-14,-11.6779
2019-10-15,4.5593
2019-10-16,0.8721
2019-10-17,-5.7637
2019-10-18,-11.6208
2019-10-21,-3.1142
2019-10-22,10.7143
2019-10-23,5.1613
2019-10-24,12.8834
2019-10-25,-9.5109
2019-10-28,2.1021
2019-10-29,-4.1176
2019-10-30,-2.7607
2019-10-31,-4.7318999999999996
2019-11-01,2.3146
2019-11-04,-0.6084
2019-11-05,-2.3151
2019-11-06,-2.6667
2019-11-07,-0.3425
2019-11-08,0.3436
2019-11-11,-5.1370000000000005
2019-11-12,-9.3863
2019-11-13,-1.992
2019-11-14,-1.3902
2019-11-15,-12.701
2019-11-18,4.3585
2019-11-19,5.8824
2019-11-20,-5.1282
2019-11-21,-2.2523
2019-11-22,-2.3041
2019-11-25,7.5472
2019-11-26,-8.7719
2019-11-27,9.1346
2019-11-29,3.0837
2019-12-02,12.863199999999999
2019-12-03,2.9913
2019-12-04,-5.1471
2019-12-05,-3.1008
2019-12-06,12.8
2019-12-09,2.1277
2019-12-10,-3.4688
2019-12-11,-1.4424000000000001
2019-12-12,-4.7445
2019-12-13,5.364
2019-12-16,-13.4545
2019-12-17,4.6218
2019-12-18,-14.8594
2019-12-19,3.3019
2019-12-20,3.1963
2019-12-23,-2.2124
2019-12-24,5.4299
2019-12-26,-4.2918
2019-12-27,33.1839
2019-12-30,-9.7643
2019-12-31,-1.1194
2020-01-02,-2.8302
2020-01-03,-1.7476
2020-01-06,6.5217
2020-01-07,8.719899999999999
2020-01-08,3.7542999999999997
2020-01-09,-4.2763
2020-01-10,-10.6529
2020-01-13,-1.8961999999999999
2020-01-14,1.9327999999999999
2020-01-15,-6.1538
2020-01-16,2.459
2020-01-17,1.6
2020-01-21,-7.0866
2020-01-22,11.8644
2020-01-23,14.7727
2020-01-24,-8.5809
2020-01-27,2.8881
2020-01-28,-8.4211
2020-01-29,-2.1916
2020-01-30,2.6324
2020-01-31,-5.7252
2020-02-03,0.0
2020-02-04,2.0243
2020-02-05,-8.3333
2020-02-06,14.2857
2020-02-07,-13.6364
2020-02-10,-10.9649
2020-02-11,-12.3153
2020-02-12,-25.8427
