ticker,CFGW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-07-16,-59.49
2005-12-08,6.493
2013-02-25,262.2961
2013-04-29,0.0
2013-04-30,0.0
2013-06-20,-5.0
2013-06-28,3.1579
2013-08-26,-3.0612
2013-09-12,3.1579
2013-11-01,0.7653
2013-12-04,-29.1139
2014-06-26,4.0
2014-06-27,8.9286
2014-06-30,-14.7541
2014-07-01,0.0
2014-07-02,1.9231
2014-07-07,5.6604
2014-07-08,6.7857
2014-09-19,-9.699
2015-02-02,0.0
2015-06-03,0.1481
2015-07-23,26.9231
2015-09-10,21.2121
2015-10-19,-10.0
2015-10-21,10.8333
2015-10-29,-9.2732
2015-11-02,4.4199
2015-11-04,-2.1164
2015-12-08,2.7027
2015-12-21,-2.6316
2016-03-07,1.1892
2016-06-13,0.0
2016-07-20,-5.5556
2016-08-23,-1.1764999999999999
2016-09-26,4.1667
2016-09-30,-2.8571
2016-12-16,2.9412000000000003
2016-12-20,0.0
2016-12-30,0.0
2017-04-10,5.0
2017-04-11,2.8571
2017-05-15,0.2778
2017-05-22,4.9861
2017-07-25,0.0
2017-07-31,1.5831
2017-09-26,0.2597
2017-10-12,0.0
2017-10-19,0.5181
2017-10-27,2.0619
2017-11-06,16.1616
2018-01-09,-8.6957
2018-06-01,7.2619
2018-07-23,8.2353
2018-07-31,23.0435
2018-08-01,0.0
2018-08-22,-18.727899999999998
2018-08-23,21.7391
2018-08-28,0.0
2018-08-31,0.0
2018-09-11,-16.0357
2018-09-12,19.0983
2018-09-20,1.7856999999999998
2018-09-24,0.0
2018-10-02,5.2632
2018-10-16,0.1733
2018-12-13,-0.0067
2019-03-22,-11.7784
2019-08-14,4.1983
2019-08-15,17.6516
2019-08-20,0.2935
2019-11-20,2.439
2019-12-09,3.9683
2019-12-30,0.0305
2020-01-06,9.8901
2020-02-19,106.1111
2020-02-27,-49.8857
2020-03-09,-3.0787
2020-03-10,0.2059
2020-03-12,0.0
2020-03-18,-0.2055
2020-04-16,-11.7647
2020-04-20,3.3333
2020-04-21,-3.2258
2020-05-27,0.0
2020-06-03,6.6667
2020-06-30,-6.25
2020-07-01,0.0
2020-07-09,0.0
2020-07-13,0.0
