ticker,YEXT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-13,21.9091
2017-04-17,1.044
2017-04-18,3.3948
2017-04-19,0.2141
2017-04-20,-1.6381999999999999
2017-04-21,-2.6792
2017-04-24,2.2321
2017-04-25,-0.1456
2017-04-26,0.656
2017-04-27,5.9376999999999995
2017-04-28,1.4354
2017-05-01,-1.4151
2017-05-02,-2.7340999999999998
2017-05-03,-2.1785
2017-05-04,-0.6466
2017-05-05,0.5785
2017-05-08,-0.0719
2017-05-09,0.0
2017-05-10,0.9353
2017-05-11,-0.784
2017-05-12,-1.3649
2017-05-15,-0.7283
2017-05-16,-3.3015
2017-05-17,0.6829
2017-05-18,-0.3768
2017-05-19,0.3782
2017-05-22,0.1507
2017-05-23,0.0752
2017-05-24,-0.6767
2017-05-25,-0.4542
2017-05-26,4.5626999999999995
2017-05-30,2.3273
2017-05-31,4.7619
2017-06-01,0.3392
2017-06-02,-11.8999
2017-06-05,-3.3001
2017-06-06,2.5397
2017-06-07,-2.1672
2017-06-08,-0.4747
2017-06-09,-2.9412000000000003
2017-06-12,0.819
2017-06-13,2.1121
2017-06-14,3.1822
2017-06-15,0.3084
2017-06-16,2.7671
2017-06-19,1.0471
2017-06-20,-2.8868
2017-06-21,-0.3049
2017-06-22,1.2232
2017-06-23,-0.0755
2017-06-26,-0.2268
2017-06-27,-1.4394
2017-06-28,1.7679
2017-06-29,-1.1329
2017-06-30,1.8335
2017-07-03,-2.3256
2017-07-05,1.3825
2017-07-06,-1.5152
2017-07-07,1.3846
2017-07-10,-1.4416
2017-07-11,0.4619
2017-07-12,2.069
2017-07-13,1.5766
2017-07-14,1.8477000000000001
2017-07-17,0.508
2017-07-18,1.9495
2017-07-19,2.4079
2017-07-20,-4.0111
2017-07-21,-1.2248
2017-07-24,0.6565
2017-07-25,-1.2319
2017-07-26,-0.1467
2017-07-27,-3.6738
2017-07-28,0.0763
2017-07-31,-0.9146
2017-08-01,-1.3846
2017-08-02,-0.234
2017-08-03,-0.0782
2017-08-04,0.0782
2017-08-07,8.3659
2017-08-08,-1.3709
2017-08-09,-0.5852
2017-08-10,-1.9132
2017-08-11,1.3503
2017-08-14,3.5529
2017-08-15,-6.3617
2017-08-16,1.6031
2017-08-17,-1.9534
2017-08-18,0.2299
2017-08-21,-2.6757999999999997
2017-08-22,0.6284
2017-08-23,-0.1561
2017-08-24,0.4691
2017-08-25,-0.7004
2017-08-28,0.5486
2017-08-29,2.9618
2017-08-30,0.0
