ticker,TNPH US Equity
2019-01-03,114.2857
2019-01-04,6.0
2019-01-07,50.9434
2019-01-08,-16.6667
2019-01-14,0.0
2019-01-18,0.0
2019-01-24,0.0
2019-01-28,-56.3
2019-01-29,99.0847
2019-02-12,-9.1954
2019-02-13,39.2405
2019-02-14,63.6364
2019-02-15,16.6667
2019-02-19,12.857099999999999
2019-02-20,-4.0084
2019-02-21,-20.8791
2019-02-22,-12.2222
2019-02-25,-11.3924
2019-02-26,10.6786
2019-02-27,3.1946
2019-02-28,0.0625
2019-03-01,-5.3125
2019-03-04,2.3102
2019-03-05,-9.6774
2019-03-06,42.8571
2019-03-08,-30.0
2019-03-11,-16.0714
2019-03-13,53.1915
2019-03-14,-24.4444
2019-03-18,21.6765
2019-03-19,-36.0527
2019-03-20,-24.3054
2019-03-21,1.367
2019-03-22,57.6452
2019-03-25,-44.9219
2019-03-26,0.2837
2019-03-27,-0.7355
2019-03-29,-14.2206
2019-04-01,-0.1661
2019-04-03,1.4975
2019-04-04,22.7869
2019-04-05,-25.9012
2019-04-09,-8.1081
2019-04-11,-1.9607999999999999
2019-04-15,0.0
2019-04-17,40.0
2019-04-22,28.1429
2019-04-23,-10.8138
2019-04-26,-0.125
2019-04-29,-34.7935
2019-04-30,53.3589
2019-05-01,12.2653
2019-05-02,10.4794
2019-05-09,-39.4551
2019-05-10,1.6667
2019-05-13,63.4426
2019-05-14,-39.8195
2019-05-15,66.1667
2019-05-20,-46.5396
2019-05-21,86.6792
2019-05-23,-44.1206
2019-05-24,59.7122
2019-05-28,7.9955
2019-05-30,-40.0417
2019-05-31,69.5652
2019-06-03,-40.5128
2019-06-04,46.5517
2019-06-05,-34.1176
2019-06-06,10.7143
2019-06-07,25.3226
2019-06-11,1.6731
2019-06-12,0.0
2019-06-13,-24.0506
2019-06-14,0.0
2019-06-18,31.6667
2019-06-19,0.0
2019-06-20,25.1899
2019-06-25,-24.1658
2019-06-26,26.5333
2019-07-05,-36.7756
2019-07-08,0.8333
2019-07-10,30.4959
2019-07-12,0.0
2019-07-22,0.0
2019-07-23,-29.7023
2019-07-25,0.0
2019-07-26,-27.3874
2019-07-29,-0.2481
2019-07-30,0.0
2019-08-12,9.3284
2019-08-22,-8.532399999999999
2019-08-23,18.6567
2019-08-29,10.0629
2019-09-11,-14.0571
2019-09-18,-10.9043
2019-09-23,0.0
2019-09-25,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-08,4.7761
2019-10-17,-4.5584
2019-11-07,24.3781
2019-11-08,-10.28
2019-11-11,-37.3607
2019-11-12,126.7438
2019-11-13,-55.8974
2019-11-19,77.9359
2019-11-21,0.0
2019-12-24,-38.0
2020-01-09,9.6774
2020-02-21,76.4706
2020-02-24,8.3333
2020-02-25,-32.3077
2020-03-09,28.6364
2020-03-12,-11.6608
2020-03-26,-28.0
2020-04-13,-8.3333
2020-05-07,-9.0909
2020-05-13,25.0
2020-06-03,-60.0
2020-06-04,6.6667
2020-06-11,212.5
2020-06-12,6.0
2020-06-15,-54.717
2020-06-16,56.25
2020-06-19,20.0
2020-06-22,-2.2222
