ticker,TNPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-06-25,6.3158
2007-06-26,23.7624
2007-06-27,104.0
2007-07-02,135.2941
2007-07-03,-35.0
2007-07-09,-20.5128
2007-07-11,-9.6774
2007-07-12,-10.7143
2007-07-17,20.0
2007-07-19,0.0
2007-07-20,6.6667
2007-07-23,0.0
2007-07-25,-23.4375
2007-07-26,0.0
2007-07-27,22.449
2007-08-16,-33.3333
2007-08-27,50.0
2007-10-10,-1.6667
2007-11-07,-1.6949
2007-11-08,3.4483
2007-11-12,-1.6667
2007-11-14,0.0
2007-11-30,238.9831
2007-12-04,-60.0
2008-03-20,-50.0
2008-03-24,0.0
2008-04-01,-7.5
2008-05-01,8.1081
2008-08-25,-37.5
2008-10-14,-79.2
2008-12-31,376.9231
2009-08-07,0.0
2010-01-20,-95.1613
2010-03-30,16.6667
2010-05-04,-28.5714
2010-08-06,0.0
2010-08-09,30.0
2010-08-10,-7.6923
2010-08-11,-16.6667
2010-08-27,-20.0
2010-09-10,0.0
2010-10-11,50.0
2011-02-17,0.0
2011-03-03,0.0
2011-05-09,0.0
2011-05-10,0.0
2011-05-24,0.0
2011-06-24,-33.3333
2011-12-12,-72.5
2012-12-27,0.0
2013-01-03,0.0
2014-06-06,81.8182
2015-04-28,0.0
2015-12-10,-99.375
2016-04-15,40050.0
2016-04-19,19.5517
2017-02-17,-83.3333
2017-04-20,-40.0
2017-08-23,400.0
2018-02-16,-36.3333
2018-02-27,42.9319
2018-03-15,6.2271
2018-04-20,-48.2759
2018-07-05,-19.3333
2018-08-16,65.2893
2018-09-04,0.0
2018-09-07,0.0
2018-09-21,-40.0
2018-09-24,-15.8333
2018-09-28,0.0
2018-10-08,49.505
2018-10-18,-32.4503
2018-10-19,0.0
2018-11-02,0.0
2018-11-05,47.0588
2018-11-06,33.3333
2018-11-07,0.0
2018-11-08,0.0
2018-11-12,25.0
2018-11-13,-47.6
2018-11-14,47.4809
2018-11-15,-28.6232
2018-11-16,45.0326
2018-11-19,-20.0
2018-11-20,1.875
2018-11-23,114.7239
2018-11-26,108.5714
2018-11-27,16.4384
2018-11-28,-35.1765
2018-11-29,21.5971
2018-11-30,41.791
2018-12-03,5.2632
2018-12-04,34.5
2018-12-06,-4.2379
2018-12-10,-6.8323
2018-12-11,-19.2417
2018-12-12,13.5074
2018-12-13,0.0
2018-12-14,0.0
2018-12-19,-70.9091
2018-12-20,150.0
2018-12-28,-12.5
2018-12-31,26.4286
2019-01-02,-60.452
