ticker,LAKE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.5385
2000-01-04,3.125
2000-01-05,1.5152
2000-01-06,-4.4776
2000-01-07,3.125
2000-01-10,0.0
2000-01-11,0.0
2000-01-12,1.5152
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,5.9701
2000-01-19,7.0423
2000-01-20,-5.2632
2000-01-21,-2.0833
2000-01-25,0.0
2000-01-26,-0.7092
2000-01-27,1.4285999999999999
2000-01-28,-7.0423
2000-01-31,4.5455
2000-02-01,-1.4493
2000-02-02,-1.4706000000000001
2000-02-04,1.4925
2000-02-07,1.4706000000000001
2000-02-09,-2.8986
2000-02-10,13.4328
2000-02-11,-10.526299999999999
2000-02-14,7.3529
2000-02-15,-9.589
2000-02-16,0.0
2000-02-18,4.5455
2000-02-22,2.8986
2000-02-24,-5.6338
2000-02-25,-2.9851
2000-02-28,0.0
2000-03-01,0.0
2000-03-02,0.0
2000-03-03,3.0769
2000-03-06,-4.4776
2000-03-07,7.8125
2000-03-08,0.0
2000-03-09,-1.4493
2000-03-10,-1.4706000000000001
2000-03-13,-2.9851
2000-03-14,-3.0769
2000-03-15,0.0
2000-03-16,6.3492
2000-03-17,1.4925
2000-03-20,1.1029
2000-03-21,-1.0909
2000-03-22,1.4706000000000001
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-1.4493
2000-03-28,-2.9412000000000003
2000-03-31,-1.5152
2000-04-03,0.0
2000-04-04,-4.6154
2000-04-05,1.6129
2000-04-06,-1.5873
2000-04-07,4.8387
2000-04-10,-3.0769
2000-04-11,-1.5873
2000-04-12,0.0
2000-04-14,0.0
2000-04-17,-1.6129
2000-04-18,0.0
2000-04-19,0.0
2000-04-24,4.918
2000-04-25,-6.25
2000-04-26,8.3333
2000-04-27,-3.0769
2000-04-28,0.0
2000-05-01,39.6825
2000-05-02,5.6818
2000-05-03,-7.5269
2000-05-04,2.3256
2000-05-05,-2.2727
2000-05-08,2.3256
2000-05-09,6.8182
2000-05-10,-8.5106
2000-05-11,2.3256
2000-05-12,6.8182
2000-05-15,2.1277
2000-05-16,0.0
2000-05-17,-1.0417
2000-05-18,1.0526
2000-05-19,4.1667
2000-05-22,2.0
2000-05-23,-1.9607999999999999
2000-05-24,-8.0
2000-05-25,-2.1739
2000-05-26,6.6667
2000-05-30,0.0
2000-05-31,4.1667
2000-06-01,2.0
2000-06-02,3.9215999999999998
2000-06-05,1.8868
2000-06-06,-9.2593
2000-06-07,10.2041
