ticker,GNW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-05-25,0.0
2004-05-26,0.0
2004-05-27,0.0
2004-05-28,0.0
2004-06-01,0.1538
2004-06-02,-0.3072
2004-06-03,0.2054
2004-06-04,2.2553
2004-06-07,2.1053
2004-06-08,-1.3746
2004-06-09,-0.1991
2004-06-10,0.3491
2004-06-14,0.1491
2004-06-15,-0.0993
2004-06-16,0.4968
2004-06-17,3.3119
2004-06-18,3.8278
2004-06-21,-1.1982
2004-06-22,0.2332
2004-06-23,1.1633
2004-06-24,0.966
2004-06-25,1.139
2004-06-28,0.7207
2004-06-29,0.9392
2004-06-30,1.6837
2004-07-01,-1.3072
2004-07-02,-1.5453000000000001
2004-07-06,-0.3587
2004-07-07,0.36
2004-07-08,-2.0179
2004-07-09,0.1831
2004-07-12,0.9593
2004-07-13,4.0724
2004-07-14,-0.913
2004-07-15,0.2194
2004-07-16,-1.5762
2004-07-19,1.4235
2004-07-20,1.5351
2004-07-21,0.216
2004-07-22,-0.3448
2004-07-23,-0.3028
2004-07-26,-0.2603
2004-07-27,-1.6964000000000001
2004-07-28,-0.354
2004-07-29,0.7105
2004-07-30,0.2646
2004-08-02,-0.088
2004-08-03,0.1761
2004-08-04,-1.362
2004-08-05,-2.7617000000000003
2004-08-06,-1.7865
2004-08-09,-0.1399
2004-08-10,-0.9809
2004-08-11,-0.7075
2004-08-12,-0.3325
2004-08-13,0.429
2004-08-16,1.851
2004-08-17,0.0466
2004-08-18,0.4658
2004-08-19,0.1391
2004-08-20,0.9259
2004-08-23,-0.4587
2004-08-24,-0.2304
2004-08-25,1.1547
2004-08-26,2.2831
2004-08-27,-1.6071
2004-08-30,1.0889
2004-08-31,2.0197
2004-09-01,-1.0119
2004-09-02,0.0
2004-09-03,-0.0889
2004-09-07,1.6904
2004-09-08,1.5748
2004-09-09,-1.1628
2004-09-10,-0.305
2004-09-13,0.0874
2004-09-14,0.0
2004-09-15,1.7467000000000001
2004-09-16,2.5751
2004-09-17,-3.2218
2004-09-20,-1.9888
2004-09-21,0.6617
2004-09-22,-1.7967
2004-09-23,0.4016
2004-09-24,1.3333
2004-09-27,-0.8772
2004-09-28,0.0
2004-09-29,0.5752
2004-09-30,2.5077
2004-10-01,2.9614000000000003
2004-10-04,1.9175
2004-10-05,0.0
2004-10-06,0.0818
2004-10-07,-0.1022
2004-10-08,2.0509
2004-10-11,-0.5225
2004-10-12,-3.0707
2004-10-13,-0.8337
2004-10-14,-1.2610000000000001
