ticker,SURF US Equity
2018-09-07,4.913
2018-09-10,-4.4878
2018-09-11,5.1073
2018-09-12,1.7492999999999999
2018-09-13,0.8596
2018-09-14,0.3788
2018-09-17,-3.3962
2018-09-18,2.5391
2018-09-19,10.1905
2018-09-20,4.5808
2018-09-21,-0.7438
2018-09-24,-13.239
2018-09-25,1.7274
2018-09-26,-3.1132
2018-09-27,0.4869
2018-09-28,6.0078
2018-10-01,-2.2852
2018-10-02,-8.886800000000001
2018-10-03,3.0801
2018-10-04,-9.4622
2018-10-05,1.8702
2018-10-08,-1.9438
2018-10-09,-4.2952
2018-10-10,-7.3648
2018-10-11,4.3478
2018-10-12,2.5
2018-10-15,-7.0267
2018-10-16,4.8095
2018-10-17,-0.5959
2018-10-18,0.2398
2018-10-19,-4.9043
2018-10-22,4.6541
2018-10-23,-4.3269
2018-10-24,-8.4171
2018-10-25,3.5665
2018-10-26,-3.4436999999999998
2018-10-29,-0.9602
2018-10-30,3.8781
2018-10-31,4.1333
2018-11-01,-9.6031
2018-11-02,13.3144
2018-11-05,5.25
2018-11-06,0.4751
2018-11-07,2.3641
2018-11-08,-1.3857
2018-11-09,-3.63
2018-11-12,-0.729
2018-11-13,0.3672
2018-11-14,-4.1463
2018-11-15,1.7812000000000001
2018-11-16,1.625
2018-11-19,2.091
2018-11-20,-1.2048
2018-11-21,2.3171
2018-11-23,-1.3111
2018-11-26,-1.6907999999999999
2018-11-27,-1.2285
2018-11-28,-1.6169
2018-11-29,0.3793
2018-11-30,1.7631999999999999
2018-12-03,5.0743
2018-12-04,-1.8846
2018-12-06,-3.2413
2018-12-07,1.3648
2018-12-10,2.3256
2018-12-11,2.6316
2018-12-12,0.1166
2018-12-13,-0.5821
2018-12-14,-3.3958
2018-12-17,-5.2121
2018-12-18,-5.243
2018-12-19,-47.5034
2018-12-20,4.1131
2018-12-21,-8.642
2018-12-24,-0.5405
2018-12-26,-0.8152
2018-12-27,7.1233
2018-12-28,5.3708
2018-12-31,2.9126
2019-01-02,2.5943
2019-01-03,4.3678
2019-01-04,12.9956
2019-01-07,7.0175
2019-01-08,-4.0073
2019-01-09,1.8975
2019-01-10,-3.352
2019-01-11,-3.4682
2019-01-14,0.3992
2019-01-15,5.169
2019-01-16,-2.4575
2019-01-17,1.938
2019-01-18,-6.654
2019-01-22,-3.055
2019-01-23,1.6806999999999999
2019-01-24,4.9587
2019-01-25,4.7244
2019-01-28,10.526299999999999
2019-01-29,-5.9524
2019-01-30,2.8933
2019-01-31,1.0545
2019-02-01,-1.0435
2019-02-04,-2.4605
2019-02-05,-2.8829000000000002
2019-02-06,5.1948
2019-02-07,-10.2293
2019-02-08,9.8232
2019-02-11,-1.0733
2019-02-12,-1.2658
2019-02-13,1.4652
2019-02-14,-1.083
2019-02-15,-1.2774
2019-02-19,-1.8484
2019-02-20,-5.0847
2019-02-21,-8.9286
2019-02-22,-4.1394
2019-02-25,-2.9545
2019-02-26,0.4684
2019-02-27,-2.5641
2019-02-28,1.1962
2019-03-01,0.9456
2019-03-04,-2.5761
2019-03-05,2.4038
2019-03-06,-1.4085
2019-03-07,-2.1429
2019-03-08,5.5961
2019-03-11,3.4562
2019-03-12,1.3363
2019-03-13,0.6593
2019-03-14,4.8035
2019-03-15,-2.0833
2019-03-18,10.0
2019-03-19,-1.1605
2019-03-20,-11.546
2019-03-21,-6.6372
2019-03-22,-1.1848
2019-03-25,6.235
2019-03-26,5.1919
2019-03-27,-4.5064
2019-03-28,4.4944
2019-03-29,2.5806
2019-04-01,-2.5157
2019-04-02,2.5806
2019-04-03,-0.4193
2019-04-04,1.4737
2019-04-05,-2.6971
2019-04-08,-4.2644
2019-04-09,-2.4499
2019-04-10,-2.0548
2019-04-11,-0.6993
2019-04-12,0.0
2019-04-15,-2.1127
2019-04-16,-1.6787
2019-04-17,-2.439
2019-04-18,1.5
2019-04-22,-1.4778
2019-04-23,2.5
2019-04-24,-1.4634
2019-04-25,-0.495
2019-04-26,12.4378
2019-04-29,5.9735
2019-04-30,-2.2965
2019-05-01,1.9231
2019-05-02,1.6771
2019-05-03,0.4124
2019-05-06,0.4107
2019-05-07,-5.317
2019-05-08,1.0799
2019-05-09,-7.4786
2019-05-10,-2.5404
2019-05-13,-4.0284
2019-05-14,0.4938
2019-05-15,1.7199
2019-05-16,-1.4493
2019-05-17,-1.9607999999999999
2019-05-20,-1.0
2019-05-21,2.2727
2019-05-22,-0.2469
2019-05-23,-2.2277
2019-05-24,-2.5316
2019-05-28,0.0
2019-05-29,-6.2338000000000005
2019-05-30,2.4931
2019-05-31,-1.3514
2019-06-03,1.9178
2019-06-04,6.4516
2019-06-05,-6.8182
2019-06-06,-2.439
2019-06-07,-2.2222
2019-06-10,12.2159
2019-06-11,-10.1266
2019-06-12,0.2817
2019-06-13,-3.0899
2019-06-14,-3.7681
2019-06-17,-2.7108
2019-06-18,1.8576000000000001
2019-06-19,-3.9514
2019-06-20,1.5823
2019-06-21,-1.2461
2019-06-24,-4.7318999999999996
2019-06-25,-3.9735
2019-06-26,-5.1724
2019-06-27,2.9091
2019-06-28,-0.3534
2019-07-01,-1.0638
2019-07-02,-9.319
2019-07-03,5.1383
2019-07-05,0.7519
2019-07-08,-1.8657
2019-07-09,-1.9011
2019-07-10,-1.5504
2019-07-11,-0.3937
2019-07-12,4.3478
2019-07-15,2.2727
2019-07-16,-1.1111
2019-07-17,2.6217
2019-07-18,3.6496
2019-07-19,-3.5211
2019-07-22,-5.1095
2019-07-23,-5.7692
2019-07-24,-4.4898
2019-07-25,-4.2735
2019-07-26,-4.4643
2019-07-29,0.9346
2019-07-30,1.3889
2019-07-31,0.9132
2019-08-01,10.4072
2019-08-02,-9.0164
2019-08-05,-7.2072
2019-08-06,1.9417
2019-08-07,-0.4762
2019-08-08,1.4354
2019-08-09,4.717
2019-08-12,1.3514
2019-08-13,-7.5556
2019-08-14,-2.8846
2019-08-15,1.4851
2019-08-16,-3.4146
2019-08-19,3.5354
2019-08-20,-0.4878
2019-08-21,3.4314
2019-08-22,-3.3175
2019-08-23,-3.9215999999999998
2019-08-26,1.5306
2019-08-27,-0.5025
2019-08-28,5.5556
2019-08-29,0.9569
2019-08-30,-2.3697
2019-09-03,-2.9126
2019-09-04,-4.0
2019-09-05,2.0833
2019-09-06,-0.5102
2019-09-09,-5.1282
2019-09-10,16.2162
2019-09-11,0.9302
2019-09-12,-4.6083
2019-09-13,0.0
2019-09-16,8.2126
2019-09-17,-8.482099999999999
2019-09-18,-7.3171
2019-09-19,6.3158
2019-09-20,-4.4554
2019-09-23,-2.5907
2019-09-24,-1.0638
2019-09-25,-5.3763
2019-09-26,-14.7727
2019-09-27,-6.6667
2019-09-30,1.4285999999999999
2019-10-01,-17.6056
2019-10-02,13.6752
2019-10-03,-2.2556
2019-10-04,-2.3077
2019-10-07,-2.3622
2019-10-08,-0.8065
2019-10-09,-0.813
2019-10-10,-1.6393
2019-10-11,2.5
2019-10-14,1.626
2019-10-15,5.6
2019-10-16,1.5152
2019-10-17,4.4776
2019-10-18,-4.2857
2019-10-21,2.2388
2019-10-22,0.0
2019-10-23,5.1095
2019-10-24,-3.4722
2019-10-25,-0.7194
2019-10-28,2.8986
2019-10-29,2.1127
2019-10-30,6.8966
2019-10-31,3.871
2019-11-01,3.1056
2019-11-04,3.012
2019-11-05,0.5848
2019-11-06,-1.1628
2019-11-07,0.0
2019-11-08,1.7647
2019-11-11,-6.3584
2019-11-12,4.321
2019-11-13,7.1006
2019-11-14,2.2099
2019-11-15,-1.0811
2019-11-18,-11.6721
2019-11-19,-10.9131
2019-11-20,38.1944
2019-11-21,6.0302
2019-11-22,10.4265
2019-11-25,-21.03
2019-11-26,10.8696
2019-11-27,-1.4706000000000001
2019-11-29,4.4776
2019-12-02,-8.0952
2019-12-03,3.6269
2019-12-04,0.5
2019-12-05,-0.4975
2019-12-06,12.0
2019-12-09,-6.6964
2019-12-10,-0.9569
2019-12-11,-11.1111
2019-12-12,-1.6303999999999998
2019-12-13,-3.3149
2019-12-16,-2.8571
2019-12-17,-0.5882
2019-12-18,-8.284
2019-12-19,-1.2903
2019-12-20,1.9607999999999999
2019-12-23,0.641
2019-12-24,20.3822
2019-12-26,11.6402
2019-12-27,0.4739
2019-12-30,-8.0189
2019-12-31,-3.5897
2020-01-02,-0.5319
2020-01-03,3.7433
2020-01-06,-2.0619
2020-01-07,21.5789
2020-01-08,-4.329
2020-01-09,2.2624
2020-01-10,4.8673
2020-01-13,-9.2827
2020-01-14,-5.5814
2020-01-15,20.197
2020-01-16,27.459
2020-01-17,8.3601
2020-01-21,-3.5608
2020-01-22,6.7692
2020-01-23,-5.4755
2020-01-24,-6.0976
2020-01-27,-5.8442
2020-01-28,-8.6207
2020-01-29,0.3774
2020-01-30,-1.8797000000000001
2020-01-31,5.364
2020-02-03,15.6364
2020-02-04,-1.5723
2020-02-05,3.5144
2020-02-06,-8.9506
2020-02-07,3.3898
2020-02-10,-3.2787
2020-02-11,5.0847
2020-02-12,-3.2258
2020-02-13,12.0
2020-02-14,-2.0833
2020-02-18,-5.7751
2020-02-19,9.6774
2020-02-20,7.0588
2020-02-21,5.7692
2020-02-24,2.5974
2020-02-25,-14.4304
2020-02-26,-17.4556
2020-02-27,-4.6594999999999995
2020-02-28,18.797
2020-03-02,2.8481
2020-03-03,-2.1538
2020-03-04,1.2579
2020-03-05,-3.4161
2020-03-06,-8.3601
2020-03-09,-16.4912
2020-03-10,10.084
2020-03-11,-9.542
2020-03-12,-6.3291
2020-03-13,2.2523
2020-03-16,-26.8722
2020-03-17,0.6024
2020-03-18,-13.7725
2020-03-19,4.1667
2020-03-20,11.3333
2020-03-23,-5.9879999999999995
2020-03-24,5.0955
2020-03-25,0.0
2020-03-26,9.697
2020-03-27,0.0
2020-03-30,3.8674
2020-03-31,-0.5319
2020-04-01,-5.8824
2020-04-02,-10.7955
2020-04-03,6.3694
2020-04-06,4.1916
2020-04-07,2.8736
2020-04-08,6.1453
2020-04-09,9.473700000000001
2020-04-13,4.3269
2020-04-14,23.502299999999998
2020-04-15,-2.6119
2020-04-16,1.9157
2020-04-17,2.6316
2020-04-20,-3.2967
2020-04-21,3.0303
2020-04-22,3.6765
2020-04-23,2.4823
2020-04-24,1.3841
2020-04-27,0.6826
2020-04-28,-0.339
2020-04-29,-6.8027
2020-04-30,-8.7591
2020-05-01,1.2
2020-05-04,-0.7905
2020-05-05,5.9761
2020-05-06,4.594
2020-05-07,-11.9402
2020-05-08,11.4286
2020-05-11,2.9304
2020-05-12,-6.4057
2020-05-13,-2.2814
2020-05-14,1.5564
2020-05-15,3.0651
2020-05-18,-0.7435
2020-05-19,-0.3745
2020-05-20,45.8647
2020-05-21,53.3505
2020-05-22,-12.2689
2020-05-26,-7.8544
2020-05-27,-2.4948
2020-05-28,4.2644
2020-05-29,4.499
2020-06-01,-1.3699
2020-06-02,-1.7856999999999998
2020-06-03,-5.4545
2020-06-04,-1.2821
2020-06-05,1.7316
2020-06-08,0.6383
2020-06-09,-2.4313000000000002
2020-06-10,-5.7421
2020-06-11,-10.8046
2020-06-12,8.2474
2020-06-15,1.9048
2020-06-16,2.8037
2020-06-17,-1.3636
2020-06-18,0.9217
2020-06-19,7.3059
2020-06-22,-1.7021
2020-06-23,10.1732
2020-06-24,18.0747
2020-06-25,7.6539
2020-06-26,-9.4281
2020-06-29,-4.6075
2020-06-30,17.3524
2020-07-01,-0.4573
2020-07-02,-3.5221999999999998
2020-07-06,-3.0159
2020-07-07,6.383
2020-07-08,-4.4615
2020-07-09,-8.6957
2020-07-10,1.7637
2020-07-13,-12.305
2020-07-14,2.3715
2020-07-15,4.2471
2020-07-16,-0.7407
2020-07-17,2.0522
2020-07-20,7.8611
2020-07-21,-7.2881
2020-07-22,2.7422
2020-07-23,1.2456
2020-07-24,-5.9754000000000005
2020-07-27,2.0561
2020-07-28,-5.8608
2020-07-29,-1.3618999999999999
2020-07-30,5.5227
2020-07-31,-2.6168
