ticker,CBNT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-20,236.6667
2010-01-27,-0.9901
2010-01-28,0.0
2010-09-10,-70.0
2010-09-20,20.0
2011-04-08,41.6667
2011-04-12,0.0
2011-04-20,-31.3725
2011-04-29,0.0
2011-05-10,0.0
2011-06-10,-11.4286
2011-06-13,-3.2258
2011-06-20,-16.6667
2011-10-05,304.0
2014-06-12,-60.396
2014-06-19,-25.0
2014-07-08,0.0
2014-07-11,0.0
2014-10-07,0.0
2015-11-04,-30.0
2016-09-16,0.0
2016-12-16,0.0
2017-03-17,0.0
2017-06-16,0.0
2017-09-15,0.0
2018-01-03,0.0
2018-04-10,-47.619
2018-04-17,100.0
2018-04-26,294.0909
2018-04-27,38.985
2018-04-30,86.722
2018-05-01,73.3333
2018-05-02,-16.6667
2018-05-03,38.4615
2018-05-04,16.6667
2018-05-07,59.0476
2018-05-08,22.7545
2018-05-09,-17.0732
2018-05-10,0.0
2018-05-11,0.2353
2018-05-14,-2.9343
2018-05-15,-38.9359
2018-05-16,49.505
2018-05-17,3.1788
2018-05-21,2.6958
2018-05-22,-6.25
2018-05-23,0.0
2018-05-24,-13.3333
2018-05-25,-23.0769
2018-05-29,20.0
2018-05-30,0.0
2018-05-31,-0.8333
2018-06-01,-3.3613
2018-06-04,-17.3913
2018-06-06,-20.8421
2018-06-08,6.383
2018-06-11,12.5
2018-06-12,-11.1111
2018-06-13,6.25
2018-06-14,-11.7647
2018-06-15,-9.3333
2018-06-18,0.0
2018-06-20,-26.4706
2018-06-21,-14.0
2018-06-22,-2.3256
2018-06-25,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,42.381
2018-07-10,-33.1104
2018-07-11,2.5
2018-07-13,0.0
2018-07-16,-12.1951
2018-07-18,13.8889
2018-07-19,0.9756
2018-07-20,19.3237
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,1.2146
2018-07-30,8.0
2018-07-31,1.8519
2018-08-01,10.9091
2018-08-02,-17.0492
2018-08-03,-0.7905
2018-08-06,0.0
2018-08-09,1.5936
2018-08-14,-21.5686
2018-08-17,0.5
2018-08-21,26.8657
2018-08-22,-21.5686
2018-08-24,27.5
2018-08-29,-21.5686
2018-08-30,0.0
2018-08-31,15.0
2018-09-04,-13.0435
2018-09-05,10.0
2018-09-06,-0.4545
2018-09-07,-8.6758
2018-09-10,0.0
2018-09-19,-5.0
2018-09-21,-21.0526
2018-09-24,-26.6667
2018-09-27,98.1818
2018-10-01,13.7615
