ticker,CBNT US Equity
2018-10-02,1.6129
2018-10-03,0.0
2018-10-04,-14.2857
2018-10-05,-6.9444
2018-10-09,3.9801
2018-10-10,0.4785
2018-10-12,14.2857
2018-10-15,8.3333
2018-10-16,-7.6923
2018-10-24,8.3333
2018-10-26,-5.7692
2018-11-02,0.0
2018-11-08,0.0
2018-11-09,-36.7347
2018-11-12,6.4516
2018-11-13,6.0606
2018-11-14,-5.1429
2018-11-15,-9.6386
2018-11-16,2.6667
2018-11-26,-5.8442
2018-12-03,14.4828
2018-12-04,-6.6265
2018-12-06,0.0
2018-12-10,-3.2258
2018-12-11,0.0
2018-12-12,-33.3333
2018-12-13,0.0
2018-12-14,11.0
2018-12-17,-0.9009
2018-12-18,-4.5455
2018-12-19,-14.2857
2018-12-20,0.0
2018-12-21,-11.1111
2018-12-24,-12.5
2018-12-26,7.1429
2018-12-27,-6.6667
2018-12-28,7.1429
2018-12-31,-26.6667
2019-01-02,9.0909
2019-01-03,16.6667
2019-01-04,-28.5714
2019-01-07,0.0
2019-01-08,20.0
2019-01-09,-25.0
2019-01-10,-22.2222
2019-01-11,57.1429
2019-01-14,-30.9091
2019-01-15,5.2632
2019-01-16,-15.0
2019-01-17,32.3529
2019-01-18,-11.1111
2019-01-22,50.0
2019-01-23,-33.3333
2019-01-24,0.0
2019-01-25,-5.0
2019-01-28,0.0
2019-01-29,-18.4211
2019-01-30,-3.2258
2019-01-31,-6.6667
2019-02-01,31.7857
2019-02-04,-50.6233
2019-02-05,0.8535
2019-02-06,8.6773
2019-02-07,-19.8798
2019-02-08,21.125
2019-02-11,-12.2807
2019-02-12,0.0
2019-02-13,-5.8824
2019-02-14,6.25
2019-02-15,-26.4706
2019-02-19,140.0
2019-02-20,-20.0
2019-02-21,0.0
2019-02-22,-20.8333
2019-02-25,-15.8947
2019-02-26,-18.6483
2019-02-27,-3.8462
2019-02-28,12.0
2019-03-01,2.8571
2019-03-04,11.1111
2019-03-05,0.0
2019-03-06,11.25
2019-03-07,-1.6854
2019-03-08,-5.7143
2019-03-11,9.0909
2019-03-12,-5.5556
2019-03-13,-6.4676
2019-03-14,0.6258
2019-03-15,0.0
2019-03-18,24.375
2019-03-19,-19.598
2019-03-20,-12.5
2019-03-21,0.0
2019-03-22,-7.1429
2019-03-25,15.3846
2019-03-26,0.0
2019-03-27,14.0
2019-03-28,-18.1287
2019-03-29,14.2857
2019-04-01,-24.9375
2019-04-02,66.5279
2019-04-03,-20.0
2019-04-04,-18.75
2019-04-05,7.6923
2019-04-08,21.4286
2019-04-09,-11.7647
2019-04-10,-0.7333
2019-04-11,-2.6192
2019-04-12,-10.3448
2019-04-15,22.3077
2019-04-16,-3.7736
2019-04-17,-1.9607999999999999
2019-04-18,-11.8667
2019-04-22,-0.8321
2019-04-23,6.7887
2019-04-24,6.4286
2019-04-25,-2.0134
2019-04-26,-4.1096
2019-04-29,-7.1429
2019-04-30,7.6923
2019-05-01,6.4286
2019-05-02,-18.7248
2019-05-03,7.3493
2019-05-06,7.6923
2019-05-07,-12.0964
2019-05-08,-2.4906
2019-05-09,4.1667
2019-05-10,-4.0
2019-05-13,-8.5
2019-05-14,-7.5592
2019-05-15,-1.4778
2019-05-16,10.0
2019-05-20,-14.5455
2019-05-21,1.0638
2019-05-22,-21.0526
2019-05-24,6.6667
2019-05-28,-18.75
2019-05-29,23.0769
2019-05-30,-25.0
2019-05-31,50.0
2019-06-03,-33.3333
2019-06-05,0.0
2019-06-10,0.1667
2019-06-11,16.4725
2019-06-13,14.2857
2019-06-14,0.0
2019-06-17,-12.5
2019-06-18,28.5714
2019-06-26,5.5556
2019-06-28,-26.3158
2019-07-01,0.0
2019-07-02,-14.2857
2019-07-05,0.0
2019-07-08,40.0
2019-07-10,-40.4762
2019-07-11,0.0
2019-07-15,54.0
2019-07-16,-9.0909
2019-07-17,0.0
2019-07-18,0.0
2019-07-24,14.2857
2019-07-26,-25.0
2019-08-01,-12.5
2019-08-02,20.0
2019-08-06,-4.7619
2019-08-07,41.5
2019-08-08,-29.3286
2019-08-09,0.0
2019-08-12,33.3333
2019-08-13,-18.625
2019-08-14,7.5269
2019-08-15,-14.2857
2019-08-16,133.3333
2019-08-19,-42.8571
2019-08-20,8.125
2019-08-21,-7.5145
2019-08-22,-25.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-30,16.6667
2019-09-03,-17.1429
2019-09-05,-13.6207
2019-09-06,39.7206
2019-09-09,-15.7143
2019-09-10,-15.0847
2019-09-11,0.0
2019-09-12,-0.1996
2019-09-13,0.0
2019-09-17,-4.0
2019-09-18,2.0833
2019-09-19,2.0408
2019-09-20,-20.0
2019-09-23,12.5
2019-09-24,-1.6667
2019-09-25,-0.565
2019-09-26,2.2727
2019-09-27,0.0
2019-09-30,-2.2222
2019-10-01,194.3182
2019-10-02,-61.39
2019-10-03,30.0
2019-10-04,6.0
2019-10-07,-12.917300000000001
2019-10-08,-3.3333
2019-10-09,6.8966
2019-10-10,0.0
2019-10-11,1.6129
2019-10-14,-1.5873
2019-10-15,-1.6129
2019-10-16,0.0
2019-10-17,-1.6393
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,-16.5
2019-10-24,119.5609
2019-10-25,-36.3636
2019-10-28,-14.2857
2019-10-29,25.4167
2019-10-30,-6.9767
2019-10-31,-7.1429
2019-11-01,0.0
2019-11-04,13.8462
2019-11-05,5.4054
2019-11-06,2.5641
2019-11-07,6.25
2019-11-08,0.0
2019-11-11,2.3529
2019-11-12,0.0
2019-11-13,-2.2989
2019-11-14,-11.7647
2019-11-15,3.3333
2019-11-18,3.2258
2019-11-19,-6.25
2019-11-20,0.0
2019-11-21,-2.6667
2019-11-22,36.9863
2019-11-25,-23.0
2019-11-26,-2.5974
2019-11-27,0.6667
2019-11-29,25.8278
2019-12-02,-18.947400000000002
2019-12-03,-2.5974
2019-12-04,25.8667
2019-12-05,-25.8475
2019-12-06,-3.5714
2019-12-09,-0.7407
2019-12-10,-10.4478
2019-12-11,4.1667
2019-12-12,0.0
2019-12-13,4.0
2019-12-16,0.0
2019-12-17,-23.0769
2019-12-19,0.4
2019-12-20,28.4861
2019-12-23,-22.4806
2019-12-26,0.0
2019-12-27,0.0
2019-12-31,42.0
2020-01-02,-29.5775
2020-01-03,39.0
2020-01-06,-28.0576
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,22.0
2020-01-14,-34.4262
2020-01-15,52.5
2020-01-16,1.6393
2020-01-21,-27.4194
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,2.2222
2020-01-27,0.0
2020-01-28,8.6957
2020-01-29,40.0
2020-01-30,-27.7143
2020-01-31,67.9842
2020-02-03,-35.2941
2020-02-04,9.0909
2020-02-05,0.0
2020-02-06,16.6667
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,-14.2857
2020-02-12,-8.3333
2020-02-13,35.0
2020-02-14,-25.9259
2020-02-18,9.0909
2020-02-19,-8.3333
2020-02-20,15.9091
2020-02-21,-13.7255
2020-02-24,27.2727
2020-02-25,-21.4286
2020-02-26,27.2727
2020-02-27,-21.4286
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.1818
2020-03-05,18.3575
2020-03-06,-7.9966
2020-03-09,0.0
2020-03-10,-8.3333
2020-03-11,0.0
2020-03-12,27.2727
2020-03-13,7.1429
2020-03-16,-26.6667
2020-03-17,-5.0909
2020-03-18,19.7318
2020-03-19,-16.48
2020-03-20,5.364
2020-03-23,-9.0909
2020-03-24,10.0
2020-03-25,0.0
2020-03-26,72.7273
2020-03-27,-38.2105
2020-03-30,20.954
2020-03-31,5.6338
2020-04-01,-6.0
2020-04-02,9.7872
2020-04-03,-12.7907
2020-04-06,-0.7407
2020-04-07,-17.9104
2020-04-08,7.2727
2020-04-09,-6.6102
2020-04-13,17.9673
2020-04-14,-15.2308
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,-14.7005
2020-04-22,-23.4043
2020-04-23,25.0
2020-04-24,-5.5556
2020-04-27,-5.7647
2020-04-28,-2.6217
2020-04-29,-1.2821
2020-04-30,-27.5325
2020-05-01,4.4803
2020-05-04,2.2298
2020-05-05,-16.1074
2020-05-06,0.0
2020-05-07,-8.0
2020-05-08,4.3478
2020-05-11,0.0
2020-05-12,-6.25
2020-05-13,0.4444
2020-05-14,-5.9735
2020-05-15,17.647100000000002
2020-05-18,-4.0
2020-05-19,-6.5417
2020-05-20,7.8911999999999995
2020-05-21,-17.7893
2020-05-22,-6.4589
2020-05-26,-23.6969
2020-05-27,26.0563
2020-05-28,-8.3799
2020-05-29,-20.7317
2020-06-01,38.4615
2020-06-02,10.0
2020-06-03,-33.8384
2020-06-04,-23.6641
2020-06-05,-7.0
2020-06-08,29.0323
2020-06-09,-0.9167
2020-06-10,2.3548999999999998
2020-06-11,-17.8307
2020-06-12,-2.0
2020-06-15,-18.3673
2020-06-16,36.25
2020-06-17,-6.422
2020-06-18,1.9607999999999999
2020-06-19,2.4038
2020-06-22,-6.1033
2020-06-23,-1.0
2020-06-24,1.0101
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,33.0
2020-06-30,-9.7744
2020-07-01,-4.1667
2020-07-02,41.3043
2020-07-06,1.5385
2020-07-07,-11.5152
2020-07-08,10.274000000000001
2020-07-09,-3.7267
2020-07-10,-3.2258
2020-07-13,-19.3333
2020-07-14,16.6529
2020-07-15,-3.6486
2020-07-16,-7.3529
2020-07-17,-16.0317
2020-07-20,15.7845
2020-07-21,-18.3673
2020-07-22,4.0
2020-07-23,-5.7692
2020-07-24,-3.5714
2020-07-27,-7.4074
2020-07-28,2.8571
2020-07-29,-2.7778
2020-07-30,2.8571
2020-07-31,-5.5556
