ticker,FPRX US Equity
2014-02-07,10.9437
2014-02-10,6.9335
2014-02-11,13.6364
2014-02-12,-2.0588
2014-02-13,2.042
2014-02-14,2.5898
2014-02-18,0.918
2014-02-19,-2.672
2014-02-20,3.6799
2014-02-21,-4.9014
2014-02-24,-10.1303
2014-02-25,1.4502
2014-02-26,-4.0936
2014-02-27,1.626
2014-02-28,-6.9333
2014-03-03,-1.2894
2014-03-04,1.5239
2014-03-05,8.3631
2014-03-06,0.7916
2014-03-07,2.356
2014-03-10,4.8593
2014-03-11,0.122
2014-03-12,9.0134
2014-03-13,1.0056
2014-03-14,3.7058
2014-03-17,22.6133
2014-03-18,-1.0004
2014-03-19,-6.1511
2014-03-20,-3.1367
2014-03-21,-4.7366
2014-03-24,-8.574300000000001
2014-03-25,0.4994
2014-03-26,-2.0983
2014-03-27,4.2865
2014-03-28,-2.1633
2014-03-31,8.6788
2014-04-01,-1.7294
2014-04-02,-4.0373
2014-04-03,-3.5599
2014-04-04,-9.2841
2014-04-07,0.4316
2014-04-08,-0.9515
2014-04-09,2.2622
2014-04-10,-7.8182
2014-04-11,-5.7199
2014-04-14,-0.8368
2014-04-15,-1.6174
2014-04-16,4.6462
2014-04-17,1.9125999999999999
2014-04-21,-0.5362
2014-04-22,6.3342
2014-04-23,-7.4144
2014-04-24,-0.2053
2014-04-25,-0.3429
2014-04-28,-5.0241
2014-04-29,3.8406000000000002
2014-04-30,-2.5122
2014-05-01,-1.4316
2014-05-02,-0.581
2014-05-05,2.4836
2014-05-06,1.4255
2014-05-07,-0.9136
2014-05-08,-5.6738
2014-05-09,2.5564
2014-05-12,0.2199
2014-05-13,-1.4631
2014-05-14,0.2227
2014-05-15,-4.5184999999999995
2014-05-16,-1.474
2014-05-19,4.0945
2014-05-20,-4.7655
2014-05-21,-4.7657
2014-05-22,11.7598
2014-05-23,0.4478
2014-05-27,2.3774
2014-05-28,-2.0319
2014-05-29,2.963
2014-05-30,-6.5468
2014-06-02,-2.4634
2014-06-03,1.4996
2014-06-04,1.1663999999999999
2014-06-05,2.5365
2014-06-06,3.4483
2014-06-09,0.8696
2014-06-10,0.5029
2014-06-11,-1.1437
2014-06-12,0.5061
2014-06-13,-1.4388
2014-06-16,4.8175
2014-06-17,0.6964
2014-06-18,1.5906
2014-06-19,-3.6079
2014-06-20,1.7654999999999998
2014-06-23,-1.0409
2014-06-24,1.1921
2014-06-25,4.4352
2014-06-26,1.7915999999999999
2014-06-27,0.0
2014-06-30,1.369
2014-07-01,2.3794
2014-07-02,-5.2136
2014-07-03,-0.2651
2014-07-07,-2.8571
2014-07-08,1.9836
2014-07-09,-2.884
2014-07-10,0.0
2014-07-11,0.7597
2014-07-14,0.4798
2014-07-15,-0.7503
2014-07-16,-1.7869000000000002
2014-07-17,-2.5192
2014-07-18,2.7997
2014-07-21,-2.7933
2014-07-22,1.3649
2014-07-23,-4.1106
2014-07-24,-2.3651
2014-07-25,-1.9682
2014-07-28,-4.8649000000000004
2014-07-29,-2.2727
2014-07-30,2.1595
2014-07-31,-2.439
2014-08-01,0.0
2014-08-04,4.25
2014-08-05,-1.0392
2014-08-06,-2.1002
2014-08-07,-4.703
2014-08-08,-1.7316
2014-08-11,10.3084
2014-08-12,-4.7923
2014-08-13,2.4329
2014-08-14,0.5733
2014-08-15,-1.873
2014-08-18,0.332
2014-08-19,-1.737
2014-08-20,-1.1785
2014-08-21,-5.7922
2014-08-22,0.7233
2014-08-25,4.6679
2014-08-26,4.6312
2014-08-27,-1.6393
2014-08-28,-3.8333
2014-08-29,0.7799
2014-09-02,1.8056999999999999
2014-09-03,-0.6757
2014-09-04,-0.1701
2014-09-05,-1.1925
2014-09-08,3.0172
2014-09-09,-0.4184
2014-09-10,5.9664
2014-09-11,-2.617
2014-09-12,-3.9088000000000003
2014-09-15,-2.4576000000000002
2014-09-16,3.4752
2014-09-17,-0.084
2014-09-18,0.1681
2014-09-19,-3.8590999999999998
2014-09-22,1.3089
2014-09-23,5.7709
2014-09-24,1.0586
2014-09-25,-3.2232
2014-09-26,0.7494
2014-09-29,-0.4132
2014-09-30,-2.6555999999999997
2014-10-01,-0.682
2014-10-02,3.6052
2014-10-03,0.0
2014-10-06,-0.4557
2014-10-07,-0.9571
2014-10-08,2.0168
2014-10-09,-3.4596
2014-10-10,0.0
2014-10-13,0.7679
2014-10-14,3.5563000000000002
2014-10-15,-1.8806
2014-10-16,3.4167
2014-10-17,-3.3038
2014-10-20,0.6667
2014-10-21,0.9934
2014-10-22,-1.6393
2014-10-23,0.75
2014-10-24,6.038
2014-10-27,-1.248
2014-10-28,3.8705
2014-10-29,-1.1407
2014-10-30,3.3462
2014-10-31,-2.9401
2014-11-03,0.0767
2014-11-04,1.8391
2014-11-05,3.8375
2014-11-06,7.5362
2014-11-07,-3.2345
2014-11-10,3.4123
2014-11-11,-5.1178
2014-11-12,3.1938
2014-11-13,1.6505999999999998
2014-11-14,2.774
2014-11-17,0.1317
2014-11-18,1.4464000000000001
2014-11-19,-0.5185
2014-11-20,2.5407
2014-11-21,0.0635
2014-11-24,31.4286
2014-11-25,-2.1739
2014-11-26,1.0864
2014-11-28,0.4397
2014-12-01,-1.3618999999999999
2014-12-02,3.2051
2014-12-03,-0.1433
2014-12-04,-1.1962
2014-12-05,0.7748
2014-12-08,3.3157
2014-12-09,0.4651
2014-12-10,2.5463
2014-12-11,4.9661
2014-12-12,-4.8172
2014-12-15,-1.2652999999999999
2014-12-16,0.3204
2014-12-17,2.281
2014-12-18,8.2962
2014-12-19,6.631
2014-12-22,5.7937
2014-12-23,-4.8923
2014-12-24,0.2687
2014-12-26,4.6325
2014-12-29,-2.9638
2014-12-30,-1.2443
2014-12-31,3.0928
2015-01-02,2.6296
2015-01-05,-2.851
2015-01-06,-14.5617
2015-01-07,2.7826
2015-01-08,-0.7191
2015-01-09,6.1355
2015-01-12,12.4047
2015-01-13,-6.25
2015-01-14,-0.8
2015-01-15,-5.3379
2015-01-16,1.5822
2015-01-20,3.2348
2015-01-21,-4.8356
2015-01-22,1.1789
2015-01-23,0.2411
2015-01-26,7.2144
2015-01-27,2.2056
2015-01-28,-1.207
2015-01-29,-2.9989
2015-01-30,0.4198
2015-02-02,-0.7222
2015-02-03,-4.441
2015-02-04,2.9647
2015-02-05,3.1907
2015-02-06,-7.3529
2015-02-09,0.9361
2015-02-10,0.4435
2015-02-11,-2.1277
2015-02-12,-1.5587
2015-02-13,2.625
2015-02-17,1.7864
2015-02-18,2.6326
2015-02-19,0.4664
2015-02-20,1.6248
2015-02-23,3.6163
2015-02-24,-2.5349
2015-02-25,2.1108
2015-02-26,0.9598
2015-02-27,-5.8867
2015-03-02,1.3598
2015-03-03,-5.0977
2015-03-04,1.2924
2015-03-05,2.2329
2015-03-06,-4.2512
2015-03-09,0.9369
2015-03-10,1.1703000000000001
2015-03-11,0.3191
2015-03-12,2.4652
2015-03-13,0.4657
2015-03-16,-3.1286
2015-03-17,3.2695
2015-03-18,-7.3359
2015-03-19,8.2083
2015-03-20,-4.5437
2015-03-23,-3.4288
2015-03-24,-4.9708
2015-03-25,-2.8571
2015-03-26,0.1357
2015-03-27,1.8075
2015-03-30,5.4594
2015-03-31,-3.83
2015-04-01,-3.2823
2015-04-02,-7.6923
2015-04-06,-0.1471
2015-04-07,-1.5709
2015-04-08,2.394
2015-04-09,-2.4842
2015-04-10,4.7952
2015-04-13,-1.7159
2015-04-14,-1.6974
2015-04-15,5.5747
2015-04-16,5.1402
2015-04-17,7.3778
2015-04-20,-1.4487
2015-04-21,4.6619
2015-04-22,-3.4109
2015-04-23,1.6202999999999999
2015-04-24,-1.063
2015-04-27,-10.9504
2015-04-28,-0.4176
2015-04-29,-1.165
2015-04-30,-5.422
2015-05-01,3.3898
2015-05-04,6.8467
2015-05-05,-5.6859
2015-05-06,2.1053
2015-05-07,0.5155
2015-05-08,2.1911
2015-05-11,-4.6077
2015-05-12,0.4782
2015-05-13,-0.0476
2015-05-14,0.8095
2015-05-15,-0.2834
2015-05-18,0.9948
2015-05-19,-7.0356
2015-05-20,1.7154
2015-05-21,-0.8433
2015-05-22,0.3002
2015-05-26,-1.8953
2015-05-27,15.0483
2015-05-28,3.9328
2015-05-29,9.0136
2015-06-01,-4.1342
2015-06-02,-6.9569
2015-06-03,-0.5247
2015-06-04,-1.6703000000000001
2015-06-05,1.2964
2015-06-08,1.2357
2015-06-09,1.1334
2015-06-10,-2.931
2015-06-11,1.0435
2015-06-12,-2.6588000000000003
2015-06-15,2.3928
2015-06-16,0.485
2015-06-17,3.5981
2015-06-18,2.033
2015-06-19,-2.1171
2015-06-22,5.5556
2015-06-23,2.0892
2015-06-24,-4.0535
2015-06-25,-0.6153
2015-06-26,1.4032
2015-06-29,-2.5234
2015-06-30,3.7161
2015-07-01,-2.0531
2015-07-02,-2.5894
2015-07-06,5.1477
2015-07-07,3.8925
2015-07-08,-2.6265
2015-07-09,1.7057
2015-07-10,1.4431
2015-07-13,0.4614
2015-07-14,2.3728
2015-07-15,-3.8131
2015-07-16,1.166
2015-07-17,-2.3434
2015-07-20,-0.9441
2015-07-21,-1.1517
2015-07-22,0.6428
2015-07-23,-2.3154
2015-07-24,-3.5962
2015-07-27,-0.975
2015-07-28,3.0822
2015-07-29,-3.0316
2015-07-30,-1.1562999999999999
2015-07-31,1.9064
2015-08-03,7.1003
2015-08-04,-1.2703
2015-08-05,0.6031
2015-08-06,-8.1934
2015-08-07,-12.1898
2015-08-10,-3.4209
2015-08-11,-3.6448
2015-08-12,2.0778
2015-08-13,-5.5324
2015-08-14,3.8122
2015-08-17,2.4481
2015-08-18,-2.8571
2015-08-19,-0.3209
2015-08-20,-3.6481
2015-08-21,1.6703999999999999
2015-08-24,4.3538
2015-08-25,-2.1254
2015-08-26,1.3405
2015-08-27,-0.7407
2015-08-28,3.2516
2015-08-31,-1.5488
2015-09-01,-4.5097000000000005
2015-09-02,8.2372
2015-09-03,-2.5875
2015-09-04,0.2604
2015-09-08,7.5325
2015-09-09,-1.256
2015-09-10,1.4188
2015-09-11,0.4824
2015-09-14,2.3524
2015-09-15,1.2664
2015-09-16,-1.8527
2015-09-17,2.7843
2015-09-18,1.5611000000000002
2015-09-21,-6.4195
2015-09-22,-5.0242
2015-09-23,-1.2716
2015-09-24,-0.3091
2015-09-25,-9.8191
2015-09-28,-9.7994
2015-09-29,-3.3672
2015-09-30,1.1834
2015-10-01,0.7797
2015-10-02,8.5106
2015-10-05,-1.0101
2015-10-06,-3.7815
2015-10-07,-1.8715000000000002
2015-10-08,-1.335
2015-10-09,-0.2577
2015-10-12,6.2016
2015-10-13,-1.0949
2015-10-14,3.9975
2015-10-15,65.1685
2015-10-16,13.319
2015-10-19,-4.5182
2015-10-20,-3.9709
2015-10-21,2.5844
2015-10-22,0.7054
2015-10-23,-0.5337
2015-10-26,0.1341
2015-10-27,3.8513
2015-10-28,7.5137
2015-10-29,-4.3791
2015-10-30,0.8469
2015-11-02,7.4028
2015-11-03,0.8398
2015-11-04,1.1775
2015-11-05,1.1638
2015-11-06,1.3468
2015-11-09,-0.0277
2015-11-10,-0.7477
2015-11-11,-4.1853
2015-11-12,-1.0775
2015-11-13,0.6771
2015-11-16,-0.1754
2015-11-17,1.1131
2015-11-18,-0.1448
2015-11-19,0.6092
2015-11-20,1.8742999999999999
2015-11-23,2.4342
2015-11-24,3.0671
2015-11-25,2.9491
2015-11-27,0.2344
2015-11-30,-0.1039
2015-12-01,-0.9623
2015-12-02,-0.2363
2015-12-03,-0.1843
2015-12-04,6.6192
2015-12-07,-2.5229
2015-12-08,3.3494
2015-12-09,-3.56
2015-12-10,1.833
2015-12-11,-2.175
2015-12-14,4.2423
2015-12-15,-1.3484
2015-12-16,8.7724
2015-12-17,-0.0457
2015-12-18,2.2171
2015-12-21,-0.805
2015-12-22,-4.193
2015-12-23,-1.2941
2015-12-24,0.2861
2015-12-28,-1.4975
2015-12-29,3.7403
2015-12-30,-3.2566
2015-12-31,-0.2164
2016-01-04,-5.6867
2016-01-05,-3.1426
2016-01-06,0.6595
2016-01-07,-5.4769
2016-01-08,-2.4951
2016-01-11,0.3412
2016-01-12,1.2751000000000001
2016-01-13,-6.6592
2016-01-14,0.7194
2016-01-15,0.0595
2016-01-19,-3.7775
2016-01-20,7.1716
2016-01-21,3.8073
2016-01-22,0.1389
2016-01-25,0.8324
2016-01-26,1.2658
2016-01-27,-4.8913
2016-01-28,-0.7143
2016-01-29,3.4532
2016-02-01,-1.1683
2016-02-02,-1.0414
2016-02-03,-2.1047
2016-02-04,-3.3701
2016-02-05,-5.1714
2016-02-08,-7.546
2016-02-09,-0.4115
2016-02-10,0.6198
2016-02-11,-0.616
2016-02-12,1.0675
2016-02-16,6.9506
2016-02-17,4.3963
2016-02-18,-3.1126
2016-02-19,5.7638
2016-02-22,0.4169
2016-02-23,-3.5884
2016-02-24,0.9228
2016-02-25,-0.4877
2016-02-26,-0.2144
2016-02-29,-0.0307
2016-03-01,6.724
2016-03-02,4.5455
2016-03-03,-7.8426
2016-03-04,3.1054
2016-03-07,2.2589
2016-03-08,-5.3243
2016-03-09,-0.8974
2016-03-10,-6.7311
2016-03-11,8.479
2016-03-14,0.5072
2016-03-15,-4.6898
2016-03-16,1.4637
2016-03-17,2.4862
2016-03-18,5.0614
2016-03-21,5.6442
2016-03-22,2.5904
2016-03-23,-6.4177
2016-03-24,4.8623
2016-03-28,1.7957999999999998
2016-03-29,5.029
2016-03-30,-0.1253
2016-03-31,1.9828999999999999
2016-04-01,2.1167
2016-04-04,-0.7954
2016-04-05,3.9602
2016-04-06,7.0344
2016-04-07,-3.8428
2016-04-08,0.9991
2016-04-11,0.5621
2016-04-12,0.1789
2016-04-13,3.7715
2016-04-14,1.8279999999999998
2016-04-15,-1.5838999999999999
2016-04-18,0.9657
2016-04-19,-3.1668
2016-04-20,2.9192
2016-04-21,4.3506
2016-04-22,1.6963
2016-04-25,-6.6519
2016-04-26,2.3897
2016-04-27,0.5887
2016-04-28,-0.0418
2016-04-29,-0.481
2016-05-02,1.8912
2016-05-03,-6.6199
2016-05-04,-6.1175
2016-05-05,-1.4585
2016-05-06,-3.7479
2016-05-09,6.6964
2016-05-10,-3.0683
2016-05-11,-1.271
2016-05-12,-3.692
2016-05-13,2.8499
2016-05-16,2.0598
2016-05-17,0.7689
2016-05-18,1.3114
2016-05-19,-0.5648
2016-05-20,2.2249
2016-05-23,0.9956
2016-05-24,1.6505999999999998
2016-05-25,-1.3757
2016-05-26,2.6755
2016-05-27,0.0
2016-05-31,1.8263
2016-06-01,-1.0499
2016-06-02,2.8294
2016-06-03,-9.1144
2016-06-06,-1.6320000000000001
2016-06-07,2.8012
2016-06-08,1.3683
2016-06-09,-2.6765
2016-06-10,1.6358000000000001
2016-06-13,0.14
2016-06-14,-1.3976
2016-06-15,-3.2129
2016-06-16,0.0732
2016-06-17,-3.8537
2016-06-20,4.3886
2016-06-21,-2.0899
2016-06-22,-1.5885
2016-06-23,2.8499
2016-06-24,-4.2178
2016-06-27,-2.9954
2016-06-28,5.3312
2016-06-29,4.3598
2016-06-30,-0.7203
2016-07-01,1.717
2016-07-05,1.9971
2016-07-06,1.8648
2016-07-07,0.5034
2016-07-08,1.4117
2016-07-11,1.1675
2016-07-12,-1.4647000000000001
2016-07-13,-3.7613
2016-07-14,3.6508000000000003
2016-07-15,0.9257
2016-07-18,2.2819
2016-07-19,-1.7934999999999999
2016-07-20,4.8998
2016-07-21,-1.0828
2016-07-22,1.6526999999999998
2016-07-25,1.1402
2016-07-26,1.0021
2016-07-27,3.3072
2016-07-28,-1.5206
2016-07-29,2.9866
2016-08-01,1.736
2016-08-02,-2.1136
2016-08-03,2.3772
2016-08-04,-0.1741
2016-08-05,1.6476
2016-08-08,-9.2296
2016-08-09,0.4832
2016-08-10,-5.4777000000000005
2016-08-11,1.2829
2016-08-12,1.6598000000000002
2016-08-15,0.7089
2016-08-16,-1.4078
2016-08-17,0.0649
2016-08-18,-1.9459
2016-08-19,0.441
2016-08-22,6.652
2016-08-23,-0.1441
2016-08-24,-8.0396
2016-08-25,-2.0175
2016-08-26,2.1277
2016-08-29,1.1425
2016-08-30,2.4363
2016-08-31,-4.9081
2016-09-01,1.7281
2016-09-02,-2.3022
2016-09-06,1.8531
2016-09-07,7.5696
2016-09-08,3.4454000000000002
2016-09-09,-6.1768
2016-09-12,3.3133
2016-09-13,-0.5831
2016-09-14,4.6292
2016-09-15,0.5806
2016-09-16,1.0947
2016-09-19,1.1616
2016-09-20,1.2262
2016-09-21,1.5574
2016-09-22,2.6126
2016-09-23,0.5904
2016-09-26,-2.5862
2016-09-27,1.8452
2016-09-28,-0.9798
2016-09-29,-3.2114
2016-09-30,1.2539
2016-10-03,-1.0288
2016-10-04,1.0202
2016-10-05,2.763
2016-10-06,-2.9854000000000003
2016-10-07,-0.9748
2016-10-10,4.2849
2016-10-11,-4.0163
2016-10-12,-6.0548
2016-10-13,0.4926
2016-10-14,-3.942
2016-10-17,0.404
2016-10-18,-0.0424
2016-10-19,0.6992
2016-10-20,2.8193
2016-10-21,-1.0845
2016-10-24,1.4274
2016-10-25,0.9994
2016-10-26,-0.4847
2016-10-27,-0.5682
2016-10-28,-0.6531
2016-10-31,-0.3081
2016-11-01,0.8448
2016-11-02,-4.3523
2016-11-03,-1.6663000000000001
2016-11-04,4.1495
2016-11-07,4.297
2016-11-08,0.72
2016-11-09,8.0222
2016-11-10,-1.7279
2016-11-11,3.1987
2016-11-14,4.6946
2016-11-15,1.3331
2016-11-16,-1.0935
2016-11-17,-0.2764
2016-11-18,0.4677
2016-11-21,1.2414
2016-11-22,-0.4768
2016-11-23,3.1999
2016-11-25,0.9617
2016-11-28,-3.7034000000000002
2016-11-29,-0.2643
2016-11-30,-1.6416
2016-12-01,-1.0953
2016-12-02,1.0019
2016-12-05,3.3589
2016-12-06,0.101
2016-12-07,-10.1262
2016-12-08,0.0749
2016-12-09,0.5985
2016-12-12,-4.8708
2016-12-13,-1.3094000000000001
2016-12-14,-1.5248
2016-12-15,2.4734
2016-12-16,-2.0408
2016-12-19,3.4856
2016-12-20,2.4971
2016-12-21,0.4533
2016-12-22,-5.377
2016-12-23,1.9471
2016-12-27,-0.2144
2016-12-28,-1.9727000000000001
2016-12-29,0.7571
2016-12-30,-0.9096
2017-01-03,-3.0134
2017-01-04,5.0412
2017-01-05,-2.5269
2017-01-06,3.959
2017-01-09,0.8119
2017-01-10,-0.7095
2017-01-11,-8.0726
2017-01-12,4.916
2017-01-13,-2.6432
2017-01-17,-2.283
2017-01-18,-1.1787
2017-01-19,-1.853
2017-01-20,-5.599
2017-01-23,0.3448
2017-01-24,0.5269
2017-01-25,-0.1139
2017-01-26,0.1141
2017-01-27,1.9827
2017-01-30,-1.162
2017-01-31,3.5722
2017-02-01,1.7245
2017-02-02,-1.7167
2017-02-03,1.3974
2017-02-06,-0.9259
2017-02-07,-1.3693
2017-02-08,0.1102
2017-02-09,1.3207
2017-02-10,0.4345
2017-02-13,-0.2379
2017-02-14,-0.1951
2017-02-15,3.715
2017-02-16,0.9845
2017-02-17,-0.083
2017-02-21,-3.0517
2017-02-22,1.0064
2017-02-23,-1.484
2017-02-24,0.2152
2017-02-27,4.2087
2017-02-28,-5.4811
2017-03-01,-2.3981
2017-03-02,-3.6408
2017-03-03,-2.0167
2017-03-06,-0.8044
2017-03-07,-1.431
2017-03-08,0.3387
2017-03-09,-0.2653
2017-03-10,-0.1934
2017-03-13,-1.0174
2017-03-14,-2.6921
2017-03-15,1.9868999999999999
2017-03-16,-1.455
2017-03-17,-2.6276
2017-03-20,0.771
2017-03-21,-5.5343
2017-03-22,-2.6728
2017-03-23,-3.2178
2017-03-24,3.1241
2017-03-27,0.7782
2017-03-28,-2.7027
2017-03-29,4.4218
2017-03-30,-0.19
2017-03-31,-1.6862
2017-04-03,-1.4108
2017-04-04,-0.8418
2017-04-05,-6.3384
2017-04-06,-0.7251
2017-04-07,0.0609
2017-04-10,2.9196999999999997
2017-04-11,0.6797
2017-04-12,-2.7297000000000002
2017-04-13,-0.4225
2017-04-17,0.5455
2017-04-18,-0.6329
2017-04-19,-2.0625
2017-04-20,0.2168
2017-04-21,1.9468
2017-04-24,3.2434
2017-04-25,1.057
2017-04-26,1.2202
2017-04-27,-0.4305
2017-04-28,0.4901
2017-05-01,-4.1882
2017-05-02,-3.3234
2017-05-03,-1.982
2017-05-04,0.2844
2017-05-05,-6.1437
2017-05-08,-2.1148
2017-05-09,3.1207
2017-05-10,-0.8979
2017-05-11,-1.5101
2017-05-12,1.6354
2017-05-15,2.6818999999999997
2017-05-16,0.4571
2017-05-17,-4.9074
2017-05-18,1.4354
2017-05-19,-1.1456
2017-05-22,-1.1588
2017-05-23,2.7931
2017-05-24,2.2476
2017-05-25,-2.2638
2017-05-26,-2.8197
2017-05-30,-2.5216
2017-05-31,0.1063
2017-06-01,2.6903
2017-06-02,1.758
2017-06-05,0.6098
2017-06-06,1.4141
2017-06-07,1.5936
2017-06-08,-0.915
2017-06-09,-0.6266
2017-06-12,-0.1328
2017-06-13,1.0302
2017-06-14,-1.0526
2017-06-15,-5.984
2017-06-16,-0.5658
2017-06-19,2.6671
2017-06-20,2.4593
2017-06-21,6.9642
2017-06-22,-0.5689
2017-06-23,-0.6993
2017-06-26,2.1447
2017-06-27,-4.2306
2017-06-28,2.5850999999999997
2017-06-29,0.6061
2017-06-30,-4.5339
2017-07-03,1.4945
2017-07-05,3.8285
2017-07-06,-7.6269
2017-07-07,-0.853
2017-07-10,-0.6882
2017-07-11,2.0444
2017-07-12,-0.3056
2017-07-13,1.1921
2017-07-14,-1.4473
2017-07-17,1.5027
2017-07-18,-3.2638
2017-07-19,1.6
2017-07-20,-0.6847
2017-07-21,2.8956
2017-07-24,3.8861
2017-07-25,-2.5476
2017-07-26,1.6876
2017-07-27,-7.1266
2017-07-28,1.0512
2017-07-31,-2.4272
2017-08-01,-3.6247
2017-08-02,-0.1844
2017-08-03,0.9605
2017-08-04,7.6838999999999995
2017-08-07,1.5291000000000001
2017-08-08,-2.2758
2017-08-09,-2.363
2017-08-10,-6.6293
2017-08-11,4.5455
2017-08-14,0.0
2017-08-15,-0.2515
2017-08-16,2.7016999999999998
2017-08-17,-0.0351
2017-08-18,-1.5439
2017-08-21,-0.1782
2017-08-22,7.4259
2017-08-23,-1.5952
2017-08-24,4.2215
2017-08-25,-0.6157
2017-08-28,7.76
2017-08-29,-3.3283
2017-08-30,-0.0313
2017-08-31,6.1991
2017-09-01,1.2382
2017-09-05,-3.9604
2017-09-06,-2.8199
2017-09-07,5.2106
2017-09-08,0.3262
2017-09-11,8.0402
2017-09-12,-2.5445
2017-09-13,-0.4773
2017-09-14,-0.9027
2017-09-15,1.9357
2017-09-18,2.5691
2017-09-19,-3.8116
2017-09-20,1.1605
2017-09-21,-1.399
2017-09-22,0.2838
2017-09-25,1.3865
2017-09-26,0.0837
2017-09-27,3.7368
2017-09-28,4.9193999999999996
2017-09-29,4.8168
2017-10-02,-1.5154999999999998
2017-10-03,-5.2122
2017-10-04,-1.5711
2017-10-05,-0.5853
2017-10-06,3.9336
2017-10-09,-2.1112
2017-10-10,2.9195
2017-10-11,4.7023
2017-10-12,6.2241
2017-10-13,-0.1838
2017-10-16,7.5967
2017-10-17,-0.2353
2017-10-18,-1.2867
2017-10-19,0.4997
2017-10-20,1.1673
2017-10-23,-1.9017
2017-10-24,-2.3306
2017-10-25,-3.033
2017-10-26,0.805
2017-10-27,4.8141
2017-10-30,0.7619
2017-10-31,-3.0892
2017-11-01,-3.4329
2017-11-02,0.4617
2017-11-03,3.5156
2017-11-06,-2.8635
2017-11-07,-40.9049
2017-11-08,17.7108
2017-11-09,-8.7714
2017-11-10,3.8171
2017-11-13,-9.9549
2017-11-14,-1.9260000000000002
2017-11-15,0.0
2017-11-16,1.1783
2017-11-17,-0.7764
2017-11-20,2.9734
2017-11-21,2.5456
2017-11-22,-0.0741
2017-11-24,0.1483
2017-11-27,-1.8141
2017-11-28,1.0935
2017-11-29,-4.6997
2017-11-30,3.1311
2017-12-01,-3.3017
2017-12-04,-2.1586
2017-12-05,-1.444
2017-12-06,-3.7851
2017-12-07,-2.1151
2017-12-08,-1.21
2017-12-11,3.2808
2017-12-12,-6.3532
2017-12-13,-0.588
2017-12-14,-4.9591
2017-12-15,-4.0211
2017-12-18,3.5661
2017-12-19,0.9391
2017-12-20,3.626
2017-12-21,3.5911999999999997
2017-12-22,-1.0222
2017-12-26,2.6942
2017-12-27,0.4373
2017-12-28,-2.0026
2017-12-29,-2.6211
2018-01-02,2.6004
2018-01-03,-2.49
2018-01-04,0.0
2018-01-05,-0.4104
2018-01-08,-0.8242
2018-01-09,1.385
2018-01-10,0.7741
2018-01-11,-1.6719
2018-01-12,-2.6195
2018-01-16,-3.0675
2018-01-17,5.7449
2018-01-18,0.4604
2018-01-19,0.6416
2018-01-22,1.5027
2018-01-23,0.6281
2018-01-24,-10.2095
2018-01-25,6.8024000000000004
2018-01-26,2.8824
2018-01-29,-0.3163
2018-01-30,-5.3037
2018-01-31,-4.2604
2018-02-01,-1.35
2018-02-02,-3.4465
2018-02-05,-3.3071
2018-02-06,4.4517
