ticker,REHB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-17,-2.1739
2010-06-18,20.0
2010-06-21,11.1111
2010-06-22,3.3333
2010-06-23,-10.4839
2010-06-24,8.1081
2010-06-25,15.0
2010-06-28,1.4493
2010-06-30,-21.4286
2010-07-01,9.0909
2010-07-02,16.6667
2010-07-06,-7.1429
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,7.6923
2010-07-13,1.4285999999999999
2010-07-30,-1.4085
2010-08-02,0.7143
2010-08-04,-2.1277
2010-08-09,-5.7971
2010-08-10,-7.6923
2010-08-16,0.0
2010-08-20,0.0
2010-08-23,-8.3333
2010-08-26,0.0
2010-08-27,0.0
2010-09-09,9.0909
2010-09-20,3.3333
2010-10-05,0.0
2010-10-06,14.5161
2010-10-07,0.0
2010-10-08,1.4085
2010-10-11,0.0
2010-10-12,2.7778
2010-10-13,1.3514
2010-10-14,1.3333
2010-10-15,2.6316
2010-10-18,0.0
2010-10-19,2.5641
2010-10-20,2.5
2010-10-21,0.0
2010-10-22,1.2195
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,-1.2048
2010-10-28,0.0
2010-10-29,-2.439
2010-11-01,-13.75
2010-11-02,-1.4493
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,17.647100000000002
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,-5.0
2010-11-15,-1.3158
2010-11-16,4.0
2010-11-17,2.5481
2010-11-18,-2.4848
2010-11-19,-10.2564
2010-11-22,8.5714
2010-11-23,0.0
2010-11-24,-2.6316
2010-11-26,-9.4595
2010-11-29,-2.9851
2010-11-30,12.3077
2010-12-01,-6.8493
2010-12-02,0.0
2010-12-03,-4.4118
2010-12-06,-7.6923
2010-12-07,-6.6667
2010-12-08,-10.7143
2010-12-09,14.0
2010-12-10,-33.3333
2010-12-13,39.4737
2010-12-14,-24.5283
2010-12-15,0.0
2010-12-16,-10.0
2010-12-17,5.5556
2010-12-20,-7.8947
2010-12-21,0.0
2010-12-22,-45.7143
2010-12-23,-15.7895
2010-12-27,18.75
2010-12-28,0.0
2010-12-29,-5.2632
2010-12-30,5.5556
2010-12-31,0.0
2011-01-03,-5.2632
2011-01-04,0.0
2011-01-05,5.5556
2011-01-06,-5.2632
2011-01-07,0.0
2011-01-10,-4.4444
2011-01-11,-6.9767
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,12.5
2011-01-18,-11.1111
2011-01-19,-6.25
2011-01-20,23.3333
