ticker,GWRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-28,0.0
2016-04-29,2.4
2016-05-02,-0.4688
2016-05-03,0.314
2016-05-04,1.5649
2016-05-05,7.8582
2016-05-06,0.5714
2016-05-09,2.2727
2016-05-10,-1.3889
2016-05-11,-0.7042
2016-05-12,0.9929
2016-05-13,0.0
2016-05-16,3.5211
2016-05-17,-1.0884
2016-05-18,3.1637
2016-05-19,-4.2667
2016-05-20,4.4568
2016-05-23,-0.8
2016-05-24,0.2688
2016-05-25,-2.2788
2016-05-26,2.1948
2016-05-27,-2.5503
2016-05-31,1.2397
2016-06-01,-3.6734999999999998
2016-06-02,0.9887
2016-06-03,3.4965
2016-06-06,-3.3784
2016-06-07,-0.1399
2016-06-08,4.3417
2016-06-09,-4.0268
2016-06-10,1.958
2016-06-13,4.5267
2016-06-14,-1.3123
2016-06-15,0.0
2016-06-16,-2.9333
2016-06-17,-0.6868
2016-06-20,4.5643
2016-06-21,0.7937
2016-06-22,3.4121
2016-06-23,1.0152
2016-06-24,1.2563
2016-06-27,-0.8685
2016-06-28,2.1277
2016-06-29,3.1863
2016-06-30,4.5131
2016-07-01,0.6818
2016-07-05,1.3544
2016-07-06,-0.1114
2016-07-07,-1.1148
2016-07-08,0.451
2016-07-11,-0.5612
2016-07-12,0.5643
2016-07-13,1.2570000000000001
2016-07-14,0.8889
2016-07-15,-0.8811
2016-07-18,0.6667
2016-07-19,-0.9934
2016-07-20,-0.8919
2016-07-21,-0.8999
2016-07-22,-2.0431
2016-07-25,0.8111
2016-07-26,-3.2184
2016-07-27,1.0689
2016-07-28,-0.9401
2016-07-29,0.3559
2016-08-01,0.0
2016-08-02,-1.3002
2016-08-03,-2.1557
2016-08-04,-8.4455
2016-08-05,2.5401
2016-08-08,1.043
2016-08-09,2.4516
2016-08-10,-0.3778
2016-08-11,2.2756
2016-08-12,3.0902
2016-08-15,-3.9329
2016-08-16,0.0
2016-08-17,3.0038
2016-08-18,0.3645
2016-08-19,-0.6053
2016-08-22,0.1218
2016-08-23,1.3382
2016-08-24,-2.7611
2016-08-25,-1.2346
2016-08-26,-1.5
2016-08-29,0.1269
2016-08-30,1.1407
2016-08-31,0.0
2016-09-01,0.2506
2016-09-02,-0.375
2016-09-06,-0.2509
2016-09-07,-0.3774
2016-09-08,-0.5051
2016-09-09,-2.4112
2016-09-12,1.5605
2016-09-13,-1.7926
2016-09-14,2.6336
2016-09-15,1.2739
2016-09-16,0.3774
2016-09-19,0.3759
