ticker,ESCA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-2.8846
2000-01-07,-2.9703
2000-01-11,-18.3673
2000-01-12,15.0
2000-01-13,1.087
2000-01-18,-5.3763
2000-01-20,0.0
2000-01-21,-1.1364
2000-01-24,-1.1494
2000-01-25,11.6279
2000-01-26,-4.1667
2000-01-27,-4.3478
2000-01-28,0.0
2000-01-31,1.1364
2000-02-01,-1.1236
2000-02-02,1.7045
2000-02-03,2.7933
2000-02-04,2.1739
2000-02-09,4.2553
2000-02-11,5.102
2000-02-15,29.1262
2000-02-17,-12.782
2000-02-22,-2.5862
2000-02-23,-0.885
2000-02-24,17.8571
2000-02-25,3.0303
2000-02-28,0.3676
2000-02-29,2.5641
2000-03-02,0.0
2000-03-03,-2.1429
2000-03-06,0.0
2000-03-07,-2.1898
2000-03-08,2.9851
2000-03-09,-1.8115999999999999
2000-03-10,1.107
2000-03-15,0.0
2000-03-16,1.0949
2000-03-17,-0.722
2000-03-20,0.7273
2000-03-21,0.0
2000-03-22,1.083
2000-03-23,-0.3571
2000-03-24,-5.3763
2000-03-29,1.5152
2000-03-31,-2.2388
2000-04-03,-3.8167999999999997
2000-04-04,9.9206
2000-04-07,1.8051
2000-04-10,0.0
2000-04-11,0.7092
2000-04-13,-9.507
2000-04-17,12.0623
2000-04-18,1.3889
2000-04-19,-4.1096
2000-04-24,2.1429
2000-04-26,0.6993
2000-05-01,-2.7778
2000-05-02,0.0
2000-05-03,2.8571
2000-05-08,-0.3472
2000-05-09,0.0
2000-05-10,0.0
2000-05-12,0.3484
2000-05-15,-0.6944
2000-05-16,0.3497
2000-05-17,0.3484
2000-05-22,-0.3472
2000-05-23,0.3484
2000-05-26,0.0
2000-05-31,0.0
2000-06-07,0.0
2000-06-08,0.0
2000-06-14,0.0
2000-06-15,0.0
2000-06-26,-2.7778
2000-06-30,-2.1429
2000-07-19,0.0
2000-07-24,4.3796
2000-07-25,-2.0979
2000-07-27,-2.1429
2000-07-28,5.4745
2000-07-31,0.346
2000-08-01,6.2069
2000-08-04,1.2987
2000-08-07,4.1667
2000-08-08,-0.9231
2000-08-09,-1.8634
2000-08-11,-5.6962
2000-08-15,0.6711
2000-08-22,3.3333
2000-08-23,0.6452
2000-08-25,-2.2436
2000-08-28,-0.3279
2000-08-29,0.0
2000-08-31,0.0
2000-09-01,0.6579
2000-09-05,-0.3268
2000-09-06,-0.3279
2000-09-07,0.3289
2000-09-08,-0.3279
2000-09-13,0.0
