ticker,AWRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-07-08,-27.7778
2005-07-12,-23.0769
2005-07-13,10.0
2005-07-15,-27.2727
2005-07-22,25.0
2005-07-26,-50.0
2005-07-27,-78.0
2005-08-08,81.8182
2005-08-19,50.0
2005-08-22,-33.3333
2005-08-24,0.0
2005-08-25,75.0
2005-08-26,-28.5714
2005-08-30,0.0
2005-09-01,-16.0
2005-09-07,233.3333
2005-09-12,-42.8571
2005-09-19,25.0
2005-09-22,0.0
2005-09-23,-10.0
2005-09-27,11.1111
2005-09-28,-20.0
2005-09-30,-37.5
2005-10-04,60.0
2005-10-05,25.0
2005-10-06,-20.0
2005-10-07,-12.5
2005-10-10,14.2857
2005-10-11,-25.0
2005-10-13,-33.3333
2005-10-18,-50.0
2005-10-19,200.0
2005-10-20,-16.6667
2005-10-21,-20.0
2005-10-24,-50.0
2005-10-25,0.0
2005-10-28,20.0
2005-11-01,-16.6667
2005-11-03,40.0
2005-11-04,0.0
2005-11-07,-35.7143
2005-11-15,111.1111
2005-11-18,-56.9079
2005-11-21,-38.9313
2005-11-23,20.0
2005-11-29,-16.6667
2005-11-30,0.0
2005-12-05,-40.0
2005-12-08,133.3333
2005-12-15,14.2857
2005-12-19,-50.0
2005-12-22,-75.0
2005-12-27,300.0
2005-12-28,0.0
2005-12-29,0.0
2005-12-30,0.0
2006-01-23,-70.3125
2006-01-27,642.1053
2006-01-31,-27.6596
2006-02-02,-5.8824
2006-02-03,-16.6667
2006-02-06,-20.0
2006-02-08,-25.0
2006-02-10,0.0
2006-02-14,233.3333
2006-02-16,-20.0
2006-02-24,-12.5
2006-02-27,-14.2857
2006-03-06,116.6667
2006-03-07,-46.1538
2006-03-08,114.2857
2006-03-09,13.3333
2006-03-10,-11.7647
2006-03-13,6.6667
2006-03-14,0.0
2006-03-15,-18.75
2006-03-16,134.6154
2006-03-17,47.541
2006-03-20,-26.6667
2006-03-21,-18.1818
2006-03-22,-14.8148
2006-03-23,8.6957
2006-03-24,-8.0
2006-03-27,-13.0435
2006-03-28,-5.0
2006-03-29,-21.0526
2006-03-30,20.0
2006-03-31,-11.1111
2006-04-03,0.0
2006-04-04,12.5
2006-04-05,0.0
2006-04-06,-33.3333
2006-04-07,33.3333
2006-04-10,-6.25
2006-04-11,-20.0
2006-04-12,25.0
2006-04-13,-13.3333
2006-04-17,-7.6923
2006-04-18,-8.3333
2006-04-19,-18.1818
2006-04-20,33.3333
2006-04-21,-25.0
2006-04-24,22.2222
