ticker,OMI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.4965
2000-01-04,-1.4493
2000-01-05,0.7353
2000-01-06,6.5693
2000-01-07,8.2192
2000-01-10,1.2658
2000-01-11,3.75
2000-01-12,-2.4096
2000-01-13,0.0
2000-01-14,1.8519
2000-01-18,-4.2424
2000-01-19,-5.0633
2000-01-20,-2.0
2000-01-21,-3.4013999999999998
2000-01-24,8.4507
2000-01-25,2.5974
2000-01-26,-6.3291
2000-01-27,-5.4054
2000-01-28,2.8571
2000-01-31,0.6944
2000-02-01,2.069
2000-02-02,-10.1351
2000-02-03,17.2932
2000-02-04,-1.9231
2000-02-07,-5.2288
2000-02-08,2.069
2000-02-09,0.0
2000-02-10,-2.7027
2000-02-11,1.3889
2000-02-14,4.7945
2000-02-15,3.9215999999999998
2000-02-16,1.2579
2000-02-17,3.1056
2000-02-18,-1.2048
2000-02-22,3.6585
2000-02-23,0.5882
2000-02-24,-5.2632
2000-02-25,3.7037
2000-02-28,1.1905000000000001
2000-02-29,3.5294
2000-03-01,-2.2727
2000-03-02,-1.7442
2000-03-03,3.5503
2000-03-06,0.0
2000-03-07,-3.4286
2000-03-08,2.9586
2000-03-09,-0.5977
2000-03-10,2.3256
2000-03-13,-4.5455
2000-03-14,0.5952
2000-03-15,0.5917
2000-03-16,3.5294
2000-03-17,-1.1364
2000-03-20,-1.7241
2000-03-21,6.4327
2000-03-22,-1.6484
2000-03-23,1.6760000000000002
2000-03-24,1.0989
2000-03-27,-2.7174
2000-03-28,0.5587
2000-03-29,-1.1111
2000-03-30,-3.3708
2000-03-31,-1.1628
2000-04-03,-1.1764999999999999
2000-04-04,3.5714
2000-04-05,1.1494
2000-04-06,1.7045
2000-04-07,2.7933
2000-04-10,-1.087
2000-04-11,0.5495
2000-04-12,0.5464
2000-04-13,2.1739
2000-04-14,-2.6596
2000-04-17,0.5464
2000-04-18,4.3478
2000-04-19,-2.0833
2000-04-20,2.1277
2000-04-24,-4.1667
2000-04-25,3.8043
2000-04-26,0.5236
2000-04-27,-0.5208
2000-04-28,0.5236
2000-05-01,-0.5208
2000-05-02,-1.0471
2000-05-03,0.0
2000-05-04,1.0582
2000-05-05,-1.5707
2000-05-08,-1.0638
2000-05-09,-1.0753
2000-05-10,-0.5435
2000-05-11,1.6393
2000-05-12,3.2258
2000-05-15,-1.5625
2000-05-16,-2.1164
2000-05-17,-1.0811
2000-05-18,1.0929
2000-05-19,-1.6216
2000-05-22,1.0989
