ticker,BKUH US Equity
2010-04-14,14.2857
2010-04-16,-12.5
2010-04-19,7.1429
2010-04-20,-30.6667
2010-04-21,0.0
2010-04-23,42.3077
2010-04-26,8.1081
2010-04-27,-20.0
2010-05-11,-21.875
2010-05-12,0.0
2010-05-13,50.0
2010-05-17,-26.6667
2010-05-20,0.0
2010-05-24,0.0
2010-05-28,0.0
2010-06-11,9.0909
2010-07-14,-50.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-26,66.6667
2010-07-29,0.0
2010-08-03,0.0
2010-09-01,20.0
2010-09-27,-81.6667
2010-09-29,4.5455
2010-10-26,73.913
2010-10-27,0.0
2010-11-12,0.0
2010-11-16,50.0
2010-11-17,-33.3333
2010-11-22,-25.0
2010-11-23,0.0
2010-11-29,0.0
2010-12-01,6.6667
2010-12-15,0.0
2010-12-20,0.0
2010-12-23,0.0
2010-12-30,0.0
2011-01-10,87.5
2011-01-11,66.6667
2011-01-13,-40.0
2011-01-18,-46.6667
2011-01-27,25.0
2011-02-01,0.0
2011-02-03,100.0
2011-02-04,0.0
2011-02-11,25.0
2011-03-21,-68.0
2011-03-22,0.0
2011-03-29,25.0
2011-04-19,12.5
2011-04-26,11.1111
2011-05-04,0.0
2011-05-20,-20.0
2011-06-06,0.0
2011-06-16,0.0
2011-06-30,0.0
2011-07-15,0.0
2011-07-18,-50.0
2011-07-21,-50.0
2011-08-03,0.0
2011-09-16,500.0
2011-11-11,-66.6667
2011-12-21,0.0
2012-01-04,0.0
2012-01-10,0.0
2012-01-13,50.0
2012-02-13,-33.3333
2012-02-28,0.0
2012-03-01,0.0
2012-03-16,0.0
2012-03-19,0.0
2012-03-22,40.0
2012-04-02,-14.2857
2012-04-03,4.1667
2012-04-30,4.0
2012-05-11,-23.0769
2012-05-17,0.0
2012-05-21,0.0
2012-06-14,-50.0
2012-06-15,-80.0
2012-07-11,900.0
2012-09-14,-98.125
2012-09-20,433.3333
2012-12-03,-87.5
2012-12-17,0.0
2012-12-19,0.0
2013-02-20,700.0
2013-02-28,0.0
2013-03-07,0.0
2013-04-15,0.0
2013-05-07,0.0
2013-07-10,0.0
2013-09-26,0.0
2013-11-29,0.0
2013-12-05,0.0
2013-12-06,0.0
2013-12-18,0.0
2013-12-20,0.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-22,0.0
2014-03-03,0.0
2014-04-24,0.0
2014-05-15,0.0
2014-06-03,0.0
2014-07-10,0.0
2014-09-04,0.0
2014-12-12,400.0
2014-12-29,-60.0
2015-06-23,0.0
2015-06-29,0.0
2015-07-29,0.0
2015-08-14,0.0
2015-09-03,6.25
2015-10-22,0.0
2015-11-24,0.0
2016-01-26,2.9412000000000003
2016-02-25,311.4286
2016-02-26,77.7778
2016-03-03,-18.3594
2016-03-04,-15.7895
2016-03-07,0.0
2016-03-09,0.0
2016-03-10,-81.8182
2016-03-14,6.25
2016-03-18,-29.4118
2016-04-27,66.6667
2016-05-11,180.0
2016-05-12,-71.4286
2016-05-19,50.0
2016-06-07,-29.1667
2016-06-20,214.7059
2016-06-22,-68.2243
2016-06-27,102.9412
2016-06-28,0.0
2016-06-29,8.6957
2016-08-17,-36.0
2016-08-19,0.0
2016-08-24,43.75
2016-08-25,-1.4493
2016-10-14,0.0
2016-10-25,-5.8824
2016-10-26,0.0
2017-01-23,-50.0
2017-07-11,10.0
2017-07-27,78.0455
2017-08-25,-36.1756
2017-10-19,-88.0
2017-10-27,100.0
2017-10-31,1483.3333
2017-11-01,26.3158
2017-11-02,733.3333
2017-11-06,0.0
2017-11-07,0.0
2017-11-10,-88.0
2017-11-14,-33.3333
2017-12-08,583.75
2017-12-12,-8.5923
2017-12-15,-86.0
2017-12-28,14.2857
2017-12-29,-61.25
2018-01-04,222.5806
2018-01-08,-30.0
2018-01-11,42.8571
2018-01-31,-30.0
2018-02-05,0.0
2018-02-06,-7.1429
2018-02-07,-7.6923
2018-02-13,25.0
2018-02-14,-33.3333
2018-02-16,45.0
2018-02-20,-31.0345
2018-02-21,25.0
2018-02-22,40.0
2018-02-23,-28.5714
2018-02-26,40.0
2018-02-27,-28.5714
2018-02-28,0.0
2018-03-01,40.0
2018-03-02,-28.5714
2018-03-05,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-20,-12.0
2018-03-21,-9.0909
2018-03-23,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,-5.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-23,0.0105
2018-04-26,-0.0105
2018-04-27,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-07,0.0
2018-05-09,0.0
2018-05-11,0.0
2018-05-16,1.0526
2018-05-17,0.0
2018-05-18,447.9167
2018-05-21,128.1369
2018-05-22,0.0
2018-05-23,-29.1667
2018-05-24,-31.7647
2018-05-25,193.1034
2018-05-29,-73.5882
2018-06-04,-4.8998
2018-06-07,4.918
2018-06-11,11.607099999999999
2018-06-13,0.0
2018-06-14,0.0
2018-06-18,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-25,100.0
2018-06-26,-50.0
2018-06-28,0.0
2018-07-02,140.0
2018-07-03,4.1667
2018-07-10,-52.0
2018-07-11,-16.6667
2018-07-12,0.0
2018-07-13,-25.0
2018-07-16,0.0
2018-07-17,-13.3333
2018-07-18,-23.0769
2018-07-19,-10.0
2018-07-20,-11.1111
2018-07-23,0.0
2018-07-24,25.0
2018-07-31,-20.0
2018-08-07,-5.0
2018-08-15,18.4211
2018-08-21,0.0
2018-08-24,0.0
2018-08-27,33.3333
2018-08-31,0.0
2018-09-04,0.0
2018-09-07,3.3333
2018-09-13,-3.2258
2018-09-18,-16.6667
2018-09-27,2.0
2018-10-01,17.647100000000002
2018-10-03,0.0
2018-10-10,0.0
2018-10-11,16.6667
2018-10-15,0.0
2018-10-16,14.2857
2018-10-17,25.0
2018-10-18,0.0
2018-10-23,20.0
2018-10-24,-16.6667
2018-10-29,20.0
2018-11-01,8.3333
2018-11-06,15.3846
2018-11-14,-26.6667
2018-11-15,9.0909
2018-11-20,0.0
2018-12-12,-33.3333
2019-01-04,0.0
2019-01-09,62.5
2019-01-16,-7.6923
2019-01-18,-49.0
2019-01-24,33.9869
2019-01-25,34.1463
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-06,0.0
2019-02-12,0.0
2019-02-14,-16.3636
2019-02-15,19.5652
2019-02-21,-22.5455
2019-02-26,0.0
2019-02-28,0.0
2019-03-22,19.9531
2019-03-29,-16.8297
2019-04-11,11.5294
2019-04-15,-4.0084
2019-05-14,20.8791
2019-05-15,-9.0909
2019-05-21,0.0
2019-05-22,-10.0
2019-06-10,0.0
2019-06-14,0.0
2019-07-05,33.3333
2019-07-08,-25.0
2019-08-12,11.1111
2019-08-13,-10.0
2019-08-14,-10.8889
2019-09-05,12.2195
2019-10-14,-3.3333
2019-11-18,14.9425
2019-11-26,-20.0
2019-12-02,0.0
2019-12-18,0.0
2019-12-27,-48.75
2019-12-30,125.6098
2019-12-31,13.5135
2020-01-07,-23.8095
2020-01-15,25.0
2020-01-17,4.8
2020-02-10,14.5038
2020-02-27,0.8333
2020-03-18,-0.8264
2020-03-20,-33.3317
2020-04-27,-0.0025
2020-04-30,5.0
2020-05-15,42.8571
2020-05-29,16.6667
2020-06-01,0.7143
2020-06-03,27.6596
2020-06-04,-5.5556
2020-06-05,5.8824
2020-06-09,0.0
2020-06-10,-21.1111
2020-06-15,26.7606
2020-06-22,-2.2222
2020-07-01,-0.2273
2020-07-20,-30.5239
2020-07-29,0.0
