ticker,BKUH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-06-24,0.0
2009-07-06,0.0
2009-07-09,30.7692
2009-07-15,-23.5294
2009-07-30,7.6923
2009-08-07,42.8571
2009-08-12,-22.5
2009-08-13,1.6129
2009-08-14,3.1746
2009-08-19,-1.5385
2009-08-20,9.375
2009-08-21,-14.2857
2009-08-24,0.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,-13.3333
2009-08-28,0.0
2009-08-31,-34.6154
2009-09-01,41.1765
2009-09-02,-37.5
2009-09-03,0.0
2009-09-04,43.3333
2009-09-08,-2.3256
2009-09-09,-19.0476
2009-09-10,35.2941
2009-09-14,26.087
2009-09-15,0.0
2009-09-16,-3.4483
2009-09-17,7.1429
2009-09-18,-10.0
2009-09-21,-14.8148
2009-09-22,-4.3478
2009-09-23,-18.1818
2009-09-24,11.1111
2009-09-25,-10.0
2009-09-28,11.1111
2009-09-29,-10.0
2009-09-30,16.6667
2009-10-01,-4.7619
2009-10-02,5.0
2009-10-05,-4.7619
2009-10-07,0.0
2009-10-08,0.0
2009-10-09,0.0
2009-10-12,-17.5
2009-10-13,-9.0909
2009-10-14,6.6667
2009-10-15,-6.25
2009-10-16,13.3333
2009-10-19,-5.8824
2009-10-20,0.0
2009-10-21,56.25
2009-10-23,-36.0
2009-10-29,-25.0
2009-10-30,-8.3333
2009-11-02,0.0
2009-11-03,9.0909
2009-11-04,0.0
2009-11-05,25.0
2009-11-06,0.0
2009-11-09,66.6667
2009-11-10,-58.0
2009-11-11,0.0
2009-11-16,90.4762
2009-11-17,0.0
2009-11-19,0.0
2009-11-23,-47.5
2009-11-27,0.0
2009-11-30,4.7619
2009-12-01,-18.1818
2009-12-04,33.3333
2009-12-11,-50.0
2009-12-14,-16.6667
2009-12-15,20.0
2009-12-18,8.3333
2009-12-21,7.6923
2009-12-29,14.2857
2009-12-30,12.5
2010-01-04,0.0
2010-01-05,0.0
2010-01-07,0.0
2010-01-08,66.6667
2010-01-12,-40.0
2010-01-19,0.0
2010-01-25,0.0
2010-02-01,0.0
2010-02-02,-11.1111
2010-02-10,12.5
2010-02-11,0.0
2010-02-12,-33.3333
2010-02-16,0.0
2010-02-17,0.0
2010-02-22,0.0
2010-03-02,0.0
2010-03-05,16.6667
2010-03-10,-14.2857
2010-03-12,33.3333
2010-03-18,0.0
2010-03-23,-25.0
2010-03-24,0.0
2010-03-29,0.0
2010-04-01,0.0
2010-04-08,16.6667
2010-04-12,0.0
2010-04-13,0.0
