ticker,OXSQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-11-21,0.0
2003-11-24,4.4
2003-11-25,-1.9796
2003-11-26,-0.9121
2003-11-28,-0.0657
2003-12-01,1.6513
2003-12-02,-0.2006
2003-12-03,-0.3243
2003-12-04,0.1952
2003-12-05,-0.4545
2003-12-08,-1.1742
2003-12-09,-0.7261
2003-12-10,-0.8644
2003-12-11,0.0
2003-12-12,0.4024
2003-12-15,0.0668
2003-12-16,-0.0668
2003-12-17,0.1336
2003-12-18,-0.6004
2003-12-19,-0.1342
2003-12-22,0.9409
2003-12-23,-0.0666
2003-12-24,0.5996
2003-12-26,-0.3311
2003-12-29,2.2591
2003-12-30,-2.5341
2003-12-31,3.6667
2004-01-02,-3.6013
2004-01-05,-0.6671
2004-01-06,2.2163
2004-01-07,0.8541
2004-01-08,0.0
2004-01-09,0.0065
2004-01-12,3.902
2004-01-13,-0.3135
2004-01-14,0.9434
2004-01-15,0.9346
2004-01-16,3.3951000000000002
2004-01-20,-1.4925
2004-01-21,-0.3091
2004-01-22,-1.2098
2004-01-23,-1.5385
2004-01-26,-1.9313
2004-01-27,2.1605
2004-01-28,-1.9339
2004-01-29,2.2901
2004-01-30,0.5597
2004-02-02,-2.6036
2004-02-03,-1.2001
2004-02-04,-1.0283
2004-02-05,-0.3961
2004-02-06,-0.2543
2004-02-09,-1.1764999999999999
2004-02-10,0.2646
2004-02-11,-1.5171999999999999
2004-02-12,0.134
2004-02-13,0.3344
2004-02-17,-1.2
2004-02-18,1.417
2004-02-19,0.0
2004-02-20,1.1311
2004-02-23,0.0658
2004-02-24,-1.3149
2004-02-25,1.2658
2004-02-26,0.5921
2004-02-27,-1.5697
2004-03-01,-0.3322
2004-03-02,0.7333
2004-03-03,-0.8604
2004-03-04,0.0
2004-03-05,-0.4673
2004-03-08,0.6036
2004-03-09,-0.6
2004-03-10,-2.0121
2004-03-11,0.2738
2004-03-12,2.8179
2004-03-15,-0.9358
2004-03-16,-1.1471
2004-03-17,-0.6826
2004-03-18,-3.3677
2004-03-19,0.4979
2004-03-22,-0.2123
2004-03-23,-1.7021
2004-03-24,1.0101
2004-03-25,0.3571
2004-03-26,0.9964
2004-03-29,1.339
2004-03-30,1.1822
2004-03-31,0.2749
2004-04-01,2.9472
2004-04-02,-0.0666
2004-04-05,-0.9993
2004-04-06,-0.4038
2004-04-07,1.1486
2004-04-08,0.1336
2004-04-12,0.0667
2004-04-13,-3.4733
2004-04-14,-0.6837
2004-04-15,0.2086
