ticker,HMI US Equity
2018-06-29,8.4802
2018-07-02,-6.0914
2018-07-03,-2.0541
2018-07-05,1.2141
2018-07-06,-0.3272
2018-07-09,2.5164
2018-07-10,5.9765
2018-07-11,-5.0352
2018-07-12,2.2269
2018-07-13,-1.0373
2018-07-16,-4.2977
2018-07-17,3.0668
2018-07-18,0.4251
2018-07-19,-2.0106
2018-07-20,-0.324
2018-07-23,-0.1083
2018-07-24,4.013
2018-07-25,2.6069
2018-07-26,-0.6098
2018-07-27,-2.5562
2018-07-30,4.3022
2018-07-31,-5.9356
2018-08-01,-0.107
2018-08-02,-0.8565
2018-08-03,-0.324
2018-08-06,0.0
2018-08-07,19.7183
2018-08-08,-9.9548
2018-08-09,6.9347
2018-08-10,-0.8459
2018-08-13,-3.2227
2018-08-14,4.7992
2018-08-15,-5.8879
2018-08-16,5.5611
2018-08-17,-2.54
2018-08-20,8.1081
2018-08-21,0.8929
2018-08-22,-0.885
2018-08-23,-1.25
2018-08-24,-1.8987
2018-08-27,3.5945
2018-08-28,-1.0676
2018-08-29,0.7194
2018-08-30,-1.7856999999999998
2018-08-31,-0.1818
2018-09-04,-4.1894
2018-09-05,-4.5626999999999995
2018-09-06,-2.7888
2018-09-07,-0.6148
2018-09-10,-2.7835
2018-09-11,-0.5302
2018-09-12,0.6397
2018-09-13,3.7076000000000002
2018-09-14,1.1236
2018-09-17,1.0101
2018-09-18,0.0
2018-09-19,4.0
2018-09-20,4.6154
2018-09-21,-1.9301
2018-09-24,0.2812
2018-09-25,0.4673
2018-09-26,-2.4186
2018-09-27,1.9066
2018-09-28,0.0935
2018-10-01,-3.6449
2018-10-02,2.5218
2018-10-03,1.0407
2018-10-04,0.2809
2018-10-05,-0.4669
2018-10-08,-2.439
2018-10-09,-5.7692
2018-10-10,-6.8367
2018-10-11,-0.8762
2018-10-12,4.4199
2018-10-15,-0.2116
2018-10-16,0.3181
2018-10-17,1.3742
2018-10-18,-5.0052
2018-10-19,1.6465
2018-10-22,2.6997999999999998
2018-10-23,3.0494
2018-10-24,-3.0612
2018-10-25,-0.1053
2018-10-26,0.7376
2018-10-29,-0.6276
2018-10-30,-0.2105
2018-10-31,-1.4768
2018-11-01,7.0664
2018-11-02,-0.6
2018-11-05,-2.0121
2018-11-06,0.308
2018-11-07,0.2047
2018-11-08,-2.2472
2018-11-09,0.0
2018-11-12,-1.4628999999999999
2018-11-13,-0.2121
2018-11-14,0.1063
2018-11-15,0.0
2018-11-16,0.8493
2018-11-19,-1.4737
2018-11-20,-0.4274
2018-11-21,3.1116
2018-11-23,2.7055
2018-11-26,-3.3435
2018-11-27,-3.5639
2018-11-28,3.1522
2018-11-29,0.9484
2018-11-30,10.8559
2018-12-03,3.1073
2018-12-04,-4.5662
2018-12-06,-0.6699
2018-12-07,2.0231
2018-12-10,-0.0944
2018-12-11,-0.2836
2018-12-12,0.7583
2018-12-13,-0.3763
2018-12-14,-5.0047
2018-12-17,-1.9881
2018-12-18,2.9412000000000003
2018-12-19,-2.4631
2018-12-20,0.404
2018-12-21,-3.9234999999999998
2018-12-24,0.5236
2018-12-26,0.9375
2018-12-27,0.6192
2018-12-28,0.4103
2018-12-31,0.4086
2019-01-02,1.4242
2019-01-03,-1.2036
2019-01-04,3.3503
2019-01-07,3.0452
2019-01-08,-4.1945
2019-01-09,2.3881
2019-01-10,0.0972
2019-01-11,-1.068
2019-01-14,-2.0608
2019-01-15,-0.3006
2019-01-16,1.5074999999999998
2019-01-17,-0.495
2019-01-18,2.1891
2019-01-22,2.2395
2019-01-23,3.0476
2019-01-24,-4.159
2019-01-25,3.6644
2019-01-28,2.3256
2019-01-29,4.5455
2019-01-30,4.3478
2019-01-31,-0.8333
2019-02-01,0.5882
2019-02-04,8.1036
2019-02-05,-0.9274
2019-02-06,1.7941
2019-02-07,0.0766
2019-02-08,0.1531
2019-02-11,0.9939
2019-02-12,2.5738
2019-02-13,0.4428
2019-02-14,0.3674
2019-02-15,7.8331
2019-02-19,10.2512
2019-02-20,2.2782999999999998
2019-02-21,-0.6623
2019-02-22,2.0606
2019-02-25,8.7292
2019-02-26,2.8946
2019-02-27,-1.4862
2019-02-28,0.5927
2019-03-01,2.0889
2019-03-04,-6.873
2019-03-05,1.7465000000000002
2019-03-06,-2.99
2019-03-07,-12.5
2019-03-08,-1.8265
2019-03-11,1.3289
2019-03-12,3.6066000000000003
2019-03-13,6.0127
2019-03-14,-13.0746
2019-03-15,5.9066
2019-03-18,-6.3554
2019-03-19,-0.1385
2019-03-20,-6.38
2019-03-21,2.963
2019-03-22,-2.446
2019-03-25,-3.4661
2019-03-26,2.3682
2019-03-27,-3.2836
2019-03-28,1.7747000000000002
2019-03-29,-0.7582
2019-04-01,4.8892
2019-04-02,-2.9133
2019-04-03,4.2761
2019-04-04,0.3597
2019-04-05,0.8602
2019-04-08,-0.1421
2019-04-09,-1.21
2019-04-10,4.1787
2019-04-11,-1.5213999999999999
2019-04-12,-3.7218999999999998
2019-04-15,-8.2422
2019-04-16,0.6359
2019-04-17,-0.4739
2019-04-18,-0.5556
2019-04-22,0.5587
2019-04-23,-1.746
2019-04-24,-10.8239
2019-04-25,-11.1413
2019-04-26,0.7136
2019-04-29,2.4291
2019-04-30,-0.5929
2019-05-01,-3.3797
2019-05-02,-0.7202
2019-05-03,2.1762
2019-05-06,-2.0284
2019-05-07,4.9689
2019-05-08,6.4103
2019-05-09,-6.6728
2019-05-10,2.6812
2019-05-13,-5.8994
2019-05-14,0.3083
2019-05-15,0.5123
2019-05-16,0.3058
2019-05-17,-0.9146
2019-05-20,-2.7692
2019-05-21,-0.8439
2019-05-22,-2.4468
2019-05-23,-11.0142
2019-05-24,3.5539
2019-05-28,-2.7218999999999998
2019-05-29,-4.1363
2019-05-30,-1.7766
2019-05-31,-5.2972
2019-06-03,8.4584
2019-06-04,0.2516
2019-06-05,-0.5019
2019-06-06,4.1614
2019-06-07,4.9637
2019-06-10,5.421
2019-06-11,8.9716
2019-06-12,-1.7067999999999999
2019-06-13,-0.9193
2019-06-14,-5.2577
2019-06-17,0.4353
2019-06-18,7.8007
2019-06-19,-1.8090000000000002
2019-06-20,2.9683
2019-06-21,-0.497
2019-06-24,-1.0989
2019-06-25,-1.8182
2019-06-26,-0.7202
2019-06-27,1.2435
2019-06-28,2.3541
2019-07-01,2.7
2019-07-02,-3.7975
2019-07-03,0.4049
2019-07-05,1.1089
2019-07-08,1.994
2019-07-09,0.4888
2019-07-10,0.2918
2019-07-11,-1.4549
2019-07-12,3.4449
2019-07-15,3.8059
2019-07-16,-4.8579
2019-07-17,1.0597
2019-07-18,-2.0019
2019-07-19,1.5564
2019-07-22,-0.9579
2019-07-23,2.2244
2019-07-24,-3.122
2019-07-25,-2.0508
2019-07-26,0.1994
2019-07-29,0.8955
2019-07-30,1.6764999999999999
2019-07-31,14.355
2019-08-01,1.4419
2019-08-02,0.1672
2019-08-05,-3.8397
2019-08-06,-3.8194
2019-08-07,-6.1372
2019-08-08,3.8462
2019-08-09,-3.3333
2019-08-12,-0.3831
2019-08-13,5.0
2019-08-14,-1.8315000000000001
2019-08-15,-1.0261
2019-08-16,6.2205
2019-08-19,-6.5661000000000005
2019-08-20,5.4131
2019-08-21,-1.4414
2019-08-22,-6.1243
2019-08-23,-5.6475
2019-08-26,0.516
2019-08-27,-1.4374
2019-08-28,1.25
2019-08-29,4.1152
2019-08-30,-2.0751
2019-09-03,-0.2018
2019-09-04,-2.73
2019-09-05,4.4699
2019-09-06,6.1692
2019-09-09,3.1865
2019-09-10,4.5413
2019-09-11,-4.0834
2019-09-12,-2.2645
2019-09-13,1.4828999999999999
2019-09-16,-1.2785
2019-09-17,-0.555
2019-09-18,-1.1163
2019-09-19,2.2578
2019-09-20,-2.8519
2019-09-23,-1.7992
2019-09-24,-1.35
2019-09-25,1.173
2019-09-26,-0.8696
2019-09-27,-1.6569
2019-09-30,-0.892
2019-10-01,-1.4
2019-10-02,-1.1156
2019-10-03,0.5128
2019-10-04,-1.6327
2019-10-07,-1.4523
2019-10-08,-6.9474
2019-10-09,1.5836999999999999
2019-10-10,-3.0067
2019-10-11,1.4925
2019-10-14,4.4118
2019-10-15,-0.6501
2019-10-16,-0.1091
2019-10-17,-0.5459
2019-10-18,-2.0856
2019-10-21,0.7848
2019-10-22,0.1112
2019-10-23,1.8889
2019-10-24,-1.9628999999999999
2019-10-25,1.6684999999999999
2019-10-28,7.6586
2019-10-29,-9.0447
2019-10-30,2.3464
2019-10-31,-1.31
2019-11-01,2.6549
2019-11-04,0.8621
2019-11-05,-0.3205
2019-11-06,2.8939
2019-11-07,3.0208
2019-11-08,0.6067
2019-11-11,5.0251
2019-11-12,-1.4354
2019-11-13,6.5049
2019-11-14,2.3701
2019-11-15,5.9662
2019-11-18,-3.6975
2019-11-19,-10.9075
2019-11-20,1.9588999999999999
2019-11-21,0.1921
2019-11-22,-3.4516
2019-11-25,4.0715
2019-11-26,-2.2901
2019-11-27,4.1016
2019-11-29,5.7223
2019-12-02,-3.1056
2019-12-03,-0.4579
2019-12-04,4.4158
2019-12-05,0.2643
2019-12-06,1.8453
2019-12-09,4.5729
2019-12-10,-1.6502
2019-12-11,-7.2987
2019-12-12,4.1629
2019-12-13,7.298
2019-12-16,8.1781
2019-12-17,-2.8443
2019-12-18,0.1541
2019-12-19,-2.0
2019-12-20,-1.8053
2019-12-23,-5.1958
2019-12-24,1.6019999999999999
2019-12-26,0.4149
2019-12-27,-0.9917
2019-12-30,-0.3339
2019-12-31,0.67
2020-01-02,-2.2463
2020-01-03,-1.2766
2020-01-06,-3.8792999999999997
2020-01-07,3.7668
2020-01-08,6.1366
2020-01-09,4.5603
2020-01-10,-4.0498
2020-01-13,4.8701
2020-01-14,1.0836
2020-01-15,-1.2251
2020-01-16,4.031
2020-01-17,10.0596
2020-01-21,1.2864
2020-01-22,1.4706000000000001
2020-01-23,5.6653
2020-01-24,0.6858
2020-01-27,-7.4303
2020-01-28,-6.0201
2020-01-29,-0.2847
2020-01-30,-4.9251000000000005
2020-01-31,4.6547
2020-02-03,-2.1521
2020-02-04,0.2933
2020-02-05,-0.5117
2020-02-06,1.3226
2020-02-07,-5.0036
2020-02-10,1.2214
2020-02-11,3.1673999999999998
2020-02-12,9.0643
2020-02-13,-6.2332
2020-02-14,0.2859
2020-02-18,-2.4234
2020-02-19,-0.7305
2020-02-20,4.7829
2020-02-21,-2.5281000000000002
2020-02-24,-5.8357
2020-02-25,-1.6832
2020-02-26,1.7121
2020-02-27,0.153
2020-02-28,8.479800000000001
2020-03-02,-2.3239
2020-03-03,-2.956
2020-03-04,2.526
2020-03-05,-3.0435
2020-03-06,-1.0463
2020-03-09,-1.5106000000000002
2020-03-10,2.7607
2020-03-11,4.4776
2020-03-12,-6.0
2020-03-13,6.383
2020-03-16,-10.9286
2020-03-17,6.0946
2020-03-18,1.1338
2020-03-19,0.9716
2020-03-20,-3.775
2020-03-23,-1.8462
2020-03-24,9.7179
2020-03-25,4.0
2020-03-26,-5.3571
2020-03-27,0.508
2020-03-30,-4.0433
2020-03-31,-1.2792
2020-04-01,-6.5549
2020-04-02,3.5888999999999998
2020-04-03,-2.8346
2020-04-06,1.2156
2020-04-07,0.1601
2020-04-08,0.0
2020-04-09,2.2382
2020-04-13,-4.5348
2020-04-14,6.1425
2020-04-15,-0.2315
2020-04-16,1.1601
2020-04-17,6.422
2020-04-20,-1.0776
2020-04-21,-9.4408
2020-04-22,6.8164
2020-04-23,-2.1021
2020-04-24,-5.2147
2020-04-27,1.8608
2020-04-28,-2.224
2020-04-29,1.1373
2020-04-30,1.3655
2020-05-01,-1.9017
2020-05-04,-3.3118
2020-05-05,2.1721
2020-05-06,6.296
2020-05-07,-1.4615
2020-05-08,5.3864
2020-05-11,-3.2593
2020-05-12,-8.6524
2020-05-13,-8.8013
2020-05-14,-3.125
2020-05-15,-0.759
2020-05-18,-1.7208
2020-05-19,-0.8755
2020-05-20,-1.1776
2020-05-21,4.6673
2020-05-22,-8.9184
2020-05-26,-2.2917
2020-05-27,0.3198
2020-05-28,-3.2944
2020-05-29,3.2967
2020-06-01,-0.2128
2020-06-02,0.2132
2020-06-03,2.3404
2020-06-04,-2.079
2020-06-05,7.0064
2020-06-08,6.1508
2020-06-09,0.9346
2020-06-10,-2.5926
2020-06-11,-0.2852
2020-06-12,-0.286
2020-06-15,2.4857
2020-06-16,-0.1866
2020-06-17,4.486
2020-06-18,-1.4311
2020-06-19,4.0835
2020-06-22,-1.1334
2020-06-23,0.97
2020-06-24,-4.1921
2020-06-25,2.4613
2020-06-26,4.5374
2020-06-29,5.9574
2020-06-30,-0.7229
2020-07-01,8.7379
2020-07-02,10.6399
2020-07-06,9.6839
2020-07-07,-6.0699
2020-07-08,10.0522
2020-07-09,5.9905
2020-07-10,-3.5255
2020-07-13,-3.1323
2020-07-14,-6.6467
2020-07-15,3.9128
2020-07-16,-1.7284000000000002
2020-07-17,-0.7538
2020-07-20,0.5063
2020-07-21,-2.5189
2020-07-22,-8.5917
2020-07-23,-0.424
2020-07-24,-4.7551
2020-07-27,-0.2235
2020-07-28,-2.1658
2020-07-29,3.2061
2020-07-30,0.8876
2020-07-31,-0.4399
