ticker,PAND US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-17,0.5556
2020-07-20,-1.6575
2020-07-21,1.0674
2020-07-22,0.0
2020-07-23,-0.945
2020-07-24,0.1684
2020-07-27,-0.7283
2020-07-28,-0.1129
2020-07-29,-1.4123999999999999
2020-07-30,-1.8911
2020-07-31,-0.5841
