ticker,ZMTP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-10-07,3100.0
2009-10-08,87.5
2009-10-09,-11.6667
2009-10-12,-33.9623
2009-10-13,2.8571
2009-10-14,0.0
2009-10-15,-16.1111
2009-10-16,-20.5298
2009-10-19,4.1667
2009-10-20,4.0
2009-10-21,-20.7692
2009-10-22,-2.9126
2009-10-23,0.0
2009-10-26,-40.0
2009-10-27,-1.6667
2009-10-28,1.6949
2009-10-29,8.3333
2009-10-30,0.0
2009-11-02,-7.6923
2009-11-03,0.0
2009-11-04,58.3333
2009-11-05,-26.3158
2009-11-06,-12.857099999999999
2009-11-09,-1.6393
2009-11-10,-16.6667
2009-11-11,-36.0
2009-11-12,59.375
2009-11-13,-1.9607999999999999
2009-11-16,10.0
2009-11-17,63.6364
2009-11-18,-33.3333
2009-11-19,33.3333
2009-11-20,0.0
2009-11-23,-12.5
2009-11-24,-1.4285999999999999
2009-11-25,-8.6957
2009-11-27,-12.6984
2009-11-30,0.0
2009-12-01,0.0
2009-12-02,0.0
2009-12-03,0.0
2009-12-04,7.2727
2009-12-07,-11.8644
2009-12-08,1.9231
2009-12-09,0.0
2009-12-10,-1.8868
2009-12-11,5.7692
2009-12-14,-12.7273
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,-12.5
2009-12-18,0.0
2009-12-21,14.2857
2009-12-22,-12.5
2009-12-23,0.0
2009-12-28,20.2381
2009-12-29,-18.8119
2009-12-30,2.439
2009-12-31,20.2381
2010-01-04,0.0
2010-01-05,0.0
2010-01-06,0.0
2010-01-07,-18.8119
2010-01-08,0.0
2010-01-11,0.0
2010-01-12,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,34.1463
2010-01-20,-18.1818
2010-01-21,42.2222
2010-01-22,-10.9375
2010-01-25,5.2632
2010-01-27,-8.3333
2010-01-28,9.0909
2010-01-29,5.0
2010-02-01,-14.2857
2010-02-02,14.8148
2010-02-03,-17.7419
2010-02-05,13.7255
2010-02-09,-29.3103
2010-02-10,0.0
2010-02-16,0.0
2010-02-17,39.0244
2010-02-19,-0.8772
2010-02-22,-2.6549
2010-02-23,0.0
2010-02-24,-25.4545
2010-02-25,2.439
2010-02-26,0.0
2010-03-01,2.3810000000000002
2010-03-03,-3.4884
2010-03-05,1.2048
2010-03-09,-16.6667
2010-03-10,0.0
2010-03-11,2.8571
2010-03-12,-2.7778
2010-03-16,0.0
2010-03-17,40.0
2010-03-18,-46.9388
2010-03-19,84.6154
2010-03-22,-25.0
