ticker,ONDS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-10-26,0.0
2018-10-29,11.1111
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,20.0
2018-12-14,0.0
2019-01-10,0.0
2019-01-11,0.0
2019-01-17,0.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-12,0.0
2019-02-14,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-07,0.0
2019-03-12,0.0
2019-03-14,8.3333
2019-03-26,-7.6923
2019-04-05,0.0
2019-05-03,0.0
2019-05-08,0.0
2019-06-06,0.0
2019-07-12,8.3333
2019-08-15,0.0
2019-08-16,-0.9231
2019-09-10,0.9317
2019-09-25,0.0
2019-10-01,0.0
2019-10-24,0.0
2019-11-01,-23.0769
2019-11-12,0.002
2019-11-27,29.9974
2019-12-24,-7.6923
2020-01-03,-33.3333
2020-01-07,0.0
2020-01-09,-7.25
2020-01-28,-5.6604
2020-01-31,28.5686
2020-02-04,10.8914
2020-02-14,-34.8697
2020-03-02,-7.6923
2020-03-10,-33.3333
2020-05-11,-37.495
2020-05-18,63.9869
2020-05-19,7.3171
2020-05-26,27.2727
2020-06-04,-7.5
2020-06-23,13.8996
2020-06-24,-3.7288
2020-06-29,-10.2113
2020-06-30,0.0
2020-07-01,-13.7255
