ticker,NSPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-03,25.0
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.0
2009-11-12,0.0
2009-11-13,0.0
2009-11-19,0.0
2009-11-20,0.0
2009-11-24,0.0
2009-11-30,0.0
2009-12-01,-0.4
2009-12-02,-4.4177
2009-12-03,-13.8655
2009-12-04,7.3171
2009-12-07,-1.3636
2009-12-08,1.3825
2009-12-09,-4.5455
2009-12-10,-3.3333
2009-12-11,0.0
2009-12-14,-1.4778
2009-12-15,0.0
2009-12-16,0.0
2009-12-17,-5.0
2009-12-18,0.0
2009-12-21,0.0
2009-12-22,-5.2632
2009-12-23,0.0
2009-12-24,2.7778
2009-12-29,5.4054
2009-12-31,0.0
2010-01-04,-5.1282
2010-01-05,0.0
2010-01-06,-2.7027
2010-01-07,8.3333
2010-01-08,-2.5641
2010-01-11,0.0
2010-01-12,5.2632
2010-01-13,-0.5
2010-01-14,-2.0101
2010-01-15,2.5641
2010-01-19,2.5
2010-01-20,0.9756
2010-01-21,0.0
2010-01-22,6.2802
2010-01-25,-6.8182
2010-01-26,7.3171
2010-01-27,-6.8182
2010-01-28,2.439
2010-01-29,-2.3810000000000002
2010-02-01,-2.439
2010-02-02,2.5
2010-02-03,2.439
2010-02-04,0.0
2010-02-05,7.1429
2010-02-08,-4.4444
2010-02-09,-6.9767
2010-02-10,1.0
2010-02-11,0.0
2010-02-12,-3.4653
2010-02-16,2.0513
2010-02-17,1.5074999999999998
2010-02-18,0.495
2010-02-19,0.0
2010-02-22,-0.9852
2010-02-23,0.4975
2010-02-24,5.9406
2010-02-25,0.4673
2010-02-26,0.9302
2010-03-01,13.8249
2010-03-02,0.0
2010-03-03,-0.8097
2010-03-04,28.5714
2010-03-05,4.7579
2010-03-08,-5.1479
2010-03-09,-14.0575
2010-03-10,4.461
2010-03-11,3.2028
2010-03-12,-1.3793
2010-03-15,2.7972
2010-03-16,0.0
2010-03-17,-2.0408
2010-03-18,2.0833
2010-03-19,-0.3401
2010-03-22,-4.4369
2010-03-23,3.9286
2010-03-24,-0.3436
2010-03-25,-4.1379
2010-03-26,0.3597
2010-03-29,0.0
2010-03-30,0.0
2010-03-31,-0.7168
2010-04-01,0.0
2010-04-05,0.722
2010-04-06,-2.1505
2010-04-07,-0.3663
2010-04-08,-1.8382
2010-04-09,-4.8689
2010-04-12,0.7874
2010-04-13,0.0
2010-04-14,-2.3438
2010-04-15,-1.6
