ticker,VXEL US Equity
2016-10-04,0.0
2016-10-05,3.7736
2016-10-07,-1.8182
2016-10-10,0.0
2016-10-11,-7.4074
2016-10-12,-16.0
2016-10-13,-14.2857
2016-10-14,-2.7778
2016-10-17,-20.0
2016-10-18,42.8571
2016-10-19,-5.0
2016-10-20,-34.2105
2016-10-21,0.0
2016-10-24,-9.25
2016-10-25,-3.0303
2016-10-26,-9.0909
2016-10-27,0.0
2016-10-28,-10.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,-5.5556
2016-11-03,-11.7647
2016-11-04,-13.3333
2016-11-07,0.0
2016-11-08,15.3846
2016-11-09,6.6667
2016-11-10,-6.25
2016-11-11,-6.6667
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,-7.1429
2016-11-17,-7.6923
2016-11-18,8.3333
2016-11-21,-7.6923
2016-11-22,66.6667
2016-11-23,-35.0
2016-11-25,-7.6923
2016-11-28,0.0
2016-11-29,8.3333
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,7.6923
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-28,0.0
2017-01-03,-0.8929
2017-01-04,-20.7207
2017-01-05,154.5455
2017-01-06,0.0
2017-01-09,-10.7143
2017-01-10,0.0
2017-01-11,0.0
2017-01-13,-24.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,-28.947400000000002
2017-01-23,-3.7037
2017-01-24,0.0
2017-01-25,-7.6923
2017-01-26,0.0
2017-01-27,0.0
2017-01-30,-1.0417
2017-01-31,1.0526
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,7.2917
2017-02-06,0.9709
2017-02-07,-7.6923
2017-02-08,-1.0417
2017-02-09,-7.3684
2017-02-10,0.0
2017-02-13,7.9545
2017-02-14,0.0
2017-02-15,3.1579
2017-02-16,0.5102
2017-02-17,-6.599
2017-02-21,4.3478
2017-02-22,0.0
2017-02-24,-2.6042
2017-02-27,1.0695000000000001
2017-02-28,-1.0582
2017-03-01,9.6257
2017-03-03,1.4634
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,-10.0962
2017-03-09,2.6738
2017-03-10,0.0
2017-03-14,0.0
2017-03-17,-2.6042
2017-03-20,3.7433
2017-03-21,-13.4021
2017-03-22,0.0
2017-03-24,13.0952
2017-03-27,-11.5789
2017-03-28,14.2857
2017-03-30,-8.3333
2017-03-31,7.9545
2017-04-05,1.0526
2017-04-06,-1.5625
2017-04-07,1.5873
2017-04-11,-1.5625
2017-04-17,-2.6455
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-28,-4.3478
2017-05-03,4.5455
2017-05-04,-21.7391
2017-05-05,11.1111
2017-05-08,5.0
2017-05-10,0.0
2017-05-15,-5.3571
2017-05-17,-1.2579
2017-05-19,0.6369
2017-05-22,0.0
2017-05-25,-1.8987
2017-05-26,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-06,0.129
2017-06-09,-37.1134
2017-06-12,36.0656
2017-06-13,-4.8193
2017-06-15,153.1646
2017-06-16,-39.5
2017-06-20,-36.4463
2017-06-22,-8.9727
2017-06-23,7.1429
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,-13.3333
2017-06-30,15.3846
2017-07-03,-32.0
2017-07-05,1.9607999999999999
2017-07-06,128.8462
2017-07-07,-2.521
2017-07-11,-55.1724
2017-07-14,92.3077
2017-07-17,-47.0
2017-07-20,16.3472
2017-07-21,45.9523
2017-07-25,0.0
2017-08-14,0.0
2017-08-18,-38.8889
2017-08-21,4.7091
2017-08-22,38.913
2017-08-23,0.0
2017-09-07,-31.25
2017-09-18,45.4545
2017-09-21,0.0
2017-09-25,-31.25
2017-10-02,45.4545
2017-10-03,0.0
2017-10-06,0.0
2017-10-16,0.0
2017-10-25,-18.75
2017-10-26,-7.6923
2017-10-27,0.1667
2017-10-30,24.4592
2017-10-31,-19.7861
2017-11-01,-10.8333
2017-11-06,-25.2336
2017-11-07,37.5
2017-11-08,0.0
2017-11-10,-27.2727
2017-11-14,-37.25
2017-11-15,59.3625
2017-11-30,-37.5
2017-12-04,59.2
2017-12-20,0.0
2017-12-27,34.9246
2017-12-28,11.7318
2017-12-29,108.3333
2018-01-04,-2.4
2018-01-05,-13.9344
2018-01-08,-4.7619
2018-01-09,-10.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-18,0.0
2018-01-22,0.0
2018-01-25,-55.3333
2018-01-31,-0.4975
2018-02-05,0.0
2018-02-07,97.5
2018-03-06,-62.0253
2018-03-09,50.0
2018-03-12,0.0
2018-04-02,22.2222
2018-04-06,-18.1818
2018-04-27,-22.2222
2018-04-30,57.1429
2018-05-02,-18.1818
2018-05-08,-22.2222
2018-05-09,-14.2857
2018-05-10,16.6667
2018-05-11,14.2857
2018-05-14,0.0
2018-06-15,-23.75
2018-08-01,-1.6393
2018-09-04,0.0
2018-09-19,-16.6667
2018-09-21,0.0
2018-09-25,20.0
2018-10-15,-33.3333
2018-12-19,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-02-06,-5.0
2019-03-11,5.2632
2019-03-27,0.0
2019-04-02,0.0
2019-04-05,0.0
2019-04-29,-25.0
2019-04-30,-13.3333
2019-05-02,0.0
2019-05-06,-23.0769
2019-05-13,100.0
2019-05-14,-49.5
2019-06-24,0.0
2019-08-12,26.7327
2019-08-23,-21.875
2019-08-27,50.0
2019-08-30,31.3333
2019-09-04,-23.8579
2019-09-11,-13.3333
2019-09-16,0.0
2019-10-07,-7.6923
2019-11-13,-33.3333
2019-11-27,0.0
2020-01-03,-86.25
2020-02-21,127.2727
2020-04-14,4.0
2020-05-27,1630.7692
2020-06-05,-0.6667
2020-06-08,-55.2573
2020-06-25,-7.5
2020-06-29,-90.2703
2020-06-30,722.2222
2020-07-01,1.3514
2020-07-02,-85.8667
2020-07-10,598.1132
2020-07-14,0.0
2020-07-20,-5.4054
2020-07-29,-77.9286
2020-07-31,0.0
