ticker,VXEL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,99.95
2016-02-25,0.0
2016-02-29,0.0
2016-03-01,-40.0
2016-03-03,77.7778
2016-03-04,-25.0
2016-03-07,-20.8333
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,5.2632
2016-03-14,0.0
2016-03-15,112.5
2016-03-16,-57.6471
2016-03-17,11.1111
2016-03-21,-10.0
2016-03-22,33.3333
2016-03-24,-25.0
2016-04-01,11.1111
2016-04-04,0.0
2016-04-05,-17.5
2016-04-07,5.303
2016-04-08,-5.036
2016-04-13,45.4545
2016-04-14,4.1667
2016-04-15,-12.0
2016-04-18,13.6364
2016-04-19,8.0
2016-04-20,-2.3148
2016-04-21,-5.2133
2016-04-22,19.5
2016-04-25,-29.7071
2016-04-26,0.0
2016-05-02,-4.7619
2016-05-06,-5.0
2016-05-09,0.0
2016-05-10,11.5132
2016-05-11,13.2743
2016-05-13,-4.1667
2016-05-17,0.0
2016-05-19,4.3478
2016-05-24,4.1667
2016-05-25,0.0
2016-05-27,12.0
2016-05-31,7.1429
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,3.3333
2016-06-09,-3.2258
2016-06-10,6.6667
2016-06-13,-4.1016
2016-06-16,4.277
2016-06-20,-21.875
2016-06-22,-14.5
2016-06-23,-1.7544
2016-06-24,19.0476
2016-06-28,60.0
2016-06-29,-25.0
2016-06-30,33.3333
2016-07-05,0.0
2016-07-06,0.0
2016-07-08,-47.9687
2016-07-11,92.1922
2016-07-12,0.0
2016-07-13,-5.0
2016-07-14,5.2632
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,-5.0
2016-07-22,4.9342
2016-07-25,0.3135
2016-07-26,0.0
2016-07-27,-0.3125
2016-07-28,0.3135
2016-08-01,0.0
2016-08-02,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,12.5
2016-08-11,-11.1111
2016-08-12,5.0
2016-08-15,0.0
2016-08-17,-4.7619
2016-08-18,0.0
2016-08-22,5.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,-16.6667
2016-09-02,0.0
2016-09-06,20.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-16,-4.7619
2016-09-20,5.0
2016-09-22,0.0
2016-09-23,19.0476
2016-09-26,0.0
2016-09-27,0.0
2016-09-30,0.0
2016-10-03,6.0
