ticker,CGRO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-06-30,0.2041
2020-07-01,0.8147
2020-07-02,0.202
2020-07-08,0.6038
2020-07-09,-0.2004
2020-07-10,0.2018
2020-07-13,-0.3006
2020-07-14,-0.8291
2020-07-15,0.532
2020-07-16,0.6038
2020-07-17,0.2014
2020-07-20,-0.6
2020-07-21,0.1006
2020-07-22,-0.2211
2020-07-23,-0.282
2020-07-24,0.7576
2020-07-27,-0.6516
2020-07-28,-0.3027
2020-07-29,0.9615
2020-07-30,-0.2506
2020-07-31,-1.005
