ticker,WPUR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-31,0.0
2007-02-01,0.0
2007-02-06,11.1111
2007-02-08,0.0
2007-02-09,12.0
2007-02-12,-1.7856999999999998
2007-02-13,0.0
2007-02-14,0.0
2007-02-16,9.0909
2007-02-20,0.0
2007-02-22,0.0
2007-02-26,-15.0
2007-03-02,47.0588
2007-03-05,13.3333
2007-03-06,7.0588
2007-03-07,9.8901
2007-03-08,0.0
2007-03-09,-8.0
2007-03-13,-2.1739
2007-03-22,-2.2222
2007-03-23,2.2727
2007-03-26,0.0
2007-03-27,5.5556
2007-03-29,0.0
2007-04-04,-6.3158
2007-04-05,12.3596
2007-04-13,-30.0
2007-04-16,7.1429
2007-04-17,6.6667
2007-04-18,0.0
2007-04-19,8.75
2007-04-26,-8.046
2007-04-27,-18.75
2007-04-30,-38.4615
2007-05-01,87.5
2007-05-02,-20.0
2007-05-03,-25.0
2007-05-04,0.0
2007-05-07,11.1111
2007-05-08,-2.0
2007-05-10,0.0
2007-05-11,-14.2857
2007-05-14,-4.7619
2007-05-15,0.0
2007-05-16,0.0
2007-05-17,-22.5
2007-05-18,29.0323
2007-05-21,0.0
2007-05-22,0.0
2007-05-23,0.0
2007-05-24,37.5
2007-05-25,9.0909
2007-05-29,0.0
2007-05-31,-16.6667
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,-6.0
2007-06-12,-2.1277
2007-06-13,30.4348
2007-06-19,16.6667
2007-06-20,0.0
2007-06-21,-21.4286
2007-06-22,27.2727
2007-06-25,-27.1429
2007-06-26,13.7255
2007-06-27,-5.1724
2007-06-28,-27.2727
2007-06-29,37.5
2007-07-02,18.1818
2007-07-03,7.6923
2007-07-05,-35.7143
2007-07-06,11.1111
2007-07-09,6.0
2007-07-10,9.434
2007-07-11,-5.1724
2007-07-12,0.0
2007-07-13,-1.8182
2007-07-16,5.5556
2007-07-17,0.0
2007-07-18,1.7544
2007-07-19,-5.1724
2007-07-20,-9.0909
2007-07-23,-2.0
2007-07-24,-2.0408
2007-07-25,0.0
2007-07-26,4.1667
2007-07-27,0.0
2007-07-30,-10.0
2007-07-31,-11.1111
2007-08-01,-7.5
2007-08-02,21.6216
2007-08-03,-11.1111
2007-08-07,30.0
2007-08-08,-5.7692
2007-08-09,-8.1633
2007-08-10,-11.1111
2007-08-13,-5.0
2007-08-14,-2.6316
2007-08-15,0.0
2007-08-16,0.0
2007-08-17,-5.4054
2007-08-20,-8.5714
2007-08-21,12.5
