ticker,DMSQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-11-04,0.0
2003-12-23,5.2632
2004-01-15,10.0
2005-04-28,9.0909
2005-07-08,0.0
2005-10-21,0.0
2008-05-12,-29.1667
2009-12-01,0.0
2010-04-01,0.0
2010-09-23,-11.7647
2011-05-17,-2.3973
2011-05-24,1.7544
2011-06-20,-31.0345
2012-10-26,9.375
2012-11-02,-7.1429
2012-12-07,0.0
2013-10-10,-6.4171
2013-12-10,-8.5714
2013-12-30,1.25
2014-01-24,-1.2346
2015-01-13,8.5526
2015-01-16,0.0
2015-01-27,0.0
2015-02-04,4.6061
2015-06-22,-7.6549
2015-06-30,11.8421
2015-07-01,0.0
2015-07-27,-5.8824
2015-07-28,7.5
2015-08-03,0.0
2015-08-07,-1.7442
2015-08-10,0.0
2015-09-15,-5.3254
2015-09-18,-6.25
2015-09-23,14.6667
2015-09-24,0.0
2015-10-01,-1.1628
2015-10-07,2.3529
2015-10-29,-2.2989
2015-11-02,2.3529
2015-11-09,0.0
2015-12-04,-8.046
2016-01-19,5.625
2016-01-20,3.5503
2016-01-21,0.0
2016-03-10,0.8
2016-03-14,2.6077
2016-03-15,0.0
2016-03-24,2.4277
2016-05-02,-9.5937
2016-05-03,12.3596
2016-05-05,0.0
2016-06-01,-9.1111
2016-09-20,6.357
2016-12-02,14.9425
2016-12-12,0.0
2017-01-17,0.0
2017-05-17,87.5
2017-05-22,-5.5556
2017-06-05,-11.1765
2017-06-07,19.2053
2017-06-08,0.0
2017-06-21,-9.7222
2017-06-22,6.1538
2017-07-11,-5.0435
2017-07-12,-5.3724
2017-07-14,-1.6129
2017-07-17,-1.6393
2017-10-17,-13.3333
2017-10-19,-0.7692
2017-11-07,6.5891
2017-11-24,-5.4545
2017-11-29,0.0
2017-12-13,0.0
2017-12-19,-3.8462
2017-12-20,5.6
2018-02-01,2.2727
2018-02-06,3.7037
2018-03-23,-15.4412
2018-03-27,12.1739
2018-04-02,-8.9147
2018-05-11,10.6383
2018-05-22,-6.5385
2018-05-24,1.2346
2018-05-29,-2.439
2018-07-03,1.4167
2018-07-05,1.8899
2018-08-06,-1.2097
2018-09-05,2.0408
2018-09-24,0.0
2018-10-05,-1.2
2018-11-02,3.1579
2018-11-05,0.0
2018-12-07,-7.7708
2018-12-10,3.4043
2019-01-18,-3.1276
2019-01-23,14.6134
2019-02-06,0.0741
2019-02-07,3.7037
2019-02-14,0.0
2019-02-19,0.0
2019-02-21,1.7856999999999998
2019-02-22,-0.3509
2019-02-25,0.0
2019-02-26,0.3521
2019-03-04,12.2807
2019-04-15,2.5641
2019-05-20,-14.625
2019-05-22,-6.6618
2019-06-03,1.9607999999999999
2019-06-04,0.0769
2019-06-05,4.9193
2019-06-21,-4.3223
2019-06-24,0.3063
2019-07-08,0.0
2019-08-14,-3.8167999999999997
2019-08-20,2.9365
2019-11-01,-1.6962000000000002
2019-11-04,0.0
2019-12-03,0.0
2019-12-06,-5.098
2019-12-12,0.0826
2019-12-18,117.1759
2019-12-19,0.3802
2019-12-20,1.1364
2019-12-31,-1.1236
2020-01-09,0.0
2020-01-21,0.4545
2020-02-04,0.4148
2020-03-03,-1.3894
2020-03-09,-2.7037
2020-03-10,-1.1742
2020-03-11,0.0
2020-03-17,0.0
2020-03-30,6.6398
2020-04-09,-7.5472
2020-04-24,6.1224
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-05-11,0.0
2020-05-12,-5.5385
2020-05-14,-6.3518
2020-05-18,13.0435
2020-05-21,0.9615
2020-05-28,0.9524
2020-06-03,0.0
