ticker,CHOPF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-20,0.0
2007-04-23,0.3717
2007-04-24,-0.3704
2007-04-25,-0.1859
2007-04-26,0.5587
2007-04-27,-0.5556
2007-04-30,0.1862
2007-05-01,0.3717
2007-05-02,-0.3704
2007-05-03,0.0
2007-05-04,0.0
2007-05-07,0.5576
2007-05-08,-0.1848
2007-05-09,-0.1852
2007-05-10,0.3711
2007-05-11,0.5545
2007-05-14,-0.5515
2007-05-15,0.3697
2007-05-18,0.3683
2007-05-21,-0.367
2007-05-22,0.3683
2007-05-23,0.5505
2007-05-24,-0.5474
2007-05-25,0.5505
2007-05-30,-0.1825
2007-05-31,0.5484
2007-06-01,-0.7273
2007-06-05,0.0
2007-06-06,0.0
2007-06-11,0.1832
2007-06-12,-0.1828
2007-06-15,0.0
2007-06-19,0.0
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,0.0
2007-06-25,0.1832
2007-06-26,0.0
2007-06-27,0.1828
2007-06-28,-0.1825
2007-07-09,0.5484
2007-07-10,0.0
2007-07-11,0.0
2007-07-13,0.1818
2007-07-16,0.5445
2007-07-17,-0.722
2007-07-18,0.0
2007-07-20,0.3636
2007-07-23,0.9058
2007-07-24,-0.8977
2007-07-26,0.0
2007-07-31,0.0
2007-08-01,-0.3623
2007-08-02,0.3636
2007-08-03,0.0
2007-08-06,0.0
2007-08-13,0.0
2007-08-15,0.0
2007-08-20,0.0
2007-08-22,-1.087
2007-08-23,-0.1832
2007-08-24,-0.1835
2007-08-27,-0.5515
2007-08-28,-1.2939
2007-08-30,0.5618
2007-09-04,0.0
2007-09-10,-0.1862
2007-09-11,0.3731
2007-09-17,0.3717
2007-09-18,0.9259
2007-09-24,0.0
2007-09-26,0.0
2007-09-27,0.0
2007-10-02,0.9174
2007-10-03,0.9091
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,0.0
2007-10-09,0.9009
2007-10-10,0.0
2007-10-11,0.0
2007-10-12,-0.7143
2007-10-16,1.4388
2007-10-17,0.1773
2007-10-18,-0.885
2007-10-23,0.8929
2007-10-25,0.885
2007-10-26,1.0526
2007-10-29,-0.3472
2007-10-30,-0.6969
2007-10-31,0.3509
2007-11-02,0.0
2007-11-06,0.0
2007-11-08,-0.3497
2007-11-12,0.8772
2007-11-13,-1.2174
2007-11-21,0.0
2007-11-23,0.0
2007-11-29,0.3521
2007-12-04,-0.3509
2007-12-05,-1.5845
2007-12-06,-1.0733
2007-12-07,0.3617
