ticker,RDUS US Equity
2014-10-23,2.9427
2014-10-24,0.3063
2014-10-27,0.7634
2014-10-28,1.1616
2014-10-29,-0.3994
2014-10-30,-4.9624
2014-10-31,-2.9008000000000003
2014-11-03,3.3134
2014-11-04,6.204
2014-11-05,0.099
2014-11-06,3.2146
2014-11-07,6.0853
2014-11-10,0.813
2014-11-11,-7.4373000000000005
2014-11-12,5.2759
2014-11-13,4.5057
2014-11-14,-1.8037999999999998
2014-11-17,2.5538
2014-11-18,0.3495
2014-11-19,-0.0871
2014-11-20,0.915
2014-11-21,-4.0587
2014-11-24,2.1602
2014-11-25,-0.1762
2014-11-26,0.2207
2014-11-28,8.7627
2014-12-01,-3.3198
2014-12-02,1.2563
2014-12-03,-8.7262
2014-12-04,5.981
2014-12-05,3.634
2014-12-08,-5.6931
2014-12-09,0.175
2014-12-10,-2.6201
2014-12-11,10.3139
2014-12-12,7.2358
2014-12-15,-4.8522
2014-12-16,4.7809
2014-12-17,17.7567
2014-12-18,1.9051
2014-12-19,1.4892
2014-12-22,16.9216
2014-12-23,-1.0414
2014-12-24,0.2968
2014-12-26,2.6634
2014-12-29,2.2013
2014-12-30,-2.6667
2014-12-31,2.5026
2015-01-02,5.9111
2015-01-05,3.1303
2015-01-06,-5.6941
2015-01-07,5.7385
2015-01-08,-2.0529
2015-01-09,-1.4213
2015-01-12,-4.9365
2015-01-13,4.7044
2015-01-14,0.0
2015-01-15,-3.1426
2015-01-16,-0.1521
2015-01-20,-0.0508
2015-01-21,-6.2738
2015-01-22,1.6531
2015-01-23,3.0392
2015-01-26,5.925
2015-01-27,8.1827
2015-01-28,5.1027
2015-01-29,1.2245
2015-01-30,2.2708
2015-02-02,-0.7885
2015-02-03,-1.7779
2015-02-04,-1.448
2015-02-05,0.8859
2015-02-06,2.1632
2015-02-09,2.8931
2015-02-10,1.3447
2015-02-11,-0.2815
2015-02-12,0.2823
2015-02-13,1.2666
2015-02-17,-4.9236
2015-02-18,-4.7818000000000005
2015-02-19,2.8289
2015-02-20,-2.1113
2015-02-23,2.549
2015-02-24,-0.8286
2015-02-25,-2.078
2015-02-26,-0.8532
2015-02-27,-5.8914
2015-03-02,3.5873
2015-03-03,-0.7017
2015-03-04,0.6155
2015-03-05,4.6217
2015-03-06,2.7934
2015-03-09,0.6741
2015-03-10,0.0
2015-03-11,0.8579
2015-03-12,0.8714
2015-03-13,-2.5915
2015-03-16,2.0693
2015-03-17,-0.2896
2015-03-18,-0.7054
2015-03-19,0.7104
2015-03-20,0.8506
2015-03-23,-2.2218
2015-03-24,0.1473
2015-03-25,-6.3235
2015-03-26,-6.1673
2015-03-27,-0.1673
2015-03-30,4.2375
2015-03-31,-5.4662
2015-04-01,-1.312
2015-04-02,4.062
2015-04-06,-4.2347
2015-04-07,-0.5435
2015-04-08,9.7615
2015-04-09,0.2037
2015-04-10,-2.4842
2015-04-13,-0.4169
2015-04-14,-2.5814
2015-04-15,-0.74
2015-04-16,4.6176
2015-04-17,-4.6207
2015-04-20,0.6267
2015-04-21,1.509
2015-04-22,-1.1326
2015-04-23,0.1432
2015-04-24,-2.2641
2015-04-27,-7.8274
2015-04-28,-2.963
2015-04-29,-1.1996
2015-04-30,-1.1038000000000001
2015-05-01,2.0647
2015-05-04,0.7928
2015-05-05,-2.2512
2015-05-06,4.273
2015-05-07,-2.2352
2015-05-08,3.4023
2015-05-11,9.1866
2015-05-12,1.784
2015-05-13,1.279
2015-05-14,5.4958
2015-05-15,2.4828
2015-05-18,0.8652
2015-05-19,3.1525
2015-05-20,0.499
2015-05-21,-0.5585
2015-05-22,0.0
2015-05-26,1.7266
2015-05-27,-0.9202
2015-05-28,-1.0526
2015-05-29,0.5841
2015-06-01,-0.7466
2015-06-02,0.4388
2015-06-03,-0.0624
2015-06-04,-2.04
2015-06-05,2.4224
2015-06-08,-0.2282
2015-06-09,-0.0832
2015-06-10,1.9979
2015-06-11,0.857
2015-06-12,-3.1357
2015-06-15,2.0886
2015-06-16,-0.6342
2015-06-17,6.5061
2015-06-18,15.2909
2015-06-19,0.6036
2015-06-22,5.0833
2015-06-23,3.9968
2015-06-24,-1.9521
2015-06-25,-1.3377
2015-06-26,0.7883
2015-06-29,-3.4725
2015-06-30,9.7067
2015-07-01,-1.1226
2015-07-02,1.4788999999999999
2015-07-06,3.327
2015-07-07,0.2707
2015-07-08,-3.5664
2015-07-09,3.1826
2015-07-10,3.6841
2015-07-13,1.0191
2015-07-14,8.9298
2015-07-15,-5.6571
2015-07-16,2.9981
2015-07-17,3.8510999999999997
2015-07-20,-2.1952
2015-07-21,-0.7228
2015-07-22,-3.6786
2015-07-23,0.8885
2015-07-24,-1.2684
2015-07-27,-1.8039
2015-07-28,-1.1659
2015-07-29,0.6722
2015-07-30,2.5208
2015-07-31,4.0936
2015-08-03,-0.8427
2015-08-04,-2.1762
2015-08-05,0.3686
2015-08-06,-10.2426
2015-08-07,-2.7908
2015-08-10,-0.9018
2015-08-11,-0.3489
2015-08-12,3.8204000000000002
2015-08-13,-2.331
2015-08-14,0.3603
2015-08-17,8.4505
2015-08-18,-1.7791000000000001
2015-08-19,-2.8503
2015-08-20,-7.7323
2015-08-21,-1.0965
2015-08-24,-9.6611
2015-08-25,1.2798
2015-08-26,6.8027999999999995
2015-08-27,2.658
2015-08-28,1.1051
2015-08-31,-4.9656
2015-09-01,0.2465
2015-09-02,5.5237
2015-09-03,-2.9202
2015-09-04,-1.6640000000000001
2015-09-08,8.8838
2015-09-09,-2.5254
2015-09-10,0.9658
2015-09-11,3.3708
2015-09-14,2.0564
2015-09-15,0.0864
2015-09-16,0.5464
2015-09-17,3.9617
2015-09-18,3.1779
2015-09-21,-8.16
2015-09-22,-4.5877
2015-09-23,8.947
2015-09-24,-1.8994
2015-09-25,-3.5877
2015-09-28,-9.0077
2015-09-29,6.1506
2015-09-30,5.9624
2015-10-01,7.5891
2015-10-02,1.7701
2015-10-05,-0.4612
2015-10-06,-6.9632
2015-10-07,-5.1224
2015-10-08,-8.3683
2015-10-09,-5.401
2015-10-12,-4.3772
2015-10-13,-9.8969
2015-10-14,8.7349
2015-10-15,20.7202
2015-10-16,5.4459
2015-10-19,-8.4724
2015-10-20,3.6297
2015-10-21,-6.011
2015-10-22,-0.5858
2015-10-23,6.2203
2015-10-26,-0.524
2015-10-27,0.8056
2015-10-28,3.6422
2015-10-29,-6.5243
2015-10-30,1.8877000000000002
2015-11-02,4.6707
2015-11-03,3.8227
2015-11-04,1.4183
2015-11-05,1.6385999999999998
2015-11-06,-1.5844
2015-11-09,0.0141
2015-11-10,2.7676
2015-11-11,-1.1954
2015-11-12,-0.1947
2015-11-13,3.9571
2015-11-16,-7.2778
2015-11-17,-11.087
2015-11-18,1.2518
2015-11-19,-2.6654
2015-11-20,0.7093
2015-11-23,1.5232999999999999
2015-11-24,-1.1133
2015-11-25,2.3005
2015-11-27,4.3222
2015-11-30,-7.0326
2015-12-01,-6.5943000000000005
2015-12-02,-1.2147999999999999
2015-12-03,-0.7129
2015-12-04,5.5286
2015-12-07,-2.5515
2015-12-08,1.6059
2015-12-09,-4.8617
2015-12-10,-2.3835
2015-12-11,2.9967
2015-12-14,-0.9878
2015-12-15,10.8289
2015-12-16,1.7185000000000001
2015-12-17,-5.6798
2015-12-18,0.5971
2015-12-21,-0.6783
2015-12-22,-2.6464
2015-12-23,4.7176
2015-12-24,1.0886
2015-12-28,0.2816
2015-12-29,2.9076
2015-12-30,0.2569
2015-12-31,-1.4572
2016-01-04,-4.9399
2016-01-05,-3.265
2016-01-06,-7.5632
2016-01-07,-1.6058
2016-01-08,-1.9235
2016-01-11,-10.6577
2016-01-12,1.1086
2016-01-13,-12.0175
2016-01-14,13.2104
2016-01-15,-10.0176
2016-01-19,-4.4287
2016-01-20,-0.3584
2016-01-21,-13.2837
2016-01-22,5.8963
2016-01-25,-2.77
2016-01-26,0.9209
2016-01-27,-11.2062
2016-01-28,5.5234
2016-01-29,-2.5259
2016-02-01,1.1552
2016-02-02,-5.8333
2016-02-03,3.2121
2016-02-04,1.8418999999999999
2016-02-05,-2.5257
2016-02-08,-6.142
2016-02-09,-0.409
2016-02-10,2.293
2016-02-11,-12.4456
2016-02-12,3.0569
2016-02-16,-2.373
2016-02-17,3.3422
2016-02-18,-7.4605
2016-02-19,7.228
2016-02-22,25.4444
2016-02-23,-3.0705999999999998
2016-02-24,0.6397
2016-02-25,-6.4165
2016-02-26,-2.9754
2016-02-29,-2.3333
2016-03-01,4.7099
2016-03-02,1.2386
2016-03-03,-1.0303
2016-03-04,3.4483
2016-03-07,5.3145
2016-03-08,-4.1804
2016-03-09,15.5189
2016-03-10,-5.9347
2016-03-11,0.4302
2016-03-14,-2.3986
2016-03-15,-10.825
2016-03-16,-1.5091999999999999
2016-03-17,4.497
2016-03-18,2.0083
2016-03-21,3.625
2016-03-22,7.2979
2016-03-23,-6.6329
2016-03-24,-0.7827
2016-03-28,-8.2221
2016-03-29,1.9504000000000001
2016-03-30,6.4527
2016-03-31,-4.2339
2016-04-01,10.2735
2016-04-04,-4.7303
2016-04-05,-1.8165
2016-04-06,10.0524
2016-04-07,3.8946
2016-04-08,-4.4229
2016-04-11,-5.9254999999999995
2016-04-12,1.4397
2016-04-13,3.2821
2016-04-14,4.2657
2016-04-15,0.8786
2016-04-18,-1.4969999999999999
2016-04-19,1.2987
2016-04-20,-1.8003
2016-04-21,6.2778
2016-04-22,1.3591
2016-04-25,-1.1346
2016-04-26,-2.4257
2016-04-27,-0.0802
2016-04-28,-2.2739
2016-04-29,-2.5459
2016-05-02,2.9213
2016-05-03,-3.7664
2016-05-04,-6.2961
2016-05-05,-7.7179
2016-05-06,1.4431
2016-05-09,7.5978
2016-05-10,0.7512
2016-05-11,-4.0859
2016-05-12,-5.8458
2016-05-13,0.6605
2016-05-16,3.3465
2016-05-17,4.9841
2016-05-18,-0.5141
2016-05-19,-2.614
2016-05-20,5.2747
2016-05-23,1.9864000000000002
2016-05-24,3.6628
2016-05-25,-2.1312
2016-05-26,-3.5817
2016-05-27,4.1605
2016-05-31,3.4522
2016-06-01,3.3922
2016-06-02,6.4551
2016-06-03,-5.788
2016-06-06,4.8404
2016-06-07,-2.8919
2016-06-08,0.3657
2016-06-09,-4.5029
2016-06-10,-0.1363
2016-06-13,-4.3122
2016-06-14,0.8842
2016-06-15,0.6785
2016-06-16,0.8986
2016-06-17,0.3062
2016-06-20,0.8047
2016-06-21,-1.2111
2016-06-22,-0.613
2016-06-23,4.4015
2016-06-24,-5.4243
2016-06-27,-4.5997
2016-06-28,6.4583
2016-06-29,3.3827
2016-06-30,-0.622
2016-07-01,4.8435
2016-07-05,-0.9343
2016-07-06,3.8512
2016-07-07,2.1191
2016-07-08,1.9022000000000001
2016-07-11,2.8848000000000003
2016-07-12,-0.0707
2016-07-13,-7.4039
2016-07-14,-0.6875
2016-07-15,3.4615
2016-07-18,0.0743
2016-07-19,-3.3432
2016-07-20,6.0466
2016-07-21,1.9811999999999999
2016-07-22,7.2258
2016-07-25,-1.392
2016-07-26,0.8739
2016-07-27,3.3541
2016-07-28,-1.5689
2016-07-29,2.8821
2016-08-01,-0.2334
2016-08-02,4.1906
2016-08-03,8.2074
2016-08-04,-4.6226
2016-08-05,8.7438
2016-08-08,-4.7299
2016-08-09,2.2341
2016-08-10,-2.9324
2016-08-11,-0.7312
2016-08-12,9.9826
2016-08-15,1.7271999999999998
2016-08-16,-3.4304
2016-08-17,-0.7714
2016-08-18,1.9707
2016-08-19,0.2482
2016-08-22,1.5918
2016-08-23,-1.2187000000000001
2016-08-24,-3.6835
2016-08-25,-2.4154
2016-08-26,1.8001
2016-08-29,0.4605
2016-08-30,1.7785
2016-08-31,-1.207
2016-09-01,1.5316999999999998
2016-09-02,1.5805
2016-09-06,-0.9547
2016-09-07,0.6962
2016-09-08,-0.3014
2016-09-09,-4.2141
2016-09-12,1.6707
2016-09-13,-2.903
2016-09-14,2.3129
2016-09-15,0.147
2016-09-16,1.1562000000000001
2016-09-19,-0.0181
2016-09-20,2.9396
2016-09-21,0.1586
2016-09-22,1.0384
2016-09-23,-1.5503
2016-09-26,-0.7785
2016-09-27,1.373
2016-09-28,2.2515
2016-09-29,-5.0404
2016-09-30,-2.0109
2016-10-03,-1.6639
2016-10-04,-1.2408
2016-10-05,0.9138
2016-10-06,-1.7544
2016-10-07,-0.9217
2016-10-10,0.969
2016-10-11,3.1862
2016-10-12,-2.5298
2016-10-13,0.1336
2016-10-14,0.1144
2016-10-17,-3.1791
2016-10-18,3.2639
2016-10-19,-2.8561
2016-10-20,1.3719999999999999
2016-10-21,-1.1214
2016-10-24,-7.0395
2016-10-25,-2.9449
2016-10-26,-3.6844
2016-10-27,-3.1728
2016-10-28,0.1394
2016-10-31,-0.3945
2016-11-01,-1.0019
2016-11-02,-6.8957
2016-11-03,-6.9767
2016-11-04,8.8859
2016-11-07,4.8166
2016-11-08,-1.7143000000000002
2016-11-09,13.5174
2016-11-10,9.0055
2016-11-11,3.4455999999999998
2016-11-14,2.7063
2016-11-15,1.1609
2016-11-16,-4.408
2016-11-17,1.3529
2016-11-18,-0.7896
2016-11-21,-2.1603
2016-11-22,-3.6607
2016-11-23,6.4737
2016-11-25,2.3225
2016-11-28,-4.6872
2016-11-29,2.6912000000000003
2016-11-30,0.3394
2016-12-01,-5.0357
2016-12-02,0.1187
2016-12-05,3.9328
2016-12-06,4.6016
2016-12-07,-2.745
2016-12-08,-12.0187
2016-12-09,-6.6497
2016-12-12,-0.7055
2016-12-13,-4.9049
2016-12-14,-0.5061
2016-12-15,6.4196
2016-12-16,-0.1821
2016-12-19,-4.0137
2016-12-20,-2.5897
2016-12-21,-4.9024
2016-12-22,-1.8979
2016-12-23,3.9477
2016-12-27,-3.0936
2016-12-28,-0.2595
2016-12-29,-0.4684
2016-12-30,-0.5752
2017-01-03,-1.1044
2017-01-04,5.9559
2017-01-05,2.2585
2017-01-06,4.1472
2017-01-09,2.8275
2017-01-10,4.0101
2017-01-11,-2.3573
2017-01-12,-0.2708
2017-01-13,2.8507
2017-01-17,-5.8293
2017-01-18,4.3681
2017-01-19,0.3133
2017-01-20,0.0669
2017-01-23,-5.1728
2017-01-24,-3.3388
2017-01-25,1.8487
2017-01-26,0.4299
2017-01-27,3.8526
2017-01-30,-3.3891
2017-01-31,3.1524
2017-02-01,-0.8961
2017-02-02,0.5101
2017-02-03,0.2537
2017-02-06,-1.7257
2017-02-07,-1.9902
2017-02-08,2.9623
2017-02-09,1.8794
2017-02-10,-0.7288
2017-02-13,-1.7665
2017-02-14,5.1144
2017-02-15,6.7763
2017-02-16,-6.0341
2017-02-17,1.085
2017-02-21,-4.0307
2017-02-22,-3.0358
2017-02-23,1.6714
2017-02-24,-4.9549
2017-02-27,6.2119
2017-02-28,-3.3486000000000002
2017-03-01,0.3797
2017-03-02,-1.4184
2017-03-03,0.5995
2017-03-06,0.3814
2017-03-07,0.1662
2017-03-08,3.4139
2017-03-09,-1.1692
2017-03-10,-5.2424
2017-03-13,2.2766
2017-03-14,-4.1168
2017-03-15,-2.1717
2017-03-16,-2.8324
2017-03-17,-0.3676
2017-03-20,0.738
2017-03-21,-6.7766
2017-03-22,3.4802
2017-03-23,1.1391
2017-03-24,2.3867
2017-03-27,2.043
2017-03-28,-1.001
2017-03-29,1.2704
2017-03-30,-0.5632
2017-03-31,-0.4892
2017-04-03,-1.1902
2017-04-04,-2.0162
2017-04-05,-4.3827
2017-04-06,2.0402
2017-04-07,1.9995
2017-04-10,-2.3631
2017-04-11,-2.3927
2017-04-12,0.1127
2017-04-13,2.5894
2017-04-17,1.5638
2017-04-18,-1.2966
2017-04-19,3.2567
2017-04-20,1.0072
2017-04-21,0.3149
2017-04-24,1.4386999999999999
2017-04-25,1.7277
2017-04-26,-0.583
2017-04-27,-1.2749
2017-04-28,0.9039
2017-05-01,-9.6238
2017-05-02,0.4531
2017-05-03,4.3135
2017-05-04,-1.4324
2017-05-05,-1.9742
2017-05-08,-0.3077
2017-05-09,2.4972
2017-05-10,-3.3123
2017-05-11,-2.8596
2017-05-12,3.5267
2017-05-15,-1.5766
2017-05-16,-1.7734999999999999
2017-05-17,-4.2516
2017-05-18,6.4477
2017-05-19,-0.2
2017-05-22,6.6132
2017-05-23,-0.2148
2017-05-24,0.5651
2017-05-25,-3.1309
2017-05-26,-3.5083
2017-05-30,-1.231
2017-05-31,0.3478
2017-06-01,1.3576
2017-06-02,-0.0285
2017-06-05,10.4618
2017-06-06,0.0258
2017-06-07,-0.387
2017-06-08,-0.4403
2017-06-09,-0.3122
2017-06-12,1.5396999999999998
2017-06-13,1.4392
2017-06-14,5.3205
2017-06-15,-2.4777
2017-06-16,0.7153
2017-06-19,3.4044
2017-06-20,1.3974
2017-06-21,3.3637
2017-06-22,4.9718
2017-06-23,1.4424000000000001
2017-06-26,-0.9762
2017-06-27,-3.7720000000000002
2017-06-28,0.7795
2017-06-29,-0.7735
2017-06-30,0.735
2017-07-03,1.5918999999999999
2017-07-05,4.1349
2017-07-06,-2.6332
2017-07-07,-0.6225
2017-07-10,-1.6415
2017-07-11,5.7532
2017-07-12,-2.0556
2017-07-13,2.5016
2017-07-14,-1.9647999999999999
2017-07-17,-9.346
2017-07-18,-2.653
2017-07-19,1.5061
2017-07-20,-0.2826
2017-07-21,-0.2834
2017-07-24,2.4159
2017-07-25,-0.6938
2017-07-26,1.0014
2017-07-27,-5.3032
2017-07-28,2.581
2017-07-31,4.5099
2017-08-01,0.5678
2017-08-02,-2.0551
2017-08-03,-0.6687
2017-08-04,-2.9943999999999997
2017-08-07,-3.1826
2017-08-08,-8.9595
2017-08-09,-5.036
2017-08-10,-2.3156
2017-08-11,4.0094
2017-08-14,-1.6601
2017-08-15,-0.1717
2017-08-16,4.4139
2017-08-17,-2.7724
2017-08-18,0.2823
2017-08-21,0.9291
2017-08-22,3.0404
2017-08-23,-2.4905
2017-08-24,3.859
2017-08-25,-1.096
2017-08-28,0.8649
2017-08-29,0.7771
2017-08-30,-0.8242
2017-08-31,0.8847
2017-09-01,-0.4518
2017-09-05,-1.9221
2017-09-06,0.8982
2017-09-07,-2.212
2017-09-08,0.9655
2017-09-11,-3.1421
2017-09-12,-0.1128
2017-09-13,-4.4338
2017-09-14,-2.5118
2017-09-15,1.6672
2017-09-18,0.5069
2017-09-19,0.8306
2017-09-20,1.677
2017-09-21,0.8391
2017-09-22,0.9182
2017-09-25,3.412
2017-09-26,0.3024
2017-09-27,3.7555
2017-09-28,4.2008
2017-09-29,-2.2566
2017-10-02,3.7613
2017-10-03,-1.6
2017-10-04,-0.813
2017-10-05,-1.4344000000000001
2017-10-06,0.7277
2017-10-09,-2.6316
2017-10-10,-1.4043
2017-10-11,-1.1825
2017-10-12,2.1757
2017-10-13,-0.1863
2017-10-16,-4.4267
2017-10-17,-3.4319
2017-10-18,-0.0289
2017-10-19,3.9884
2017-10-20,-0.945
2017-10-23,-0.954
2017-10-24,-3.5127
2017-10-25,-3.5526
2017-10-26,-7.1842
2017-10-27,6.5923
2017-10-30,0.2769
2017-10-31,-1.4727999999999999
2017-11-01,-3.924
2017-11-02,-2.3339
2017-11-03,-1.8918
2017-11-06,-2.8754999999999997
2017-11-07,0.627
2017-11-08,-0.4846
2017-11-09,-1.2174
2017-11-10,-1.0563
2017-11-13,-1.3879000000000001
2017-11-14,-4.908
2017-11-15,1.8216
2017-11-16,4.5099
2017-11-17,0.9986
2017-11-20,-3.178
2017-11-21,-1.3858
2017-11-22,1.5163
2017-11-24,4.1166
2017-11-27,-2.7292
2017-11-28,5.0
2017-11-29,-3.7342
2017-11-30,0.7473
2017-12-01,-1.5542
2017-12-04,1.2917
2017-12-05,-3.4006
2017-12-06,-2.0902
2017-12-07,2.6592000000000002
2017-12-08,15.2864
2017-12-11,-1.2974999999999999
2017-12-12,-5.1619
2017-12-13,0.1352
2017-12-14,-3.2411
2017-12-15,4.6057
2017-12-18,-3.1021
2017-12-19,3.9243
2017-12-20,-1.9212
2017-12-21,1.7899
2017-12-22,2.787
2017-12-26,-1.0652
2017-12-27,2.4144
2017-12-28,0.4141
2017-12-29,0.7931
2018-01-02,3.6827
2018-01-03,1.0625
2018-01-04,0.03
2018-01-05,3.7838000000000003
2018-01-08,1.0417
2018-01-09,4.811
2018-01-10,-1.3660999999999999
2018-01-11,-2.0222
2018-01-12,-1.8942999999999999
2018-01-16,-1.7290999999999999
2018-01-17,-0.7038
2018-01-18,6.6745
2018-01-19,5.2602
2018-01-22,1.2625
2018-01-23,2.3377
2018-01-24,-0.3553
2018-01-25,0.0764
2018-01-26,-1.3998
2018-01-29,2.349
2018-01-30,-1.8159
2018-01-31,-3.2622999999999998
2018-02-01,-1.5666
2018-02-02,-1.2409
2018-02-05,-3.0866
2018-02-06,5.1015
2018-02-07,-2.9499
2018-02-08,-7.433
2018-02-09,4.9552
2018-02-12,3.5836
2018-02-13,3.8715
2018-02-14,2.1147
2018-02-15,-0.1553
2018-02-16,-1.7112
2018-02-20,0.8177
2018-02-21,-1.3344
2018-02-22,3.2883
2018-02-23,3.0809
2018-02-26,0.1743
2018-02-27,-4.6494
2018-02-28,-0.678
2018-03-01,-1.4439
2018-03-02,-12.3202
2018-03-05,0.076
2018-03-06,-0.1214
2018-03-07,0.7599
2018-03-08,-0.3017
2018-03-09,6.7474
2018-03-12,-0.6519
2018-03-13,0.7133
2018-03-14,-0.9065
2018-03-15,1.1721
2018-03-16,1.5259
2018-03-19,-2.0874
2018-03-20,-3.4395
2018-03-21,3.8269
2018-03-22,-4.0828
2018-03-23,-0.0887
2018-03-26,4.0828
2018-03-27,-2.9562
2018-03-28,0.6737
2018-03-29,4.5679
2018-04-02,2.2816
2018-04-03,-1.9314
2018-04-04,1.4147
2018-04-05,0.465
2018-04-06,-1.1707
2018-04-09,-1.3498999999999999
2018-04-10,1.871
2018-04-11,-0.0274
2018-04-12,-2.1662
2018-04-13,-4.7085
2018-04-16,-0.1765
2018-04-17,3.5061999999999998
2018-04-18,-0.0569
2018-04-19,-3.902
2018-04-20,-1.393
2018-04-23,-0.7514
2018-04-24,-1.2417
2018-04-25,-1.2572999999999999
2018-04-26,2.3913
2018-04-27,-4.4283
2018-04-30,-4.1574
2018-05-01,1.4238
2018-05-02,0.555
2018-05-03,-0.5844
2018-05-04,3.4944
2018-05-07,1.6093
2018-05-08,-0.559
2018-05-09,-0.0312
2018-05-10,-0.7498
2018-05-11,2.8958
2018-05-14,2.3249
2018-05-15,-1.4051
2018-05-16,-2.3954
2018-05-17,-1.429
2018-05-18,-1.0715
2018-05-21,-7.582
2018-05-22,0.3102
2018-05-23,-0.6529
2018-05-24,-0.7264
2018-05-25,1.6376
2018-05-29,-2.7425
2018-05-30,2.7141
2018-05-31,-2.1963
2018-06-01,0.5965
2018-06-04,-2.895
2018-06-05,2.7298999999999998
2018-06-06,1.1189
2018-06-07,-0.7607
2018-06-08,-1.7073
2018-06-11,-3.4385
2018-06-12,10.0587
2018-06-13,2.5684
2018-06-14,-0.0325
2018-06-15,-0.6506
2018-06-18,0.4584
2018-06-19,2.0535
2018-06-20,1.7566000000000002
2018-06-21,-2.4796
2018-06-22,-1.7058
2018-06-25,-2.8815
2018-06-26,-2.4275
2018-06-27,-3.4554
2018-06-28,3.4717000000000002
2018-06-29,1.937
2018-07-02,-3.054
2018-07-03,0.455
2018-07-05,-2.7875
2018-07-06,3.4409
2018-07-09,0.5891
2018-07-10,0.9301
2018-07-11,-0.2389
2018-07-12,4.4133
2018-07-13,-4.0957
2018-07-16,-1.8107
2018-07-17,0.4175
2018-07-18,-1.6632
2018-07-19,0.2819
2018-07-20,-1.9325
2018-07-23,1.7556
2018-07-24,-2.3592
2018-07-25,-5.6257
2018-07-26,-1.0699
2018-07-27,-4.4032
2018-07-30,-2.303
2018-07-31,-0.7444
2018-08-01,-4.375
2018-08-02,-1.9172
2018-08-03,3.9538
2018-08-06,-1.6667
2018-08-07,1.5211000000000001
2018-08-08,-3.2106
2018-08-09,-1.5922
2018-08-10,0.809
2018-08-13,-6.6875
2018-08-14,1.1467
2018-08-15,-1.4171
2018-08-16,1.9645000000000001
2018-08-17,-6.062
2018-08-20,-1.1506
2018-08-21,5.2632
2018-08-22,0.9135
2018-08-23,-0.1906
2018-08-24,-3.4845
2018-08-27,2.275
2018-08-28,-0.3868
2018-08-29,-0.1456
2018-08-30,-4.035
2018-08-31,4.2047
2018-09-04,-3.1113
2018-09-05,0.0502
2018-09-06,-3.8616
2018-09-07,-2.7647
2018-09-10,0.8047
2018-09-11,0.0532
2018-09-12,-0.8511
2018-09-13,0.4292
2018-09-14,-2.8312
2018-09-17,-2.254
2018-09-18,-1.5186
2018-09-19,5.3113
2018-09-20,2.115
2018-09-21,-4.7796
2018-09-24,-3.4579
2018-09-25,-0.6932
2018-09-26,1.5125
2018-09-27,1.9484
2018-09-28,0.0562
2018-10-01,5.618
2018-10-02,-2.3936
2018-10-03,8.8283
2018-10-04,-4.2564
2018-10-05,0.0
2018-10-08,-1.4644
2018-10-09,-0.5839
2018-10-10,-1.5483
2018-10-11,0.4881
2018-10-12,3.6696999999999997
2018-10-15,-1.1973
2018-10-16,5.9536
2018-10-17,-1.2432
