ticker,CASH US Equity
2000-07-10,11.1111
2000-07-12,-5.0
2000-07-17,0.0
2000-07-18,1.9737
2000-07-19,1.9355
2000-07-20,1.2658
2000-07-24,-2.5
2000-07-25,2.5641
2000-07-26,0.0
2000-07-27,0.0
2000-07-31,1.25
2000-08-01,-4.9383
2000-08-08,6.4935
2000-08-09,1.2195
2000-08-10,-3.6145
2000-08-11,-1.25
2000-08-14,-0.6329
2000-08-15,0.6369
2000-08-17,-1.2658
2000-08-21,-1.2821
2000-08-28,0.6494
2000-08-29,3.2258
2000-08-30,-2.5
2000-08-31,2.5641
2000-09-01,-1.25
2000-09-05,0.0
2000-09-06,2.5316
2000-09-07,1.2346
2000-09-08,0.0
2000-09-12,-1.2195
2000-09-13,1.284
2000-09-14,-1.2346
2000-09-15,1.25
2000-09-18,-2.4691
2000-09-19,1.2658
2000-09-20,-1.25
2000-09-21,2.5316
2000-09-26,-1.2346
2000-09-28,-5.0
2000-09-29,0.0
2000-10-02,1.3158
2000-10-03,1.9481000000000002
2000-10-04,-1.2739
2000-10-05,-1.2903
2000-10-06,-3.9215999999999998
2000-10-09,0.0
2000-10-12,0.0
2000-10-13,-0.6803
2000-10-17,5.4795
2000-10-18,-5.1948
2000-10-23,0.3425
2000-10-27,-0.3413
2000-10-31,1.3699
2000-11-01,1.3514
2000-11-02,-2.6667
2000-11-03,0.0
2000-11-06,0.0
2000-11-08,1.3699
2000-11-09,0.0
2000-11-16,-2.027
2000-11-17,2.069
2000-11-20,-2.027
2000-11-21,0.3448
2000-11-27,-0.3436
2000-11-28,-2.069
2000-11-29,0.7042
2000-11-30,0.6993
2000-12-01,11.1111
2000-12-05,-10.625
2000-12-06,4.5455
2000-12-07,1.6722000000000001
2000-12-14,2.7215
2000-12-18,2.5974
2000-12-19,0.0
2000-12-20,-1.8987
2000-12-21,5.8065
2000-12-22,7.9268
2000-12-26,-2.8249
2000-12-27,4.6512
2000-12-29,-2.2222
2001-01-02,0.0
2001-01-03,-0.5682
2001-01-04,5.1429
2001-01-05,-1.087
2001-01-08,1.0989
2001-01-09,0.0
2001-01-10,0.0
2001-01-11,1.6303999999999998
2001-01-12,-1.6042999999999998
2001-01-16,1.9022000000000001
2001-01-17,-1.8667
2001-01-18,0.0
2001-01-19,1.087
2001-01-22,-0.5376
2001-01-23,2.1622
2001-01-24,1.5873
2001-01-25,-1.0417
2001-01-26,-3.6842
2001-01-29,1.6393
2001-01-30,3.7634
2001-01-31,-4.6632
2001-02-01,4.3478
2001-02-02,0.0
2001-02-05,-1.5625
2001-02-06,5.8201
2001-02-07,-0.5
2001-02-08,2.5126
2001-02-12,-5.8824
2001-02-14,2.0833
2001-02-15,-2.0408
2001-02-16,-1.5625
2001-02-20,1.5873
2001-02-21,3.125
2001-02-23,-2.5253
2001-02-26,-0.5181
2001-02-28,0.7813
2001-03-01,0.2584
2001-03-02,0.0
2001-03-05,0.0
2001-03-06,2.0619
2001-03-08,-2.0202
2001-03-09,0.0
2001-03-13,2.1031
2001-03-14,-0.5102
2001-03-16,-2.0513
2001-03-21,0.0
2001-03-22,0.0
2001-03-23,0.0
2001-03-27,1.5707
2001-03-28,1.0309
2001-03-29,-4.5918
2001-03-30,1.6042999999999998
2001-04-02,-1.0526
2001-04-04,0.0
2001-04-05,1.5957
2001-04-09,-1.1518
2001-04-10,1.6949
2001-04-11,-1.6667
2001-04-17,3.3898
2001-04-19,-1.6393
2001-04-20,-1.25
2001-04-23,-0.8439
2001-04-24,-2.9787
2001-04-26,5.2632
2001-04-30,-2.0833
2001-05-03,0.1702
2001-05-04,1.9541
2001-05-07,2.5
2001-05-08,-2.439
2001-05-09,0.0
2001-05-11,1.25
2001-05-14,0.823
2001-05-15,3.6734999999999998
2001-05-18,-3.9370000000000003
2001-05-21,0.0
2001-05-22,0.8197
2001-05-23,0.0
2001-05-25,-0.813
2001-05-29,-1.2295
2001-05-31,1.6598000000000002
2001-06-04,1.2245
2001-06-05,0.4032
2001-06-06,-0.9639
2001-06-07,0.0
2001-06-08,-0.4866
2001-06-11,0.4075
2001-06-12,0.5682
2001-06-19,-0.0816
2001-06-20,-0.4898
2001-06-21,0.4922
2001-06-22,0.4082
2001-06-26,0.4065
2001-06-27,0.0
2001-06-28,-0.4049
2001-07-02,0.0813
2001-07-03,1.4622
2001-07-06,-1.4412
2001-07-09,0.0
2001-07-10,0.0
2001-07-11,0.0
2001-07-13,0.0812
2001-07-16,0.0812
2001-07-17,0.1622
2001-07-24,0.4049
2001-07-26,0.7258
2001-07-27,3.6029
2001-07-30,-2.6275
2001-07-31,3.1746
2001-08-01,7.6923
2001-08-02,-0.7143
2001-08-03,-1.4388
2001-08-06,0.7299
2001-08-07,0.0
2001-08-08,0.0145
2001-08-09,1.4201
2001-08-13,-1.4144999999999999
2001-08-14,1.4493
2001-08-16,-0.7143
2001-08-17,0.3489
2001-08-20,-0.276
2001-08-21,0.4264
2001-08-22,-4.0039
2001-08-23,3.4177
2001-08-24,-0.781
2001-08-27,-1.1628
2001-08-28,-3.6765
2001-08-29,0.7634
2001-09-04,-0.3788
2001-09-05,2.1873
2001-09-06,1.2084
2001-09-07,2.6824
2001-09-10,-3.6865
2001-09-17,-6.1562
2001-09-19,8.0
2001-09-20,0.0
2001-09-21,1.1111
2001-09-24,-4.0293
2001-09-26,3.0534
2001-09-27,0.0
2001-10-02,-2.5926
2001-10-03,2.0532
2001-10-05,-0.1118
2001-10-08,-3.6181
2001-10-09,2.1672
2001-10-15,2.2727
2001-10-18,2.963
2001-10-19,-3.2374
2001-10-23,2.6022
2001-10-24,-2.8986
2001-10-29,-3.3582
2001-10-30,0.0154
2001-10-31,-0.0154
2001-11-02,0.0
2001-11-06,0.3861
2001-11-07,-0.3846
2001-11-08,-0.3861
2001-11-09,0.0
2001-11-12,0.0078
2001-11-13,0.7674
2001-11-14,0.9231
2001-11-15,-1.2957
2001-11-16,0.7722
2001-11-27,0.3831
2001-11-28,3.4351
2001-11-30,0.0
2001-12-03,-3.321
2001-12-07,2.2901
2001-12-11,3.9552
2001-12-12,0.0
2001-12-13,1.8115999999999999
2001-12-14,-0.3559
2001-12-18,0.0
2001-12-20,-2.6429
2001-12-21,2.1277
2001-12-24,-3.592
2001-12-27,0.7452
2002-01-02,-0.5178
2002-01-03,0.0
2002-01-04,1.6357
2002-01-07,2.6334999999999997
2002-01-08,-3.7776
2002-01-09,2.4444
2002-01-11,0.8677
2002-01-14,-0.3584
2002-01-17,-1.4388
2002-01-22,-1.4599
2002-01-23,0.7407
2002-01-24,2.1985
2002-01-28,-1.7915
2002-01-29,-1.0695999999999999
2002-01-30,-0.3999
2002-02-01,0.0
2002-02-04,-0.7435
2002-02-05,0.0
2002-02-06,1.4981
2002-02-07,-1.4022000000000001
2002-02-08,2.8443
2002-02-11,-0.2911
2002-02-12,-0.7299
2002-02-13,3.8971
2002-02-14,-3.3970000000000002
2002-02-21,-0.7326
2002-02-22,0.1476
2002-02-25,0.2211
2002-02-26,-0.7353
2002-02-27,-1.0
2002-03-04,-0.0374
2002-03-06,0.0
2002-03-07,1.0479
2002-03-08,0.7407
2002-03-11,0.0
2002-03-12,1.6176
2002-03-13,-2.2431
2002-03-14,5.7549
2002-03-15,-5.1109
2002-03-18,-0.0507
2002-03-20,0.5961
2002-03-25,-0.4444
2002-03-27,0.0
2002-03-28,0.0744
2002-04-01,6.6914
2002-04-02,-5.2265
2002-04-03,-0.7353
2002-04-05,-0.3704
2002-04-08,2.2305
2002-04-09,0.0
2002-04-10,-1.5272999999999999
2002-04-12,-0.1477
2002-04-15,-0.5178
2002-04-16,3.0483
2002-04-17,-2.4288
2002-04-19,0.049
2002-04-24,0.3695
2002-04-25,2.2754
2002-04-26,-0.0648
2002-04-30,-1.2968
2002-05-01,1.3869
2002-05-02,1.4399
2002-05-03,-3.4776
2002-05-08,2.2059
2002-05-09,0.3597
2002-05-10,-2.4373
2002-05-13,-0.0735
2002-05-15,1.4706000000000001
2002-05-16,1.0761
2002-05-17,0.2975
2002-05-20,-1.6440000000000001
2002-05-23,1.0174
2002-05-24,0.0
2002-05-28,-0.7194
2002-05-29,0.2971
2002-05-30,-0.2962
2002-05-31,0.0
2002-06-04,0.0
2002-06-05,0.7246
2002-06-06,-0.7194
2002-06-10,1.087
2002-06-11,0.3584
2002-06-12,1.6429
2002-06-14,0.6383
2002-06-17,0.1409
2002-06-18,0.9148
2002-06-19,-2.371
2002-06-20,2.4286
2002-06-24,-2.371
2002-06-27,1.4285999999999999
2002-06-28,-1.6901000000000002
2002-07-01,0.2865
2002-07-02,0.6429
2002-07-03,-0.6388
2002-07-09,0.8571
2002-07-10,0.3541
2002-07-11,-2.3289
2002-07-12,2.2173
2002-07-16,-1.0382
2002-07-17,0.9286
2002-07-18,-0.8493
2002-07-19,-1.0707
2002-07-22,11.4719
2002-07-23,-6.1489
2002-07-24,-1.7241
2002-07-25,-2.807
2002-07-30,0.1444
2002-07-31,-1.8025
2002-08-02,-1.5419
2002-08-09,0.6711
2002-08-12,-1.8519
2002-08-13,-1.8868
2002-08-14,0.0
2002-08-15,-0.1538
2002-08-16,0.9245
2002-08-19,0.0
2002-08-20,0.0296
2002-08-21,0.0467
2002-08-23,0.0
2002-08-26,8.6957
2002-08-27,-1.0526
2002-08-28,1.0638
2002-08-29,-1.5439
2002-08-30,3.2787
2002-09-03,-3.3816
2002-09-04,-0.0714
2002-09-05,-0.5718
2002-09-06,1.3659
2002-09-09,0.0
2002-09-10,0.7801
2002-09-13,0.2335
2002-09-16,0.0505
2002-09-19,0.9207
2002-09-20,0.7018
2002-09-25,-1.3937
2002-09-26,0.7067
2002-09-27,-0.4912
2002-09-30,0.4937
2002-10-01,-0.3509
2002-10-04,-0.0986
2002-10-07,-0.0423
2002-10-08,0.0071
2002-10-10,-0.0071
2002-10-11,2.2567
2002-10-16,-1.6552
2002-10-21,0.4208
2002-10-22,1.6061
2002-10-28,-1.4433
2002-10-29,0.0
2002-11-04,0.0
2002-11-05,0.0697
2002-11-06,1.0453
2002-11-08,2.4138
2002-11-11,0.3367
2002-11-12,-0.6711
2002-11-13,2.973
2002-11-14,-1.4436
2002-11-15,2.7963
2002-11-18,-0.6412
2002-11-20,0.5541
2002-11-21,-0.1037
2002-11-22,5.1265
2002-11-25,-7.9012
2002-11-26,3.8874
2002-11-27,1.3548
2002-11-29,-0.1273
2002-12-02,0.0
2002-12-03,0.5736
2002-12-04,-0.507
2002-12-05,-0.5096
2002-12-06,0.7042
2002-12-09,0.445
2002-12-10,1.2658
2002-12-11,-0.75
2002-12-12,0.0
2002-12-13,1.5873
2002-12-16,1.5625
2002-12-17,1.5385
2002-12-18,-0.5455
2002-12-19,-0.3047
2002-12-24,-0.4279
2002-12-27,0.1228
2002-12-30,0.7357
2002-12-31,-3.2258
2003-01-02,0.0
2003-01-03,0.0
2003-01-06,1.3208
2003-01-07,-0.6828
2003-01-08,0.3063
2003-01-09,-0.0997
2003-01-10,0.9169
2003-01-13,0.0
2003-01-14,0.0556
2003-01-16,-1.1675
2003-01-21,1.3813
2003-01-22,-1.0542
2003-01-23,4.2928
2003-01-24,-1.6667999999999998
2003-01-27,-0.3645
2003-01-28,-0.9146
2003-01-29,1.9077
2003-01-30,-0.1208
2003-01-31,0.3023
2003-02-03,0.0
2003-02-04,0.9644
2003-02-05,-5.0149
2003-02-06,2.1999
2003-02-07,-0.0615
2003-02-10,-0.4923
2003-02-11,0.804
2003-02-12,0.9202
2003-02-13,-3.2218999999999998
2003-02-14,1.3819
2003-02-19,-0.8674
2003-02-24,0.25
2003-02-25,-0.7481
2003-02-27,0.4397
2003-02-28,-0.6879
2003-03-03,0.7557
2003-03-04,1.4375
2003-03-05,0.5545
2003-03-06,5.1471
2003-03-07,-3.6131
2003-03-10,-1.3906
2003-03-11,0.4905
2003-03-12,-0.4881
2003-03-13,4.5056
2003-03-14,-3.8382
2003-03-17,-0.6765
2003-03-18,1.548
2003-03-19,0.5488
2003-03-20,-0.6064
2003-03-21,-1.4643
2003-03-24,-0.3096
2003-03-27,-1.2422
2003-03-31,2.956
2003-04-01,0.1222
2003-04-02,1.8914
2003-04-03,-2.9341
2003-04-04,0.0617
2003-04-08,3.0888
2003-04-09,3.7019
2003-04-10,0.346
2003-04-11,-1.7241
2003-04-14,2.3392
2003-04-16,-4.0
2003-04-17,2.0833
2003-04-21,4.6647
2003-04-22,3.3983
2003-04-23,1.8319
2003-04-24,0.0
2003-04-25,-4.2328
2003-04-28,1.105
2003-04-30,4.3716
2003-05-01,-3.1414
2003-05-02,0.1081
2003-05-05,-0.108
2003-05-06,0.0
2003-05-07,-1.7297
2003-05-09,0.055
2003-05-13,4.453
2003-05-19,-3.9474
2003-05-20,0.0548
2003-05-21,0.0
2003-05-22,0.0
2003-05-28,3.1216
2003-06-02,-2.1774
2003-06-05,-0.8686
2003-06-10,-0.2738
2003-06-11,2.0319
2003-06-12,2.9268
2003-06-13,0.8425
2003-06-16,-3.1332
2003-06-17,0.0
2003-06-18,3.7736
2003-06-23,-2.8571
2003-06-24,0.8021
2003-06-25,-1.5385
2003-06-26,-1.4009
2003-06-27,1.0929
2003-07-01,0.5351
2003-07-02,3.5002
2003-07-03,0.0
2003-07-07,0.2597
2003-07-08,3.1088
2003-07-09,0.201
2003-07-10,-1.2538
2003-07-11,0.0508
2003-07-14,1.1168
2003-07-15,-1.6064
2003-07-21,2.0408
2003-07-22,0.0
2003-07-23,-2.25
2003-07-24,0.7673
2003-07-29,2.5381
2003-07-30,-0.9901
2003-07-31,0.0
2003-08-01,-0.05
2003-08-04,-0.1001
2003-08-05,1.1517
2003-08-06,-0.495
2003-08-07,-0.995
2003-08-08,0.3015
2003-08-11,0.0
2003-08-14,1.2525
2003-08-15,-2.5235
2003-08-18,1.5228000000000002
2003-08-19,-0.75
2003-08-20,2.5189
2003-08-21,-1.027
2003-08-22,-1.6931
2003-08-26,0.9596
2003-08-27,0.05
2003-08-28,3.75
2003-08-29,1.2048
2003-09-02,4.1429
2003-09-03,-0.5944
2003-09-04,-1.9779
2003-09-05,7.0859
2003-09-08,-0.2191
2003-09-09,-6.0167
2003-09-10,-0.7009
2003-09-11,3.4824
2003-09-12,-0.9607
2003-09-15,-0.6928
2003-09-16,-0.6977
2003-09-17,1.8735
2003-09-18,1.2873999999999999
2003-09-22,-1.271
2003-09-24,1.8391
2003-09-25,-0.0451
2003-09-29,-0.4517
2003-09-30,0.0454
2003-10-01,0.4535
2003-10-07,0.7223
2003-10-08,0.1793
2003-10-17,1.1186
2003-10-22,-1.4602
2003-10-24,2.8738
2003-10-27,-2.8372
2003-10-29,1.0782
2003-10-30,0.8889
2003-10-31,2.4229
2003-11-03,-0.086
2003-11-04,-0.5596
2003-11-05,-0.6494
2003-11-06,-0.8715
2003-11-07,-2.5934
2003-11-11,0.2256
2003-11-12,0.0045
2003-11-13,-0.95
2003-11-17,0.0
2003-11-18,0.0
2003-11-21,2.7727
2003-11-24,-1.7205
2003-11-25,-0.8595
2003-11-26,0.3631
2003-12-02,-2.5328
2003-12-05,0.1903
2003-12-08,1.4775
2003-12-09,0.4108
2003-12-10,-1.2727
2003-12-11,-0.3683
2003-12-12,-0.0418
2003-12-15,-0.0047
2003-12-16,0.0
2003-12-17,0.0047
2003-12-18,0.0
2003-12-19,-0.0047
2003-12-26,0.0
2003-12-29,1.3953
2003-12-30,-0.9174
2004-01-02,0.0046
2004-01-05,1.6157
2004-01-06,0.0
2004-01-07,-0.6834
2004-01-08,-0.1376
2004-01-09,-1.6996
2004-01-12,0.0467
2004-01-13,0.4204
2004-01-14,0.9302
2004-01-15,-0.1382
2004-01-16,1.2921
2004-01-20,0.1868
2004-01-21,2.1782
2004-01-22,0.0
2004-01-23,2.5812
2004-01-26,-3.1236
2004-01-27,5.0157
2004-01-28,-3.1983
2004-02-04,2.9074999999999998
2004-02-05,-1.5411000000000001
2004-02-10,-0.087
2004-02-11,0.087
2004-02-12,0.0
2004-02-13,0.0
2004-02-17,0.9565
2004-02-18,-3.1008
2004-02-19,0.0
2004-02-20,3.3333
2004-02-23,-1.9140000000000001
2004-02-24,-2.4337
2004-02-25,1.1236
2004-02-26,0.0044
2004-02-27,-0.0044
2004-03-04,-4.4444
2004-03-08,6.9767
2004-03-09,0.0
2004-03-10,0.0
2004-03-15,-1.0493999999999999
2004-03-22,1.635
2004-03-24,0.0
2004-03-25,-1.6522000000000001
2004-03-26,-0.5305
2004-03-29,0.0889
2004-04-02,0.0
2004-04-05,-0.0844
2004-04-08,0.04
2004-04-12,0.0
2004-04-13,1.9502000000000002
2004-04-14,-1.9129
2004-04-15,0.311
2004-04-16,0.0886
2004-04-19,-0.354
2004-04-20,0.0
2004-04-21,4.0853
2004-04-22,-0.8106
2004-04-23,-3.1828
2004-04-26,1.1017
2004-04-28,-1.0853
2004-04-29,1.9502000000000002
2004-05-03,-1.6949999999999998
2004-05-04,2.0345
2004-05-05,-2.2589
2004-05-06,-0.2667
2004-05-07,3.9661
2004-05-12,-2.4861
2004-05-13,1.6703000000000001
2004-05-17,-3.1561
2004-05-18,0.8482
2004-05-19,3.143
2004-05-20,0.0
2004-05-21,0.8584
2004-05-24,-3.0638
2004-05-27,0.0878
2004-05-28,-1.7544
2004-06-02,0.1786
2004-06-03,3.877
2004-06-09,-3.7323
2004-06-10,4.7237
2004-06-14,3.7020999999999997
2004-06-15,-1.1179999999999999
2004-06-21,0.1293
2004-06-22,-0.125
2004-06-23,0.0375
2004-06-24,0.0876
2004-06-25,-2.0833
2004-06-28,-1.234
2004-06-29,1.2495
2004-06-30,0.0
2004-07-07,2.766
2004-07-15,0.2899
2004-07-16,-0.289
2004-07-19,-4.058
2004-07-20,-0.259
2004-07-21,-1.4712
2004-07-22,-0.8344
2004-07-23,-0.3543
2004-07-26,0.0
2004-07-28,0.0
2004-08-02,1.5110999999999999
2004-08-03,-0.0876
2004-08-04,0.0
2004-08-05,-4.4259
2004-08-06,-3.7138999999999998
2004-08-09,-2.3810000000000002
2004-08-16,0.6829
2004-08-17,-1.8411
2004-08-19,1.4314
2004-08-23,0.9781
2004-08-24,1.5806
2004-08-25,0.0996
2004-08-26,-1.1374
2004-08-27,1.1505
2004-08-30,-1.5166
2004-08-31,2.2137000000000002
2004-09-01,1.177
2004-09-02,-2.2801
2004-09-08,3.8095
2004-09-09,-0.8716
2004-09-10,-0.5044
2004-09-14,-1.3149
2004-09-28,-0.1422
2004-09-29,0.9022
2004-09-30,4.6588
2004-10-01,3.3723
2004-10-04,1.1309
2004-10-05,-2.9247
2004-10-06,-0.3101
2004-10-07,2.1333
2004-10-08,-0.7833
2004-10-11,-0.2193
2004-10-12,0.0
2004-10-13,0.0
2004-10-14,1.0989
2004-10-21,-1.087
2004-10-26,5.4945
2004-10-27,0.5417
2004-10-28,0.746
2004-10-29,-0.4525
2004-11-01,0.1653
2004-11-03,-0.9901
2004-11-04,1.1208
2004-11-05,1.8995
2004-11-08,0.0809
2004-11-09,0.8485
2004-11-10,0.1603
2004-11-11,-0.4
2004-11-15,-0.0402
2004-11-17,1.7276
2004-11-18,0.6714
2004-11-22,-4.4723
2004-11-23,-0.3285
2004-11-24,6.7161
2004-11-26,0.0
2004-11-29,-1.1583
2004-11-30,-1.9141
2004-12-01,0.0
2004-12-02,-2.3895
2004-12-03,-4.1208
2004-12-06,0.9362
2004-12-07,1.016
2004-12-08,-4.0107
2004-12-09,1.087
2004-12-10,-2.1505
2004-12-13,0.5714
2004-12-14,0.0
2004-12-16,0.0
2004-12-17,0.0
2004-12-20,-0.4396
2004-12-23,4.6358
2004-12-27,-2.5316
2004-12-28,0.0
2004-12-29,-1.5152
2004-12-30,1.978
2004-12-31,0.0
2005-01-03,-1.2931
2005-01-04,1.4672
2005-01-05,2.6037
2005-01-06,-2.7725
2005-01-07,-0.7722
2005-01-10,4.039
2005-01-12,-1.379
2005-01-14,2.7542
2005-01-18,-0.8247
2005-01-19,-0.7069
2005-01-21,-0.2931
2005-01-24,0.798
2005-01-25,-0.5125
2005-01-26,-0.0293
2005-01-28,-0.0419
2005-01-31,-3.8139
2005-02-02,3.268
2005-02-08,-2.5316
2005-02-09,3.8052
2005-02-10,-0.2502
2005-02-11,-1.7517
2005-02-14,-0.8511
2005-02-15,1.2446
2005-02-16,-0.6359
2005-02-17,1.1519
2005-02-18,-1.5605
2005-02-22,-1.114
2005-02-23,0.4333
2005-02-24,2.0708
2005-02-25,-1.2257
2005-02-28,0.2567
2005-03-01,-1.6219000000000001
2005-03-02,0.7809
2005-03-03,2.1093
2005-03-04,-1.4334
2005-03-07,-1.1548
2005-03-08,-0.476
2005-03-09,-0.8696
2005-03-10,0.6579
2005-03-14,0.7011
2005-03-15,-0.5657
2005-03-16,-0.7002
2005-03-17,0.4848
2005-03-18,2.4561
2005-03-22,-0.7705
2005-03-23,-1.6566
2005-03-28,-1.2985
2005-03-31,-0.4356
2005-04-01,3.7407
2005-04-04,0.4303
2005-04-05,-0.0857
2005-04-06,-4.2024
2005-04-08,0.7162
2005-04-12,-0.8889
2005-04-13,1.5695000000000001
2005-04-15,3.6909
2005-04-18,-2.4951
2005-04-20,-0.393
2005-04-22,-2.4551
2005-04-25,-0.0899
2005-04-26,0.4049
2005-04-27,0.8065
2005-04-29,-1.1111
2005-05-03,-6.6517
2005-05-04,-1.5407
2005-05-05,0.0
2005-05-09,1.8093
2005-05-10,2.3535
2005-05-11,4.8334
2005-05-13,-0.0448
2005-05-18,-1.4778
2005-05-24,-3.6818
2005-05-26,0.0944
2005-05-27,-0.2074
2005-06-02,0.1606
2005-06-03,-0.9434
2005-06-06,-0.4762
2005-06-07,0.0
2005-06-08,0.0
2005-06-09,-0.9569
2005-06-10,1.4493
2005-06-14,-1.5812
2005-06-15,3.7975
2005-06-21,-5.0188
2005-06-23,1.2346
2005-06-27,-1.7561
2005-06-29,-0.0497
2005-06-30,-0.6458
2005-07-01,-5.0
2005-07-05,0.3684
2005-07-06,-0.1049
2005-07-07,-2.8871
2005-07-08,4.0541
2005-07-11,-3.1169000000000002
2005-07-12,0.5362
2005-07-13,1.3333
2005-07-14,-5.3158
2005-07-15,-1.612
2005-07-18,3.5593
2005-07-19,-0.3819
2005-07-20,0.2191
2005-07-21,1.0383
2005-07-25,-0.649
2005-07-26,2.6673999999999998
2005-07-27,0.2121
2005-07-28,1.2698
2005-07-29,0.0522
2005-08-01,-2.3499
2005-08-02,0.2674
2005-08-04,-1.0667
2005-08-05,-3.1806
2005-08-08,1.6147
2005-08-09,0.0
2005-08-10,1.3699
2005-08-11,-2.7568
2005-08-12,-0.2223
2005-08-15,2.9526
2005-08-17,-2.5974
2005-08-18,0.0
2005-08-19,0.5556
2005-08-22,0.8564
2005-08-24,0.0274
2005-08-29,0.2738
2005-08-30,1.0377
2005-08-31,-0.9182
2005-09-01,-0.759
2005-09-02,0.5992
2005-09-06,1.0929
2005-09-07,1.3514
2005-09-08,2.6132999999999997
2005-09-09,-3.8462
2005-09-12,0.7027
2005-09-14,2.7027
2005-09-16,1.0526
2005-09-19,-1.0417
2005-09-20,1.3737
2005-09-21,-2.2377
2005-09-22,-0.1089
2005-09-26,-1.3265
2005-09-28,0.0
2005-09-29,0.5388
2005-10-04,-0.5895
2005-10-05,0.0
2005-10-07,0.0
2005-10-11,2.3666
2005-10-12,-1.2586
2005-10-14,1.3333
2005-10-17,9.0
2005-10-19,-0.9392
2005-10-20,-0.5094
2005-10-21,1.4159
2005-10-24,-0.8213
2005-10-26,-2.5816
2005-11-03,0.1
2005-11-07,-6.3437
2005-11-08,3.84
2005-11-10,-3.698
2005-11-15,9.332699999999999
2005-11-16,0.0006
2005-11-18,3.4146
2005-11-22,-0.9434
2005-11-29,6.9524
2005-11-30,0.5276
2005-12-01,-3.0051
2005-12-06,-2.2369
2005-12-07,1.9518
2005-12-08,-2.2815
2005-12-12,-0.0891
2005-12-13,-0.1455
2005-12-14,-0.1418
2005-12-16,1.2595
2005-12-19,-3.9558999999999997
2005-12-22,1.9474
2005-12-29,-3.2474
2005-12-30,-0.0494
2006-01-03,-2.963
2006-01-04,3.2055
2006-01-05,-0.6355
2006-01-06,1.4342
2006-01-10,0.0294
2006-01-12,0.9488
2006-01-18,-1.1628
2006-01-19,-0.6863
2006-01-20,-0.0494
2006-01-26,2.0321
2006-01-30,0.4283
2006-01-31,1.7831000000000001
2006-02-03,-1.9886
2006-02-06,-1.1594
2006-02-07,0.1955
2006-02-08,2.2439
2006-02-10,0.7156
2006-02-14,0.4737
2006-02-15,-1.4616
2006-02-16,2.7751
2006-02-17,-1.0708
2006-02-22,0.0941
2006-02-23,-1.2694
2006-02-24,-1.1905000000000001
2006-02-27,0.241
2006-03-03,-1.2019
2006-03-06,4.5255
2006-03-07,-0.6797
2006-03-08,-0.6656
2006-03-09,-3.171
2006-03-10,1.7057
2006-03-13,9.631
2006-03-14,-3.2967
2006-03-15,-2.3636
2006-03-16,22.2067
2006-03-17,-8.0
2006-03-20,-6.4208
2006-03-21,1.5957
2006-03-22,-2.7357
2006-03-23,1.6484
2006-03-27,-1.9736
2006-03-28,-0.2337
2006-03-29,2.4324
2006-03-30,0.044
2006-03-31,0.3516
2006-04-03,-1.8835
2006-04-05,-0.3125
