ticker,SFIX US Equity
2018-04-09,-1.5974
2018-04-10,3.9889
2018-04-11,3.3898
2018-04-12,2.9336
2018-04-13,-2.7661
2018-04-16,-6.25
2018-04-17,-1.0115
2018-04-18,-1.6721
2018-04-19,-3.1649
2018-04-20,-1.3659
2018-04-23,-0.5935
2018-04-24,1.1443
2018-04-25,3.2464
2018-04-26,-1.2387
2018-04-27,5.2581
2018-04-30,5.1787
2018-05-01,-3.6166
2018-05-02,-1.9891999999999999
2018-05-03,3.3672
2018-05-04,2.4096
2018-05-07,-3.268
2018-05-08,1.6216
2018-05-09,6.5603
2018-05-10,-0.9983
2018-05-11,-2.8992
2018-05-14,-4.6733
2018-05-15,-3.8129999999999997
2018-05-16,-1.2742
2018-05-17,0.239
2018-05-18,0.8107
2018-05-21,0.473
2018-05-22,-3.6252
2018-05-23,-1.4656
2018-05-24,-0.7933
2018-05-25,0.0
2018-05-29,-0.1499
2018-05-30,-3.5035
2018-05-31,-1.556
2018-06-01,0.0
2018-06-04,-3.3193
2018-06-05,4.9591
2018-06-06,7.1132
2018-06-07,-4.6533999999999995
2018-06-08,26.487
2018-06-11,-4.1399
2018-06-12,0.9644
2018-06-13,5.7309
2018-06-14,6.52
2018-06-15,-4.6829
2018-06-18,6.383
2018-06-19,-4.4727
2018-06-20,3.0834
2018-06-21,6.61
2018-06-22,4.4337
2018-06-25,-10.9784
2018-06-26,6.1103
2018-06-27,-3.0197
2018-06-28,3.0413
2018-06-29,-3.584
2018-07-02,0.9475
2018-07-03,-4.5847999999999995
2018-07-05,9.0806
2018-07-06,12.4176
2018-07-09,-3.9802999999999997
2018-07-10,6.009
2018-07-11,2.6675
2018-07-12,-5.5506
2018-07-13,3.126
2018-07-16,0.1212
2018-07-17,4.2386
2018-07-18,-0.5518
2018-07-19,0.0292
2018-07-20,0.3796
2018-07-23,-1.338
2018-07-24,-7.9304
2018-07-25,0.8325
2018-07-26,-1.0796999999999999
2018-07-27,-5.2648
2018-07-30,-2.982
2018-07-31,0.1048
2018-08-01,0.7327
2018-08-02,0.9699
2018-08-03,-0.8233
2018-08-06,3.0093
2018-08-07,2.955
2018-08-08,-2.3810000000000002
2018-08-09,6.0809
2018-08-10,4.9134
2018-08-13,-0.6605
2018-08-14,1.9946000000000002
2018-08-15,-2.7259
2018-08-16,4.0512
2018-08-17,-3.63
2018-08-20,-0.1823
2018-08-21,5.6299
2018-08-22,1.9303
2018-08-23,3.3635
2018-08-24,3.8556
2018-08-27,-2.5540000000000003
2018-08-28,1.3780000000000001
2018-08-29,0.5597
2018-08-30,2.2528
2018-08-31,5.184
2018-09-04,6.6289
2018-09-05,2.9351000000000003
2018-09-06,1.4594
2018-09-07,-0.9958
2018-09-10,2.7939
2018-09-11,-0.0652
2018-09-12,-3.2855
2018-09-13,9.8763
2018-09-14,1.0033
2018-09-17,3.7705
2018-09-18,-1.3479
2018-09-19,-6.7129
2018-09-20,-11.5687
2018-09-21,-2.9285
2018-09-24,2.2008
2018-09-25,1.984
2018-09-26,-0.1423
2018-09-27,0.2851
2018-09-28,3.6958
2018-10-01,1.9647999999999999
2018-10-02,-35.1557
2018-10-03,-3.5591
2018-10-04,2.7589
2018-10-05,-8.2985
2018-10-08,-1.5209000000000001
2018-10-09,-2.7413
2018-10-10,-5.8753
2018-10-11,3.7537000000000003
2018-10-12,6.0163
2018-10-15,-0.8436
2018-10-16,3.4029
2018-10-17,-5.273
2018-10-18,1.3028
2018-10-19,-5.8457
2018-10-22,1.4901
2018-10-23,-0.8157
2018-10-24,-1.3158
2018-10-25,3.3333
2018-10-26,-4.5565
2018-10-29,2.0279
2018-10-30,7.5362
2018-10-31,1.5017
2018-11-01,5.5387
2018-11-02,-0.8986
2018-11-05,0.6892
2018-11-06,-1.1167
2018-11-07,2.623
2018-11-08,-4.1179
2018-11-09,-2.7767
2018-11-12,-3.2369
2018-11-13,2.1250999999999998
2018-11-14,1.9268
2018-11-15,1.6257000000000001
2018-11-16,-0.3348
2018-11-19,-7.4281
2018-11-20,-1.6129
2018-11-21,3.6475
2018-11-23,0.1582
2018-11-26,0.2369
2018-11-27,0.4726
2018-11-28,3.3712
2018-11-29,1.0618
2018-11-30,2.5516
2018-12-03,0.1098
2018-12-04,-2.4488
2018-12-06,7.3061
2018-12-07,-7.9609
2018-12-10,-1.4795
2018-12-11,-20.9087
2018-12-12,8.666
2018-12-13,-8.288499999999999
2018-12-14,-0.5862
2018-12-17,-10.4668
2018-12-18,7.7936
2018-12-19,-5.7536000000000005
2018-12-20,-0.8644
2018-12-21,-8.0654
2018-12-24,-0.8892
2018-12-26,6.9378
2018-12-27,-1.1186
2018-12-28,-1.9796
2018-12-31,-1.3849
2019-01-02,1.8723999999999998
2019-01-03,-1.7806
2019-01-04,5.1462
2019-01-07,8.9544
2019-01-08,-0.8167
2019-01-09,3.7571
2019-01-10,1.1409
2019-01-11,0.9809
2019-01-14,-0.9228
2019-01-15,1.2255
2019-01-16,0.7748
2019-01-17,2.643
2019-01-18,7.3034
2019-01-22,-6.8063
2019-01-23,2.1067
2019-01-24,1.6965
2019-01-25,4.0577
2019-01-28,0.8232
2019-01-29,-0.0859
2019-01-30,-0.086
2019-01-31,-3.3577
2019-02-01,-0.3118
2019-02-04,-1.2064
2019-02-05,0.8141
2019-02-06,-1.5253
2019-02-07,-0.7289
2019-02-08,3.1207
2019-02-11,0.9346
2019-02-12,4.9383
2019-02-13,-0.4202
2019-02-14,2.1097
2019-02-15,4.1322
2019-02-19,3.7698
2019-02-20,3.0975
2019-02-21,-2.411
2019-02-22,1.3683
2019-02-25,2.2497
2019-02-26,-1.0268
2019-02-27,2.0007
2019-02-28,1.0534
2019-03-01,4.2416
2019-03-04,-5.7931
2019-03-05,3.5139
2019-03-06,0.2829
2019-03-07,-6.3822
2019-03-08,-3.2015000000000002
2019-03-11,4.9805
2019-03-12,25.2039
2019-03-13,-6.7792
2019-03-14,0.4446
2019-03-15,1.1698
2019-03-18,-3.0
2019-03-19,-2.3518
2019-03-20,-3.3322
2019-03-21,-1.3311
2019-03-22,-5.0156
2019-03-25,1.5659
2019-03-26,-1.1115
2019-03-27,-0.2901
2019-03-28,1.3818
2019-03-29,1.2554
2019-04-01,-0.4959
2019-04-02,2.3496
2019-04-03,-0.1739
2019-04-04,-2.2648
2019-04-05,-2.0677
2019-04-08,-1.9658
2019-04-09,-2.3394
2019-04-10,1.635
2019-04-11,-0.7108
2019-04-12,2.3738
2019-04-15,-3.0916
2019-04-16,0.038
2019-04-17,-4.4039
2019-04-18,-3.0977
2019-04-22,1.8852
2019-04-23,3.2582
2019-04-24,0.5454
2019-04-25,-1.7823
2019-04-26,5.9172
2019-04-29,0.1117
2019-04-30,-0.8557
2019-05-01,0.6004
2019-05-02,1.2309
2019-05-03,2.0265
2019-05-06,-1.1557
2019-05-07,-3.0325
2019-05-08,0.4898
2019-05-09,-1.4248
2019-05-10,-3.7277
2019-05-13,-3.3584
2019-05-14,5.2739
2019-05-15,-4.9709
2019-05-16,-4.8222000000000005
2019-05-17,-4.9807
2019-05-20,5.4677
2019-05-21,5.2699
2019-05-22,-1.9943
2019-05-23,2.2425
2019-05-24,-2.762
2019-05-28,1.8378999999999999
2019-05-29,-1.1485
2019-05-30,-2.4481
2019-05-31,-1.4887000000000001
2019-06-03,-2.5907
2019-06-04,6.9149
2019-06-05,-2.2803
2019-06-06,14.7221
2019-06-07,3.4393000000000002
2019-06-10,0.5005
2019-06-11,5.2295
2019-06-12,-1.0818
2019-06-13,-1.0594999999999999
2019-06-14,3.3851
2019-06-17,0.6348
2019-06-18,2.9215999999999998
2019-06-19,1.3548
2019-06-20,-0.1273
2019-06-21,0.478
2019-06-24,-0.6977
2019-06-25,-1.7886
2019-06-26,-0.7805
2019-06-27,-0.295
2019-06-28,5.1611
2019-07-01,-2.282
2019-07-02,0.4479
2019-07-03,-1.5924
2019-07-05,0.356
2019-07-08,-1.3866
2019-07-09,-4.0222
2019-07-10,-1.2947
2019-07-11,-2.9341
2019-07-12,-1.6714
2019-07-15,3.3273
2019-07-16,1.5751
2019-07-17,-1.3094000000000001
2019-07-18,-4.9232
2019-07-19,-1.2119
2019-07-22,1.0409
2019-07-23,-2.0235
2019-07-24,2.8539
2019-07-25,-1.1683
2019-07-26,1.6623999999999999
2019-07-29,0.3997
2019-07-30,-1.9544000000000001
2019-07-31,-3.7283
2019-08-01,-3.1058
2019-08-02,-1.7412
2019-08-05,-6.3633
2019-08-06,0.6882
2019-08-07,-1.4524
2019-08-08,1.9939
2019-08-09,-5.4399
2019-08-12,-1.0787
2019-08-13,2.3626
2019-08-14,-7.723
2019-08-15,-2.5974
2019-08-16,2.1235
2019-08-19,-0.5319
2019-08-20,-0.0486
2019-08-21,-2.0914
2019-08-22,-3.2787
2019-08-23,-2.5681000000000003
2019-08-26,0.6326
2019-08-27,-2.5667999999999997
2019-08-28,3.6022
2019-08-29,-1.2974
2019-08-30,0.2103
2019-09-03,-4.8793
2019-09-04,2.4269
2019-09-05,2.3156
2019-09-06,-4.4737
2019-09-09,6.9972
2019-09-10,9.0628
2019-09-11,2.9273
2019-09-12,-3.6239
2019-09-13,-1.6183
2019-09-16,4.4509
2019-09-17,-0.4632
2019-09-18,-5.1187
2019-09-19,-4.6101
2019-09-20,0.9769
2019-09-23,0.7128
2019-09-24,-7.9879
2019-09-25,2.9121
2019-09-26,-0.3203
2019-09-27,-1.7675
2019-09-30,4.9618
2019-10-01,4.2078
2019-10-02,-10.8425
2019-10-03,4.3332
2019-10-04,5.0911
2019-10-07,2.7027
2019-10-08,0.993
2019-10-09,2.5564999999999998
2019-10-10,-0.3835
2019-10-11,4.8604
2019-10-14,-2.8453
2019-10-15,-1.5116
2019-10-16,4.6523
2019-10-17,7.2869
2019-10-18,-0.8116
2019-10-21,-0.9905
2019-10-22,1.4788999999999999
2019-10-23,-1.2859
2019-10-24,-0.304
2019-10-25,3.7020999999999997
2019-10-28,-0.168
2019-10-29,-1.22
2019-10-30,1.0221
2019-10-31,-3.6256
2019-11-01,2.7997
2019-11-04,-1.234
2019-11-05,-0.3016
2019-11-06,-1.6854
2019-11-07,1.8462
2019-11-08,-5.697
2019-11-11,-4.3478
2019-11-12,2.1531000000000002
2019-11-13,3.185
2019-11-14,2.9051
2019-11-15,-1.9849999999999999
2019-11-18,0.36
2019-11-19,1.5247000000000002
2019-11-20,-7.1555
2019-11-21,0.7612
2019-11-22,6.61
2019-11-25,1.0186
2019-11-26,4.6909
2019-11-27,0.3769
2019-11-29,-1.627
2019-12-02,0.7209
2019-12-03,1.6842000000000001
2019-12-04,-3.2919
2019-12-05,-0.5352
2019-12-06,3.7020999999999997
2019-12-09,3.8605
2019-12-10,4.8161000000000005
2019-12-11,5.0524000000000004
2019-12-12,-1.5245
2019-12-13,-4.6443
2019-12-16,-0.6958
2019-12-17,-0.2336
2019-12-18,0.3512
2019-12-19,3.4603
2019-12-20,-0.4885
2019-12-23,-0.1133
2019-12-24,-0.6805
2019-12-26,-2.7027
2019-12-27,-0.5477
2019-12-30,0.7081
2019-12-31,0.2344
2020-01-02,-2.3383
2020-01-03,0.2793
2020-01-06,-1.4723
2020-01-07,-4.6850000000000005
2020-01-08,0.1059
2020-01-09,1.5026000000000002
2020-01-10,-3.3361
2020-01-13,6.3417
2020-01-14,1.0953
2020-01-15,-1.0835
2020-01-16,2.2921
2020-01-17,0.0198
2020-01-21,-3.4496
2020-01-22,-5.5441
2020-01-23,0.7391
2020-01-24,-2.2874
2020-01-27,-1.6784
2020-01-28,1.2579
2020-01-29,-3.0169
2020-01-30,4.3458
2020-01-31,0.3946
2020-02-03,5.9825
2020-02-04,-0.4944
2020-02-05,-0.4141
2020-02-06,0.0
2020-02-07,-2.578
2020-02-10,3.7984999999999998
2020-02-11,2.1793
2020-02-12,5.4326
2020-02-13,0.1527
2020-02-14,1.4863
2020-02-18,3.9054
2020-02-19,3.1081
2020-02-20,1.9278
2020-02-21,0.9972
2020-02-24,-6.4692
2020-02-25,-5.4241
2020-02-26,-4.6959
2020-02-27,-3.9176
2020-02-28,1.0088
2020-03-02,-1.3733
2020-03-03,-4.557
2020-03-04,4.8629999999999995
2020-03-05,-1.8128
2020-03-06,-2.1898
2020-03-09,-6.892
2020-03-10,-25.224
2020-03-11,-11.6646
2020-03-12,-11.7773
2020-03-13,7.2816
2020-03-16,-7.8431
2020-03-17,11.1293
2020-03-18,5.1546
2020-03-19,7.2129
2020-03-20,-4.7681000000000004
2020-03-23,-8.299
2020-03-24,8.3022
2020-03-25,-5.1105
2020-03-26,2.6201
2020-03-27,-9.9291
2020-03-30,0.1575
2020-03-31,-0.1572
2020-04-01,-7.7953
2020-04-02,-2.1349
2020-04-03,2.6178
2020-04-06,8.4184
2020-04-07,4.6274999999999995
2020-04-08,1.7241
2020-04-09,10.9064
2020-04-13,0.6312
2020-04-14,8.3526
2020-04-15,-3.4735
2020-04-16,-6.1237
2020-04-17,5.5817
2020-04-20,-0.0318
2020-04-21,-3.0902
2020-04-22,4.3393
2020-04-23,-2.0794
2020-04-24,5.3411
2020-04-27,2.1381
2020-04-28,-1.3158
2020-04-29,3.4545
2020-04-30,-5.9754000000000005
2020-05-01,-3.4891
2020-05-04,-1.2912
2020-05-05,8.3061
2020-05-06,-2.3551
2020-05-07,2.7211
2020-05-08,6.0205
2020-05-11,0.795
2020-05-12,5.4648
2020-05-13,-0.9081
2020-05-14,4.7978
2020-05-15,10.1337
2020-05-18,-1.4946
2020-05-19,2.3471
2020-05-20,3.8221
2020-05-21,-1.2494
2020-05-22,6.2359
2020-05-26,4.2535
2020-05-27,-3.672
2020-05-28,-1.9060000000000001
2020-05-29,-0.1727
2020-06-01,2.1626
2020-06-02,2.4979
2020-06-03,2.0653
2020-06-04,1.6997
2020-06-05,-0.6765
2020-06-08,-0.1603
2020-06-09,-5.4976
2020-06-10,5.3079
2020-06-11,-8.0645
2020-06-12,2.807
2020-06-15,-0.7892
2020-06-16,4.8162
2020-06-17,3.1179
2020-06-18,-2.6855
2020-06-19,-1.1856
2020-06-22,2.2755
2020-06-23,-1.6989999999999998
2020-06-24,-3.9506
2020-06-25,-0.5141
2020-06-26,-0.9044
2020-06-29,8.3007
2020-06-30,0.0803
2020-07-01,6.656
2020-07-02,7.3308
2020-07-06,1.8914
2020-07-07,0.0344
2020-07-08,0.7216
2020-07-09,-0.1365
2020-07-10,-3.4165
2020-07-13,-8.4896
2020-07-14,1.0823
2020-07-15,2.1415
2020-07-16,2.6955999999999998
2020-07-17,-3.4998
2020-07-20,-2.1534
2020-07-21,-2.3938
2020-07-22,-3.8766
2020-07-23,-2.8807
2020-07-24,-0.678
2020-07-27,2.6024000000000003
2020-07-28,-4.3243
2020-07-29,1.043
2020-07-30,-1.0753
2020-07-31,-3.6957
