ticker,RIVX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-11-14,0.0
2019-01-17,-94.6
2019-04-11,1381.4815
2019-05-30,-5.0
2019-05-31,31.5789
2019-06-21,-50.0
2019-09-17,100.0
2019-10-30,-40.0
2019-11-01,-6.6667
2019-11-04,13.9286
2019-11-05,6.5831
2019-11-06,8.8235
2019-11-07,5.4027
2019-11-08,7.4387
2019-11-11,3.1026
2019-11-12,4.8611
2019-11-13,5.298
2019-11-14,3.5639
2019-11-15,3.2389
2019-11-18,3.7255000000000003
2019-11-19,4.5369
2019-11-20,3.4358
2019-11-21,3.8462
2019-11-22,4.8822
2019-11-25,5.939
2019-11-26,6.2121
2019-11-27,3.4237
2019-11-29,2.3448
2019-12-02,-8.6253
2019-12-03,-4.7198
2019-12-04,6.9658999999999995
2019-12-05,1.5918999999999999
2019-12-06,-0.9972
2019-12-09,1.8705
2019-12-10,2.4011
2019-12-11,2.7586
2019-12-12,4.2953
2019-12-13,3.7323
2019-12-16,0.9926
2019-12-17,3.9312
2019-12-18,1.5366
2019-12-19,2.7288
2019-12-20,1.9899
2019-12-23,3.2222
2019-12-24,3.1216
2019-12-26,2.8184
2019-12-27,3.1471999999999998
2019-12-30,3.7401999999999997
2019-12-31,0.0949
2020-01-02,2.8436
2020-01-03,-0.8295
2020-01-06,-69.7955
2020-01-07,16.6154
2020-01-08,12.6649
2020-01-24,-93.6768
2020-01-27,48.1481
2020-01-28,0.0
2020-01-29,-2.5
2020-01-30,-25.641
2020-01-31,20.6897
2020-02-03,-40.0
2020-02-04,-9.5238
2020-02-05,10.526299999999999
2020-02-06,28.5714
2020-02-07,-40.7407
2020-02-10,-31.25
2020-02-11,63.6364
2020-02-12,-38.8889
2020-02-13,63.6364
2020-02-14,0.0
2020-02-18,-27.7778
2020-02-19,-23.0769
2020-02-20,0.0
2020-02-21,20.0
2020-02-24,0.0
2020-02-25,8.3333
2020-02-26,7.6923
2020-02-27,-14.2857
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-10,-16.6667
2020-03-11,0.0
2020-03-12,0.0
2020-03-19,0.0
2020-03-24,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,-80.0
2020-04-02,400.0
2020-04-03,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-29,0.0
2020-04-30,0.0
2020-05-01,0.0
2020-05-04,0.0
2020-05-06,0.0
2020-05-07,-90.0
2020-05-11,0.0
2020-05-13,8400.0
2020-05-14,-97.6471
2020-05-27,1040.0
2020-05-28,-6.7982
2020-06-02,-2.1176
2020-06-03,-85.5769
2020-06-05,0.0
2020-06-09,0.0
2020-06-10,43.3333
2020-06-11,-30.2326
2020-06-12,0.0
2020-06-16,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-26,0.0
2020-07-06,0.0
2020-07-08,33.3333
2020-07-13,0.0
2020-07-14,-37.5
2020-07-15,60.0
2020-07-16,350.0
2020-07-17,-18.3333
2020-07-20,-2.0408
2020-07-27,-72.2222
2020-07-28,0.0
2020-07-31,0.0
