ticker,FGFH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-18,-1.2346
2000-01-27,1.25
2000-01-28,1.2346
2000-02-02,0.0
2000-02-18,0.0
2000-02-24,0.0
2000-03-17,0.0
2000-03-20,0.0
2000-03-21,2.439
2000-04-12,0.0
2000-05-08,0.0
2000-05-11,0.0
2000-05-24,0.0
2000-05-25,0.0
2000-06-09,0.0
2000-06-15,0.0
2000-06-19,1.1905000000000001
2000-06-22,0.0
2000-07-28,0.0
2000-08-09,0.0
2000-08-11,0.0
2000-08-16,0.0
2000-08-17,0.0
2000-08-22,-1.1764999999999999
2000-08-29,2.3810000000000002
2000-09-13,0.0
2000-10-25,0.0
2000-10-26,0.0
2000-10-30,0.0
2000-10-31,0.0
2000-11-03,0.0
2000-11-07,0.0
2000-11-08,2.3256
2000-11-09,0.0
2000-11-16,4.5455
2000-11-20,0.0
2000-11-28,3.2609
2000-12-04,0.0
2000-12-05,0.0
2000-12-08,1.0526
2000-12-12,0.0
2000-12-14,0.0
2000-12-22,2.0833
2001-01-05,-18.3673
2001-01-08,22.5
2001-01-24,0.0
2001-02-12,-2.0408
2001-02-20,2.0833
2001-02-26,-1.0204
2001-02-27,3.0928
2001-03-09,0.0
2001-03-21,-2.0
2001-03-22,1.5306
2001-03-23,-3.5176
2001-04-05,0.0
2001-04-11,2.0833
2001-04-12,0.0
2001-05-04,-2.0408
2001-05-09,2.0833
2001-05-21,0.0
2001-05-29,-2.0408
2001-06-04,2.0833
2001-06-13,0.0
2001-06-20,-2.0408
2001-07-12,2.0833
2001-07-20,-2.0408
2001-07-23,0.0
2001-07-26,2.0833
2001-07-27,-0.0408
2001-07-31,0.0408
2001-08-06,-1.0204
2001-08-07,1.0309
2001-08-09,0.0
2001-08-10,-0.0408
2001-08-15,-0.3675
2001-08-16,-0.8197
2001-08-17,-0.8264
2001-09-19,0.0
2001-09-20,1.0417
2001-10-03,-1.0309
2001-10-09,0.0
2001-10-10,0.0
2001-10-19,1.0417
2001-10-25,0.0
2001-10-30,0.2066
2001-10-31,1.0309
2001-11-19,0.0
2001-11-23,-2.0408
2001-11-28,0.0
2001-11-29,1.0417
2001-12-11,1.0309
2001-12-12,-2.0408
2001-12-13,0.5
2001-12-21,0.539
2002-01-03,-1.0309
2002-01-07,0.0
2002-01-08,0.0
2002-01-10,0.0
2002-01-25,-2.0833
2002-02-11,3.4115
2002-02-12,0.0
2002-02-13,-1.0309
2002-02-20,1.0417
2002-02-28,0.0
2002-03-01,0.0
