ticker,ARBI US Equity
2010-12-15,50.0
2010-12-16,66.6667
2010-12-22,-50.0
2010-12-31,-30.0
2011-01-03,42.8571
2011-01-06,-30.0
2011-01-14,0.0
2011-02-03,28.5714
2011-02-04,11.1111
2011-02-07,0.0
2011-02-09,0.0
2011-02-17,-20.0
2011-02-22,87.5
2011-02-23,0.0
2011-02-24,0.0
2011-03-07,0.0
2011-03-09,-60.0
2011-03-11,66.6667
2011-03-15,50.0
2011-03-17,-60.0
2011-03-18,150.0
2011-04-07,-53.3333
2011-04-08,114.2857
2011-04-11,-33.6667
2011-04-12,0.5025
2011-04-13,0.0
2011-04-14,0.0
2011-04-28,10.0
2011-05-04,-18.1818
2011-05-11,0.0
2011-05-13,22.2222
2011-05-18,-18.1818
2011-06-07,11.1111
2011-06-13,-10.0
2011-06-24,11.1111
2011-07-19,0.0
2011-07-20,-10.0
2011-08-11,0.0
2011-08-12,-11.1111
2011-08-18,62.5
2011-09-06,-38.4615
2011-09-08,0.0
2011-10-31,56.25
2011-11-04,-36.0
2011-11-07,50.0
2011-11-11,-45.8333
2011-11-29,-23.0769
2011-12-15,-30.0
2011-12-16,0.0
2011-12-29,14.2857
2012-01-11,-25.0
2012-01-18,-33.3333
2012-01-24,0.0
2012-01-30,-25.0
2012-02-03,100.0
2012-02-06,0.0
2012-02-07,-50.0
2012-02-13,33.3333
2012-02-15,150.0
2012-02-16,0.0
2012-02-22,-70.0
2012-03-23,33.3333
2012-03-28,0.0
2012-04-26,0.0
2012-05-07,-25.0
2012-05-10,0.0
2012-05-15,0.0
2012-06-18,0.0
2012-08-10,-33.3333
2012-08-13,-80.0
2012-08-20,150.0
2012-08-22,200.0
2012-08-27,0.0
2012-08-29,-33.3333
2012-09-25,0.0
2012-09-26,0.0
2012-10-03,-50.0
2012-10-09,0.0
2012-10-10,0.0
2012-10-31,-60.0
2012-11-07,0.0
2012-11-23,-50.0
2012-11-26,0.0
2012-11-27,12.5
2012-12-27,0.0
2012-12-28,0.0
2013-01-03,0.0
2013-01-09,0.0
2013-01-23,-11.1111
2013-01-24,0.0
2013-01-25,0.0
2013-01-29,0.0
2013-01-31,0.0
2013-03-12,0.0
2013-03-20,0.0
2013-04-08,0.0
2013-04-09,0.0
2013-05-23,0.0
2013-06-24,0.0
2013-07-10,900.0
2013-07-11,100.0
2013-07-24,-50.0
2013-08-08,100.0
2013-08-12,-50.0
2013-08-21,0.0
2013-08-23,0.0
2013-08-30,0.0
2013-10-14,-50.0
2013-10-16,0.0
2013-10-18,0.0
2013-10-25,0.0
2013-11-06,0.0
2013-11-11,0.0
2013-12-05,0.0
2013-12-09,-20.0
2013-12-27,0.0
2013-12-30,0.0
2014-01-03,0.0
2014-01-09,0.0
2014-01-16,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-03-04,0.0
2014-05-05,0.0
2014-05-09,250.0
2014-05-14,0.0
2014-05-20,-71.4286
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,3.125
2014-06-06,0.0
2014-06-20,0.0
2014-07-14,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-08-27,1.5152
2014-08-28,0.0
2014-09-30,2.9851
2014-10-06,1.4493
2014-10-08,0.0
2014-11-26,0.0
2014-12-08,0.0
2014-12-16,0.0
2014-12-22,0.0
2015-02-10,0.0
2015-02-20,0.0
2015-03-05,0.0
2015-03-18,0.0
2015-05-05,2.8571
2015-05-28,0.0
2015-06-18,0.0
2015-08-20,0.0
2015-08-31,0.0
2015-09-03,2.7778
2015-10-07,20.2703
2015-10-27,-19.1011
2015-10-30,0.0
2015-11-03,-33.3333
2015-11-10,0.0
2015-11-16,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-18,0.0
2015-12-22,41.6667
2016-02-16,-41.1765
2016-04-13,30.0
2016-05-04,-19.2308
2016-05-09,-2.3810000000000002
2016-05-23,-2.439
2016-09-21,-15.0
2016-11-17,0.0
2016-12-19,0.0
2017-01-04,0.0
2017-02-16,0.0
2017-02-23,135.2941
2017-02-24,57.5
2017-03-03,128.5714
2017-03-06,0.0
2017-03-31,-44.4444
2017-04-04,0.0
2017-04-12,11.25
2017-04-17,-10.1124
2017-04-20,-10.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-05-18,-44.4444
2017-06-21,0.0
2017-09-11,0.0
2017-09-20,30.0
2017-10-20,-23.0769
2017-11-07,0.0
2017-11-10,0.0
2017-12-15,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-26,100.0
2018-03-08,0.0
2018-03-12,-50.0
2018-03-14,0.0
2018-04-02,0.0
2018-04-05,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-25,0.0
2018-05-08,0.0
2018-07-24,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-13,0.0
2018-11-07,2.0
2018-12-24,-1.9607999999999999
2019-01-07,0.0
2019-01-14,0.0
2019-02-19,0.0
2019-03-12,20.0
2019-03-29,0.0
2019-04-01,66.6667
2019-04-29,-50.0
2019-05-14,-60.0
2019-06-03,155.0
2019-07-05,56.8627
2019-07-12,-50.0
2019-08-07,0.0
2019-09-20,0.0
2019-10-18,0.0
2019-10-24,2.5
2019-10-30,0.0
2019-11-11,95.122
2020-01-30,-20.65
2020-02-10,-35.4127
2020-04-03,95.122
2020-05-07,25.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-22,0.0
2020-06-09,-55.0
2020-06-12,11.1111
2020-06-15,-10.0
2020-06-30,0.0
2020-07-08,-8.8889
