ticker,ARBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-17,33.3333
2009-12-18,0.0
2009-12-23,150.0
2009-12-29,40.0
2009-12-30,14.2857
2009-12-31,0.0
2010-01-05,150.0
2010-01-06,0.0
2010-01-07,-25.0
2010-01-21,20.0
2010-01-22,0.0
2010-02-03,0.0
2010-02-08,-61.1111
2010-02-10,157.1429
2010-02-16,0.0
2010-02-24,183.3333
2010-02-25,-21.5686
2010-02-26,-12.5
2010-03-01,-14.2857
2010-03-03,-50.0
2010-03-05,100.0
2010-03-08,0.0
2010-03-17,-16.6667
2010-03-19,20.0
2010-03-22,16.6667
2010-03-25,17.1429
2010-03-26,0.0
2010-03-29,-26.8293
2010-03-30,16.6667
2010-03-31,-42.8571
2010-04-01,25.0
2010-04-05,-24.0
2010-04-06,0.0
2010-04-07,0.0
2010-04-12,0.0
2010-04-13,-5.2632
2010-04-14,0.0
2010-04-15,-16.6667
2010-04-16,3.3333
2010-04-21,-3.2258
2010-04-26,0.0
2010-05-03,20.0
2010-05-06,-27.7778
2010-05-13,0.0
2010-05-14,0.0
2010-05-21,-15.3846
2010-05-25,-54.5455
2010-05-26,100.0
2010-05-28,-30.0
2010-06-01,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-10,0.0
2010-06-15,400.0
2010-06-16,-80.0
2010-06-21,0.0
2010-06-23,185.7143
2010-06-24,-25.0
2010-06-25,0.0
2010-06-28,66.6667
2010-06-30,0.0
2010-07-07,0.0
2010-07-08,16.0
2010-07-13,-48.2759
2010-07-16,66.6667
2010-07-19,0.0
2010-07-20,-40.0
2010-07-21,33.3333
2010-07-23,0.0
2010-07-27,-50.0
2010-07-28,100.0
2010-07-29,0.0
2010-08-03,0.0
2010-08-09,0.0
2010-08-11,0.0
2010-08-13,0.0
2010-08-17,20.0
2010-08-20,4.1667
2010-08-23,-20.0
2010-08-24,0.0
2010-09-02,50.0
2010-09-08,-16.6667
2010-09-10,-60.0
2010-09-13,150.0
2010-09-21,0.0
2010-09-28,0.0
2010-10-07,-40.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-18,0.0
2010-10-26,0.0
2010-10-27,-46.6667
2010-10-28,87.5
2010-11-15,-46.6667
2010-11-16,25.0
2010-11-17,-40.0
2010-11-18,66.6667
2010-11-22,-30.0
2010-11-23,42.8571
2010-11-24,0.0
2010-11-29,50.0
2010-12-08,-46.6667
2010-12-09,150.0
2010-12-13,-60.0
2010-12-14,0.0
