ticker,KHZM US Equity
2010-05-21,-8.3333
2010-05-24,-49.0909
2010-05-25,71.4286
2010-05-26,-16.6667
2010-05-28,22.5
2010-06-01,2.0408
2010-06-02,-8.0
2010-06-08,-2.1739
2010-06-09,22.2222
2010-06-10,-18.1818
2010-06-11,-6.6667
2010-06-14,35.7143
2010-06-15,-26.1404
2010-06-16,9.2637
2010-06-17,0.0
2010-06-18,-2.1739
2010-06-22,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,13.3333
2010-06-29,21.5686
2010-06-30,83.871
2010-07-01,-16.6667
2010-07-06,25.2632
2010-07-07,24.3697
2010-07-08,8.1081
2010-07-09,-18.75
2010-07-12,-21.5385
2010-07-13,27.451
2010-07-14,-21.5385
2010-07-15,1.9607999999999999
2010-07-16,0.0
2010-07-19,3.8462
2010-07-20,-2.7778
2010-07-21,42.8571
2010-07-22,-10.0
2010-07-23,14.8148
2010-07-26,6.4516
2010-07-27,5.4545
2010-07-28,0.0
2010-07-29,-16.6667
2010-07-30,24.1379
2010-08-02,-22.2222
2010-08-03,-2.1429
2010-08-04,-13.8686
2010-08-05,11.0169
2010-08-09,-0.7634
2010-08-10,-17.6923
2010-08-12,0.9346
2010-08-13,10.1852
2010-08-16,-14.2857
2010-08-17,12.7451
2010-08-18,-12.1739
2010-08-19,-5.9406
2010-08-20,0.0
2010-08-24,-15.7895
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,50.0
2010-08-31,25.0
2010-09-02,-16.6667
2010-09-03,0.0
2010-09-08,-18.4
2010-09-10,7.8431
2010-09-13,-36.3636
2010-09-14,42.8571
2010-09-15,-5.0
2010-09-16,-10.526299999999999
2010-09-17,-17.647100000000002
2010-09-20,-14.2857
2010-09-23,8.3333
2010-09-27,-7.6923
2010-09-29,0.0
2010-09-30,50.0
2010-10-01,-27.7778
2010-10-04,15.3846
2010-10-05,4.0
2010-10-06,-10.2564
2010-10-08,0.0
2010-10-11,10.0
2010-10-13,-9.0909
2010-10-14,7.1429
2010-10-15,-6.6667
2010-10-20,14.2857
2010-10-21,12.5
2010-10-22,-5.5556
2010-10-26,7.0588
2010-10-27,-1.0989
2010-10-28,-33.3333
2010-11-01,33.3333
2010-11-03,5.0
2010-11-04,-22.619
2010-11-05,23.0769
2010-11-08,12.5
2010-11-09,0.0
2010-11-10,-16.6667
2010-11-12,20.0
2010-11-15,-22.2222
2010-11-16,0.0
2010-11-19,-8.5714
2010-11-22,-6.25
2010-11-23,-30.0
2010-11-24,42.8571
2010-11-26,0.0
2010-11-29,-8.3333
2010-11-30,27.2727
2010-12-01,-11.4286
2010-12-02,4.8387
2010-12-03,-29.2308
2010-12-06,-26.087
2010-12-07,14.7059
2010-12-08,-10.2564
2010-12-09,2.8571
2010-12-10,4.1667
2010-12-13,6.6667
2010-12-14,-12.5
2010-12-15,14.2857
2010-12-16,-27.5
2010-12-17,-34.4828
2010-12-20,5.2632
2010-12-21,-10.0
2010-12-22,8.3333
2010-12-23,-2.5641
2010-12-27,-5.2632
2010-12-28,-5.5556
2010-12-29,5.8824
2010-12-30,-4.3403
2010-12-31,16.1525
2011-01-03,5.0
2011-01-04,-14.2857
2011-01-05,-5.5556
2011-01-06,5.8824
2011-01-07,-13.3333
2011-01-10,8.9744
2011-01-11,-22.2426
2011-01-12,-13.0024
2011-01-13,-13.0435
2011-01-14,25.0
2011-01-18,-20.0
2011-01-19,-10.0
2011-01-20,-11.1111
2011-01-21,25.0
2011-01-24,0.0
2011-01-25,-15.0
2011-01-26,-17.647100000000002
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,42.8571
2011-02-01,-30.0
2011-02-02,0.0
2011-02-03,33.3036
2011-02-04,-8.9082
2011-02-07,-5.8824
2011-02-08,12.5
2011-02-09,0.0
2011-02-10,155.5556
2011-02-11,17.3913
2011-02-14,-11.1111
2011-02-15,-25.0
2011-02-16,16.6667
2011-02-17,0.0
2011-02-18,-4.7619
2011-02-22,5.0
2011-02-23,0.0
2011-02-24,2.3810000000000002
2011-02-25,20.9302
2011-02-28,-7.6923
2011-03-01,8.3333
2011-03-02,-19.2308
2011-03-03,23.8095
2011-03-04,15.3846
2011-03-07,6.6667
2011-03-08,-15.625
2011-03-09,11.1111
2011-03-10,0.0
2011-03-11,-16.6667
2011-03-14,-28.0
2011-03-15,-11.1111
2011-03-16,-6.25
2011-03-17,-6.6667
2011-03-18,0.0
2011-03-21,-14.2857
2011-03-22,-4.1667
2011-03-23,47.8261
2011-03-24,5.8824
2011-03-25,16.6667
2011-03-28,0.0
2011-03-30,0.0
2011-03-31,9.5238
2011-04-04,-13.0435
2011-04-05,-10.0
2011-04-11,22.2222
2011-04-12,-4.5455
2011-04-13,14.2857
2011-04-14,-29.1667
2011-04-15,5.8824
2011-04-18,-16.6667
2011-04-19,0.0
2011-04-20,-13.3333
2011-04-21,-7.6923
2011-04-25,-22.9167
2011-04-26,29.7297
2011-04-27,0.0
2011-04-28,-20.8333
2011-04-29,26.3158
2011-05-02,-22.9167
2011-05-03,40.5405
2011-05-04,0.0
2011-05-05,15.3846
2011-05-06,0.0
2011-05-09,-20.0
2011-05-10,0.0
2011-05-11,25.0
2011-05-12,-20.0
2011-05-13,-20.8333
2011-05-16,46.3158
2011-05-17,-20.8633
2011-05-18,-9.0909
2011-05-19,30.0
2011-05-20,0.0
2011-05-23,0.0
2011-05-24,-23.0769
2011-05-25,-5.0
2011-05-26,0.0
2011-05-27,0.0
2011-05-31,47.3684
2011-06-01,0.0
2011-06-02,-35.7143
2011-06-03,21.1111
2011-06-06,-17.4312
2011-06-07,11.1111
2011-06-08,-15.0
2011-06-09,29.4118
2011-06-10,-26.3636
2011-06-13,-19.7531
2011-06-14,15.3846
2011-06-15,20.0
2011-06-16,-11.1111
2011-06-17,0.0
2011-06-20,-31.25
2011-06-22,-9.0909
2011-06-23,0.0
2011-06-27,40.0
2011-06-29,14.2857
2011-06-30,6.25
2011-07-05,-52.9412
2011-07-06,50.0
2011-07-07,16.6667
2011-07-11,-42.8571
2011-07-12,0.0
2011-07-13,0.0
2011-07-14,50.0
2011-07-15,0.0
2011-07-18,-16.6667
2011-07-19,40.0
2011-07-20,0.0
2011-07-21,-28.5714
2011-07-22,20.0
2011-07-25,16.6667
2011-07-26,0.0
2011-07-27,0.0
2011-07-28,-14.2857
2011-07-29,0.0
2011-08-01,-17.5
2011-08-03,-16.9192
2011-08-08,-0.304
2011-08-09,19.5122
2011-08-11,22.449
2011-08-16,-58.3333
2011-08-18,28.0
2011-08-22,0.0
2011-08-24,17.1875
2011-08-30,-46.6667
2011-09-06,150.0
2011-09-07,20.0
2011-09-09,-50.0
2011-09-16,-33.3333
2011-09-19,50.0
2011-09-20,-26.6667
2011-09-28,-18.1818
2011-10-06,-5.5556
2011-10-07,0.0
2011-10-11,23.5294
2011-10-12,0.0
2011-10-13,-14.2857
2011-10-18,0.0
2011-10-21,11.1111
2011-10-24,-20.0
2011-10-25,-56.25
2011-10-26,0.0
2011-10-27,-21.4286
2011-10-28,354.5455
2011-11-02,-68.0
2011-11-04,162.5
2011-11-07,-52.381
2011-11-10,20.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,-16.6667
2011-11-23,-10.0
2011-11-25,0.0
2011-11-29,-22.2222
2011-11-30,0.0
2011-12-01,-38.3929
2011-12-06,62.3188
2011-12-07,-35.7143
2011-12-08,0.0
2011-12-09,0.0
2011-12-14,-26.3889
2011-12-16,81.1321
2011-12-19,25.0
2011-12-23,0.0
2011-12-28,0.0
2011-12-29,-62.5
2011-12-30,17.7778
2012-01-09,0.0
2012-01-12,120.7547
2012-01-13,0.0
2012-01-30,-17.9487
2012-02-08,41.6667
2012-02-09,-17.647100000000002
2012-02-16,0.0
2012-02-21,-59.8214
2012-02-23,6.6667
2012-02-28,-4.1667
2012-03-08,113.0435
2012-03-09,0.0
2012-03-13,144.898
2012-03-15,-52.0833
2012-03-29,0.0
2012-03-30,0.0
2012-04-03,39.1304
2012-04-09,-28.125
2012-04-13,-6.9565
2012-04-23,19.6262
2012-04-24,25.0
2012-04-27,0.0
2012-04-30,-20.0
2012-05-07,0.0
2012-05-08,-29.6875
2012-05-09,-11.1111
2012-05-10,60.0
2012-05-11,0.0
2012-05-14,0.0
2012-06-07,25.0
2012-06-11,0.0
2012-06-22,-50.0
2012-06-25,100.0
2012-08-09,-70.0
2012-08-20,66.6667
2012-08-28,-40.0
2012-08-29,33.3333
2012-09-11,0.0
2012-09-14,0.0
2012-09-27,0.0
2012-10-15,0.0
2012-10-18,-87.5
2012-10-19,700.0
2012-11-05,-45.3125
2012-11-16,0.0
2012-11-19,-2.8571
2012-11-27,0.0
2012-11-28,0.0
2012-12-05,0.0
2012-12-18,0.0
2012-12-21,-29.4118
2012-12-24,0.0
2012-12-28,0.0
2012-12-31,-33.3333
2013-01-04,50.0
2013-01-09,33.3333
2013-01-11,250.0
2013-01-23,-57.1429
2013-01-31,0.0
2013-02-01,0.0
2013-03-06,0.0
2013-03-11,4.1667
2013-03-12,140.0
2013-03-26,-58.3333
2013-04-01,-4.0
2013-04-09,0.0
2013-04-11,0.0
2013-04-19,0.0
2013-04-22,0.0
2013-04-25,0.0
2013-05-07,0.0
2013-05-08,0.0
2013-06-07,100.0
2013-06-12,0.0
2013-06-14,-16.6667
2013-07-18,0.0
2013-07-24,0.0
2013-07-31,0.0
2013-08-13,0.0
2013-08-16,40.0
2013-08-19,0.0
2013-09-09,0.0
2013-09-16,-28.5714
2013-09-17,0.0
2013-09-20,40.0
2013-10-04,14.2857
2013-11-18,0.0
2013-12-09,0.0
2013-12-10,0.0
2013-12-11,0.0
2013-12-23,-12.5
2013-12-24,0.0
2014-01-13,14.2857
2014-01-31,0.0
2014-02-04,0.0
2014-02-07,0.0
2014-02-14,0.0
2014-03-05,0.0
2014-03-17,150.0
2014-03-19,-65.0
2014-04-04,-14.2857
2014-04-11,0.0
2014-04-22,0.0
2014-04-25,0.0
2014-05-14,0.0
2014-05-19,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-20,0.0
2014-07-10,0.0
2014-07-11,-16.6667
2014-07-23,-20.0
2014-08-08,25.0
2014-08-11,0.0
2014-08-22,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-09-02,0.0
2014-09-25,0.0
2014-09-26,0.0
2014-10-20,-20.0
2014-12-02,25.0
2014-12-08,0.0
2014-12-11,0.0
2014-12-18,0.0
2014-12-23,0.0
2014-12-29,300.0
2015-01-02,-70.0
2015-01-05,0.0
2015-02-13,0.0
2015-03-05,8.3333
2015-03-06,-7.6923
2015-03-09,0.0
2015-04-06,0.0
2015-05-08,0.0
2015-07-28,0.0
2015-07-30,0.0
2015-08-06,66.6667
2015-08-19,-55.0
2015-10-23,0.0
2015-10-27,0.0
2015-10-30,0.0
2015-11-18,0.0
2015-11-30,-11.1111
2015-12-09,-9.375
2015-12-17,10.3448
2015-12-21,0.0
2015-12-28,-25.0
2015-12-31,-16.6667
2016-01-19,0.0
2016-01-25,-20.0
2016-02-24,0.0
2016-03-02,0.0
2016-05-26,9.375
2016-06-13,0.0
2016-06-14,20.0
2016-07-11,-16.6667
2016-08-05,0.0
2016-09-26,-2.8571
2016-10-04,-5.8824
2016-10-06,0.0
2016-10-31,0.0
2016-11-29,-50.0
2016-12-15,0.0
2016-12-19,-87.5
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2017-01-26,0.0
2017-03-24,200.0
2017-06-02,-60.0
2017-08-02,433.3333
2017-08-24,0.0
2017-08-29,-75.0
2017-09-11,0.0
2017-09-29,400.0
2017-10-12,-80.0
2017-11-10,-50.0
2017-11-16,200.0
2017-11-28,103.3333
2017-11-30,0.0
2017-12-18,-50.8197
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,73.3333
2018-01-16,-42.3077
2018-01-22,0.0
2018-01-24,166.6667
2018-03-22,0.0
2018-04-03,26.625
2018-06-05,-21.0267
2018-06-11,106.25
2018-07-19,-51.5152
2018-07-23,21.25
2018-08-02,-17.5258
2018-09-20,0.0
2018-10-19,25.0
2018-11-06,-70.0
2018-12-26,-66.6667
2019-01-02,900.0
2019-02-05,-90.0
2019-02-08,2200.0
2019-02-11,8.6957
2019-02-13,-92.0
2019-02-19,0.0
2019-03-14,50.0
2019-05-14,233.3333
2019-06-04,0.0
2019-06-18,0.0
2019-08-02,-90.0
2019-08-07,900.0
2019-10-17,-50.0
2019-11-06,60.0
2019-11-07,75.0
2019-11-11,-28.5714
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-19,-40.0
2019-11-21,33.3333
2019-11-25,0.0
2019-11-27,-25.0
2019-12-02,50.0
2019-12-03,22.2222
2019-12-04,18.1818
2019-12-05,7.6923
2019-12-06,-21.4286
2019-12-12,-18.1818
2019-12-20,0.0
2019-12-24,1.6667
2019-12-30,-1.6393
2020-01-14,0.0
2020-01-23,11.1111
2020-03-11,-10.0
2020-04-14,55.0
2020-04-29,-35.4839
2020-05-21,-11.1111
2020-07-29,-12.5
