ticker,HKIB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-08-05,20.4057
2019-08-06,-2.0813
2019-08-07,0.2024
2019-08-08,0.202
2019-08-09,-0.2016
2019-08-12,-1.8182
2019-08-13,-5.7613
2019-08-14,2.6201
2019-08-15,-3.617
2019-08-16,1.4349
2019-08-19,0.5441
2019-08-20,0.6494
2019-08-21,-0.7527
2019-08-22,-3.0336
2019-08-23,-1.6760000000000002
2019-08-26,2.2727
2019-08-27,0.5556
2019-08-28,0.0
2019-08-29,-7.4033
2019-08-30,7.3986
2019-09-03,0.5556
2019-09-04,0.1105
2019-09-05,0.1104
2019-09-06,0.1103
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,-0.4405
2019-09-13,0.1106
2019-09-16,0.3315
2019-09-17,-3.0837
2019-09-18,1.7045
2019-09-19,0.5587
2019-09-20,0.2222
2019-09-23,-0.6652
2019-09-24,-0.1116
2019-09-25,0.0
2019-09-26,0.1117
2019-09-27,0.1116
2019-09-30,0.3344
2019-10-01,0.0
2019-10-02,-0.7778
2019-10-03,-1.4558
2019-10-04,-7.8408999999999995
2019-10-07,-1.3564
2019-10-08,1.375
2019-10-09,3.4525
2019-10-10,1.0727
2019-10-11,3.184
2019-10-14,-2.8571
2019-10-15,2.7058999999999997
2019-10-16,-2.6346
2019-10-17,-3.5294
2019-10-18,-2.439
2019-10-21,4.375
2019-10-22,0.0
2019-10-23,0.2395
2019-10-24,-4.4205
2019-10-25,0.625
2019-10-28,-0.2484
2019-10-29,-0.3736
2019-10-30,0.0
2019-10-31,-0.25
2019-11-01,0.2506
2019-11-04,5.0
2019-11-05,-1.1905000000000001
2019-11-06,0.0
2019-11-07,0.6024
2019-11-08,1.7964
2019-11-11,-0.9412
2019-11-12,-4.038
2019-11-13,-1.7327
2019-11-14,0.5038
2019-11-15,0.2506
2019-11-18,-2.25
2019-11-19,2.3018
2019-11-20,0.0
2019-11-21,2.5
2019-11-22,-2.439
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,-5.0
2019-12-02,5.9211
2019-12-03,-0.1242
2019-12-04,1.99
2019-12-05,1.8293
2019-12-06,1.7964
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,0.1176
2019-12-18,-0.1175
2019-12-19,5.1765
2019-12-20,-2.6846
2019-12-23,-2.2989
2019-12-24,4.4706
2019-12-26,-0.2252
