ticker,DTCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,14.2857
2000-01-04,-12.5
2000-01-05,28.5714
2000-01-06,-13.1944
2000-01-07,-10.4
2000-01-10,0.0
2000-01-11,0.0
2000-01-13,0.0
2000-01-18,-42.8571
2000-01-19,0.0
2000-01-20,0.0
2000-01-25,0.0
2000-01-28,-55.0
2000-02-02,177.7778
2000-02-03,-20.0
2000-02-04,-25.0
2000-02-07,-33.3333
2000-02-08,50.0
2000-02-14,-96.6667
2000-02-17,0.0
2000-02-18,0.0
2000-02-22,9900.0
2000-02-23,-40.0
2000-02-24,-98.3333
2000-02-25,0.0
2000-02-28,5900.0
2000-03-08,233.3333
2000-03-10,-99.5
2000-03-13,19900.0
2000-03-14,-90.0
2000-03-15,200.0
2000-03-17,-66.6667
2000-03-21,650.0
2000-03-22,-80.0
2000-03-28,133.3333
2000-03-29,-57.1429
2000-03-30,66.6667
2000-03-31,20.0
2000-04-03,0.0
2000-04-05,-50.0
2000-04-11,0.0
2000-04-14,0.0
2000-04-20,133.3333
2000-05-01,-57.1429
2000-05-02,0.0
2000-05-09,-66.6667
2000-05-22,0.0
2000-06-02,900.0
2000-06-05,-90.0
2000-06-08,0.0
2000-06-12,0.0
2000-06-14,0.0
2000-06-22,0.0
2000-08-09,0.0
2000-09-20,0.0
2000-09-21,0.0
2000-10-11,0.0
2000-10-16,0.0
2000-10-26,0.0
2000-10-30,56.25
2000-11-03,-36.0
2000-11-09,-50.0
2000-12-11,0.0
2000-12-12,0.0
2000-12-13,0.0
2000-12-19,0.0
2000-12-27,0.0
2000-12-29,0.0
2001-01-08,0.0
2001-01-26,100.0
2001-01-31,-50.0
2001-02-27,0.0
2001-03-13,300.0
2001-03-22,-90.0
2001-03-30,-50.0
2001-04-04,900.0
2001-04-09,-90.0
2001-04-11,0.0
2001-04-24,0.0
2001-04-26,900.0
2001-05-15,-90.0
2001-06-08,900.0
2001-06-29,-90.0
2001-07-19,0.0
2001-08-15,0.0
2001-08-21,0.0
2001-11-07,0.0
2001-12-24,0.0
2002-01-15,0.0
2002-01-17,100.0
2002-01-22,0.0
2002-01-25,-50.0
2002-02-01,100.0
2002-02-04,0.0
2002-02-05,0.0
2002-02-12,-50.0
2002-02-21,0.0
2002-03-19,0.0
2002-03-22,0.0
2002-04-04,100.0
2002-04-23,-50.0
2002-04-24,100.0
2002-05-08,-50.0
2002-05-16,0.0
2002-05-31,0.0
2002-08-21,0.0
2002-09-10,0.0
2002-09-16,0.0
