ticker,DTCO US Equity
2002-09-26,0.0
2002-09-30,0.0
2002-10-15,-87.5
2002-10-30,0.0
2002-11-13,0.0
2002-11-21,0.0
2002-11-25,0.0
2002-12-18,0.0
2003-01-13,0.0
2003-01-29,0.0
2003-01-30,0.0
2003-02-20,0.0
2003-04-22,0.0
2003-06-13,0.0
2003-07-02,0.0
2003-07-25,0.0
2003-09-02,0.0
2003-09-15,0.0
2003-09-22,0.0
2003-09-25,0.0
2003-10-01,0.0
2003-10-06,0.0
2003-10-13,0.0
2003-10-29,0.0
2003-11-18,0.0
2003-11-25,0.0
2003-12-26,0.0
2003-12-31,0.0
2004-01-07,0.0
2004-01-26,0.0
2004-02-03,700.0
2004-02-23,0.0
2004-03-19,0.0
2004-04-16,0.0
2004-05-19,400.0
2004-05-21,40.0
2004-06-02,14.2857
2004-06-17,-62.5
2004-07-21,-66.6667
2004-08-12,0.0
2004-08-16,0.0
2004-08-27,0.0
2004-09-01,0.0
2004-09-13,-50.0
2004-09-22,100.0
2004-09-30,0.0
2004-10-08,0.0
2004-10-13,0.0
2005-03-30,25.0
2005-04-13,0.0
2005-06-07,0.0
2005-06-08,0.0
2005-06-22,0.0
2005-09-27,20.0
2005-09-28,66.6667
2005-11-01,-40.0
2005-12-08,0.0
2005-12-27,16.6667
2006-01-19,0.0
2006-03-01,5.7143
2006-03-15,35.1351
2006-03-17,-26.0
2006-03-23,35.1351
2006-03-28,-26.0
2006-04-20,0.0
2006-04-24,0.0
2006-04-25,0.0
2006-05-09,89.1892
2006-05-10,-14.2857
2006-05-16,-25.0
2006-06-01,44.4444
2006-06-02,0.0
2006-06-09,-21.5385
2006-06-13,-11.7647
2006-06-14,0.0
2006-06-15,0.0
2006-06-22,44.4444
2006-07-12,-53.8462
2006-07-17,0.0
2006-07-20,-33.3333
2006-07-21,0.0
2006-07-25,0.0
2006-07-26,0.0
2006-07-27,0.0
2006-08-08,90.0
2006-08-09,-15.7895
2006-08-11,-15.625
2006-08-14,11.1111
2006-08-15,23.3333
2006-08-16,16.2162
2006-08-17,-17.4419
2006-08-18,12.6761
2006-08-21,32.5
2006-08-22,-20.7547
2006-08-23,-34.5238
2006-08-24,12.7273
2006-08-25,3.2258
2006-08-28,9.375
2006-08-29,-2.8571
2006-08-30,-17.647100000000002
2006-08-31,-7.1429
2006-09-01,19.2308
2006-09-05,-12.9032
2006-09-06,-3.7037
2006-09-07,-13.0769
2006-09-08,-0.4425
2006-09-11,-11.1111
2006-09-12,-5.0
2006-09-13,-5.2632
2006-09-14,0.0
2006-09-15,-11.1111
2006-09-18,0.0
2006-09-19,25.0
2006-09-20,14.0
2006-09-21,-12.2807
2006-09-22,5.0
2006-09-25,9.5238
2006-09-26,-4.3478
2006-09-27,-4.5455
2006-09-28,-4.7619
2006-09-29,5.0
2006-10-02,-14.2857
2006-10-03,0.0
2006-10-04,0.0
2006-10-05,-16.6667
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,-1.3333
2006-10-11,-5.4054
2006-10-12,7.1429
2006-10-13,0.0
2006-10-16,0.0
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,6.6667
2006-10-20,-6.25
2006-10-23,0.0
2006-10-24,0.0
2006-10-25,6.6667
2006-10-26,-6.25
2006-10-27,0.0
2006-10-30,0.0
2006-10-31,-3.3333
2006-11-01,-3.4483
2006-11-02,-14.2857
2006-11-03,-16.6667
2006-11-06,0.0
2006-11-07,0.0
2006-11-08,10.0
2006-11-09,18.1818
2006-11-10,0.0
2006-11-14,0.0
2006-11-15,0.0
2006-11-16,-19.2308
2006-11-17,0.0
2006-11-20,4.7619
2006-11-22,-9.0909
2006-11-24,0.0
2006-11-27,0.0
2006-11-28,0.0
2006-11-29,-20.0
2006-11-30,-6.25
2006-12-04,-6.6667
2006-12-05,-12.857099999999999
2006-12-06,14.7541
2006-12-07,28.5714
2006-12-08,22.2222
2006-12-11,9.0909
2006-12-12,8.3333
2006-12-13,-15.3846
2006-12-14,13.6364
2006-12-15,-4.0
2006-12-18,-8.3333
2006-12-19,0.0
2006-12-20,-18.1818
2006-12-21,0.0
2006-12-22,0.0
2006-12-26,0.0
2006-12-27,0.0
2006-12-28,0.0
2006-12-29,11.1111
2007-01-03,-10.0
2007-01-04,0.0
2007-01-08,44.4444
2007-01-09,-15.3846
2007-01-10,-24.0909
2007-01-11,31.7365
2007-01-12,-9.0909
2007-01-16,0.0
2007-01-17,10.0
2007-01-18,0.0
2007-01-19,18.1818
2007-01-22,-23.0769
2007-01-23,0.0
2007-01-24,0.0
2007-01-25,10.0
2007-01-26,9.0909
2007-01-29,-8.3333
2007-01-30,4.5455
2007-01-31,13.0435
2007-02-01,-7.6923
2007-02-02,0.0
2007-02-05,-4.1667
2007-02-06,-13.0435
2007-02-07,0.0
2007-02-08,-10.0
2007-02-09,0.0
2007-02-12,-11.1111
2007-02-13,-12.5
2007-02-14,28.5714
2007-02-15,-11.1111
2007-02-16,0.0
2007-02-20,0.0
2007-02-21,-12.5
2007-02-22,0.0
2007-02-23,42.8571
2007-02-26,-20.0
2007-02-27,12.5
2007-03-01,-22.2222
2007-03-05,7.1429
2007-03-06,20.0
2007-03-07,-11.1111
2007-03-08,12.5
2007-03-12,0.0
2007-03-13,-4.4444
2007-03-14,-6.9767
2007-03-15,-6.25
2007-03-16,6.6667
2007-03-19,0.0
2007-03-20,6.25
2007-03-21,-5.8824
2007-03-22,-10.0
2007-03-23,0.0
2007-03-26,25.0
2007-03-29,-33.3333
2007-03-30,50.0
2007-04-02,-11.1111
2007-04-09,0.0
2007-04-10,0.0
2007-04-11,-12.5
2007-04-12,-14.2857
2007-04-13,-8.3333
2007-04-17,45.4545
2007-04-18,-12.5
2007-04-19,-7.1429
2007-04-23,7.6923
2007-04-24,0.0
2007-04-25,14.2857
2007-04-27,-18.75
2007-04-30,3.8462
2007-05-01,18.5185
2007-05-02,0.0
2007-05-03,6.25
2007-05-04,2.3529
2007-05-07,-9.1954
2007-05-08,-12.6582
2007-05-09,1.4493
2007-05-10,0.0
2007-05-11,7.1429
2007-05-14,-6.6667
2007-05-15,0.0
2007-05-17,0.0
2007-05-18,0.0
2007-05-21,14.2857
2007-05-22,-18.75
2007-05-23,-13.8462
2007-05-24,25.0
2007-05-25,-7.1429
2007-05-29,0.0
2007-05-30,-7.6923
2007-05-31,8.3333
2007-06-01,-7.6923
2007-06-04,0.0
2007-06-05,33.3333
2007-06-06,-25.0
2007-06-12,25.0
2007-06-13,-13.3333
2007-06-14,-7.6923
2007-06-15,0.0
2007-06-18,15.0
2007-06-19,-2.1739
2007-06-21,-11.1111
2007-06-25,-8.3333
2007-06-26,9.0909
2007-06-27,8.3333
2007-06-28,-7.6923
2007-06-29,15.0
2007-07-02,-13.0435
2007-07-03,0.0
2007-07-05,33.3333
2007-07-06,-25.0
2007-07-09,0.0
2007-07-11,-8.3333
2007-07-12,27.2727
2007-07-13,-7.1429
2007-07-16,-7.6923
2007-07-17,25.0
2007-07-18,-6.6667
2007-07-19,21.4286
2007-07-23,-17.647100000000002
2007-07-24,14.2857
2007-07-25,-6.25
2007-07-26,-6.6667
2007-07-27,14.2857
2007-07-30,-25.0
2007-07-31,0.0
2007-08-01,0.0
2007-08-06,-33.3333
2007-08-07,0.0
2007-08-08,0.0
2007-08-13,0.0
2007-08-14,50.0
2007-08-15,0.0
2007-08-16,-16.6667
2007-08-17,-10.0
2007-08-20,11.1111
2007-08-21,-20.0
2007-08-23,25.0
2007-08-24,0.0
2007-08-27,-20.0
2007-08-28,0.0
2007-08-29,0.0
2007-08-31,12.5
2007-09-04,-11.1111
2007-09-05,0.0
2007-09-07,25.0
2007-09-10,-28.0
2007-09-11,-2.7778
2007-09-12,0.0
2007-09-14,8.5714
2007-09-20,31.5789
2007-09-21,0.0
2007-09-24,0.0
2007-09-25,0.0
2007-09-26,-10.0
2007-09-27,-6.6667
2007-09-28,7.1429
2007-10-01,0.0
2007-10-02,2.2222
2007-10-03,8.6957
2007-10-05,0.0
2007-10-08,20.0
2007-10-09,0.0
2007-10-10,-16.6667
2007-10-11,0.0
2007-10-18,2.0
2007-10-19,0.0
2007-10-23,0.0
2007-10-25,7.8431
2007-10-29,9.0909
2007-10-31,-8.3333
2007-11-02,-7.2727
2007-11-05,0.0
2007-11-06,-1.9607999999999999
2007-11-08,-20.0
2007-11-09,25.0
2007-11-12,0.0
2007-11-13,0.0
2007-11-14,0.0
2007-11-16,-26.0
2007-11-19,8.1081
2007-11-20,-7.5
2007-11-21,0.0
2007-11-27,35.1351
2007-11-29,0.0
2007-11-30,-26.0
2007-12-03,35.1351
2007-12-04,-26.0
2007-12-06,8.1081
2007-12-07,0.0
2007-12-10,-7.5
2007-12-12,8.1081
2007-12-17,0.0
2007-12-18,-12.5
2007-12-20,-11.4286
2007-12-21,12.9032
2007-12-24,-11.4286
2007-12-26,12.9032
2007-12-28,0.0
2007-12-31,0.0
2008-01-03,0.0
2008-01-07,-11.4286
2008-01-08,0.0
2008-01-09,0.0
2008-01-10,12.9032
2008-01-15,14.2857
2008-01-18,0.0
2008-01-22,12.5
2008-01-23,-22.2222
2008-01-28,0.0
2008-01-29,14.2857
2008-01-30,-42.5
2008-01-31,-13.0435
2008-02-08,25.0
2008-02-11,0.0
2008-02-12,-20.0
2008-02-14,40.0
2008-02-15,0.0
2008-02-19,-28.5714
2008-02-20,-25.0
2008-02-22,-6.6667
2008-02-25,0.0
2008-02-26,78.5714
2008-02-27,-44.0
2008-02-28,78.5714
2008-03-10,0.0
2008-03-13,-60.0
2008-03-18,150.0
2008-03-19,-20.0
2008-03-20,-25.0
2008-03-24,0.0
2008-03-25,0.0
2008-03-31,33.3333
2008-04-04,-25.0
2008-04-09,0.0
2008-04-10,33.3333
2008-04-14,-20.0
2008-04-18,25.0
2008-04-25,-25.0
2008-04-28,0.0
2008-04-29,0.0
2008-04-30,0.0
2008-05-06,-26.6667
2008-05-07,172.7273
2008-05-08,0.0
2008-05-09,0.0
2008-05-12,-16.6667
2008-05-14,0.0
2008-05-15,-20.0
2008-05-16,0.0
2008-05-21,20.0
2008-05-22,-16.6667
2008-05-23,0.0
2008-05-29,-25.0
2008-05-30,53.3333
2008-06-02,0.0
2008-06-03,0.0
2008-06-04,4.3478
2008-06-05,-37.5
2008-06-06,0.0
2008-06-11,-26.6667
2008-06-12,36.3636
2008-06-16,-26.6667
2008-06-18,0.0
2008-06-19,0.0
2008-06-23,81.8182
2008-06-24,-25.0
2008-07-01,0.0
2008-07-07,-33.3333
2008-07-15,50.0
2008-07-17,-86.6667
2008-07-29,225.0
2008-07-30,-38.4615
2008-08-28,0.0
2008-09-02,275.0
2008-09-04,-3.3333
2008-09-17,-96.5517
2008-09-18,700.0
2008-09-26,-47.5
2008-10-10,0.0
2008-10-13,9.5238
2008-12-04,-43.4783
2008-12-23,92.3077
2008-12-30,0.0
2009-01-20,0.0
2009-01-28,0.0
2009-01-29,-8.0
2009-03-05,-73.913
2009-04-02,0.0
2009-04-07,216.6667
2009-04-16,-66.3158
2009-04-20,-50.0
2009-04-21,0.0
2009-04-22,337.5
2009-05-08,-85.7143
2009-05-20,0.0
2009-05-26,350.0
2009-07-02,-77.7778
