ticker,SYNA US Equity
2002-06-19,-7.7778
2002-06-20,-29.1283
2002-06-21,-9.9
2002-06-24,-7.8801
2002-06-25,-0.4819
2002-06-26,1.6949
2002-06-27,0.4762
2002-06-28,-10.663499999999999
2002-07-01,2.4403
2002-07-02,-4.1947
2002-07-03,0.4189
2002-07-05,6.3114
2002-07-08,6.962
2002-07-09,-5.3254
2002-07-10,-2.5
2002-07-11,6.1538
2002-07-12,-0.7246
2002-07-15,-9.1241
2002-07-16,-3.2129
2002-07-17,7.4689
2002-07-18,1.0296
2002-07-19,-0.1274
2002-07-22,1.4031
2002-07-23,-2.8931
2002-07-24,-3.1218
2002-07-25,-3.5967000000000002
2002-07-26,-2.9126
2002-07-29,-17.8571
2002-07-30,4.3478
2002-07-31,0.8333
2002-08-01,14.7107
2002-08-02,-17.723300000000002
2002-08-05,-13.8354
2002-08-06,-2.2358000000000002
2002-08-07,-6.237
2002-08-08,-5.765
2002-08-09,-1.6471
2002-08-12,-3.3493
2002-08-13,8.9109
2002-08-14,5.6818
2002-08-15,16.129
2002-08-16,1.8704
2002-08-19,-3.4721
2002-08-20,8.0979
2002-08-21,2.2822
2002-08-22,0.494
2002-08-23,-3.5593
2002-08-26,5.4482
2002-08-27,-2.5
2002-08-28,1.7094
2002-08-29,-0.6723
2002-08-30,1.5059
2002-09-03,-3.8173
2002-09-04,-2.773
2002-09-05,-1.2478
2002-09-06,7.0397
2002-09-09,0.1686
2002-09-10,0.1684
2002-09-11,-0.3193
2002-09-12,0.3204
2002-09-13,0.0
2002-09-16,-1.6806999999999999
2002-09-17,-10.9231
2002-09-18,-7.8872
2002-09-19,-4.1667
2002-09-20,3.2609
2002-09-23,0.0
2002-09-24,-1.0316
2002-09-25,2.1059
2002-09-26,3.125
2002-09-27,-2.8283
2002-09-30,0.0
2002-10-01,-1.2474
2002-10-02,0.0
2002-10-03,-5.2842
2002-10-04,-11.9804
2002-10-07,-5.5556
2002-10-08,-2.4064
2002-10-09,0.0
2002-10-10,6.0548
2002-10-11,5.9158
2002-10-14,-1.7073
2002-10-15,12.9032
2002-10-16,-3.3186999999999998
2002-10-17,5.4785
2002-10-18,-6.25
2002-10-21,-2.2989
2002-10-22,2.1176
2002-10-23,-0.6912
2002-10-24,0.9281
2002-10-25,3.4483
2002-10-28,11.1111
2002-10-29,15.6
2002-10-30,7.9585
2002-10-31,-2.0673
2002-11-01,-0.3436
2002-11-04,10.0164
2002-11-05,-1.6418
2002-11-06,6.6768
2002-11-07,0.0
2002-11-08,-0.9957
2002-11-11,-0.8621
2002-11-12,0.7246
2002-11-13,-0.1439
2002-11-14,2.8818
2002-11-15,-1.9607999999999999
2002-11-18,-7.5714
2002-11-19,9.9073
2002-11-20,-0.5766
2002-11-21,14.9929
2002-11-22,5.7811
2002-11-25,1.7442
2002-11-26,-3.4286
2002-11-27,-2.4852
2002-11-29,-1.8204
2002-12-02,4.3263
2002-12-03,1.8957000000000002
2002-12-04,0.0
2002-12-05,0.4651
2002-12-06,-2.6505
2002-12-09,2.9604
2002-12-10,3.1178
2002-12-11,-1.6797
2002-12-12,-1.2528000000000001
2002-12-13,0.346
2002-12-16,-0.4713
2002-12-17,1.0509
2002-12-18,-2.7429
2002-12-19,-14.2186
2002-12-20,-2.1918
2002-12-23,2.2409
2002-12-24,-0.5479
2002-12-26,1.1019
2002-12-27,-0.545
2002-12-30,0.6849
2002-12-31,3.4013999999999998
2003-01-02,1.8420999999999998
2003-01-03,1.5504
2003-01-06,1.7812000000000001
2003-01-07,0.0
2003-01-08,-0.75
2003-01-09,0.7557
2003-01-10,-3.875
2003-01-13,-0.3901
2003-01-14,0.2611
2003-01-15,2.0833
2003-01-16,-1.148
2003-01-17,-0.6065
2003-01-21,-2.2459
2003-01-22,-0.1461
2003-01-23,-1.9816
2003-01-24,-5.6988
2003-01-27,2.446
2003-01-28,1.1236
2003-01-29,0.6944
2003-01-30,-2.069
2003-01-31,2.2535
2003-02-03,0.4132
2003-02-04,-0.1372
2003-02-05,1.2363
2003-02-06,-3.4193
2003-02-07,-3.0627
2003-02-10,-0.7246
2003-02-11,-3.6496
2003-02-12,1.5152
2003-02-13,1.791
2003-02-14,0.4399
2003-02-18,-2.7591
2003-02-19,1.0359
2003-02-20,1.3373
2003-02-21,2.7859
2003-02-24,-2.1398
2003-02-25,-5.9767
2003-02-26,5.8915
2003-02-27,2.0498
2003-02-28,3.4433
2003-03-03,-9.0153
2003-03-04,-1.6768
2003-03-05,-3.876
2003-03-06,0.6452
2003-03-07,-3.6859
2003-03-10,-3.9933
2003-03-11,4.5061
2003-03-12,0.3317
2003-03-13,11.5702
2003-03-14,7.2593
2003-03-17,0.1381
2003-03-18,0.0
2003-03-19,-0.8276
2003-03-20,0.8345
2003-03-21,-2.6207000000000003
2003-03-24,0.2833
2003-03-25,0.2825
2003-03-26,-3.9436999999999998
2003-03-27,6.305
2003-03-28,5.5172
2003-03-31,-1.9607999999999999
2003-04-01,-2.9333
2003-04-02,1.5110000000000001
2003-04-03,0.2706
2003-04-04,-1.4845
2003-04-07,0.0
2003-04-08,-3.0137
2003-04-09,-3.1073
2003-04-10,-0.1458
2003-04-11,-2.0438
2003-04-14,6.5574
2003-04-15,4.6154
2003-04-16,2.6738
2003-04-17,0.0
2003-04-21,2.4609
2003-04-22,4.0793
2003-04-23,-4.1514
2003-04-24,-0.1274
2003-04-25,1.4031
2003-04-28,1.8868
2003-04-29,-1.6049
2003-04-30,-3.8895999999999997
2003-05-01,1.8277
2003-05-02,0.1282
2003-05-05,1.9205999999999999
2003-05-06,0.3769
2003-05-07,12.6408
2003-05-08,3.0
2003-05-09,7.767
2003-05-12,-1.7017
2003-05-13,-1.7311999999999999
2003-05-14,3.9378
2003-05-15,9.671
2003-05-16,0.3636
2003-05-19,-9.3297
2003-05-20,-0.5994
2003-05-21,1.5074999999999998
2003-05-22,-0.9901
2003-05-23,1.5
2003-05-27,14.7783
2003-05-28,1.2876
2003-05-29,-3.1356
2003-05-30,1.7498
2003-06-02,0.6019
2003-06-03,1.1966
2003-06-04,-2.8716
2003-06-05,0.0
2003-06-06,11.3043
2003-06-09,-1.5625
2003-06-10,-1.746
2003-06-11,5.2504
2003-06-12,-0.3837
2003-06-13,1.6949
2003-06-16,1.5909
2003-06-17,3.2811
2003-06-18,-3.0325
2003-06-19,-2.0849
2003-06-20,1.5209000000000001
2003-06-23,-4.6442
2003-06-24,-4.1634
2003-06-25,11.1475
2003-06-26,0.295
2003-06-27,-1.6176
2003-06-30,0.5232
2003-07-01,0.0
2003-07-02,-0.8178
2003-07-03,1.2744
2003-07-07,0.6662
2003-07-08,4.0441
2003-07-09,4.311
2003-07-10,-2.7778
2003-07-11,-2.5087
2003-07-14,0.0
2003-07-15,0.0715
2003-07-16,0.5
2003-07-17,-2.2033
2003-07-18,-2.689
2003-07-21,0.9709
2003-07-22,0.074
2003-07-23,2.8825
2003-07-24,-2.2773
2003-07-25,0.3455
2003-07-28,7.326
2003-07-29,-3.413
2003-07-30,-2.8269
2003-07-31,-2.9818
2003-08-01,-22.5637
2003-08-04,0.6776
2003-08-05,-1.8269
2003-08-06,-1.2732999999999999
2003-08-07,-1.1905000000000001
2003-08-08,-5.9237
2003-08-11,2.3479
2003-08-12,0.6257
2003-08-13,7.2539
2003-08-14,0.8696
2003-08-15,3.1609
2003-08-18,1.2071
2003-08-19,6.3303
2003-08-20,-0.7765
2003-08-21,-0.6087
2003-08-22,4.8994
2003-08-25,-1.0008
2003-08-26,-4.3808
2003-08-27,0.0
2003-08-28,6.2555
2003-08-29,-1.7412999999999998
2003-09-02,2.1097
2003-09-03,-1.2397
2003-09-04,-0.5021
2003-09-05,1.5979999999999999
2003-09-08,2.1523
2003-09-09,-3.4846
2003-09-10,0.4198
2003-09-11,-1.2542
2003-09-12,-4.2337
2003-09-15,-0.9726
2003-09-16,8.125
2003-09-17,-0.9083
2003-09-18,7.9167
2003-09-19,-3.0888
2003-09-22,-4.2231
2003-09-23,3.2446
2003-09-24,-3.3038
2003-09-25,-0.8333
2003-09-26,-8.3193
2003-09-29,3.6664
2003-09-30,-4.8629999999999995
2003-10-01,2.5093
2003-10-02,-3.4451
2003-10-03,1.784
2003-10-06,7.8413
2003-10-07,5.9025
2003-10-08,5.0081
2003-10-09,-2.5308
2003-10-10,-3.3225
2003-10-13,2.0408
2003-10-14,4.0
2003-10-15,1.5385
2003-10-16,1.9697
2003-10-17,-2.3031
2003-10-20,-1.4449
2003-10-21,-2.0833
2003-10-22,-13.3176
2003-10-23,1.5455
2003-10-24,11.8174
2003-10-27,2.2418
2003-10-28,3.7588
2003-10-29,1.8868
2003-10-30,-3.7037
2003-10-31,0.0
2003-11-03,2.0769
2003-11-04,0.2261
2003-11-05,-1.4285999999999999
2003-11-06,0.3814
2003-11-07,-1.4438
2003-11-10,0.0
2003-11-11,-0.9252
2003-11-12,1.1673
2003-11-13,-0.0769
2003-11-14,0.077
2003-11-17,-2.0769
2003-11-18,-1.3354
2003-11-19,-4.6178
2003-11-20,3.3388999999999998
2003-11-21,2.8270999999999997
2003-11-24,2.121
2003-11-25,4.6154
2003-11-26,-0.8088
2003-11-28,1.2602
2003-12-01,-1.2445
2003-12-02,1.5567
2003-12-03,-3.9416
2003-12-04,3.6398
2003-12-05,-2.7055
2003-12-08,7.3850999999999996
2003-12-09,-5.193
2003-12-10,-1.1103
2003-12-11,7.1108
2003-12-12,3.7037
2003-12-15,-2.5606
2003-12-16,6.639
2003-12-17,-0.7134
2003-12-18,-0.0653
2003-12-19,0.915
2003-12-22,-0.5829
2003-12-23,0.456
2003-12-24,-2.9831
2003-12-26,0.2005
2003-12-29,1.6678
2003-12-30,3.2152
2003-12-31,-4.768
2004-01-02,5.1402
2004-01-05,0.1905
2004-01-06,1.5843
2004-01-07,11.2913
2004-01-08,0.7287
2004-01-09,-1.6138
2004-01-12,0.6787
2004-01-13,-3.8764
2004-01-14,-1.9870999999999999
2004-01-15,0.2385
2004-01-16,-1.5467
2004-01-20,1.9335
2004-01-21,-2.786
2004-01-22,-1.2195
2004-01-23,21.6049
2004-01-26,11.5228
2004-01-27,-12.2895
2004-01-28,-4.3591
2004-01-29,-0.0543
2004-01-30,2.2258
2004-02-02,0.5311
2004-02-03,-2.2187
2004-02-04,-5.9427
2004-02-05,2.6422
2004-02-06,-0.0504
2004-02-09,2.7378
2004-02-10,-0.3815
2004-02-11,3.0088
2004-02-12,-6.5321
2004-02-13,-3.4091
2004-02-17,4.9412
2004-02-18,0.8969
2004-02-19,-2.2222
2004-02-20,2.1591
2004-02-23,-2.1135
2004-02-24,-1.9886
2004-02-25,6.6087
2004-02-26,0.9788
2004-02-27,-1.6155
2004-03-01,-1.04
2004-03-02,-2.5442
2004-03-03,-4.9376
2004-03-04,2.5672
2004-03-05,0.2328
2004-03-08,-4.6458
2004-03-09,-1.5834000000000001
2004-03-10,-1.7327
2004-03-11,-2.5819
2004-03-12,-1.7452999999999999
2004-03-15,-1.7105000000000001
2004-03-16,0.4685
2004-03-17,1.3324
2004-03-18,-0.3945
2004-03-19,-2.5743
2004-03-22,-3.3198
2004-03-23,-4.4849
2004-03-24,-2.0543
2004-03-25,11.3109
2004-03-26,10.9017
2004-03-29,0.8495
2004-03-30,2.5872
2004-03-31,2.8739
2004-04-01,-0.5131
2004-04-02,-0.9742
2004-04-05,5.5556
2004-04-06,-2.6316
2004-04-07,-5.4054
2004-04-08,0.5952
2004-04-12,4.8521
2004-04-13,-3.1603
2004-04-14,-3.1469
2004-04-15,-1.444
2004-04-16,-3.8462
2004-04-19,2.1587
2004-04-20,-1.8024
2004-04-21,0.0
2004-04-22,-5.5696
2004-04-23,19.437
2004-04-26,-0.954
2004-04-27,0.5666
2004-04-28,-2.8169
2004-04-29,-2.6087
2004-04-30,-1.4881
2004-05-03,1.2689
2004-05-04,1.4916
2004-05-05,-0.1176
2004-05-06,-2.472
2004-05-07,-2.5951
2004-05-10,-0.2478
2004-05-11,0.9317
2004-05-12,2.1538
2004-05-13,3.0723
2004-05-14,0.2338
2004-05-17,-4.0816
2004-05-18,0.6079
2004-05-19,-0.3625
2004-05-20,-1.698
2004-05-21,2.1592000000000002
2004-05-24,2.1739
2004-05-25,3.3097
2004-05-26,6.1213
2004-05-27,1.5633
2004-05-28,1.8047
2004-06-01,-0.365
2004-06-02,-2.1978
2004-06-03,0.4815
2004-06-04,2.3962
2004-06-07,-1.4561
2004-06-08,5.066
2004-06-09,-5.776
2004-06-10,-0.0533
2004-06-14,0.8
2004-06-15,1.7989000000000002
2004-06-16,2.027
2004-06-17,6.3678
2004-06-18,-2.3946
2004-06-21,-4.1217
2004-06-22,-1.2282
2004-06-23,6.6321
2004-06-24,-1.7979
2004-06-25,-1.237
2004-06-28,-4.3086
2004-06-29,-0.7853
2004-06-30,1.9525000000000001
2004-07-01,-4.7101
2004-07-02,-2.8246
2004-07-06,-3.2979
2004-07-07,-1.7341
2004-07-08,-3.0
2004-07-09,4.1844
2004-07-12,0.9895
2004-07-13,-2.4784
2004-07-14,-0.0591
2004-07-15,5.2336
2004-07-16,-4.5799
2004-07-19,4.0636
2004-07-20,3.339
2004-07-21,-8.7623
2004-07-22,1.7407
2004-07-23,-3.3038
2004-07-26,1.0372
2004-07-27,2.2947
2004-07-28,1.5348000000000002
2004-07-29,3.8952999999999998
2004-07-30,-17.2356
2004-08-02,-5.95
2004-08-03,4.8886
2004-08-04,0.6169
2004-08-05,3.3379
2004-08-06,-1.9776
2004-08-09,-0.269
2004-08-10,0.8766
2004-08-11,0.4679
2004-08-12,-2.7279
2004-08-13,-1.71
2004-08-16,2.6444
2004-08-17,7.322
2004-08-18,7.0752
2004-08-19,2.3599
2004-08-20,0.7493
2004-08-23,-1.6018
2004-08-24,4.6512
2004-08-25,4.2778
2004-08-26,-2.1311
2004-08-27,3.4295
2004-08-30,-1.7894999999999999
2004-08-31,-1.5541
2004-09-01,2.3407999999999998
2004-09-02,1.3298
2004-09-03,-6.0367
2004-09-07,0.1117
2004-09-08,0.2232
2004-09-09,0.6125
2004-09-10,2.269
2004-09-13,2.1645
2004-09-14,2.2246
2004-09-15,1.0881
2004-09-16,1.4864
2004-09-17,3.1313
2004-09-20,-0.1959
2004-09-21,2.9931
2004-09-22,-2.525
2004-09-23,-1.3195999999999999
2004-09-24,-2.1793
2004-09-27,-3.2911
2004-09-28,-0.0524
2004-09-29,5.186
2004-09-30,0.3984
2004-10-01,7.4405
2004-10-04,8.1717
2004-10-05,-0.5548
2004-10-06,4.6781
2004-10-07,-4.182
2004-10-08,-2.3534
2004-10-11,2.1034
2004-10-12,-1.7167
2004-10-13,4.5415
2004-10-14,5.6391
2004-10-15,-1.3444
2004-10-18,-1.6834
2004-10-19,1.6307
2004-10-20,0.4412
2004-10-21,7.0687
2004-10-22,11.5256
2004-10-25,-2.5753
2004-10-26,2.0254
2004-10-27,8.4118
2004-10-28,-2.126
2004-10-29,0.333
2004-11-01,6.8268
2004-11-02,0.3254
2004-11-03,-0.1769
2004-11-04,3.9291
2004-11-05,-1.2507
2004-11-08,-1.0075
2004-11-09,-1.2504
2004-11-10,0.4711
2004-11-11,-0.5569
2004-11-12,3.4188
2004-11-15,2.6788
2004-11-16,-3.4138
2004-11-17,-0.546
2004-11-18,-2.1381
2004-11-19,-5.0192
2004-11-22,8.9214
2004-11-23,7.7911
2004-11-24,2.4623
2004-11-26,-1.2145
2004-11-29,-1.4647999999999999
2004-11-30,1.9379
2004-12-01,-6.0156
2004-12-02,-3.519
2004-12-03,-0.4021
2004-12-06,2.1338
2004-12-07,-8.3851
2004-12-08,-0.6163
2004-12-09,-0.155
2004-12-10,3.0435
2004-12-13,1.5069
2004-12-14,0.1781
2004-12-15,0.3853
2004-12-16,-2.1258
2004-12-17,-1.1463
2004-12-20,-7.0186
2004-12-21,1.8051
2004-12-22,-1.4506999999999999
2004-12-23,2.1917
2004-12-27,-2.1127
2004-12-28,2.6161
2004-12-29,-0.3187
2004-12-30,-0.7033
2004-12-31,-1.5453999999999999
2005-01-03,-3.6625
2005-01-04,0.8147
2005-01-05,-2.3569
2005-01-06,-3.5172
2005-01-07,-4.9321
2005-01-10,8.4586
2005-01-11,-3.1889
2005-01-12,5.5496
2005-01-13,0.7463
2005-01-14,-2.9966
2005-01-18,5.033
2005-01-19,-0.8592
2005-01-20,0.7667
2005-01-21,21.7665
2005-01-24,-2.282
2005-01-25,2.9469
2005-01-26,-0.9992
2005-01-27,1.964
2005-01-28,-2.8357
2005-01-31,2.065
2005-02-01,2.3334
2005-02-02,-1.3312
2005-02-03,-3.8739
2005-02-04,9.8666
2005-02-07,-15.7602
2005-02-08,0.03
2005-02-09,-22.3056
2005-02-10,-12.3648
2005-02-11,-0.7937
2005-02-14,2.8889
2005-02-15,-0.6479
2005-02-16,-0.4783
2005-02-17,-2.5775
2005-02-18,-1.3004
2005-02-22,-5.4521
2005-02-23,2.691
2005-02-24,-1.6852
2005-02-25,15.8027
2005-02-28,-1.8085
2005-03-01,-2.5952
2005-03-02,-0.9454
2005-03-03,-2.039
2005-03-04,0.5314
2005-03-07,-1.1013
2005-03-08,-3.1626
2005-03-09,-1.4259
2005-03-10,-1.4932
2005-03-11,4.2634
2005-03-14,6.497
2005-03-15,-2.2611
2005-03-16,1.3531
2005-03-17,-1.7657
2005-03-18,-0.2192
2005-03-21,0.3954
2005-03-22,2.0131
2005-03-23,-1.9304999999999999
2005-03-24,4.3307
2005-03-28,0.7128
2005-03-29,-3.9967
2005-03-30,3.5993
2005-03-31,-2.8882
2005-04-01,-0.431
2005-04-04,-0.1299
2005-04-05,-0.8669
2005-04-06,-0.8745
2005-04-07,0.4411
2005-04-08,-0.6588
2005-04-11,0.5084
2005-04-12,-0.3739
2005-04-13,-2.8256
2005-04-14,-7.6329
2005-04-15,-5.4599
2005-04-18,1.4567999999999999
2005-04-19,4.3077
2005-04-20,-1.4258
2005-04-21,6.9825
2005-04-22,-14.2657
2005-04-25,1.3594
2005-04-26,-0.1073
2005-04-27,0.6445
2005-04-28,-2.2412
2005-04-29,-1.0371
2005-05-02,1.4341
2005-05-03,-0.2719
2005-05-04,0.3817
2005-05-05,-0.0543
2005-05-06,-0.5435
2005-05-09,0.9836
2005-05-10,-2.1104
2005-05-11,0.6633
2005-05-12,-1.1532
2005-05-13,1.3889
2005-05-16,2.0274
2005-05-17,2.5779
2005-05-18,3.6649000000000003
2005-05-19,0.3535
2005-05-20,-2.466
2005-05-23,0.9288
2005-05-24,0.9202
2005-05-25,-1.0132
2005-05-26,1.433
2005-05-27,-0.6559
2005-05-31,-2.3362
2005-06-01,2.3921
2005-06-02,0.0
2005-06-03,0.0508
2005-06-06,0.7107
2005-06-07,2.3185000000000002
2005-06-08,2.0197
2005-06-09,0.9174
2005-06-10,-2.2488
2005-06-13,-1.2726
2005-06-14,-2.9251
2005-06-15,0.6129
2005-06-16,-0.4061
2005-06-17,-0.2548
2005-06-20,-0.4088
2005-06-21,1.4365999999999999
2005-06-22,4.2489
2005-06-23,2.3775
2005-06-24,1.0427
2005-06-27,-0.985
2005-06-28,1.7054
2005-06-29,-1.0247
2005-06-30,0.5176
2005-07-01,-1.2172
2005-07-05,0.6161
2005-07-06,-0.3297
2005-07-07,0.6616
2005-07-08,-0.5634
2005-07-11,-0.3305
2005-07-12,-1.3738000000000001
2005-07-13,-2.0653
2005-07-14,0.6866
2005-07-15,-2.1432
2005-07-18,1.7919
2005-07-19,4.1565
2005-07-20,0.2347
2005-07-21,-1.2646
2005-07-22,0.8539
2005-07-25,2.4459
2005-07-26,-1.2856
2005-07-27,-0.6977
2005-07-28,-1.5457
2005-07-29,-24.5956
2005-08-01,-0.0631
2005-08-02,1.0101
2005-08-03,-0.6875
2005-08-04,0.7552
2005-08-05,-1.0618
2005-08-08,-3.5985
2005-08-09,0.7859
2005-08-10,-2.2092
2005-08-11,6.2458
2005-08-12,2.8143000000000002
2005-08-15,1.0341
2005-08-16,0.8429
2005-08-17,1.1343
2005-08-18,-1.0626
2005-08-19,-1.5513
2005-08-22,-0.7273
2005-08-23,0.9158
2005-08-24,-0.726
2005-08-25,-1.7063000000000001
2005-08-26,0.31
2005-08-29,-0.2472
2005-08-30,0.5576
2005-08-31,1.6636
2005-09-01,-1.697
2005-09-02,0.4932
2005-09-06,5.5828
2005-09-07,6.6241
2005-09-08,-1.9619
2005-09-09,-1.6676
2005-09-12,-0.6783
2005-09-13,-2.0489
2005-09-14,5.0552
2005-09-15,0.9956
2005-09-16,3.2311
2005-09-19,-1.008
2005-09-20,2.2508
2005-09-21,-2.673
2005-09-22,-1.5078
2005-09-23,-0.9295
2005-09-26,0.883
2005-09-27,1.0394
2005-09-28,-0.8663
2005-09-29,1.4746000000000001
2005-09-30,1.1841
2005-10-03,-0.8511
2005-10-04,-0.7511
2005-10-05,-1.9459
2005-10-06,-1.1025
2005-10-07,2.3969
2005-10-10,2.1775
2005-10-11,0.3729
2005-10-12,-1.38
2005-10-13,-1.2917
2005-10-14,2.3446
2005-10-17,2.7704
2005-10-18,1.3997
2005-10-19,2.5562
2005-10-20,3.1904
2005-10-21,-6.6184
2005-10-24,5.0181
2005-10-25,0.2463
2005-10-26,2.5553
2005-10-27,7.2832
2005-10-28,2.1438
2005-10-31,1.5741
2005-11-01,2.6259
2005-11-02,2.6007
2005-11-03,0.7359
2005-11-04,0.6088
2005-11-07,0.8875
2005-11-08,-0.04
2005-11-09,2.44
2005-11-10,1.679
2005-11-11,-0.6144
2005-11-14,-1.2751000000000001
2005-11-15,-8.7671
2005-11-16,2.4024
2005-11-17,3.4772
2005-11-18,3.0364
2005-11-21,0.5894
2005-11-22,1.0547
2005-11-23,3.4016
2005-11-25,-0.1869
2005-11-28,-1.4607
2005-11-29,-1.4823
2005-11-30,3.7809
2005-12-01,0.2602
2005-12-02,-0.927
2005-12-05,-1.9835
2005-12-06,-1.0309
2005-12-07,3.3951000000000002
2005-12-08,-3.8806000000000003
2005-12-09,0.6599
2005-12-12,-0.0386
2005-12-13,1.6204
2005-12-14,-1.8603
2005-12-15,0.0774
2005-12-16,-0.8891
2005-12-19,-0.819
2005-12-20,-2.3594
2005-12-21,-0.0403
2005-12-22,-0.7252
2005-12-23,-0.1623
2005-12-27,-0.813
2005-12-28,2.5
2005-12-29,0.4798
2005-12-30,-1.6315
2006-01-03,1.5372
2006-01-04,0.6375
2006-01-05,1.9794
2006-01-06,1.3975
2006-01-09,7.2741
2006-01-10,3.8544
2006-01-11,0.5155
2006-01-12,1.2650000000000001
2006-01-13,0.2363
2006-01-17,3.4355
2006-01-18,-3.9401
2006-01-19,4.5424
2006-01-20,-18.0934
2006-01-23,3.7609
2006-01-24,2.2129
2006-01-25,3.3221
2006-01-26,3.7211
2006-01-27,-1.3235999999999999
2006-01-30,-1.0801
2006-01-31,-1.7985
2006-02-01,2.6163
2006-02-02,-1.3102
2006-02-03,4.0187
2006-02-06,-1.3453
2006-02-07,-2.7972
2006-02-08,0.6115
2006-02-09,-4.8266
2006-02-10,-5.6724
2006-02-13,-0.5575
2006-02-14,1.5218
2006-02-15,-1.3807
2006-02-16,1.48
2006-02-17,-1.2612999999999999
2006-02-21,-2.6747
2006-02-22,-0.6153
2006-02-23,-1.2793999999999999
2006-02-24,-0.3344
2006-02-27,0.8389
2006-02-28,-2.2879
2006-03-01,1.4474
2006-03-02,0.7134
2006-03-03,0.0
2006-03-06,0.5
2006-03-07,1.2023
2006-03-08,4.1376
2006-03-09,-1.9276
2006-03-10,-0.5616
2006-03-13,0.242
2006-03-14,1.0865
2006-03-15,1.3535
2006-03-16,-4.9097
2006-03-17,-5.2458
2006-03-20,-2.5719
2006-03-21,0.5817
2006-03-22,-0.0445
2006-03-23,0.178
2006-03-24,-0.4887
2006-03-27,-1.3839000000000001
2006-03-28,-0.9507
2006-03-29,0.3199
2006-03-30,0.2278
2006-03-31,-0.0455
2006-04-03,1.3188
2006-04-04,-1.7056
2006-04-05,0.3653
2006-04-06,0.455
2006-04-07,6.2047
2006-04-10,3.1983
2006-04-11,4.2149
2006-04-12,0.1586
2006-04-13,0.5542
2006-04-17,1.4961
2006-04-18,2.2498
2006-04-19,-3.2625
2006-04-20,-0.4314
2006-04-21,-1.1816
2006-04-24,5.3408
2006-04-25,0.7189
2006-04-26,0.864
2006-04-27,-0.9683
2006-04-28,-1.3915
2006-05-01,-2.2502
2006-05-02,-0.3902
2006-05-03,1.9585
2006-05-04,1.7288000000000001
2006-05-05,-0.3399
2006-05-08,0.4168
2006-05-09,0.5283
2006-05-10,-1.7643
2006-05-11,-3.974
2006-05-12,-2.8253
2006-05-15,-0.6962
2006-05-16,1.0722
2006-05-17,0.204
2006-05-18,1.5472000000000001
2006-05-19,2.1250999999999998
2006-05-22,-1.3742
2006-05-23,-0.5175
2006-05-24,-2.481
2006-05-25,3.4469
2006-05-26,-2.3403
2006-05-30,-3.6149
2006-05-31,-0.2528
2006-06-01,3.2953
2006-06-02,-2.1677
2006-06-05,-5.1421
2006-06-06,-0.3526
2006-06-07,-0.3096
2006-06-08,-3.3274
2006-06-09,1.7898
2006-06-12,-6.312
2006-06-13,-3.2724
2006-06-14,1.592
2006-06-15,5.3869
2006-06-16,-4.6004000000000005
