ticker,GEOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-02-23,-10.0
2006-02-24,0.0
2006-03-01,11.1111
2006-03-02,-17.0
2006-03-14,8.4337
2006-03-22,0.0
2006-03-23,-11.1111
2006-03-30,100.0
2006-03-31,-37.5
2006-04-06,-20.0
2006-04-27,25.0
2006-04-28,5.0
2006-05-03,-5.7143
2006-05-08,-5.0505
2006-05-12,-2.1277
2006-05-15,95.6522
2006-05-16,-53.4444
2006-05-18,-2.148
2006-05-19,-2.439
2006-05-22,0.0
2006-05-24,-5.0
2006-06-01,0.0
2006-06-02,0.0
2006-06-08,-2.8947000000000003
2006-06-09,0.0
2006-06-12,-0.271
2006-06-14,8.6957
2006-06-23,-8.0
2006-06-27,0.0
2006-06-28,-0.8152
2006-07-05,-4.1096
2006-07-19,0.0
2006-07-27,0.0
2006-07-28,-6.8571
2006-07-31,-1.8405
2006-08-02,-6.25
2006-08-03,0.0
2006-08-08,0.0
2006-08-10,-8.3333
2006-08-11,-18.1818
2006-08-14,24.4444
2006-08-15,1.7856999999999998
2006-08-16,1.7544
2006-08-18,10.3448
2006-08-21,0.0
2006-08-23,-18.75
2006-08-24,11.538499999999999
2006-08-25,17.2414
2006-09-01,-11.7647
2006-09-15,-6.6667
2006-09-22,-5.3571
2006-09-25,1.8868
2006-09-26,-1.8519
2006-10-03,13.2075
2006-10-05,8.3333
2006-10-06,-7.6923
2006-10-12,0.0
2006-10-24,0.0
2006-10-26,-1.6667
2006-10-27,-11.8644
2006-10-30,7.6923
2006-10-31,3.5714
2006-11-01,3.4483
2006-11-02,-5.0
2006-11-03,0.0
2006-11-06,1.7544
2006-11-09,3.4483
2006-11-13,-3.3333
2006-11-21,-1.7241
2006-11-22,3.5088
2006-11-30,-1.6949
2006-12-01,-1.7241
2006-12-04,-7.0175
2006-12-05,0.0
2006-12-06,0.0
2006-12-12,2.6414999999999997
2006-12-13,8.4559
2006-12-14,-11.8644
2006-12-15,1.9231
2006-12-18,13.2075
2006-12-19,-5.0
2006-12-20,-1.7544
2006-12-27,1.7856999999999998
2006-12-28,1.7544
2007-01-04,-1.7241
2007-01-05,0.0
2007-01-10,0.0
2007-01-11,0.0
2007-01-12,0.0
2007-01-16,0.0
2007-01-22,0.0
2007-01-23,-3.1579
2007-01-24,3.2609
2007-01-25,0.0
2007-01-26,-1.7544
2007-01-29,1.0714
2007-01-30,1.0601
2007-01-31,-3.8462
2007-02-01,1.8182
2007-02-02,0.0
2007-02-05,0.0
